"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",0,0,0,0,0
"2",48,56,6,2,7
"3",0,0,0,0,0
"4",50,56,8,1,4
"5",49,53,7,2,2
"6",0,0,0,0,0
"7",0,0,0,0,0
"8",47,42,8,3,6
"9",42,42,6,3,4
"10",55,60,6,2,8
"11",37,59,8,5,4
"12",44,50,7,4,2
"13",49,49,8,2,6
"14",56,44,9,3,6
"15",50,43,7,2,4
"16",45,44,6,3,4
"17",35,54,9,3,6
"18",52,36,12,3,4
"19",47,46,6,3,6
"20",56,42,13,2,7
"21",45,46,9,3,3
"22",53,53,8,2,6
"23",0,0,0,0,0
"24",36,54,7,5,3
"25",50,52,9,2,4
"26",40,61,6,3,6
"27",48,47,8,3,4
"28",47,45,9,6,4
"29",46,55,5,4,7
"30",52,49,6,3,5
"31",40,55,7,2,4
"32",47,44,12,2,4
"33",53,40,8,3,6
"34",0,0,0,0,0
"35",39,46,5,1,5
"36",49,43,6,3,3
"37",50,52,8,4,3
"38",44,46,6,3,5
"39",50,50,6,2,2
"40",45,45,11,2,8
"41",41,52,7,4,4
"42",47,53,7,3,4
"43",45,56,13,4,4
"44",32,42,3,3,6
"45",38,43,10,2,4
"46",54,47,9,2,5
"47",43,55,7,3,7
"48",38,43,7,3,6
"49",0,0,0,0,0
"50",55,55,7,2,5
"51",47,47,9,2,3
"52",58,53,6,2,6
"53",0,0,0,0,0
"54",0,0,0,0,0
"55",58,42,10,2,5
"56",49,41,6,3,5
"57",44,46,3,4,3
"58",0,0,0,0,0
"59",60,48,13,2,4
"60",47,51,10,3,3
"61",62,46,7,5,2
"62",41,50,6,3,6
"63",51,40,6,2,3
"64",54,54,9,3,5
"65",48,46,7,3,5
"66",0,0,0,0,0
"67",47,52,7,3,2
"68",48,34,7,3,5
"69",42,44,6,2,2
"70",59,49,6,3,3
"71",48,55,7,5,3
"72",48,52,8,2,5
"73",0,1,0,0,0
"74",42,56,12,2,7
"75",48,48,8,5,7
"76",43,49,12,3,4
"77",0,0,0,0,0
"78",61,51,9,4,8
"79",0,0,0,0,0
"80",0,1,0,0,0
"81",38,52,11,4,6
"82",42,47,11,3,7
"83",50,49,10,2,4
"84",0,0,0,0,0
"85",46,55,11,4,5
"86",52,42,9,2,7
"87",45,51,9,3,4
"88",0,0,0,0,0
"89",40,42,8,3,3
"90",54,46,8,3,3
"91",47,51,8,3,4
"92",49,44,10,5,5
"93",0,0,0,0,0
"94",42,43,10,4,7
"95",63,38,11,2,10
"96",56,53,5,2,5
"97",50,45,9,3,5
"98",40,41,9,4,4
"99",51,51,6,4,3
"100",32,46,11,2,5
"101",39,50,8,2,6
"102",56,55,8,2,4
"103",38,40,9,5,3
"104",0,1,0,0,0
"105",48,53,7,2,4
"106",47,48,8,2,4
"107",46,51,6,4,7
"108",0,0,0,0,0
"109",45,39,7,3,2
"110",0,0,0,0,0
"111",54,58,6,4,4
"112",0,0,0,0,0
"113",46,46,9,2,6
"114",48,59,9,5,4
"115",56,37,10,3,4
"116",52,44,6,3,5
"117",46,41,8,3,4
"118",62,45,6,2,4
"119",41,39,9,3,3
"120",0,0,0,0,0
"121",48,48,7,3,5
"122",51,59,7,3,5
"123",50,52,7,4,4
"124",51,49,9,3,5
"125",0,0,0,0,0
"126",43,53,5,2,3
"127",0,0,0,0,0
"128",0,0,0,0,0
"129",44,48,8,2,6
"130",54,50,5,2,7
"131",0,1,0,0,0
"132",40,41,9,4,8
"133",45,65,8,6,3
"134",53,43,7,4,4
"135",47,36,8,2,7
"136",58,53,10,4,5
"137",41,50,8,3,4
"138",56,42,11,3,4
"139",50,45,8,3,5
"140",48,45,9,4,4
"141",37,65,4,3,4
"142",41,48,3,3,5
"143",44,53,7,3,5
"144",47,43,11,6,5
"145",54,59,8,4,6
"146",53,43,10,3,4
"147",39,47,12,3,4
"148",48,47,7,3,5
"149",56,44,11,3,5
"150",0,0,0,0,0
"151",46,44,9,2,4
"152",52,48,11,4,4
"153",41,47,11,1,5
"154",57,46,8,3,7
"155",0,0,0,0,0
"156",41,47,7,6,6
"157",55,49,10,3,5
"158",48,42,9,5,4
"159",44,47,5,4,3
"160",0,0,0,0,0
"161",47,46,8,4,5
"162",48,42,8,5,4
"163",50,47,9,4,8
"164",49,47,8,4,4
"165",52,49,10,2,2
"166",39,56,9,2,4
"167",54,52,5,3,3
"168",48,35,4,5,4
"169",48,46,6,3,5
"170",0,0,0,0,0
"171",52,51,6,2,2
"172",0,0,0,0,0
"173",47,60,9,5,5
"174",51,52,3,1,4
"175",55,51,8,1,4
"176",49,46,7,3,7
"177",38,41,8,4,8
"178",45,55,7,2,5
"179",43,46,7,4,4
"180",55,58,4,3,4
"181",53,54,10,2,4
"182",42,48,4,3,6
"183",37,42,6,1,5
"184",44,45,13,4,3
"185",59,50,10,1,2
"186",0,0,0,0,0
"187",45,58,9,3,6
"188",36,54,4,3,3
"189",38,47,8,3,3
"190",36,54,6,1,4
"191",0,0,0,0,0
"192",37,57,7,2,4
"193",51,42,7,5,5
"194",40,52,8,3,8
"195",41,52,7,2,4
"196",49,49,11,4,4
"197",45,41,7,2,5
"198",58,58,6,4,6
"199",0,0,0,0,0
"200",44,59,7,3,4
"201",46,48,8,2,3
"202",45,35,6,5,3
"203",57,47,4,2,4
"204",45,48,10,2,5
"205",37,39,9,3,5
"206",47,40,11,2,8
"207",44,47,8,1,6
"208",51,45,10,4,5
"209",47,50,7,3,7
"210",0,0,0,0,0
"211",41,47,4,2,3
"212",58,58,9,1,6
"213",38,55,6,2,6
"214",30,46,6,3,5
"215",58,48,9,3,4
"216",54,53,6,5,5
"217",38,46,7,2,7
"218",0,0,0,0,0
"219",42,43,6,4,9
"220",51,47,8,2,3
"221",0,0,0,0,0
"222",49,51,11,2,3
"223",46,39,8,3,4
"224",0,0,0,0,0
"225",49,58,7,3,5
"226",46,51,14,4,3
"227",48,53,7,4,5
"228",0,0,0,0,0
"229",37,45,10,3,6
"230",52,44,5,5,4
"231",38,60,7,4,6
"232",57,43,8,2,3
"233",42,46,10,2,6
"234",0,1,0,0,0
"235",51,52,5,2,5
"236",43,48,7,3,3
"237",53,43,8,4,5
"238",0,0,0,0,0
"239",42,46,12,2,5
"240",51,50,7,2,6
"241",46,43,8,4,5
"242",39,43,5,1,4
"243",1,0,0,0,0
"244",41,46,5,2,7
"245",38,55,9,1,4
"246",38,52,9,5,3
"247",49,51,8,2,5
"248",41,42,11,3,6
"249",36,50,6,2,5
"250",43,50,7,3,4
"251",46,35,8,4,5
"252",51,48,6,3,6
"253",48,40,9,4,5
"254",51,47,6,4,4
"255",38,43,9,2,2
"256",52,45,9,2,5
"257",39,38,9,2,3
"258",49,57,7,1,3
"259",52,42,5,6,5
"260",52,45,7,3,4
"261",47,43,6,5,5
"262",40,38,6,4,6
"263",53,52,6,5,2
"264",0,0,0,0,0
"265",53,39,7,3,9
"266",42,33,7,2,5
"267",38,53,8,3,4
"268",44,47,7,4,5
"269",47,45,8,5,4
"270",41,49,8,5,6
"271",39,50,12,2,2
"272",0,0,0,0,0
"273",36,45,8,3,5
"274",37,54,8,5,7
"275",45,45,6,2,5
"276",41,57,10,3,5
"277",56,50,8,4,4
"278",50,54,8,2,9
"279",57,60,7,4,7
"280",50,58,4,3,7
"281",47,60,4,2,5
"282",43,45,9,4,7
"283",0,1,0,0,0
"284",0,1,0,0,0
"285",0,0,0,0,0
"286",48,45,8,1,3
"287",59,50,10,2,2
"288",0,1,0,0,0
"289",52,40,7,3,5
"290",44,46,8,4,5
"291",47,63,5,5,8
"292",50,49,8,3,3
"293",40,51,5,5,4
"294",48,43,4,3,6
"295",34,42,8,2,3
"296",51,46,13,3,5
"297",42,49,8,4,2
"298",42,46,8,3,4
"299",35,45,9,4,7
"300",43,54,7,4,6
"301",0,0,0,0,0
"302",46,52,11,2,7
"303",57,42,6,3,4
"304",51,48,6,3,3
"305",52,53,6,2,5
"306",45,45,11,2,4
"307",0,1,0,0,0
"308",41,40,5,3,5
"309",55,55,6,3,5
"310",0,0,0,0,0
"311",0,1,0,0,0
"312",59,47,4,3,2
"313",0,0,0,0,0
"314",50,49,14,3,6
"315",42,51,5,1,3
"316",45,44,7,5,8
"317",54,34,4,4,4
"318",52,42,7,1,3
"319",36,52,7,2,2
"320",0,0,0,0,0
"321",47,56,8,4,5
"322",47,41,4,3,6
"323",48,55,12,4,9
"324",55,37,10,3,5
"325",41,57,7,2,5
"326",50,47,8,4,6
"327",55,41,9,2,5
"328",38,44,6,2,5
"329",51,43,6,3,4
"330",0,0,0,0,0
"331",51,50,6,2,7
"332",52,49,5,3,6
"333",44,49,6,2,2
"334",57,39,6,3,4
"335",42,57,10,4,5
"336",52,49,10,2,5
"337",0,0,0,0,0
"338",51,50,7,3,4
"339",51,52,6,1,4
"340",53,58,9,2,3
"341",55,41,9,3,3
"342",43,40,5,2,6
"343",38,51,5,2,8
"344",0,1,0,0,0
"345",44,49,6,3,4
"346",53,51,7,3,4
"347",53,56,10,4,5
"348",44,46,9,4,3
"349",44,49,7,3,5
"350",46,48,7,2,6
"351",46,50,5,3,6
"352",0,0,0,0,0
"353",0,0,0,0,0
"354",0,0,0,0,0
"355",42,45,6,4,6
"356",0,0,0,0,0
"357",49,46,5,5,8
"358",47,38,10,2,4
"359",35,37,5,3,5
"360",53,53,9,5,2
"361",53,53,8,3,5
"362",48,42,6,3,6
"363",43,41,6,2,6
"364",45,45,8,3,7
"365",56,53,6,3,4
"366",45,41,17,3,4
"367",55,52,9,2,5
"368",55,61,10,2,6
"369",56,44,8,2,5
"370",50,41,6,2,4
"371",40,53,7,5,7
"372",44,42,7,2,4
"373",0,0,0,0,0
"374",0,0,0,0,0
"375",1,0,0,0,0
"376",0,0,0,0,0
"377",48,51,11,6,5
"378",43,48,7,1,5
"379",40,42,10,4,3
"380",43,52,9,4,5
"381",54,44,8,4,4
"382",45,47,8,3,5
"383",52,51,7,1,4
"384",51,50,8,2,5
"385",0,0,0,0,0
"386",49,49,6,2,7
"387",0,1,0,0,0
"388",0,0,0,0,0
"389",44,43,8,3,4
"390",39,44,10,4,4
"391",42,44,9,1,3
"392",42,48,15,3,4
"393",53,53,8,3,4
"394",53,59,9,5,4
"395",0,1,0,0,0
"396",0,0,0,0,0
"397",40,50,13,2,4
"398",38,48,8,3,4
"399",50,50,10,5,3
"400",38,49,9,3,4
"401",35,49,7,5,5
"402",52,52,7,3,6
"403",56,47,7,4,2
"404",49,33,8,3,3
"405",54,47,9,1,5
"406",45,63,10,4,7
"407",48,46,5,1,5
"408",42,53,5,4,7
"409",42,49,7,2,3
"410",47,64,10,4,3
"411",47,45,9,2,5
"412",37,48,4,3,4
"413",0,1,0,0,0
"414",40,39,8,2,4
"415",52,46,9,5,5
"416",41,44,6,2,4
"417",0,0,0,0,0
"418",53,48,9,2,5
"419",46,42,5,1,5
"420",37,52,9,4,5
"421",40,49,10,2,5
"422",42,49,7,2,4
"423",53,49,9,2,10
"424",49,56,9,2,3
"425",0,0,0,0,0
"426",47,49,13,5,3
"427",44,52,9,5,4
"428",48,43,8,5,3
"429",47,58,7,3,4
"430",43,58,8,2,5
"431",0,1,0,0,0
"432",0,0,0,0,0
"433",56,39,5,4,6
"434",51,50,11,3,7
"435",43,54,9,2,3
"436",35,58,8,3,4
"437",48,62,6,2,5
"438",0,0,0,0,0
"439",53,37,7,4,7
"440",50,47,6,3,6
"441",50,55,6,5,5
"442",46,46,6,4,6
"443",48,53,9,3,3
"444",0,0,0,0,0
"445",1,1,0,0,0
"446",43,56,15,4,5
"447",46,45,11,1,4
"448",49,53,10,2,3
"449",44,50,8,4,6
"450",59,51,8,0,3
"451",51,51,8,3,4
"452",35,61,8,2,3
"453",48,48,7,4,6
"454",51,51,8,4,4
"455",35,46,7,4,8
"456",51,43,10,6,4
"457",0,1,0,0,0
"458",57,59,7,1,4
"459",40,48,7,4,4
"460",44,46,15,4,9
"461",48,42,6,4,6
"462",0,0,0,0,0
"463",41,52,10,3,4
"464",57,54,7,4,4
"465",51,52,8,3,7
"466",0,0,0,0,0
"467",0,0,0,0,0
"468",48,42,8,3,5
"469",0,0,0,0,0
"470",37,51,9,6,4
"471",51,51,9,4,4
"472",55,45,7,2,5
"473",46,44,7,4,4
"474",51,51,7,2,4
"475",0,0,0,0,0
"476",59,50,4,3,7
"477",43,40,7,4,7
"478",58,54,11,3,4
"479",52,49,5,4,4
"480",46,51,12,2,5
"481",38,48,10,4,3
"482",56,42,7,4,5
"483",0,0,0,0,0
"484",51,54,7,2,4
"485",57,55,7,4,6
"486",55,48,5,1,6
"487",52,43,11,1,5
"488",37,54,6,3,4
"489",55,40,6,2,6
"490",43,48,11,1,6
"491",44,47,9,3,4
"492",0,0,0,0,0
"493",0,0,0,0,0
"494",53,41,8,5,3
"495",0,1,0,0,0
"496",42,43,4,2,7
"497",41,40,11,2,4
"498",49,47,8,3,5
"499",0,0,0,0,0
"500",58,58,8,2,5
"501",0,0,0,0,0
"502",41,56,8,2,9
"503",46,47,7,3,4
"504",59,38,8,2,5
"505",44,46,8,3,4
"506",67,47,6,2,4
"507",0,0,0,0,0
"508",0,1,0,0,0
"509",55,60,10,3,4
"510",46,53,6,2,5
"511",63,42,6,3,8
"512",48,40,9,4,5
"513",0,1,0,0,0
"514",54,49,8,4,5
"515",48,44,12,2,6
"516",58,49,8,6,5
"517",49,50,8,3,6
"518",56,57,6,6,2
"519",57,52,8,5,5
"520",51,56,10,5,4
"521",50,41,6,5,4
"522",52,49,5,1,4
"523",47,53,10,6,3
"524",51,42,8,5,6
"525",62,49,9,3,5
"526",52,42,6,5,4
"527",48,44,8,1,4
"528",40,44,6,3,4
"529",41,45,11,3,3
"530",52,51,7,2,3
"531",44,56,6,2,4
"532",53,48,10,5,6
"533",60,44,11,5,2
"534",50,41,9,4,5
"535",42,54,7,2,5
"536",58,47,10,3,5
"537",39,43,10,6,4
"538",41,44,11,3,3
"539",0,0,0,0,0
"540",44,44,5,3,3
"541",40,53,5,3,3
"542",52,39,8,1,5
"543",47,52,9,2,3
"544",47,46,8,4,2
"545",58,54,9,3,5
"546",0,0,0,0,0
"547",46,56,8,6,4
"548",40,44,10,1,3
"549",54,42,5,4,11
"550",58,49,9,2,5
"551",50,58,5,4,4
"552",58,48,7,2,3
"553",47,38,9,4,4
"554",47,51,7,2,5
"555",41,56,6,3,4
"556",47,48,11,2,9
"557",52,41,13,7,4
"558",53,41,10,2,3
"559",50,51,11,4,4
"560",41,46,5,3,6
"561",61,45,9,3,3
"562",41,46,8,2,4
"563",57,50,9,3,9
"564",0,1,0,0,0
"565",0,0,0,0,0
"566",43,54,7,2,5
"567",47,45,9,3,5
"568",50,59,8,3,6
"569",53,52,7,3,5
"570",49,57,8,3,3
"571",46,50,7,3,3
"572",42,51,8,2,2
"573",54,49,6,2,3
"574",56,58,8,2,5
"575",43,54,8,5,6
"576",0,0,0,0,0
"577",49,52,8,3,4
"578",52,46,7,6,2
"579",37,35,8,5,7
"580",54,41,6,1,4
"581",48,40,8,3,3
"582",49,48,9,3,5
"583",48,43,8,5,8
"584",40,57,6,2,4
"585",47,44,6,7,4
"586",0,0,0,0,0
"587",44,52,8,3,4
"588",0,0,0,0,0
"589",52,57,9,2,5
"590",36,48,6,3,3
"591",55,41,8,3,4
"592",45,44,8,3,3
"593",35,34,4,3,5
"594",45,48,9,3,5
"595",44,46,8,1,7
"596",42,47,9,3,5
"597",45,56,5,3,6
"598",33,48,12,2,6
"599",40,50,13,2,5
"600",45,43,10,5,5
"601",0,1,0,0,0
"602",0,0,0,0,0
"603",36,65,7,3,2
"604",52,50,8,5,5
"605",51,46,7,2,5
"606",50,41,13,2,4
"607",0,0,0,0,0
"608",42,50,11,1,3
"609",0,0,0,0,0
"610",0,0,0,0,0
"611",0,0,0,0,0
"612",43,50,6,1,6
"613",38,59,6,2,7
"614",0,0,0,0,0
"615",43,54,5,2,3
"616",46,47,7,5,6
"617",37,49,9,3,6
"618",46,45,7,2,3
"619",46,61,9,4,6
"620",38,47,9,2,5
"621",51,55,10,1,6
"622",46,46,7,3,7
"623",0,0,0,0,0
"624",49,57,7,4,1
"625",45,48,6,3,5
"626",50,51,11,2,4
"627",46,50,11,3,4
"628",43,55,6,3,3
"629",45,53,11,3,6
"630",0,0,0,0,0
"631",0,1,0,0,0
"632",44,42,5,5,3
"633",51,60,8,2,4
"634",43,50,7,2,5
"635",48,47,6,3,5
"636",0,0,0,0,0
"637",50,44,12,3,6
"638",0,0,0,0,0
"639",41,47,8,2,3
"640",54,47,7,4,3
"641",66,58,9,2,7
"642",38,45,7,3,6
"643",54,43,8,2,2
"644",0,0,0,0,0
"645",39,45,7,2,6
"646",43,59,12,4,6
"647",50,47,9,3,4
"648",0,0,0,0,0
"649",46,45,7,2,4
"650",52,45,9,3,10
"651",41,59,5,3,4
"652",44,47,7,4,5
"653",63,55,8,4,5
"654",42,47,11,1,4
"655",0,0,0,0,0
"656",46,36,6,3,4
"657",47,48,8,2,5
"658",53,47,9,3,5
"659",50,49,8,4,6
"660",48,43,5,2,7
"661",53,53,12,3,5
"662",41,45,9,2,5
"663",47,41,7,3,6
"664",51,52,11,1,4
"665",0,0,0,0,0
"666",41,48,8,5,5
"667",48,61,11,5,5
"668",61,43,6,3,4
"669",49,47,9,1,4
"670",53,34,6,4,4
"671",0,0,0,0,0
"672",43,42,13,3,5
"673",47,50,7,2,4
"674",42,52,9,3,6
"675",48,52,9,3,4
"676",0,0,0,0,0
"677",0,1,0,0,0
"678",55,46,6,2,5
"679",45,51,10,3,6
"680",52,49,7,2,7
"681",51,49,8,3,5
"682",48,57,7,3,7
"683",49,37,5,4,7
"684",56,42,6,2,3
"685",39,36,9,5,4
"686",41,48,9,5,6
"687",49,53,7,4,7
"688",41,43,7,4,5
"689",50,55,10,2,3
"690",58,56,7,2,4
"691",42,41,9,1,3
"692",50,46,6,5,6
"693",45,37,17,3,4
"694",46,57,9,3,5
"695",0,0,0,0,0
"696",50,50,5,1,9
