"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",172,199,29,9,12
"2",167,179,31,8,11
"3",178,151,26,7,11
"4",168,176,25,12,15
"5",181,171,21,9,16
"6",194,184,30,10,17
"7",161,169,22,8,11
"8",176,157,30,14,14
"9",182,179,25,11,11
"10",167,187,26,10,10
"11",0,1,0,0,0
"12",173,176,29,9,16
"13",1,1,0,0,0
"14",157,168,26,10,13
"15",177,158,19,11,12
"16",160,176,23,11,10
"17",0,1,0,0,0
"18",187,194,21,6,13
"19",180,181,24,8,12
"20",165,164,26,8,12
"21",182,166,30,11,14
"22",165,165,30,6,11
"23",164,163,24,10,13
"24",194,164,29,12,14
"25",148,186,19,8,16
"26",208,189,24,10,10
"27",169,169,24,7,15
"28",151,176,22,9,14
"29",1,1,0,0,0
"30",177,179,23,11,14
"31",194,173,25,10,18
"32",175,177,32,10,16
"33",185,150,25,8,16
"34",0,1,0,0,0
"35",160,165,22,9,15
"36",168,173,34,7,12
"37",189,174,22,9,16
"38",171,168,29,7,17
"39",0,0,0,0,0
"40",160,152,29,10,12
"41",173,160,23,10,14
"42",0,1,0,0,0
"43",0,1,0,0,0
"44",0,1,0,0,0
"45",175,172,31,10,16
"46",188,154,25,9,11
"47",163,174,23,10,15
"48",0,1,0,0,0
"49",180,157,26,10,13
"50",167,170,26,6,12
"51",163,163,23,11,14
"52",154,147,15,7,12
"53",167,157,23,8,14
"54",187,178,26,7,13
"55",150,177,32,9,10
"56",0,1,0,1,0
"57",0,1,0,0,0
"58",2,3,0,0,0
"59",165,168,25,8,11
"60",176,191,28,8,17
"61",174,181,29,9,15
"62",161,162,25,12,12
"63",164,171,27,7,16
"64",0,1,0,0,0
"65",169,180,25,9,17
"66",174,178,23,8,20
"67",172,178,31,7,13
"68",165,158,22,8,11
"69",0,1,0,0,0
"70",171,179,25,9,13
"71",186,171,26,9,12
"72",164,165,19,8,13
"73",165,183,30,8,13
"74",179,160,27,7,15
"75",169,181,24,11,17
"76",157,168,19,10,16
"77",0,0,0,0,0
"78",167,158,33,10,16
"79",196,190,27,7,12
"80",192,181,24,7,13
"81",182,181,30,8,15
"82",162,155,28,10,13
"83",162,187,26,10,18
"84",0,0,0,0,0
"85",184,168,23,10,11
"86",152,167,27,7,9
"87",179,171,28,7,12
"88",0,1,0,0,0
"89",0,1,0,0,0
"90",195,166,32,9,19
"91",0,1,0,0,0
"92",183,176,25,12,11
"93",155,167,25,8,12
"94",1,1,0,0,0
"95",174,188,25,8,12
"96",183,179,30,7,15
"97",194,178,27,9,16
"98",172,174,27,10,15
"99",180,185,25,9,17
"100",175,176,21,11,13
"101",181,171,31,10,16
"102",169,180,26,11,14
"103",176,161,26,9,13
"104",174,178,32,8,14
"105",159,176,24,10,12
"106",0,1,0,0,0
"107",180,162,29,10,20
"108",0,2,0,0,0
"109",168,157,32,12,17
"110",182,199,24,9,17
"111",174,179,28,12,15
"112",174,179,30,11,12
"113",181,168,22,6,15
"114",167,168,25,9,12
"115",171,184,22,9,14
"116",172,174,19,10,16
"117",158,157,26,9,10
"118",163,164,25,8,14
"119",0,1,0,0,0
"120",177,183,30,8,15
"121",156,177,30,8,14
"122",145,144,27,8,9
"123",162,162,21,8,17
"124",166,162,27,7,16
"125",1,1,0,0,0
"126",160,167,34,8,13
"127",166,171,26,7,17
"128",153,156,28,9,12
"129",171,172,29,12,14
"130",0,1,0,0,0
"131",166,159,29,10,19
"132",160,169,27,9,16
"133",0,2,0,0,0
"134",184,171,32,8,15
"135",192,152,23,8,13
"136",146,163,26,11,12
"137",192,168,27,11,14
"138",174,178,21,11,18
"139",171,196,32,15,14
"140",0,1,0,0,0
"141",177,159,28,7,14
"142",164,179,29,9,10
"143",172,171,28,14,15
"144",186,173,25,12,19
"145",161,182,20,7,15
"146",174,159,22,9,12
"147",173,170,20,6,17
"148",162,157,25,9,18
"149",173,164,23,8,16
"150",188,178,26,8,12
"151",169,186,25,7,13
"152",186,189,30,7,15
"153",188,189,24,8,15
"154",154,143,30,6,15
"155",182,183,29,11,14
"156",0,0,0,0,0
"157",180,174,29,8,17
"158",0,1,0,0,0
"159",177,205,24,8,12
"160",0,1,0,0,0
"161",171,166,23,9,16
"162",174,164,23,7,10
"163",171,181,29,10,16
"164",180,165,26,9,13
"165",0,1,0,0,0
"166",154,164,30,7,15
"167",201,187,24,8,15
