"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",64.7833734710511,0,68.0056987143493,0,0,0,0
"2",0,0,0,0,0,0,0
"3",50.9656494574628,73.4412338268619,48.6585163298227,73.5013500541915,79.0182447083905,78.2572654772758,70.5919757934765
"4",53.2986071103536,0,53.1353396983158,0,0,0,0
"5",0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0
"7",60.9105048996647,0,64.0285100041698,0,0,0,0
"8",0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0
"10",46.7124087591776,0,61.8436635253833,50.8570034549556,0,49.0292296159181,0
"11",75.2047617185754,0,68.3112124093026,0,0,0,0
"12",1.92356515870939,0,0,0,0,0,0
"13",4.11615683262203,0,25.8863143069854,0,0,0,0
"14",0,0,0,0,0,0,0
"15",45.3984898646134,0,41.3019181471265,0,0,0,0
"16",51.3955998274234,0,55.4898537336976,65.4098411232421,64.2315839276507,0,0
"17",70.4134943946606,0,73.6178032101538,0,0,0,0
"18",54.8054200127496,0,51.2999828150351,0,0,0,0
"19",59.4435297429683,0,63.5094016250407,0,0,0,0
"20",61.3701884299317,0,60.4557078668708,98.0974532465596,0,0,0
"21",0,0,0,0,0,0,0
"22",52.0591196172539,0,50.3157412319215,0,0,0,0
"23",55.2904966480211,0,54.1079892367436,0,0,0,51.8773038860173
"24",0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0
"28",6.76466330258434,0,0,0,0,0,0
"29",45.4327160170672,73.862906567149,59.5050027977712,64.0229268686142,0,0,0
"30",0,0,0,0,0,0,0
"31",48.954724130701,0,53.1812919308639,0,0,0,0
"32",31.8578914965297,0,38.9820181647276,0,32.1964796775949,0,0
"33",44.8715675845191,0,38.9981288601801,0,0,0,0
"34",93.4619005553633,0,94.489394430508,0,0,0,0
"35",36.7116059085094,0,41.180126056911,0,0,0,0
"36",57.7528002972912,0,56.3255765044281,0,0,0,0
"37",3.67802027063316,0,0,0,0,0,0
"38",69.2236642334065,0,73.1539374952135,82.251863059183,61.402011092184,0,0
"39",60.8403203514872,0,72.3969638149212,0,0,0,0
"40",0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0
"42",46.1636644126716,0,51.3428275447827,0,0,27.9863197711073,0
"43",58.3677833700263,0,54.8995940824761,0,0,0,0
"44",0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0
"46",49.785575593221,0,47.7351503037363,0,0,0,0
"47",0,0,0,0,0,0,0
"48",57.0287382778079,0,49.5406152639299,0,0,0,0
"49",0,0,0,0,0,0,0
"50",62.213517593217,0,62.4401767047149,0,0,0,0
"51",42.3087822503056,0,43.4065897282294,0,0,0,0
"52",48.6258005352839,0,43.8246799225263,0,0,0,0
"53",80.29791767716,0,81.1455417753082,0,0,0,92.2446133888928
"54",42.1488536596511,0,52.1279849001031,0,39.0943809617174,0,0
"55",51.0563906176014,0,54.1514356563877,0,0,0,0
"56",40.8501126974238,70.48959571862,46.9046184354833,64.0258977133817,95.5640966867772,63.8011278566704,56.676894445126
"57",52.1492662363858,0,57.7011734093548,0,0,0,0
"58",0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0
