"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",86.2576772173487,0,89.3778831089932,0,0,0,0
"2",0,0,13.1028049289574,0,0,0,0
"3",138.144853111523,0,147.741220807039,0,0,0,0
"4",127.591008625001,0,92.0624305066852,0,156.44133592094,0,144.119309106317
"5",113.815991000847,0,108.301950492914,0,0,0,0
"6",0,0,2.90684766768596,0,0,0,0
"7",114.958843128672,0,133.42850659799,0,0,16.6710344990791,0
"8",0,0,0,0,0,0,0
"9",0,0,1.65079674059779,0,0,0,0
"10",120.507556033891,148.067885304941,118.386304076901,106.472398012673,171.31993171496,223.206520393817,154.861787825483
"11",25.1641728738713,0,0,0,0,0,0
"12",0,0,13.5969968683419,0,0,0,0
"13",133.438782365252,0,137.180741395837,0,0,0,0
"14",133.498952628885,0,135.587051900917,0,205.391812257104,0,0
"15",0,0,1.35421561739394,0,0,0,0
"16",0,0,14.0497462938527,0,0,0,0
"17",114.757607782728,0,116.855663123783,0,0,0,0
"18",97.2499509850351,0,106.282891543247,0,0,0,0
"19",0,0,1.84303513340673,0,0,0,0
"20",0,0,9.20554767394151,0,0,0,0
"21",71.870835594165,54.2859690022047,81.0701976932039,74.9507648480601,61.1330290571345,68.9247683337441,0
"22",11.902825191582,0,8.60374931309322,0,0,0,0
"23",0,0,0,0,0,0,0
"24",98.5305473082724,71.7614535929949,88.0216652104078,0,89.9906058542542,0,0
"25",76.6304904888157,0,92.9747040424943,0,0,0,0
"26",0,0,3.62919097379169,0,0,0,0
"27",102.976019152837,0,98.3110602752568,0,0,0,0
"28",0,0,3.41533440440379,0,0,0,0
"29",0,0,0,0,0,0,0
"30",104.098709471133,0,114.212998129486,0,0,0,0
"31",100.389018249771,0,105.687693658716,0,0,0,0
"32",123.423176340871,0,126.281404838797,0,0,0,0
"33",165.691000288659,0,188.785973637164,0,0,0,0
"34",0,0,4.09151571003398,0,0,0,0
"35",93.5776276970026,0,90.5361565557681,0,0,0,0
"36",37.0208986338622,0,20.840120708735,0,0,0,0
"37",0,0,5.16434769591616,0,0,0,0
"38",0,0,3.10101064834953,0,0,0,0
"39",130.987493933865,221.255316168719,90.018860240097,221.4783982813,254.47050833833,218.736763990585,227.572771376539
"40",0,0,3.39950953972406,0,0,0,0
"41",133.965871323459,0,139.726776918889,0,0,0,0
"42",68.5891922267995,0,68.3603045100105,0,0,0,0
"43",65.7788517439833,0,73.4222636507666,0,0,0,0
"44",145.678306111955,0,135.121124546241,0,0,0,0
"45",0,0,1.54935242600748,0,0,0,0
"46",0,0,2.59497399339184,0,0,0,0
"47",0,0,13.3008204419502,0,0,0,0
"48",89.0960416523203,0,94.7307203373109,0,0,0,0
"49",0,0,0.51371426107149,0,0,0,0
"50",0,0,4.10206074419582,0,0,0,0
"51",0,0,2.49773363154823,0,0,0,0
"52",0,0,7.39999198486784,0,0,0,0
"53",0,0,0,0,0,0,0
"54",18.5691319751761,0,8.53443695058917,0,0,0,0
"55",94.7581703299191,0,85.22110322781,0,0,0,0
"56",0,0,19.0886548767646,0,0,0,0
"57",0,0,1.81929916544182,0,0,0,0
"58",151.802983433502,0,152.143674662357,0,0,0,0
"59",109.011232597873,0,95.3378510458475,0,0,0,0
"60",97.8485068672869,0,98.9821731680937,0,0,0,0
"61",0,0,5.38361514063307,0,0,0,0
"62",104.488962761487,0,94.9942647961981,0,0,0,0
"63",77.2577381947072,0,92.5712977417109,0,0,0,0
"64",10.6435246208788,0,7.60829592466576,0,0,0,0
"65",22.6446461830404,0,19.394447329896,0,0,0,0
"66",111.796409310809,0,122.091616930463,0,0,0,0
"67",0,0,5.1603786037514,0,0,0,0
"68",92.0051131394219,0,99.8715114263422,0,0,0,0
"69",105.857447196398,0,97.1889734980119,0,0,0,0
"70",60.2288530634003,0,68.6221540919269,0,0,0,0
"71",0,0,0.557658959577156,0,0,0,0
"72",114.112281107326,0,175.924578518588,0,0,0,0
"73",80.8855377454612,0,93.8544037299541,0,0,0,0
"74",0,0,1.95781347918286,0,0,0,0
"75",126.872016581783,0,122.2385093915,0,0,0,0
"76",17.415852104456,0,3.60935313896379,0,0,0,0
"77",90.614049619128,0,107.453092789634,0,188.511698066786,0,0
"78",112.248640881033,0,110.979154942099,0,0,0,0
"79",98.6555166860023,0,104.154167856095,0,0,0,0
"80",0,0,18.0609097916292,0,0,0,0
"81",0,0,11.2837372767898,0,0,0,0
"82",0,0,0,0,0,0,0
"83",93.7182304444528,0,113.079058139989,0,0,0,0
"84",103.906011045452,227.039134323615,112.144354999601,0,0,0,0
"85",0,0,0,0,0,0,0
"86",112.531486675277,0,114.505206807923,0,0,0,0
"87",111.992079710012,0,104.687214902684,113.362441622428,119.131841615216,0,0
"88",72.5500245033456,0,91.1866383413537,0,0,0,0
"89",0,0,1.12140245062732,0,0,0,0
"90",113.235691549033,0,116.087943558869,0,0,0,0
"91",58.0234859127724,0,61.0693165276388,0,0,0,0
"92",0,0,0.746357423618394,0,0,0,0
"93",96.0923955383885,0,110.254538626213,0,0,0,0
"94",91.5944928795616,0,84.0394014038636,0,0,0,0
"95",66.9379097122784,0,55.3771133663795,0,0,0,0
"96",131.048519765559,0,104.278520509608,0,0,0,0
"97",0,0,2.20758741975619,0,0,0,0
"98",134.346124114938,0,133.487105643043,0,0,0,0
"99",0,0,3.08417503249451,0,0,0,0
"100",99.0669233242412,91.6811980065056,85.3770147406199,84.9822242603155,0,0,0
"101",0,0,3.61263273945954,0,0,0,0
"102",0,0,2.91334320070817,0,0,0,0
"103",0,0,3.30932818424634,0,0,0,0
"104",99.0181910369094,0,124.263855186481,0,0,0,0
"105",97.3195592979653,0,123.586203779629,47.9467942511208,0,0,0
"106",11.7987180738949,0,2.3927230249305,0,0,0,0
"107",111.818837939297,0,101.858495421494,0,0,0,0
"108",0,0,4.65896977637441,0,0,0,0
"109",0,0,14.6202882336063,0,0,0,0
"110",103.783021947032,0,109.515803261218,0,0,0,0
"111",0,0,4.3412864103601,0,0,0,0
"112",111.746534419544,0,113.082457786936,0,0,0,0
"113",90.9991931239518,0,86.0397047528944,0,0,0,0
"114",96.1757066947102,0,105.726164148959,0,0,0,0
"115",0,0,1.11353391043046,0,0,0,0
"116",0,0,12.7438434925178,0,0,0,0
"117",135.57580581638,0,132.61863253614,0,0,0,0
"118",4.53004622637606,0,1.58965958839128,0,0,0,0
"119",132.09964851744,0,110.209503780761,0,0,0,0
"120",101.399278365167,0,107.094356017022,0,0,0,0
"121",0,0,1.42118763969943,0,0,0,0
"122",0,0,20.2150518101222,0,0,0,0
"123",0,0,6.88717208218725,0,0,0,0
"124",0,0,1.60290439301008,0,0,0,0
"125",103.289486274066,0,106.771982787127,0,0,0,0
"126",102.62043842958,0,108.062259206909,0,0,0,0
"127",0,0,0,0,0,0,0
"128",0,0,2.07267105683303,0,0,0,0
"129",93.7917798306948,0,95.8958905196337,0,0,0,0
"130",170.832732398609,0,171.747068828515,0,0,0,0
"131",109.415662432401,0,112.937678844431,0,0,0,0
"132",0,0,3.01600011031197,0,0,0,0
"133",101.063510100481,0,81.4521305514152,0,0,0,0
"134",31.4194310308539,0,14.8324925084145,0,0,0,0
"135",0,0,0.918927686921483,0,0,0,0
"136",152.343986771643,0,160.544617548088,283.695957451515,0,0,0
"137",15.9231223087788,0,3.52884733444029,0,0,0,0
"138",0,0,12.2636310291197,0,0,0,0
"139",171.430082401034,206.155025189167,170.278265005447,250.849287135886,290.155797040002,256.61754246374,193.089457565746
"140",0,0,4.95386440650105,0,0,0,0
"141",94.7163603428418,0,97.9497492534275,0,98.7709275791924,0,95.023748468279
"142",18.8125046571415,0,7.59453292781247,0,0,0,0
"143",0,0,0,0,0,0,0
"144",77.688953467663,0,82.1520543628665,0,0,0,0
"145",173.032842641796,0,169.60519367587,0,0,0,0
"146",0,0,2.63002240547075,0,0,0,0
"147",0,0,1.93126807860094,0,0,0,0
"148",161.25926974983,0,154.205438608302,0,0,0,0
"149",143.250618742033,0,128.910079951434,0,0,0,0
"150",84.5193909467049,0,81.6988872583903,0,0,0,0
"151",0,0,0,0,0,0,0
"152",14.6692070114435,0,7.85552973779239,0,0,0,0
"153",99.744748991974,0,109.627510358958,124.793455417007,0,138.088539636688,113.716818564899
"154",123.073324833262,77.8622418690761,106.897307131981,86.3845606445601,74.5793059088243,0,84.2378076755886
"155",5.03025060290433,0,8.21601705642231,0,0,0,0
"156",0,0,0,0,0,0,0
"157",71.9730623427607,0,61.8528304486254,0,0,0,0
"158",0,0,14.4210169070105,0,0,0,0
"159",0,0,0.934575968177167,0,0,0,0
"160",0,0,7.49820562223071,0,0,0,0
"161",0,0,6.02187841651881,0,0,0,0
"162",8.40627399199015,0,7.87345294273438,0,0,0,0
"163",135.14189728566,0,144.87920227037,0,0,0,0
"164",99.9316581985597,0,127.996868484833,0,0,0,0
"165",114.032140239097,0,128.022188849164,0,0,0,0
"166",114.899765956357,0,103.089451261896,0,0,0,0
"167",100.460992351876,0,83.8863148463894,0,0,0,0
"168",88.6616811348312,0,109.496155915996,0,0,0,0
"169",110.064550493695,0,106.98101871314,0,0,0,0
"170",109.794202485703,0,107.988188638766,0,167.890172996491,0,0
"171",98.8790447188276,0,107.173811125197,0,0,0,0
"172",19.6702398348492,0,5.43562986926538,0,0,0,0
"173",113.172300800516,0,81.3519952716799,0,128.410316061737,0,0
"174",161.871068700011,0,168.227091009635,0,170.055397702386,0,0
"175",0,0,9.8939114492611,0,0,0,0
"176",0,0,0,0,0,0,0
"177",11.1467071502005,0,4.34203230774486,0,0,0,0
"178",0,0,2.90530632287904,0,0,0,0
"179",130.093166098446,0,145.001690630269,0,0,0,0
"180",64.7092890298585,0,70.3893370193968,0,0,0,0
"181",14.2214155237118,0,2.1207701562418,0,0,0,0
"182",146.428326668791,0,156.077611453611,0,0,0,0
"183",14.7913255119848,0,12.967261224547,0,0,0,0
"184",0,0,1.70293093098871,0,0,0,0
"185",0,0,1.20457915249509,0,0,0,0
"186",0,0,0.278471883375786,0,0,0,0
"187",78.7248477711546,0,175.901796825408,0,0,0,0
"188",0,0,3.49541375479276,0,0,0,0
"189",0,0,0,0,0,0,0
"190",134.13221653357,0,163.039060181009,0,86.2821885640185,0,0
"191",93.2593135480728,0,115.111233493563,0,0,0,0
"192",135.949850432189,0,135.730197064673,0,0,0,0
"193",6.99151092897998,0,0,0,0,0,0
"194",12.9546218741728,0,1.88247967351736,0,0,0,0
"195",0,0,8.86121227192121,0,0,0,0
"196",85.9568665725304,0,96.8947123185612,0,0,0,0
"197",0,0,1.84956335377983,0,0,0,0
"198",0,0,5.4349852888257,0,0,0,0
"199",136.980421242578,0,134.507771106992,0,0,0,0
"200",82.0450078214937,0,84.0674284035479,0,0,0,0
"201",99.2187289511164,0,103.525140909926,87.6018764344622,0,77.5536288843774,0
"202",16.8568840791235,0,21.9264532279593,0,0,0,0
