"","age1_orange.D","age1_green.D","age2_no_comorbid_orange.D","age2_no_comorbid_green.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",52,0,79,0,0,0,0
"2",60,0,74,0,0,0,0
"3",63,6,76,3,27,6,35
"4",56,0,85,0,0,0,0
"5",46,5,82,8,30,10,43
"6",60,3,67,5,31,8,42
"7",49,2,66,9,36,10,35
"8",49,4,79,4,35,11,39
"9",75,7,68,11,36,5,35
"10",60,5,66,10,37,12,37
"11",53,2,68,4,29,8,42
"12",53,4,85,6,34,7,35
"13",0,0,1,0,0,0,0
"14",63,3,81,8,43,9,34
"15",48,4,63,14,34,10,36
"16",59,5,66,8,36,10,35
"17",34,7,80,9,29,10,41
"18",47,0,71,0,0,0,0
"19",0,0,0,0,0,0,0
"20",55,4,97,7,31,6,34
"21",0,0,0,0,0,0,0
"22",68,1,68,13,35,7,33
"23",44,9,76,10,30,6,32
"24",41,6,68,7,27,8,42
"25",0,0,0,0,0,0,0
"26",55,7,85,10,27,8,35
"27",54,4,66,9,34,8,36
"28",51,2,63,5,34,10,38
"29",62,2,79,9,26,6,34
"30",59,6,74,7,25,8,34
"31",54,2,80,10,28,8,40
"32",60,3,92,6,40,13,40
"33",60,4,76,7,30,6,38
"34",46,4,61,11,36,6,40
"35",56,7,89,8,34,6,39
"36",50,0,67,0,0,0,0
"37",62,3,76,6,27,12,43
"38",62,9,76,6,33,10,38
"39",58,4,65,6,34,10,42
"40",64,3,79,8,36,7,34
"41",60,4,68,8,30,8,41
"42",65,3,86,6,33,7,41
"43",0,0,0,0,0,0,0
"44",58,4,85,6,37,10,35
"45",66,5,64,8,38,8,44
"46",62,3,85,6,38,8,46
"47",61,4,63,7,35,9,43
"48",58,0,77,0,0,0,0
"49",59,5,67,3,39,11,41
"50",58,2,61,9,33,7,33
"51",54,3,89,8,20,10,30
"52",44,3,71,5,26,6,36
"53",55,5,63,11,31,9,39
"54",50,0,69,0,0,0,0
"55",52,4,72,5,31,5,37
"56",48,3,72,4,41,10,35
"57",61,6,54,12,25,7,39
"58",49,3,77,13,37,9,33
"59",48,5,72,5,32,15,41
"60",50,5,86,6,22,15,43
"61",0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0
"63",49,4,79,8,29,11,39
"64",54,2,76,7,28,6,40
"65",0,0,0,0,0,0,0
"66",44,4,71,2,35,7,41
