"","age1_orange.H","age1_green.H","age2_no_comorbid_orange.H","age2_no_comorbid_green.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",21,1,15,1,5,2,4
"2",17,4,22,1,7,2,9
"3",24,0,22,0,0,0,0
"4",0,0,0,0,0,0,0
"5",13,2,21,3,7,3,9
"6",17,3,18,3,11,2,7
"7",0,0,1,0,0,0,0
"8",22,2,21,5,8,6,6
"9",17,4,20,2,6,1,10
"10",20,0,17,0,0,0,0
"11",0,0,0,0,0,0,0
"12",25,2,20,3,9,1,14
"13",19,0,23,0,0,0,0
"14",18,4,16,2,8,3,9
"15",22,3,26,3,7,2,9
"16",16,1,17,2,6,2,8
"17",19,3,20,3,9,5,11
"18",0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0
"20",17,3,13,3,8,2,11
"21",21,4,21,3,11,2,8
"22",18,1,23,1,9,4,7
"23",12,3,17,4,10,3,5
"24",19,2,22,4,8,3,7
"25",19,2,14,4,8,3,6
"26",21,3,15,2,11,3,11
"27",0,0,0,0,0,0,0
"28",11,2,18,2,6,4,7
"29",17,1,12,3,7,4,10
"30",0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0
"33",16,4,22,4,10,4,13
"34",17,0,24,0,0,0,0
"35",18,3,19,1,13,4,8
"36",25,2,22,4,8,4,8
"37",15,2,22,4,9,2,6
"38",20,3,15,3,8,2,8
"39",14,1,19,5,8,2,10
"40",15,0,20,1,1,0,0
"41",11,3,20,3,6,3,7
"42",22,3,12,3,9,2,8
"43",22,2,15,3,8,4,7
"44",13,1,16,5,8,5,7
"45",10,1,13,5,8,3,8
"46",10,2,28,2,9,2,10
"47",18,1,22,3,11,1,9
"48",23,1,23,3,10,3,6
"49",18,1,19,2,5,1,9
"50",14,5,19,2,8,2,11
"51",0,0,0,0,0,0,0
"52",14,1,13,3,8,4,13
"53",17,4,19,3,7,3,9
"54",25,1,21,2,8,1,8
"55",15,2,20,2,9,2,11
"56",16,2,17,2,7,4,5
"57",17,2,18,2,6,2,8
"58",0,0,0,0,0,0,0
"59",17,1,18,2,13,2,6
"60",15,2,19,5,8,6,12
"61",24,1,23,3,5,2,7
"62",0,0,0,0,0,0,0
"63",0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0
"66",25,1,18,2,7,3,11
"67",16,1,14,3,11,2,9
"68",0,0,0,0,0,0,0
"69",24,1,24,3,4,3,5
"70",15,2,18,2,9,3,8
"71",0,0,0,0,0,0,0
"72",14,2,15,4,7,4,10
"73",17,3,17,1,11,3,7
"74",20,2,17,3,7,1,15
"75",18,3,18,2,8,3,9
"76",17,4,19,2,11,7,7
"77",18,1,20,2,11,3,8
"78",19,2,17,2,6,5,9
"79",0,0,0,0,0,0,0
"80",23,2,18,4,8,5,8
"81",16,1,18,3,7,4,9
"82",16,1,18,4,6,1,7
"83",10,2,12,3,8,1,11
"84",14,3,14,4,8,5,8
"85",19,3,19,2,5,3,9
"86",20,3,24,1,12,5,7
"87",15,2,14,5,10,3,11
"88",20,2,15,2,10,1,7
"89",17,1,23,3,6,3,5
"90",15,1,17,3,6,4,9
"91",25,1,17,3,10,3,9
"92",19,2,24,3,6,3,10
