"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",183,175,30,10,12
"2",170,176,27,8,13
"3",189,197,22,11,17
"4",179,174,26,9,11
"5",191,182,27,8,18
"6",209,187,22,11,15
"7",0,1,0,0,0
"8",169,169,31,9,14
"9",185,157,26,9,17
"10",181,173,33,9,17
"11",0,1,0,0,0
"12",196,186,26,10,12
"13",161,176,35,10,16
"14",167,189,31,7,15
"15",169,186,29,11,13
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",189,186,29,8,11
"19",178,177,21,8,12
"20",0,1,0,0,0
"21",183,183,29,11,8
"22",154,164,22,15,11
"23",0,0,0,0,0
"24",156,167,25,7,14
"25",151,164,32,9,16
"26",171,152,24,9,17
"27",174,180,27,11,16
"28",179,162,32,11,14
"29",178,173,23,9,16
"30",167,177,28,7,15
"31",182,170,25,8,16
"32",181,175,24,9,15
"33",169,171,26,10,17
"34",178,173,30,10,12
"35",0,1,0,0,0
"36",0,1,0,0,0
"37",167,175,28,7,16
"38",1,1,0,0,0
"39",185,186,25,8,19
"40",171,199,28,8,14
"41",185,191,25,12,15
"42",164,161,23,8,17
"43",180,170,28,11,15
"44",0,1,0,0,0
"45",185,173,26,7,15
"46",0,1,0,0,0
"47",177,174,30,8,16
"48",183,182,23,12,14
"49",171,187,22,8,14
"50",169,170,27,10,17
"51",200,182,31,8,16
"52",0,1,0,0,0
"53",185,191,26,9,17
"54",154,166,27,10,16
"55",0,0,0,0,0
"56",162,187,29,11,12
"57",185,178,22,9,18
"58",0,1,0,0,0
"59",169,193,30,10,18
"60",1,1,0,0,0
"61",162,182,25,7,19
"62",172,181,26,9,14
"63",175,180,25,10,13
"64",176,192,26,9,15
"65",188,189,32,7,15
"66",200,192,29,13,20
"67",172,167,25,11,11
"68",168,181,33,12,13
"69",180,174,26,12,15
"70",0,1,0,0,0
"71",173,188,28,13,13
"72",182,170,28,11,12
"73",183,184,29,8,13
"74",157,182,29,7,11
"75",181,191,30,7,15
"76",169,178,24,8,14
"77",171,166,21,8,10
"78",164,175,21,10,14
"79",176,177,23,13,14
"80",175,192,28,10,19
"81",198,184,25,13,14
"82",0,1,0,0,0
"83",172,184,31,9,13
"84",208,193,29,11,17
"85",183,172,30,9,14
"86",186,169,27,14,14
"87",199,171,23,9,17
"88",168,171,34,11,14
"89",192,171,24,13,16
"90",157,158,24,10,19
"91",0,1,0,0,0
"92",182,184,33,12,19
"93",167,168,25,9,14
"94",182,168,24,8,13
"95",182,173,30,9,15
"96",160,160,28,8,14
"97",192,180,27,12,16
"98",163,180,31,9,15
"99",178,175,26,10,13
"100",176,172,28,12,14
"101",181,181,23,8,18
"102",0,1,0,0,0
"103",0,1,0,0,0
"104",152,179,24,13,17
"105",170,173,28,12,15
"106",0,1,0,0,0
"107",195,175,30,10,12
"108",166,182,27,12,13
"109",161,168,25,7,17
"110",1,1,0,0,0
"111",167,166,33,10,13
"112",172,165,21,8,13
"113",170,164,23,10,12
"114",180,186,26,9,18
"115",184,169,24,11,13
"116",0,1,0,0,0
"117",172,209,26,7,14
"118",185,162,23,7,12
"119",178,184,20,10,13
"120",158,196,24,9,19
"121",168,181,30,9,15
"122",175,188,29,10,19
"123",175,176,30,12,15
"124",158,158,21,7,12
"125",178,163,23,10,16
"126",167,174,27,9,16
"127",168,185,24,11,13
"128",166,156,27,9,17
"129",167,179,30,9,12
"130",159,150,27,7,13
"131",179,166,32,10,16
"132",0,1,0,0,0
"133",185,173,29,10,14
"134",200,179,28,9,16
"135",0,0,0,0,0
"136",0,1,0,0,0
"137",187,179,25,8,11
"138",166,169,25,9,10
"139",182,163,32,8,15
"140",198,188,28,8,25
"141",0,1,0,0,0
"142",166,187,22,10,9
"143",191,176,26,9,13
"144",0,1,0,0,0
"145",0,1,0,0,0
"146",180,174,34,9,14
"147",180,173,28,12,11
"148",0,1,0,0,0
"149",185,187,30,8,14
"150",177,182,22,9,14
"151",171,179,28,10,10
"152",154,169,31,11,14
"153",179,191,24,7,17
"154",187,202,27,7,11
"155",168,183,20,9,16
"156",182,192,20,9,17
"157",169,184,21,10,17
"158",188,174,27,15,12
"159",209,173,35,8,12
"160",176,188,31,14,16
"161",172,172,21,11,12
"162",163,168,26,10,21
"163",0,1,0,0,0
"164",175,201,28,7,13
"165",0,1,0,0,0
"166",177,167,26,10,12
"167",173,191,32,8,17
"168",194,184,30,9,13
"169",173,180,25,6,20
"170",0,1,0,0,0
"171",175,190,24,10,15
"172",155,160,21,10,16
"173",200,183,26,11,14
"174",176,184,23,9,12
"175",198,169,25,10,18
"176",154,189,26,9,12
"177",176,172,23,11,16
"178",191,181,30,12,12
"179",171,177,31,10,17
"180",185,173,28,9,15
"181",179,196,37,9,10
"182",163,157,22,8,11
"183",1,1,0,0,0
"184",164,186,33,11,11
"185",164,166,33,9,12
"186",170,157,28,9,10
"187",0,1,0,0,0
"188",174,166,20,10,12
"189",212,194,25,8,14
"190",180,214,27,9,15
"191",171,196,33,11,14
"192",0,1,0,0,0
"193",173,171,26,7,16
"194",180,211,30,9,17
"195",0,1,0,0,0
"196",187,196,28,10,13
"197",0,1,0,0,0
"198",193,163,28,10,13
"199",0,1,0,0,0
"200",192,195,30,12,15
"201",0,1,0,0,0
"202",197,189,24,12,12
"203",182,173,35,10,18
"204",189,168,20,12,12
"205",181,182,23,12,13
"206",188,173,28,8,15
"207",188,169,26,15,17
"208",181,200,28,7,16
"209",184,182,23,7,17
"210",176,178,32,9,14
"211",187,198,25,9,15
"212",175,192,28,10,13
"213",173,167,29,10,14
"214",0,1,0,0,0
"215",153,185,23,9,12
"216",188,166,24,7,12
"217",0,1,0,0,0
"218",172,189,31,10,12
"219",179,199,26,11,12
"220",186,198,25,10,12
"221",192,167,28,11,14
"222",193,155,21,10,15
"223",195,181,22,11,15
"224",145,170,22,8,11
"225",196,160,25,13,9
"226",198,178,24,11,17
"227",189,187,27,8,18
"228",188,171,25,7,15
"229",170,173,34,8,15
"230",0,1,0,0,0
"231",190,181,29,11,15
"232",186,171,23,12,14
"233",184,166,27,12,16
"234",174,178,25,9,15
"235",175,174,28,10,13
"236",0,0,0,0,0
"237",169,155,30,8,15
"238",161,175,20,10,16
"239",186,164,27,8,17
"240",166,171,26,10,13
"241",186,176,26,11,20
"242",0,1,0,0,0
"243",192,161,21,10,15
"244",183,167,25,7,13
"245",195,201,25,9,16
"246",175,180,20,7,15
"247",0,1,0,0,0
"248",203,166,28,10,12
"249",168,168,24,13,13
"250",183,169,30,9,12
"251",191,199,21,12,17
"252",167,187,29,9,13
"253",183,187,26,11,14
"254",163,174,28,8,12
"255",181,178,29,7,17
"256",158,165,23,11,11
"257",168,171,27,13,13
"258",186,198,25,11,12
"259",187,173,26,7,14
"260",168,185,37,6,12
"261",175,140,23,8,16
"262",185,167,25,11,12
"263",193,172,23,6,10
"264",1,1,0,0,0
"265",184,193,29,7,16
"266",179,173,28,9,12
"267",2,0,0,0,0
"268",179,189,27,10,17
"269",161,150,18,8,13
"270",152,169,21,10,13
"271",180,182,29,9,16
"272",185,160,30,10,14
"273",179,172,29,12,20
"274",1,1,0,0,0
"275",0,1,0,0,0
