"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.864354302079 399.864354302079 0 0 485.835190477026 485.835190477026 53.9816878307807 53.9816878307807 0 0 59.9796531453119 59.9796531453119 0.0972154493964738 0.0972154493964738 0 0 0.118116771016716 0.118116771016716 0.013124085668524 0.013124085668524 0 0 0.0145823174094711 0.0145823174094711 0.0354070879500927 0.0354070879500927 0 0 0.0412814457236308 0.0412814457236308 0.00434541533932956 0.00434541533932956 0 0 0.00429176823637487 0.00429176823637487 0.000369760515752417 0.000369760515752417 0 0 0.84586501892409 0.00220017255085394 0.00047573996001013 0.00047573996001013 0 0 0.000988905477024264 0.000988905477024264 0.00265207806122252 0.00265207806122252 0 0 0.113525811228778 0.00317158513929813 0.000349700893412871 0.000349700893412871 0 0 0.000410973796931833 0.000410973796931833 0 0 0 0 0 0 0 0 0 0 0 0 1.32199722641125e-06 1.32199722641125e-06 0 0 0.0460204760805178 3.95485432343892e-05 1.72273580271358e-05 1.72273580271358e-05 0 0 7.28897683131365e-05 7.28897683131365e-05
2 399.72260745627 399.72260745627 0 0 485.662968059368 485.662968059368 53.9625520065965 53.9625520065965 0 0 59.9583911184405 59.9583911184405 0.150570173596926 0.150570173596926 0 0 0.182942760920265 0.182942760920265 0.020326973435585 0.020326973435585 0 0 0.0225855260395388 0.0225855260395388 0.108428486406188 0.108428486406188 0 0 0.126417758014488 0.126417758014488 0.0133071324225776 0.0133071324225776 0 0 0.0131428468371137 0.0131428468371137 0.00117150917713379 0.00117150917713379 0 0 0.718594127308979 0.00682378000981647 0.00143555800768748 0.00143555800768748 0 0 0.00279941830883353 0.00279941830883353 0.0172135823201785 0.0172135823201785 0 0 0.224044843894978 0.0205886184590928 0.00226771194204315 0.00226771194204315 0 0 0.00263431135392949 0.00263431135392949 0 0 0 0 0 0 0 0 0 0 0 0 8.79222947235799e-06 8.79222947235799e-06 0 0 0.0850324504931173 0.000259023228165186 0.000110617595643061 0.000110617595643061 0 0 0.000446779020069179 0.000446779020069179
3 399.560501262395 399.560501262395 0 0 485.46600903381 485.46600903381 53.9406676704234 53.9406676704234 0 0 59.9340751893593 59.9340751893593 0.192009658784654 0.192009658784654 0 0 0.233291735423354 0.233291735423354 0.0259213039359283 0.0259213039359283 0 0 0.0288014488176981 0.0288014488176981 0.196560631157187 0.196560631157187 0 0 0.229171826780993 0.229171826780993 0.024123350187473 0.024123350187473 0 0 0.0238255310493561 0.0238255310493561 0.00219466402170108 0.00219466402170108 0 0 0.6130167976192 0.0125211976145421 0.00256655848489827 0.00256655848489827 0 0 0.0047262489026159 0.0047262489026159 0.0487083084804345 0.0487083084804345 0 0 0.340269969919205 0.0582668640401397 0.00641129933664885 0.00641129933664885 0 0 0.00737228255457888 0.00737228255457888 0 0 0 0 0 0 0 0 0 0 0 0 2.54751605907325e-05 2.54751605907325e-05 0 0 0.118240636446797 0.000739342330519902 0.000309817631668226 0.000309817631668226 0 0 0.00119929931643623 0.00119929931643623
4 399.370187614534 399.370187614534 0 0 485.234777951659 485.234777951659 53.9149753279621 53.9149753279621 0 0 59.9055281421801 59.9055281421801 0.233057369670928 0.233057369670928 0 0 0.283164704150177 0.283164704150177 0.0314627449055753 0.0314627449055753 0 0 0.0349586054506392 0.0349586054506392 0.293817614852327 0.293817614852327 0 0 0.342564628225555 0.342564628225555 0.0360594345500584 0.0360594345500584 0 0 0.0356142563457367 0.0356142563457367 0.0033820477645153 0.0033820477645153 0 0 0.5255425139722 0.0189255033309195 0.00378894664113832 0.00378894664113832 0 0 0.00664559739509092 0.00664559739509092 0.0995021256875909 0.0995021256875909 0 0 0.467314803981882 0.119044458552197 0.0130866475122577 0.0130866475122577 0 0 0.0149169305933836 0.0149169305933836 0 0 0 0 0 0 0 0 0 0 0 0 5.32274903120145e-05 5.32274903120145e-05 0 0 0.14663539801098 0.0015227540819445 0.000626898428836301 0.000626898428836301 0 0 0.00233646803500065 0.00233646803500065
5 399.145450376341 399.145450376341 0 0 484.961722207254 484.961722207254 53.8846358008061 53.8846358008061 0 0 59.8718175564511 59.8718175564511 0.278356193491932 0.278356193491932 0 0 0.338202775092697 0.338202775092697 0.0375780861214108 0.0375780861214108 0 0 0.0417534290237898 0.0417534290237898 0.399952624695943 0.399952624695943 0 0 0.466308401065951 0.466308401065951 0.0490850948490475 0.0490850948490475 0 0 0.0484791060237506 0.0484791060237506 0.0047317303694487 0.0047317303694487 0 0 0.453431565195663 0.026016618737188 0.00510209729258005 0.00510209729258005 0 0 0.00860107223189554 0.00860107223189554 0.171415420198743 0.171415420198743 0 0 0.609284408542255 0.205106723689414 0.0225283153250559 0.0225283153250559 0 0 0.0254889559702506 0.0254889559702506 0 0 0 0 0 0 0 0 0 0 0 0 9.36549029292674e-05 9.36549029292674e-05 0 0 0.171050642849114 0.00264327416042975 0.00107060560587013 0.00107060560587013 0 0 0.00385988029916284 0.00385988029916284
6 398.879990806404 398.879990806404 0 0 484.639188829781 484.639188829781 53.8487987588646 53.8487987588646 0 0 59.8319986209606 59.8319986209606 0.330305572479263 0.330305572479263 0 0 0.401321270562304 0.401321270562304 0.0445912522847005 0.0445912522847005 0 0 0.0495458358718894 0.0495458358718894 0.516821610094676 0.516821610094676 0 0 0.602567013587656 0.602567013587656 0.0634281066934375 0.0634281066934375 0 0 0.0626450436478395 0.0626450436478395 0.00626387531358698 0.00626387531358698 0 0 0.394501262503179 0.0339063305220614 0.00653292408648723 0.00653292408648723 0 0 0.0106752859297951 0.0106752859297951 0.266469666535638 0.266469666535638 0 0 0.770223614012764 0.318878860117083 0.0349977281513566 0.0349977281513566 0 0 0.0393504034992945 0.0393504034992945 0 0 0 0 0 0 0 0 0 0 0 0 0.000148469172507009 0.000148469172507009 0 0 0.192198009552836 0.0041376954296354 0.00165122991943371 0.00165122991943371 0 0 0.00578481009053205 0.00578481009053205
7 398.56674373039 398.56674373039 0 0 484.258593632424 484.258593632424 53.8065104036026 53.8065104036026 0 0 59.7850115595585 59.7850115595585 0.390662351576274 0.390662351576274 0 0 0.474654757165173 0.474654757165173 0.0527394174627971 0.0527394174627971 0 0 0.0585993527364412 0.0585993527364412 0.647187623805853 0.647187623805853 0 0 0.754561934119097 0.754561934119097 0.0794275720125365 0.0794275720125365 0 0 0.0784469847037397 0.0784469847037397 0.00800985093152303 0.00800985093152303 0 0 0.34698855066126 0.0427673228349803 0.00811910956433993 0.00811910956433993 0 0 0.0129545579368404 0.0129545579368404 0.387176798910257 0.387176798910257 0 0 0.95451023449573 0.463372277667222 0.0508211340260516 0.0508211340260516 0 0 0.0568438741293138 0.0568438741293138 0 0 0 0 0 0 0 0 0 0 0 0 0.000219644386255987 0.000219644386255987 0 0 0.210690891135088 0.00605007578987601 0.00238236333164703 0.00238236333164703 0 0 0.00814367093518947 0.00814367093518947
8 398.197529202051 398.197529202051 0 0 483.809997980491 483.809997980491 53.7566664422769 53.7566664422769 0 0 59.7296293803076 59.7296293803076 0.461108525666833 0.461108525666833 0 0 0.560246858685202 0.560246858685202 0.0622496509650224 0.0622496509650224 0 0 0.0691662788500249 0.0691662788500249 0.794361186424276 0.794361186424276 0 0 0.926152928717395 0.926152928717395 0.0974897819702521 0.0974897819702521 0 0 0.0962862044150637 0.0962862044150637 0.0100090190153026 0.0100090190153026 0 0 0.309472423744292 0.0528117043464539 0.00990419833600309 0.00990419833600309 0 0 0.0155226234169795 0.0155226234169795 0.536682557414989 0.536682557414989 0 0 1.16706647474485 0.642356394319799 0.0704082495159613 0.0704082495159613 0 0 0.0784096264541149 0.0784096264541149 0 0 0 0 0 0 0 0 0 0 0 0 0.000309509427956602 0.000309509427956602 0 0 0.227063333616727 0.00843413343962043 0.0032816769359244 0.0032816769359244 0 0 0.0109858865562206 0.0109858865562206
9 397.762802243036 397.762802243036 0 0 483.281804725289 483.281804725289 53.6979783028099 53.6979783028099 0 0 59.6644203364554 59.6644203364554 0.543466949326343 0.543466949326343 0 0 0.660312343431507 0.660312343431507 0.0733680381590563 0.0733680381590563 0 0 0.0815200423989515 0.0815200423989515 0.962131257122526 0.962131257122526 0 0 1.12175757932694 1.12175757932694 0.11807974519231 0.11807974519231 0 0 0.116621970560306 0.116621970560306 0.0123082419748795 0.0123082419748795 0 0 0.280822475167716 0.0642868909835221 0.0119367498655482 0.0119367498655482 0 0 0.0184625399924986 0.0184625399924986 0.718870484348946 0.718870484348946 0 0 1.41351709107999 0.860483385798249 0.0942657175581677 0.0942657175581677 0 0 0.104597606487639 0.104597606487639 0 0 0 0 0 0 0 0 0 0 0 0 0.000420824191044953 0.000420824191044953 0 0 0.241785785704781 0.0113550751707205 0.00437144641502264 0.00437144641502264 0 0 0.0143775041051659 0.0143775041051659
