"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.908310385858 399.908310385858 0 0 485.888597118818 485.888597118818 53.9876219020908 53.9876219020908 0 0 59.9862465578787 59.9862465578787 0.077216393172281 0.077216393172281 0 0 0.0938179177043214 0.0938179177043214 0.0104242130782579 0.0104242130782579 0 0 0.0115824589758422 0.0115824589758422 0.0135096478425746 0.0135096478425746 0 0 0.0157510212346381 0.0157510212346381 0.00165800223522506 0.00165800223522506 0 0 0.00163753307182722 0.00163753307182722 0.000139372295994692 0.000139372295994692 0 0 0.844494552645545 0.000829676547143692 0.000179506643300731 0.000179506643300731 0 0 0.000373678726717238 0.000373678726717238 0.000823713566111979 0.000823713566111979 0 0 0.111343890913026 0.000989685806014725 0.000110023216449884 0.000110023216449884 0 0 0.000132874501392389 0.000132874501392389 0 0 0 0 0 0 0 0 0 0 0 0 4.87264881903611e-07 4.87264881903611e-07 0 0 0.0459954986848107 1.45798902227267e-05 6.3527359153487e-06 6.3527359153487e-06 0 0 2.68968454976255e-05 2.68968454976255e-05
2 399.820631429689 399.820631429689 0 0 485.782067187073 485.782067187073 53.9757852430081 53.9757852430081 0 0 59.9730947144534 59.9730947144534 0.128602081849317 0.128602081849317 0 0 0.15625152944692 0.15625152944692 0.0173612810496578 0.0173612810496578 0 0 0.0192903122773975 0.0192903122773975 0.0446054269980652 0.0446054269980652 0 0 0.0520058728409261 0.0520058728409261 0.00547430240430801 0.00547430240430801 0 0 0.00540671842400791 0.00540671842400791 0.000470080350734214 0.000470080350734214 0 0 0.714511958749328 0.00274161118677412 0.000577727643387056 0.000577727643387056 0 0 0.00113105385830159 0.00113105385830159 0.00568756433654646 0.00568756433654646 0 0 0.210289303235727 0.00683307798576507 0.000758397914225181 0.000758397914225181 0 0 0.000903005077737664 0.000903005077737664 0 0 0 0 0 0 0 0 0 0 0 0 3.41677580702864e-06 3.41677580702864e-06 0 0 0.0848741486543198 0.000100721466835564 4.30479803354037e-05 4.30479803354037e-05 0 0 0.000174195909125775 0.000174195909125775
3 399.729271486792 399.729271486792 0 0 485.671064856452 485.671064856452 53.9634516507169 53.9634516507169 0 0 59.9593907230188 59.9593907230188 0.168141823004794 0.168141823004794 0 0 0.204292314950825 0.204292314950825 0.0226991461056472 0.0226991461056472 0 0 0.0252212734507191 0.0252212734507191 0.084843545232699 0.084843545232699 0 0 0.0989198606917605 0.0989198606917605 0.0104126169149222 0.0104126169149222 0 0 0.010284066088812 0.010284066088812 0.000913025409136076 0.000913025409136076 0 0 0.605714541944835 0.0052189131171746 0.00107233518002421 0.00107233518002421 0 0 0.00198551053627854 0.00198551053627854 0.0168198612438375 0.0168198612438375 0 0 0.302209131994124 0.0202060464607075 0.00223921702739916 0.00223921702739916 0 0 0.00263305349658288 0.00263305349658288 0 0 0 0 0 0 0 0 0 0 0 0 1.0258317536001e-05 1.0258317536001e-05 0 0 0.11779929396618 0.000298008327255978 0.000125034055087642 0.000125034055087642 0 0 0.000485373408807877 0.000485373408807877
4 399.629424183042 399.629424183042 0 0 485.549750382396 485.549750382396 53.9499722647106 53.9499722647106 0 0 59.9444136274562 59.9444136274562 0.203331502090571 0.203331502090571 0 0 0.247047775040043 0.247047775040043 0.027449752782227 0.027449752782227 0 0 0.0304997253135856 0.0304997253135856 0.130362589776514 0.130362589776514 0 0 0.151990928534891 0.151990928534891 0.0159990451089358 0.0159990451089358 0 0 0.0158015260335169 0.0158015260335169 0.00143126286266113 0.00143126286266113 0 0 0.514641926672732 0.00802489300713575 0.00161049137424311 0.00161049137424311 0 0 0.00283905007170568 0.00283905007170568 0.0354285367479628 0.0354285367479628 0 0 0.390828350457944 0.0425580212807181 0.00470952327337027 0.00470952327337027 0 0 0.00547794695856359 0.00547794695856359 0 0 0 0 0 0 0 0 0 0 0 0 2.19254805468835e-05 2.19254805468835e-05 0 0 0.145740636898671 0.000627999741492976 0.000258922750588256 0.000258922750588256 0 0 0.000968124166366611 0.000968124166366611
5 399.517671321577 399.517671321577 0 0 485.413970655716 485.413970655716 53.9348856284128 53.9348856284128 0 0 59.9276506982365 59.9276506982365 0.238312571576353 0.238312571576353 0 0 0.289549774465269 0.289549774465269 0.0321721971628077 0.0321721971628077 0 0 0.035746885736453 0.035746885736453 0.179687884927724 0.179687884927724 0 0 0.20949973856346 0.20949973856346 0.0220526040593115 0.0220526040593115 0 0 0.0217803496882089 0.0217803496882089 0.00201022923324598 0.00201022923324598 0 0 0.438483904787952 0.0110689349077782 0.00217429501394155 0.00217429501394155 0 0 0.00367590083344203 0.00367590083344203 0.0622789079736854 0.0622789079736854 0 0 0.478984140084395 0.0748064717645177 0.008267306379688 0.008267306379688 0 0 0.00952635111785063 0.00952635111785063 0 0 0 0 0 0 0 0 0 0 0 0 3.90847122930457e-05 3.90847122930457e-05 0 0 0.169511786383235 0.00110442458328645 0.000447968971396901 0.000447968971396901 0 0 0.00161981438754063 0.00161981438754063
6 399.391175794157 399.391175794157 0 0 485.260278589901 485.260278589901 53.9178087322112 53.9178087322112 0 0 59.9086763691236 59.9086763691236 0.275535015406813 0.275535015406813 0 0 0.334775043719278 0.334775043719278 0.0371972270799197 0.0371972270799197 0 0 0.0413302523110219 0.0413302523110219 0.232579604841298 0.232579604841298 0 0 0.271166675644514 0.271166675644514 0.0285438605941594 0.0285438605941594 0 0 0.0281914672534907 0.0281914672534907 0.00264733747299132 0.00264733747299132 0 0 0.374931088420894 0.0143361124020352 0.00276290513016385 0.00276290513016385 0 0 0.00451221460512424 0.00451221460512424 0.0979999249913984 0.0979999249913984 0 0 0.56904971116761 0.117704988357392 0.0129926754082236 0.0129926754082236 0 0 0.014851269547668 0.014851269547668 0 0 0 0 0 0 0 0 0 0 0 0 6.23231301242553e-05 6.23231301242553e-05 0 0 0.189798891146495 0.00173858997557072 0.000694599576287848 0.000694599576287848 0 0 0.00243842715908895 0.00243842715908895
7 399.247253968009 399.247253968009 0 0 485.085413571132 485.085413571132 53.8983792856813 53.8983792856813 0 0 59.8870880952014 59.8870880952014 0.316606683260943 0.316606683260943 0 0 0.384677120162046 0.384677120162046 0.0427419022402273 0.0427419022402273 0 0 0.0474910024891415 0.0474910024891415 0.289458511203249 0.289458511203249 0 0 0.337482309652879 0.337482309652879 0.0355244536476714 0.0355244536476714 0 0 0.0350858801458483 0.0350858801458483 0.00334676710228434 0.00334676710228434 0 0 0.322073384660833 0.0178520859318445 0.0033838241320498 0.0033838241320498 0 0 0.00537468382677591 0.00537468382677591 0.143241831661569 0.143241831661569 0 0 0.663170649458811 0.172032742679273 0.0189689114684258 0.0189689114684258 0 0 0.0215338953878464 0.0215338953878464 0 0 0 0 0 0 0 0 0 0 0 0 9.22387622735833e-05 9.22387622735833e-05 0 0 0.20718296493367 0.00254217044219561 0.00100162283031871 0.00100162283031871 0 0 0.00342644294893572 0.00342644294893572
8 399.083131409249 399.083131409249 0 0 484.886004662238 484.886004662238 53.8762227402487 53.8762227402487 0 0 59.8624697113874 59.8624697113874 0.362744476328297 0.362744476328297 0 0 0.440734538738881 0.440734538738881 0.04897050430432 0.04897050430432 0 0 0.0544116714492445 0.0544116714492445 0.351114968940369 0.351114968940369 0 0 0.40936813424184 0.40936813424184 0.0430913825517726 0.0430913825517726 0 0 0.0425593901745902 0.0425593901745902 0.00411681209820858 0.00411681209820858 0 0 0.278326117893069 0.0216653067524829 0.00404861403800476 0.00404861403800476 0 0 0.00629183603153113 0.00629183603153113 0.19876283983406 0.19876283983406 0 0 0.763408628635779 0.23869861297031 0.0262939342545514 0.0262939342545514 0 0 0.029675441001159 0.029675441001159 0 0 0 0 0 0 0 0 0 0 0 0 0.000129493549637653 0.000129493549637653 0 0 0.222157918252378 0.00352874505843245 0.00137282460267838 0.00137282460267838 0 0 0.00459194995606095 0.00459194995606095
9 398.895794101516 398.895794101516 0 0 484.658389833342 484.658389833342 53.8509322037046 53.8509322037046 0 0 59.8343691152273 59.8343691152273 0.415013011412351 0.415013011412351 0 0 0.504240808866007 0.504240808866007 0.0560267565406674 0.0560267565406674 0 0 0.0622519517118527 0.0622519517118527 0.418569858949181 0.418569858949181 0 0 0.488014403729386 0.488014403729386 0.0513699372346722 0.0513699372346722 0 0 0.0507357404786886 0.0507357404786886 0.00496860893845002 0.00496860893845002 0 0 0.24237420448816 0.0258385041287962 0.004770947741658 0.004770947741658 0 0 0.00729128368812551 0.00729128368812551 0.265479571917751 0.265479571917751 0 0 0.871835377986211 0.318801754710468 0.035086892284858 0.035086892284858 0 0 0.0394032409277418 0.0394032409277418 0 0 0 0 0 0 0 0 0 0 0 0 0.000174847266569954 0.000174847266569954 0 0 0.235145371588665 0.00471469522377202 0.00181326249352534 0.00181326249352534 0 0 0.00594866796623691 0.00594866796623691
