"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.904656192857 399.904656192857 0 0 485.884157274322 485.884157274322 53.9871285860357 53.9871285860357 0 0 59.9856984289286 59.9856984289286 0.0748486247252193 0.0748486247252193 0 0 0.0909410790411415 0.0909410790411415 0.0101045643379046 0.0101045643379046 0 0 0.0112272937087829 0.0112272937087829 0.0192671614924856 0.0192671614924856 0 0 0.0224637587401026 0.0224637587401026 0.00236460618316869 0.00236460618316869 0 0 0.00233541351424068 0.00233541351424068 0.000197296684791684 0.000197296684791684 0 0 0.84483914367123 0.00117428894875691 0.00025400655776504 0.00025400655776504 0 0 0.000528462993720916 0.000528462993720916 0.00103002831838856 0.00103002831838856 0 0 0.111596997560952 0.00124277736505021 0.000139165523470945 0.000139165523470945 0 0 0.000172004197407292 0.000172004197407292 0 0 0 0 0 0 0 0 0 0 0 0 6.95921762054076e-07 6.95921762054076e-07 0 0 0.0460017466648909 2.0821583265246e-05 9.07136194809494e-06 9.07136194809494e-06 0 0 3.83966572452985e-05 3.83966572452985e-05
2 399.807195386069 399.807195386069 0 0 485.765742394074 485.765742394074 53.9739713771194 53.9739713771194 0 0 59.9710793079104 59.9710793079104 0.122382067256056 0.122382067256056 0 0 0.148694211716108 0.148694211716108 0.0165215790795675 0.0165215790795675 0 0 0.0183573100884084 0.0183573100884084 0.0627541964573115 0.0627541964573115 0 0 0.0731656881422745 0.0731656881422745 0.00770165138339732 0.00770165138339732 0 0 0.00760656926755291 0.00760656926755291 0.000651587820254011 0.000651587820254011 0 0 0.71556901478087 0.00379866497090921 0.000800057259035269 0.000800057259035269 0 0 0.00156440560689218 0.00156440560689218 0.0070119771564329 0.0070119771564329 0 0 0.211914233954242 0.00845801029068489 0.000945076310208199 0.000945076310208199 0 0 0.00114873121858965 0.00114873121858965 0 0 0 0 0 0 0 0 0 0 0 0 4.78524059017042e-06 4.78524059017042e-06 0 0 0.0849144573322385 0.000141030805756484 6.02588484286707e-05 6.02588484286707e-05 0 0 0.000243675908153546 0.000243675908153546
3 399.696407482579 399.696407482579 0 0 485.631135091334 485.631135091334 53.9590150101482 53.9590150101482 0 0 59.9544611223869 59.9544611223869 0.16198351024002 0.16198351024002 0 0 0.196809964941624 0.196809964941624 0.0218677738824027 0.0218677738824027 0 0 0.024297526536003 0.024297526536003 0.119683405337678 0.119683405337678 0 0 0.139539970314156 0.139539970314156 0.0146884179278059 0.0146884179278059 0 0 0.01450707943487 0.01450707943487 0.0012595364547536 0.0012595364547536 0 0 0.607692980267866 0.00719737436944515 0.00147829610121528 0.00147829610121528 0 0 0.00273505715398996 0.00273505715398996 0.0206518332410173 0.0206518332410173 0 0 0.306907355813303 0.0249042540945414 0.00277713174205167 0.00277713174205167 0 0 0.0033266753497975 0.0033266753497975 0 0 0 0 0 0 0 0 0 0 0 0 1.423214700463e-05 1.423214700463e-05 0 0 0.117914637328926 0.00041334494610805 0.000173370198288334 0.000173370198288334 0 0 0.000672539138410502 0.000672539138410502
4 399.564701405926 399.564701405926 0 0 485.4711122082 485.4711122082 53.9412346898 53.9412346898 0 0 59.9347052108889 59.9347052108889 0.202687003714572 0.202687003714572 0 0 0.246264709513205 0.246264709513205 0.0273627455014672 0.0273627455014672 0 0 0.0304030505571858 0.0304030505571858 0.186907025123944 0.186907025123944 0 0 0.217916599746781 0.217916599746781 0.0229385894470295 0.0229385894470295 0 0 0.0226553969847205 0.0226553969847205 0.00199185924121603 0.00199185924121603 0 0 0.517789287157223 0.011172271499343 0.00224335363718607 0.00224335363718607 0 0 0.00396075435951953 0.00396075435951953 0.0436823190250061 0.0436823190250061 0 0 0.400934293336546 0.0526639514479913 0.00586186048124661 0.00586186048124661 0 0 0.00693443460911891 0.00693443460911891 0 0 0 0 0 0 0 0 0 0 0 0 3.03869693071553e-05 3.03869693071553e-05 0 0 0.14598290204621 0.000870259592645601 0.00035876113306673 0.00035876113306673 0 0 0.00134115260056208 0.00134115260056208
5 399.40540060174 399.40540060174 0 0 485.277561731114 485.277561731114 53.9197290812349 53.9197290812349 0 0 59.910810090261 59.910810090261 0.249309084509929 0.249309084509929 0 0 0.302910537679564 0.302910537679564 0.0336567264088404 0.0336567264088404 0 0 0.0373963626764894 0.0373963626764894 0.264728595260535 0.264728595260535 0 0 0.308649475837851 0.308649475837851 0.0324894185092474 0.0324894185092474 0 0 0.0320883145770345 0.0320883145770345 0.00285342212886072 0.00285342212886072 0 0 0.443154038244612 0.0157390851465082 0.00309883810255994 0.00309883810255994 0 0 0.0052686446460319 0.0052686446460319 0.0776537980873886 0.0776537980873886 0 0 0.497776467619525 0.0935987874534805 0.0104009032912551 0.0104009032912551 0 0 0.012174336832155 0.012174336832155 0 0 0 0 0 0 0 0 0 0 0 0 5.44982735129318e-05 5.44982735129318e-05 0 0 0.169947749504623 0.00154038276877127 0.000625032453227628 0.000625032453227628 0 0 0.00226225100732312 0.00226225100732312
6 399.21145817323 399.21145817323 0 0 485.041921680475 485.041921680475 53.8935468533861 53.8935468533861 0 0 59.8817187259846 59.8817187259846 0.305092348533215 0.305092348533215 0 0 0.370687203467856 0.370687203467856 0.041187467051984 0.041187467051984 0 0 0.0457638522799822 0.0457638522799822 0.355187794953243 0.355187794953243 0 0 0.41411667911594 0.41411667911594 0.0435912293806253 0.0435912293806253 0 0 0.0430530660549385 0.0430530660549385 0.00386692774462207 0.00386692774462207 0 0 0.381614044530038 0.0210190854441363 0.00407058852655857 0.00407058852655857 0 0 0.00672229959251464 0.00672229959251464 0.124306794898486 0.124306794898486 0 0 0.601144065565995 0.149799330803102 0.016621469882844 0.016621469882844 0 0 0.0192837517526043 0.0192837517526043 0 0 0 0 0 0 0 0 0 0 0 0 8.79606397944896e-05 8.79606397944896e-05 0 0 0.190516326844943 0.00245602069373808 0.000982391771851758 0.000982391771851758 0 0 0.00345830433536432 0.00345830433536432
7 398.974747606237 398.974747606237 0 0 484.754318341578 484.754318341578 53.861590926842 53.861590926842 0 0 59.8462121409356 59.8462121409356 0.372871277601665 0.372871277601665 0 0 0.453038602286023 0.453038602286023 0.0503376224762247 0.0503376224762247 0 0 0.0559306916402497 0.0559306916402497 0.461405572502605 0.461405572502605 0 0 0.537956951576901 0.537956951576901 0.0566270475344106 0.0566270475344106 0 0 0.055927948182134 0.055927948182134 0.00506678440410104 0.00506678440410104 0 0 0.331418790830717 0.0271975384701824 0.00519644920347857 0.00519644920347857 0 0 0.00839801826161456 0.00839801826161456 0.185776302276344 0.185776302276344 0 0 0.714969266087985 0.223831326577774 0.0248036755979686 0.0248036755979686 0 0 0.0285652386589732 0.0285652386589732 0 0 0 0 0 0 0 0 0 0 0 0 0.000132456977955366 0.000132456977955366 0 0 0.208298047640019 0.00365723951076432 0.001444278345878 0.001444278345878 0 0 0.00496596232142917 0.00496596232142917
8 398.685563417118 398.685563417118 0 0 484.402959551799 484.402959551799 53.822551061311 53.822551061311 0 0 59.8028345125678 59.8028345125678 0.455622484896991 0.455622484896991 0 0 0.553581319149845 0.553581319149845 0.0615090354610938 0.0615090354610938 0 0 0.0683433727345487 0.0683433727345487 0.587390017962208 0.587390017962208 0 0 0.684843361851392 0.684843361851392 0.0720887749317255 0.0720887749317255 0 0 0.0711987900560252 0.0711987900560252 0.00649742973137449 0.00649742973137449 0 0 0.2911718035995 0.0345110827968823 0.00652307592266654 0.00652307592266654 0 0 0.0103792319338784 0.0103792319338784 0.264736585632075 0.264736585632075 0 0 0.843620095114212 0.318910015680765 0.0352996866134799 0.0352996866134799 0 0 0.0404062300386056 0.0404062300386056 0 0 0 0 0 0 0 0 0 0 0 0 0.000190064658951963 0.000190064658951963 0 0 0.223823868486196 0.00519466872225961 0.00202836576005027 0.00202836576005027 0 0 0.00683786266918216 0.00683786266918216
9 398.332170419804 398.332170419804 0 0 483.973587060062 483.973587060062 53.7748430066735 53.7748430066735 0 0 59.7498255629706 59.7498255629706 0.556763801937562 0.556763801937562 0 0 0.676468019354138 0.676468019354138 0.0751631132615708 0.0751631132615708 0 0 0.0835145702906343 0.0835145702906343 0.738053828619516 0.738053828619516 0 0 0.860503668367753 0.860503668367753 0.0905793335123951 0.0905793335123951 0 0 0.0894610701356989 0.0894610701356989 0.00821373429475363 0.00821373429475363 0 0 0.259783869145962 0.0432482818877084 0.00810583323576555 0.00810583323576555 0 0 0.0127577111164584 0.0127577111164584 0.364534858663378 0.364534858663378 0 0 0.992094625163358 0.439060922051536 0.0485512914084289 0.0485512914084289 0 0 0.0552969689393555 0.0552969689393555 0 0 0 0 0 0 0 0 0 0 0 0 0.000263356680711814 0.000263356680711814 0 0 0.237562757906833 0.00713204827690791 0.00275742190828892 0.00275742190828892 0 0 0.00914411654724104 0.00914411654724104
