"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.903229509244 399.903229509244 0 0 485.882423853731 485.882423853731 53.9869359837479 53.9869359837479 0 0 59.9854844263865 59.9854844263865 0.0770728682177969 0.0770728682177969 0 0 0.0936435348846232 0.0936435348846232 0.0104048372094026 0.0104048372094026 0 0 0.0115609302326695 0.0115609302326695 0.0181408383515055 0.0181408383515055 0 0 0.0211505683507325 0.0211505683507325 0.00222637561586658 0.00222637561586658 0 0 0.00219888949715218 0.00219888949715218 0.000189638987867678 0.000189638987867678 0 0 0.84479362963559 0.00112877545258043 0.000244180072327803 0.000244180072327803 0 0 0.000508112847588224 0.000508112847588224 0.00136647817772805 0.00136647817772805 0 0 0.111987530770651 0.0016333101939515 0.000179928221751461 0.000179928221751461 0 0 0.000210834001142524 0.000210834001142524 0 0 0 0 0 0 0 0 0 0 0 0 6.67021592660016e-07 6.67021592660016e-07 0 0 0.0460008826275399 1.99573872485959e-05 8.69513277782542e-06 8.69513277782542e-06 0 0 3.68070349211519e-05 3.68070349211519e-05
2 399.803509069412 399.803509069412 0 0 485.761263519335 485.761263519335 53.9734737243706 53.9734737243706 0 0 59.9705263604118 59.9705263604118 0.128089786904309 0.128089786904309 0 0 0.155629091088736 0.155629091088736 0.0172921212320818 0.0172921212320818 0 0 0.0192134680356464 0.0192134680356464 0.0585253022091583 0.0585253022091583 0 0 0.0682351818938595 0.0682351818938595 0.00718265072566943 0.00718265072566943 0 0 0.00709397602535252 0.00709397602535252 0.000633155703835812 0.000633155703835812 0 0 0.715462402729236 0.00369205240904228 0.000777835727637612 0.000777835727637612 0 0 0.00152204721590752 0.00152204721590752 0.0092380625223588 0.0092380625223588 0 0 0.214500108849921 0.0110438855465277 0.00121543605916948 0.00121543605916948 0 0 0.0014085984914859 0.0014085984914859 0 0 0 0 0 0 0 0 0 0 0 0 4.62324845475131e-06 4.62324845475131e-06 0 0 0.0849096961028105 0.000136269726396777 5.82318848375165e-05 5.82318848375165e-05 0 0 0.000235549819825205 0.000235549819825205
3 399.68939878561 399.68939878561 0 0 485.622619524516 485.622619524516 53.9580688360574 53.9580688360574 0 0 59.9534098178415 59.9534098178415 0.171746768792601 0.171746768792601 0 0 0.20867232408301 0.20867232408301 0.0231858137870011 0.0231858137870011 0 0 0.0257620153188901 0.0257620153188901 0.110578055364095 0.110578055364095 0 0 0.128923960004047 0.128923960004047 0.0135709431583207 0.0135709431583207 0 0 0.0134034006501933 0.0134034006501933 0.00123614227600793 0.00123614227600793 0 0 0.607562628474751 0.00706702296641743 0.00145240638673104 0.00145240638673104 0 0 0.00269096804997101 0.00269096804997101 0.0270263932135672 0.0270263932135672 0 0 0.314317804364489 0.0323147023703711 0.00355314915905113 0.00355314915905113 0 0 0.00407839133145422 0.00407839133145422 0 0 0 0 0 0 0 0 0 0 0 0 1.3854743633191e-05 1.3854743633191e-05 0 0 0.117903758557437 0.00040246605988786 0.000168851451533018 0.000168851451533018 0 0 0.000655406807976923 0.000655406807976923
4 399.553476663369 399.553476663369 0 0 485.457474145993 485.457474145993 53.9397193495548 53.9397193495548 0 0 59.9330214995054 59.9330214995054 0.216658615791445 0.216658615791445 0 0 0.263240218186606 0.263240218186606 0.0292489131318451 0.0292489131318451 0 0 0.0324987923687167 0.0324987923687167 0.171075587676507 0.171075587676507 0 0 0.199458582904655 0.199458582904655 0.0209956403057532 0.0209956403057532 0 0 0.0207364348698797 0.0207364348698797 0.00197103861039623 0.00197103861039623 0 0 0.517680325428762 0.0110633100766614 0.00222346536020018 0.00222346536020018 0 0 0.00393349125841285 0.00393349125841285 0.0567883119528603 0.0567883119528603 0 0 0.416180857968368 0.0679105158639687 0.00746074829893654 0.00746074829893654 0 0 0.00849313739018939 0.00849313739018939 0 0 0 0 0 0 0 0 0 0 0 0 2.97825998181445e-05 2.97825998181445e-05 0 0 0.145965869518307 0.000853226974806815 0.00035188334845367 0.00035188334845367 0 0 0.00131664460745538 0.00131664460745538
5 399.389431793453 399.389431793453 0 0 485.258159629045 485.258159629045 53.9175732921162 53.9175732921162 0 0 59.908414769018 59.908414769018 0.267383200768669 0.267383200768669 0 0 0.324870588933932 0.324870588933932 0.0360967321037702 0.0360967321037702 0 0 0.0401074801153003 0.0401074801153003 0.240007854136207 0.240007854136207 0 0 0.279827339026987 0.279827339026987 0.0294555093712618 0.0294555093712618 0 0 0.0290918611074191 0.0290918611074191 0.00284088931516717 0.00284088931516717 0 0 0.443098350924316 0.0156833980437948 0.00309113729379796 0.00309113729379796 0 0 0.00526721253350323 0.00526721253350323 0.100282538622988 0.100282538622988 0 0 0.52411758084081 0.119939900521178 0.0131665850013189 0.0131665850013189 0 0 0.0148838604969937 0.0148838604969937 0 0 0 0 0 0 0 0 0 0 0 0 5.37237038741092e-05 5.37237038741092e-05 0 0 0.169926511228445 0.00151914442859795 0.000616744113683292 0.000616744113683292 0 0 0.0022348167288195 0.0022348167288195
6 399.190738242003 399.190738242003 0 0 485.016746964034 485.016746964034 53.8907496626704 53.8907496626704 0 0 59.8786107363005 59.8786107363005 0.32697071596747 0.32697071596747 0 0 0.397269419900476 0.397269419900476 0.0441410466556085 0.0441410466556085 0 0 0.0490456073951205 0.0490456073951205 0.31889307938244 0.31889307938244 0 0 0.371800340279981 0.371800340279981 0.0391368779242085 0.0391368779242085 0 0 0.0386537065918109 0.0386537065918109 0.00386467412406541 0.00386467412406541 0 0 0.381620026945869 0.0210250679921174 0.00407592156572984 0.00407592156572984 0 0 0.00674433325233719 0.00674433325233719 0.15944617613242 0.15944617613242 0 0 0.642069380058388 0.190724645202212 0.0209224881833757 0.0209224881833757 0 0 0.023512550678699 0.023512550678699 0 0 0 0 0 0 0 0 0 0 0 0 8.71123905663194e-05 8.71123905663194e-05 0 0 0.190493868781595 0.00243356259152182 0.000974003000667321 0.000974003000667321 0 0 0.0034330657815767 0.0034330657815767
7 398.949967650773 398.949967650773 0 0 484.724210695688 484.724210695688 53.8582456328543 53.8582456328543 0 0 59.8424951476159 59.8424951476159 0.398064876094643 0.398064876094643 0 0 0.483648824454991 0.483648824454991 0.0537387582727768 0.0537387582727768 0 0 0.0597097314141964 0.0597097314141964 0.410125571292889 0.410125571292889 0 0 0.478169131984664 0.478169131984664 0.0503335928404909 0.0503335928404909 0 0 0.0497121904597441 0.0497121904597441 0.00507177392325713 0.00507177392325713 0 0 0.331465038179669 0.0272437885079567 0.00520937096268546 0.00520937096268546 0 0 0.0084295933351663 0.0084295933351663 0.23663850057064 0.23663850057064 0 0 0.774229255041303 0.283091313633099 0.0310357690999313 0.0310357690999313 0 0 0.0347069234600034 0.0347069234600034 0 0 0 0 0 0 0 0 0 0 0 0 0.00013162734618842 0.00013162734618842 0 0 0.208277054650929 0.00363624573084456 0.00143687596984388 0.00143687596984388 0 0 0.00494641371503242 0.00494641371503242
8 398.658342309475 398.658342309475 0 0 484.369885906012 484.369885906012 53.8188762117791 53.8188762117791 0 0 59.7987513464213 59.7987513464213 0.483407984720881 0.483407984720881 0 0 0.58734070143587 0.58734070143587 0.0652600779373189 0.0652600779373189 0 0 0.0725111977081321 0.0725111977081321 0.51676086850109 0.51676086850109 0 0 0.602496194411498 0.602496194411498 0.0634206520433157 0.0634206520433157 0 0 0.0626376810304352 0.0626376810304352 0.00650035834137739 0.00650035834137739 0 0 0.291201357784262 0.0345406437780619 0.00653101261718617 0.00653101261718617 0 0 0.0103945359887462 0.0103945359887462 0.334799193623621 0.334799193623621 0 0 0.925270748637434 0.400560664406516 0.0438899022585668 0.0438899022585668 0 0 0.0488817032134702 0.0488817032134702 0 0 0 0 0 0 0 0 0 0 0 0 0.00018928533787839 0.00018928533787839 0 0 0.223805091718626 0.00517588995574386 0.00202214336446696 0.00202214336446696 0 0 0.00682353563794345 0.00682353563794345
9 398.305358139073 398.305358139073 0 0 483.941010138973 483.941010138973 53.7712233487748 53.7712233487748 0 0 59.7458037208608 59.7458037208608 0.586104579878722 0.586104579878722 0 0 0.712117064552647 0.712117064552647 0.0791241182836275 0.0791241182836275 0 0 0.0879156869818083 0.0879156869818083 0.642492829399492 0.642492829399492 0 0 0.749088230640771 0.749088230640771 0.0788513926990286 0.0788513926990286 0 0 0.0778779187150899 0.0778779187150899 0.00819755395728047 0.00819755395728047 0 0 0.259697206279586 0.0431616275043896 0.00808796687338004 0.00808796687338004 0 0 0.0127178856372253 0.0127178856372253 0.457584368705512 0.457584368705512 0 0 1.10054429086465 0.54751058176479 0.059962258800886 0.059962258800886 0 0 0.0665566843409177 0.0665566843409177 0 0 0 0 0 0 0 0 0 0 0 0 0.000262528986655358 0.000262528986655358 0 0 0.237543068689452 0.00711235656450984 0.00275091456831226 0.00275091456831226 0 0 0.00912810346410796 0.00912810346410796
10 397.878403093962 397.878403093962 0 0 483.422259759164 483.422259759164 53.7135844176849 53.7135844176849 0 0 59.6817604640943 59.6817604640943 0.709790557607691 0.709790557607691 0 0 0.862395527493344 0.862395527493344 0.0958217252770382 0.0958217252770382 0 0 0.106468583641154 0.106468583641154 0.791722894637095 0.791722894637095 0 0 0.923076920338249 0.923076920338249 0.0971659916145526 0.0971659916145526 0 0 0.095966411471163 0.095966411471163 0.0102205293477506 0.0102205293477506 0 0 0.236085970872534 0.0534025497957056 0.00993582478422047 0.00993582478422047 0 0 0.015488154867665 0.015488154867665 0.609508603160404 0.609508603160404 0 0 1.30627556778078 0.729346217952663 0.0798426162714937 0.0798426162714937 0 0 0.0883759256656209 0.0883759256656209 0 0 0 0 0 0 0 0 0 0 0 0 0.000354321285141207 0.000354321285141207 0 0 0.249906254351357 0.00951902525630605 0.00364942436783592 0.00364942436783592 0 0 0.0119404602601097 0.0119404602601097
