"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.922532127072 399.922532127072 0 0 485.905876534393 485.905876534393 53.9895418371547 53.9895418371547 0 0 59.9883798190608 59.9883798190608 0.0645600147658797 0.0645600147658797 0 0 0.0784404179405438 0.0784404179405438 0.00871560199339376 0.00871560199339376 0 0 0.00968400221488195 0.00968400221488195 0.012168565124195 0.012168565124195 0 0 0.0141874407016182 0.0141874407016182 0.00149341481069666 0.00149341481069666 0 0 0.00147497759081151 0.00147497759081151 0.000124289816527177 0.000124289816527177 0 0 0.844404745507576 0.000739863868380217 0.000160067189109178 0.000160067189109178 0 0 0.000333171835231972 0.000333171835231972 0.000614567879070459 0.000614567879070459 0 0 0.111096918258969 0.00074271706310781 8.34032936426075e-05 8.34032936426075e-05 0 0 0.000104000893987485 0.000104000893987485 0 0 0 0 0 0 0 0 0 0 0 0 4.35342281232818e-07 4.35342281232818e-07 0 0 0.0459939431987557 1.30260338134614e-05 5.67555843152764e-06 5.67555843152764e-06 0 0 2.40284042801084e-05 2.40284042801084e-05
2 399.848675633544 399.848675633544 0 0 485.816140894757 485.816140894757 53.9795712105285 53.9795712105285 0 0 59.9773013450317 59.9773013450317 0.106363983374254 0.106363983374254 0 0 0.129232239799719 0.129232239799719 0.0143591377555244 0.0143591377555244 0 0 0.0159545975061382 0.0159545975061382 0.0402892656715915 0.0402892656715915 0 0 0.0469736211125601 0.0469736211125601 0.00494459169605896 0.00494459169605896 0 0 0.00488354735413231 0.00488354735413231 0.00041620114051729 0.00041620114051729 0 0 0.714197366292007 0.00242701280674655 0.000511333653834211 0.000511333653834211 0 0 0.00100060037759673 0.00100060037759673 0.0042518796608782 0.0042518796608782 0 0 0.208592943633152 0.00513672256392363 0.000575473758963466 0.000575473758963466 0 0 0.000705149234966249 0.000705149234966249 0 0 0 0 0 0 0 0 0 0 0 0 3.03660820860599e-06 3.03660820860599e-06 0 0 0.084862934405934 8.95089604223769e-05 3.82526071047721e-05 3.82526071047721e-05 0 0 0.000154760495484064 0.000154760495484064
3 399.772000980647 399.772000980647 0 0 485.722981191486 485.722981191486 53.9692201323874 53.9692201323874 0 0 59.965800147097 59.965800147097 0.137732538428324 0.137732538428324 0 0 0.167345034190413 0.167345034190413 0.0185938926878237 0.0185938926878237 0 0 0.0206598807642485 0.0206598807642485 0.0768551583354093 0.0768551583354093 0 0 0.0896061277865114 0.0896061277865114 0.00943222397752751 0.00943222397752751 0 0 0.00931577676792841 0.00931577676792841 0.000802884379003658 0.000802884379003658 0 0 0.605083485178194 0.00458785998327003 0.000942278691523281 0.000942278691523281 0 0 0.00174299674726779 0.00174299674726779 0.0125993672619846 0.0125993672619846 0 0 0.297219395612222 0.0152163075145213 0.00170094473538687 0.00170094473538687 0 0 0.00205231076550725 0.00205231076550725 0 0 0 0 0 0 0 0 0 0 0 0 9.07094820385054e-06 9.07094820385054e-06 0 0 0.117764765746463 0.00026347903908809 0.000110527520383536 0.000110527520383536 0 0 0.000428887857986781 0.000428887857986781
4 399.688431577126 399.688431577126 0 0 485.621444366208 485.621444366208 53.957938262912 53.957938262912 0 0 59.9532647365688 59.9532647365688 0.165260340438383 0.165260340438383 0 0 0.200791313632635 0.200791313632635 0.0223101459591817 0.0223101459591817 0 0 0.0247890510657574 0.0247890510657574 0.118445182115452 0.118445182115452 0 0 0.138096314602788 0.138096314602788 0.0145364541687146 0.0145364541687146 0 0 0.01435699177157 0.01435699177157 0.00125082503459484 0.00125082503459484 0 0 0.513626540966632 0.00700951197066226 0.00140577355371967 0.00140577355371967 0 0 0.00247440467403498 0.00247440467403498 0.0265927793050039 0.0265927793050039 0 0 0.380376266048671 0.0321059335752379 0.00358160918275126 0.00358160918275126 0 0 0.00426377689798889 0.00426377689798889 0 0 0 0 0 0 0 0 0 0 0 0 1.92959808876861e-05 1.92959808876861e-05 0 0 0.145665198541574 0.000552560010976767 0.000227754223666202 0.000227754223666202 0 0 0.000851039021796969 0.000851039021796969
5 399.595018307031 399.595018307031 0 0 485.507947243043 485.507947243043 53.9453274714492 53.9453274714492 0 0 59.9392527460547 59.9392527460547 0.192579789111224 0.192579789111224 0 0 0.233984443770137 0.233984443770137 0.0259982715300153 0.0259982715300153 0 0 0.0288869683666836 0.0288869683666836 0.16377562138548 0.16377562138548 0 0 0.190947485842617 0.190947485842617 0.0200997353518544 0.0200997353518544 0 0 0.0198515904709673 0.0198515904709673 0.00174729061068116 0.00174729061068116 0 0 0.437029073494392 0.00961410916354953 0.00188679930079765 0.00188679930079765 0 0 0.00318355882889083 0.00318355882889083 0.0468447438222689 0.0468447438222689 0 0 0.460716947330546 0.0565392750934941 0.00629547180757694 0.00629547180757694 0 0 0.00740802592903951 0.00740802592903951 0 0 0 0 0 0 0 0 0 0 0 0 3.42480388992855e-05 3.42480388992855e-05 0 0 0.1693748065191 0.000967443086995078 0.000392250560510521 0.000392250560510521 0 0 0.00141711034970181 0.00141711034970181
6 399.489277129167 399.489277129167 0 0 485.379471711938 485.379471711938 53.9310524124376 53.9310524124376 0 0 59.923391569375 59.923391569375 0.221825571683956 0.221825571683956 0 0 0.269518069596007 0.269518069596007 0.0299464521773341 0.0299464521773341 0 0 0.0332738357525935 0.0332738357525935 0.212679785357676 0.212679785357676 0 0 0.247965295201109 0.247965295201109 0.0261016100211693 0.0261016100211693 0 0 0.0257793679221426 0.0257793679221426 0.00229060277744313 0.00229060277744313 0 0 0.372988159359961 0.0123931882295134 0.002385845861014 0.002385845861014 0 0 0.0038876704974508 0.0038876704974508 0.0738725137216571 0.0738725137216571 0 0 0.540479601680408 0.0891348754195478 0.00990797243192779 0.00990797243192779 0 0 0.0115434460185207 0.0115434460185207 0 0 0 0 0 0 0 0 0 0 0 0 5.4397292186045e-05 5.4397292186045e-05 0 0 0.189577162224511 0.00151685961581944 0.000605707070998799 0.000605707070998799 0 0 0.00212411043423025 0.00212411043423025
7 399.368832625585 399.368832625585 0 0 485.233131640086 485.233131640086 53.914792404454 53.914792404454 0 0 59.9053248938378 59.9053248938378 0.254388837480812 0.254388837480812 0 0 0.309082437539187 0.309082437539187 0.0343424930599097 0.0343424930599097 0 0 0.0381583256221219 0.0381583256221219 0.265595902789775 0.265595902789775 0 0 0.309660677570806 0.309660677570806 0.0325958607969269 0.0325958607969269 0 0 0.0321934427623969 0.0321934427623969 0.00288524657473315 0.00288524657473315 0 0 0.319596155192763 0.0153748620562907 0.00291081026272227 0.00291081026272227 0 0 0.0046128027608777 0.0046128027608777 0.108217156769935 0.108217156769935 0 0 0.621678165809427 0.130540255082231 0.01448815143208 0.01448815143208 0 0 0.0167369557514224 0.0167369557514224 0 0 0 0 0 0 0 0 0 0 0 0 8.02307995096711e-05 8.02307995096711e-05 0 0 0.206850923801757 0.00221012766542557 0.00087027999435444 0.00087027999435444 0 0 0.00297357926539595 0.00297357926539595
8 399.231212395153 399.231212395153 0 0 485.065923060111 485.065923060111 53.8962136733457 53.8962136733457 0 0 59.884681859273 59.884681859273 0.291315891711861 0.291315891711861 0 0 0.353948808429911 0.353948808429911 0.0393276453811012 0.0393276453811012 0 0 0.0436973837567791 0.0436973837567791 0.323310180141797 0.323310180141797 0 0 0.376950278210777 0.376950278210777 0.039678976653766 0.039678976653766 0 0 0.0391891127444602 0.0391891127444602 0.00353941312805321 0.00353941312805321 0 0 0.275268238057488 0.01860743519476 0.00347308999943194 0.00347308999943194 0 0 0.00538613983191048 0.00538613983191048 0.150509819501196 0.150509819501196 0 0 0.706221918568543 0.181511897059881 0.0201175033688685 0.0201175033688685 0 0 0.0230730548107037 0.0230730548107037 0 0 0 0 0 0 0 0 0 0 0 0 0.000112300363936055 0.000112300363936055 0 0 0.221687696622195 0.00305852099358534 0.00118911125115613 0.00118911125115613 0 0 0.00397244958317288 0.00397244958317288
9 399.073717472533 399.073717472533 0 0 484.874566729127 484.874566729127 53.8749518587919 53.8749518587919 0 0 59.8610576208799 59.8610576208799 0.333521926255337 0.333521926255337 0 0 0.405229140400234 0.405229140400234 0.0450254600444705 0.0450254600444705 0 0 0.0500282889383005 0.0500282889383005 0.386833631487455 0.386833631487455 0 0 0.451012847620601 0.451012847620601 0.0474750365916422 0.0474750365916422 0 0 0.0468889250287824 0.0468889250287824 0.00426382269221509 0.00426382269221509 0 0 0.238687220189115 0.0221516008944599 0.00408582102228348 0.00408582102228348 0 0 0.00623361103932295 0.00623361103932295 0.201511894003241 0.201511894003241 0 0 0.795997301976234 0.242963621478343 0.026895244712062 0.026895244712062 0 0 0.0306585732261216 0.0306585732261216 0 0 0 0 0 0 0 0 0 0 0 0 0.000151253029082258 0.000151253029082258 0 0 0.234506760686621 0.00407606047916725 0.00156657883763137 0.00156657883763137 0 0 0.00513298088757193 0.00513298088757193
