"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.856062143887 399.856062143887 0 0 485.825115504822 485.825115504822 53.9805683894247 53.9805683894247 0 0 59.978409321583 59.978409321583 0.113974617784512 0.113974617784512 0 0 0.138479160608182 0.138479160608182 0.0153865734009091 0.0153865734009091 0 0 0.0170961926676768 0.0170961926676768 0.0284043303586474 0.0284043303586474 0 0 0.033116866986332 0.033116866986332 0.00348598599856127 0.00348598599856127 0 0 0.0034429491343815 0.0034429491343815 0.000288460980941563 0.000288460980941563 0 0 0.84538180675915 0.00171695395418346 0.000371407172435589 0.000371407172435589 0 0 0.000772811089795415 0.000772811089795415 0.0012694314071822 0.0012694314071822 0 0 0.111895349068329 0.00154112751889402 0.000174405385390199 0.000174405385390199 0 0 0.000222687276224074 0.000222687276224074 0 0 0 0 0 0 0 0 0 0 0 0 1.01558203149668e-06 1.01558203149668e-06 0 0 0.0460113117556836 3.03861100856779e-05 1.32386180012985e-05 1.32386180012985e-05 0 0 5.60382489194061e-05 5.60382489194061e-05
2 399.707026315972 399.707026315972 0 0 485.644036973906 485.644036973906 53.9604485526562 53.9604485526562 0 0 59.9560539473958 59.9560539473958 0.18915417288609 0.18915417288609 0 0 0.2298223200566 0.2298223200566 0.0255358133396222 0.0255358133396222 0 0 0.0283731259329135 0.0283731259329135 0.0941065435548852 0.0941065435548852 0 0 0.109719674644673 0.109719674644673 0.0115494394362814 0.0115494394362814 0 0 0.0114068537642285 0.0114068537642285 0.000960931841978078 0.000960931841978078 0 0 0.717373506174481 0.00560315256615772 0.00118040258566876 0.00118040258566876 0 0 0.0023095094612952 0.0023095094612952 0.00874501181145522 0.00874501181145522 0 0 0.21406707547491 0.0106108544925495 0.00119732765630814 0.00119732765630814 0 0 0.00149875194666771 0.00149875194666771 0 0 0 0 0 0 0 0 0 0 0 0 7.02393358554201e-06 7.02393358554201e-06 0 0 0.0849804497433499 0.000207024334033222 8.84643258987762e-05 8.84643258987762e-05 0 0 0.000357811499094189 0.000357811499094189
3 399.533842989797 399.533842989797 0 0 485.433619232604 485.433619232604 53.9370688036226 53.9370688036226 0 0 59.9300764484696 59.9300764484696 0.255232783232524 0.255232783232524 0 0 0.310107831627517 0.310107831627517 0.0344564257363907 0.0344564257363907 0 0 0.0382849174848786 0.0382849174848786 0.182933948289472 0.182933948289472 0 0 0.213284353346589 0.213284353346589 0.0224509845627988 0.0224509845627988 0 0 0.0221738119138754 0.0221738119138754 0.00187783192912935 0.00187783192912935 0 0 0.611231502628553 0.0107358963715469 0.00220652980344773 0.00220652980344773 0 0 0.00408872031157225 0.00408872031157225 0.0260914094480455 0.0260914094480455 0 0 0.31364468445267 0.0316415829870272 0.00356087737048799 0.00356087737048799 0 0 0.00438098782119697 0.00438098782119697 0 0 0 0 0 0 0 0 0 0 0 0 2.10373036885457e-05 2.10373036885457e-05 0 0 0.118112395341146 0.000611103063794403 0.000256378904260719 0.000256378904260719 0 0 0.000995113998905694 0.000995113998905694
4 399.322416223907 399.322416223907 0 0 485.176735712047 485.176735712047 53.9085261902275 53.9085261902275 0 0 59.8983624335861 59.8983624335861 0.326805502295291 0.326805502295291 0 0 0.397068685288778 0.397068685288778 0.0441187428098642 0.0441187428098642 0 0 0.0490208253442936 0.0490208253442936 0.291757845808323 0.291757845808323 0 0 0.340163124771976 0.340163124771976 0.0358066447128396 0.0358066447128396 0 0 0.0353645873707058 0.0353645873707058 0.00300958043275457 0.00300958043275457 0 0 0.523514969015285 0.0168979524216109 0.00339753514518758 0.00339753514518758 0 0 0.00601681932826176 0.00601681932826176 0.0559655564377516 0.0559655564377516 0 0 0.416107270312592 0.0678369290845967 0.00761569848420193 0.00761569848420193 0 0 0.009232432643694 0.009232432643694 0 0 0 0 0 0 0 0 0 0 0 0 4.5291118656389e-05 4.5291118656389e-05 0 0 0.146410238564092 0.00129759638576067 0.000535188620431387 0.000535188620431387 0 0 0.00200290172696124 0.00200290172696124
5 399.059234226074 399.059234226074 0 0 484.856969584681 484.856969584681 53.87299662052 53.87299662052 0 0 59.8588851339112 59.8588851339112 0.412517232269108 0.412517232269108 0 0 0.501208437206967 0.501208437206967 0.0556898263563296 0.0556898263563296 0 0 0.0618775848403663 0.0618775848403663 0.42278328526014 0.42278328526014 0 0 0.492926875769209 0.492926875769209 0.0518870395546535 0.0518870395546535 0 0 0.0512464588194109 0.0512464588194109 0.00438024384802393 0.00438024384802393 0 0 0.451618522642506 0.0242035694105432 0.00477610814104642 0.00477610814104642 0 0 0.00816115259468538 0.00816115259468538 0.101002990587459 0.101002990587459 0 0 0.526549351388128 0.122371671316573 0.013708306559388 0.013708306559388 0 0 0.0164135348765829 0.0164135348765829 0 0 0 0 0 0 0 0 0 0 0 0 8.20219607763693e-05 8.20219607763693e-05 0 0 0.170727228312682 0.00231986161620091 0.000942098868525991 0.000942098868525991 0 0 0.00341613495778072 0.00341613495778072
6 398.729116688149 398.729116688149 0 0 484.455876776102 484.455876776102 53.8284307529002 53.8284307529002 0 0 59.8093675032224 59.8093675032224 0.519084220210055 0.519084220210055 0 0 0.630687327555218 0.630687327555218 0.0700763697283575 0.0700763697283575 0 0 0.0778626330315083 0.0778626330315083 0.581292300509535 0.581292300509535 0 0 0.677733977639527 0.677733977639527 0.0713404186988975 0.0713404186988975 0 0 0.0704596727890346 0.0704596727890346 0.00604536673445729 0.00604536673445729 0 0 0.393544339662479 0.032949379724381 0.00640266170391696 0.00640266170391696 0 0 0.0106507496806876 0.0106507496806876 0.164327549470766 0.164327549470766 0 0 0.650355386348517 0.199010652187175 0.0222511465553469 0.0222511465553469 0 0 0.0263691199125479 0.0263691199125479 0 0 0 0 0 0 0 0 0 0 0 0 0.00013387492563151 0.00013387492563151 0 0 0.191802192692551 0.00374188679199199 0.00149865041329132 0.00149865041329132 0 0 0.00529032136378851 0.00529032136378851
7 398.313765538381 398.313765538381 0 0 483.951225129133 483.951225129133 53.7723583476815 53.7723583476815 0 0 59.7470648307572 59.7470648307572 0.653168179152288 0.653168179152288 0 0 0.79359933767003 0.79359933767003 0.0881777041855589 0.0881777041855589 0 0 0.0979752268728432 0.0979752268728432 0.774893711922334 0.774893711922334 0 0 0.90345562321854 0.90345562321854 0.095100591917741 0.095100591917741 0 0 0.0939265105360406 0.0939265105360406 0.00808474632549838 0.00808474632549838 0 0 0.347784130267719 0.043562850572406 0.00836213251330668 0.00836213251330668 0 0 0.0136445030211253 0.0136445030211253 0.249883649991171 0.249883649991171 0 0 0.793649119006614 0.302511198791542 0.0337675187818945 0.0337675187818945 0 0 0.0396789352781595 0.0396789352781595 0 0 0 0 0 0 0 0 0 0 0 0 0.000204174227196693 0.000204174227196693 0 0 0.21028666070356 0.0056458606139458 0.00223370491999481 0.00223370491999481 0 0 0.00770999353460477 0.00770999353460477
8 397.790547861439 397.790547861439 0 0 483.315515651649 483.315515651649 53.7017239612943 53.7017239612943 0 0 59.6685821792159 59.6685821792159 0.822360609109459 0.822360609109459 0 0 0.999168140067993 0.999168140067993 0.111018682229777 0.111018682229777 0 0 0.123354091366419 0.123354091366419 1.01346932152508 1.01346932152508 0 0 1.18161309532356 1.18161309532356 0.124380325823532 0.124380325823532 0 0 0.122844766245464 0.122844766245464 0.0106021513259386 0.0106021513259386 0 0 0.313255991917926 0.0565952070678933 0.0107614540981502 0.0107614540981502 0 0 0.0173263951596274 0.0173263951596274 0.362722896239223 0.362722896239223 0 0 0.963679527366145 0.438969493142639 0.0489298639344296 0.0489298639344296 0 0 0.0570986343574933 0.0570986343574933 0 0 0 0 0 0 0 0 0 0 0 0 0.000297160360779232 0.000297160360779232 0 0 0.22676759367536 0.00813841274889883 0.0031857126197754 0.0031857126197754 0 0 0.0107939336550681 0.0107939336550681
9 397.131243513743 397.131243513743 0 0 482.514460869198 482.514460869198 53.6127178743553 53.6127178743553 0 0 59.5696865270615 59.5696865270615 1.03582438296035 1.03582438296035 0 0 1.25852662529683 1.25852662529683 0.139836291699647 0.139836291699647 0 0 0.155373657444053 0.155373657444053 1.30947635792385 1.30947635792385 0 0 1.52673039003394 1.52673039003394 0.160708462108836 0.160708462108836 0 0 0.158724407021073 0.158724407021073 0.0137286338734783 0.0137286338734783 0 0 0.289272079538102 0.0727364374777254 0.013732059887033 0.013732059887033 0 0 0.0219114320809887 0.0219114320809887 0.509308867211676 0.509308867211676 0 0 1.16922222836313 0.616188563935156 0.0686003025461355 0.0686003025461355 0 0 0.0796032959399739 0.0796032959399739 0 0 0 0 0 0 0 0 0 0 0 0 0.00041824428722582 0.00041824428722582 0 0 0.241787807569748 0.0113571140580943 0.00440500940298644 0.00440500940298644 0 0 0.0147006804523992 0.0147006804523992
