"time" "age1_M_healthy.S" "age1_F_healthy.S" "age1_M_vulner.S" "age1_F_vulner.S" "age2_M_healthy.S" "age2_F_healthy.S" "age2_M_vulner.S" "age2_F_vulner.S" "age3_M_healthy.S" "age3_F_healthy.S" "age3_M_vulner.S" "age3_F_vulner.S" "age1_M_healthy.E" "age1_F_healthy.E" "age1_M_vulner.E" "age1_F_vulner.E" "age2_M_healthy.E" "age2_F_healthy.E" "age2_M_vulner.E" "age2_F_vulner.E" "age3_M_healthy.E" "age3_F_healthy.E" "age3_M_vulner.E" "age3_F_vulner.E" "age1_M_healthy.A" "age1_F_healthy.A" "age1_M_vulner.A" "age1_F_vulner.A" "age2_M_healthy.A" "age2_F_healthy.A" "age2_M_vulner.A" "age2_F_vulner.A" "age3_M_healthy.A" "age3_F_healthy.A" "age3_M_vulner.A" "age3_F_vulner.A" "age1_M_healthy.I" "age1_F_healthy.I" "age1_M_vulner.I" "age1_F_vulner.I" "age2_M_healthy.I" "age2_F_healthy.I" "age2_M_vulner.I" "age2_F_vulner.I" "age3_M_healthy.I" "age3_F_healthy.I" "age3_M_vulner.I" "age3_F_vulner.I" "age1_M_healthy.R" "age1_F_healthy.R" "age1_M_vulner.R" "age1_F_vulner.R" "age2_M_healthy.R" "age2_F_healthy.R" "age2_M_vulner.R" "age2_F_vulner.R" "age3_M_healthy.R" "age3_F_healthy.R" "age3_M_vulner.R" "age3_F_vulner.R" "age1_M_healthy.Q" "age1_F_healthy.Q" "age1_M_vulner.Q" "age1_F_vulner.Q" "age2_M_healthy.Q" "age2_F_healthy.Q" "age2_M_vulner.Q" "age2_F_vulner.Q" "age3_M_healthy.Q" "age3_F_healthy.Q" "age3_M_vulner.Q" "age3_F_vulner.Q" "age1_M_healthy.D" "age1_F_healthy.D" "age1_M_vulner.D" "age1_F_vulner.D" "age2_M_healthy.D" "age2_F_healthy.D" "age2_M_vulner.D" "age2_F_vulner.D" "age3_M_healthy.D" "age3_F_healthy.D" "age3_M_vulner.D" "age3_F_vulner.D"
0 400 400 0 0 486 486 54 54 0 0 60 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 399.886276241993 399.886276241993 0 0 485.861825634021 485.861825634021 53.984647292669 53.984647292669 0 0 59.9829414362989 59.9829414362989 0.0814335602940543 0.0814335602940543 0 0 0.0989417757572759 0.0989417757572759 0.0109935306396973 0.0109935306396973 0 0 0.0122150340441081 0.0122150340441081 0.030381771254863 0.030381771254863 0 0 0.0354223833039652 0.0354223833039652 0.00372867192673318 0.00372867192673318 0 0 0.00368263893998339 0.00368263893998339 0.000310658721429368 0.000310658721429368 0 0 0.845513269941251 0.00184842163657166 0.000399658535767471 0.000399658535767471 0 0 0.000830639816027046 0.000830639816027046 0.00159665471352968 0.00159665471352968 0 0 0.112282713573273 0.00192848884716458 0.000216342575419894 0.000216342575419894 0 0 0.00026888818300971 0.00026888818300971 0 0 0 0 0 0 0 0 0 0 0 0 1.11302324557343e-06 1.11302324557343e-06 0 0 0.0460142234028877 3.32964336756447e-05 1.45036533435763e-05 1.45036533435763e-05 0 0 6.13627179399917e-05 6.13627179399917e-05
2 399.772120539053 399.772120539053 0 0 485.723126454949 485.723126454949 53.9692362727722 53.9692362727722 0 0 59.9658180808579 59.9658180808579 0.122721666208989 0.122721666208989 0 0 0.149106824443922 0.149106824443922 0.0165674249382135 0.0165674249382135 0 0 0.0184082499313484 0.0184082499313484 0.0937420590152893 0.0937420590152893 0 0 0.109294718806462 0.109294718806462 0.0115047072427855 0.0115047072427855 0 0 0.0113626738200351 0.0113626738200351 0.000970815297484594 0.000970815297484594 0 0 0.71742334628235 0.00565299672798005 0.00118875863064201 0.00118875863064201 0 0 0.00231580070435433 0.00231580070435433 0.0104375783661907 0.0104375783661907 0 0 0.216058952650859 0.0126027288068847 0.00141048777688005 0.00141048777688005 0 0 0.00172233551396771 0.00172233551396771 0 0 0 0 0 0 0 0 0 0 0 0 7.34205908144236e-06 7.34205908144236e-06 0 0 0.084989702867055 0.000216276265398895 9.23486393286426e-05 9.23486393286426e-05 0 0 0.000372859172349799 0.000372859172349799
3 399.647396638051 399.647396638051 0 0 485.571586915232 485.571586915232 53.9523985461369 53.9523985461369 0 0 59.9471094957076 59.9471094957076 0.151079962050263 0.151079962050263 0 0 0.183562153891069 0.183562153891069 0.0203957948767855 0.0203957948767855 0 0 0.0226619943075394 0.0226619943075394 0.170093990394845 0.170093990394845 0 0 0.198314129710354 0.198314129710354 0.0208751715484583 0.0208751715484583 0 0 0.0206174533811934 0.0206174533811934 0.00178395138943835 0.00178395138943835 0 0 0.610664114050801 0.0101685126826175 0.00208178231254467 0.00208178231254467 0 0 0.00382246074974593 0.00382246074974593 0.0296244324228862 0.0296244324228862 0 0 0.317761383441637 0.0357582785250603 0.00399319169091847 0.00399319169091847 0 0 0.00480048863291501 0.00480048863291501 0 0 0 0 0 0 0 0 0 0 0 0 2.10256917773746e-05 2.10256917773746e-05 0 0 0.11811130367443 0.000610009959189278 0.000255513434436447 0.000255513434436447 0 0 0.000988107220987769 0.000988107220987769
4 399.506665820729 399.506665820729 0 0 485.400598972186 485.400598972186 53.9333998857985 53.9333998857985 0 0 59.9259998731094 59.9259998731094 0.176829424199411 0.176829424199411 0 0 0.214847750402284 0.214847750402284 0.0238719722669205 0.0238719722669205 0 0 0.0265244136299116 0.0265244136299116 0.253262500458052 0.253262500458052 0 0 0.295281051670411 0.295281051670411 0.0310822159653064 0.0310822159653064 0 0 0.0306984849040064 0.0306984849040064 0.00268851831952018 0.00268851831952018 0 0 0.521633724907072 0.015016713038093 0.00299919680638432 0.00299919680638432 0 0 0.00523130929430646 0.00523130929430646 0.0605104154545701 0.0605104154545701 0 0 0.421287342315517 0.0730169977524438 0.00813728220810891 0.00813728220810891 0 0 0.00965088201446236 0.00965088201446236 0 0 0 0 0 0 0 0 0 0 0 0 4.33208391993859e-05 4.33208391993859e-05 0 0 0.14635115851868 0.00123851495073264 0.000509446954831518 0.000509446954831518 0 0 0.00189503704792613 0.00189503704792613
5 399.345974171714 399.345974171714 0 0 485.205358618633 485.205358618633 53.9117065131814 53.9117065131814 0 0 59.9018961257571 59.9018961257571 0.204099619124812 0.204099619124812 0 0 0.247981037236646 0.247981037236646 0.0275534485818496 0.0275534485818496 0 0 0.0306149428687218 0.0306149428687218 0.342196260366113 0.342196260366113 0 0 0.398969730835945 0.398969730835945 0.0419968137722047 0.0419968137722047 0 0 0.0414783345898318 0.0414783345898318 0.00367357586171161 0.00367357586171161 0 0 0.447552973517079 0.0201380246268587 0.00393421500307945 0.00393421500307945 0 0 0.00657610403215021 0.00657610403215021 0.103981310548784 0.103981310548784 0 0 0.529614097516161 0.125436414379846 0.0139530939332319 0.0139530939332319 0 0 0.0163581895332189 0.0163581895332189 0 0 0 0 0 0 0 0 0 0 0 0 7.5062384536349e-05 7.5062384536349e-05 0 0 0.170523542261606 0.00211617428814141 0.000855915528238399 0.000855915528238399 0 0 0.00307630321897072 0.00307630321897072
6 399.161633502887 399.161633502887 0 0 484.981384706008 484.981384706008 53.8868205228897 53.8868205228897 0 0 59.874245025433 59.874245025433 0.234777335576469 0.234777335576469 0 0 0.285254462725409 0.285254462725409 0.0316949403028233 0.0316949403028233 0 0 0.0352166003364703 0.0352166003364703 0.437790674938369 0.437790674938369 0 0 0.510424127825871 0.510424127825871 0.053728855560618 0.053728855560618 0 0 0.053065536356166 0.053065536356166 0.00474791149297489 0.00474791149297489 0 0 0.386186360249924 0.0255914212317752 0.00490478453236742 0.00490478453236742 0 0 0.00792475196704174 0.00792475196704174 0.160933486003407 0.160933486003407 0 0 0.645432201628625 0.19408745270026 0.0215534290551291 0.0215534290551291 0 0 0.0250223424055051 0.0250223424055051 0 0 0 0 0 0 0 0 0 0 0 0 0.000117089102035725 0.000117089102035725 0 0 0.191318141562775 0.00325782950928959 0.00129746765935168 0.00129746765935168 0 0 0.00452574350180527 0.00452574350180527
7 398.949728973748 398.949728973748 0 0 484.723920703104 484.723920703104 53.858213411456 53.858213411456 0 0 59.8424593460622 59.8424593460622 0.269973944783946 0.269973944783946 0 0 0.328018342912494 0.328018342912494 0.0364464825458326 0.0364464825458326 0 0 0.0404960917175918 0.0404960917175918 0.541737643908244 0.541737643908244 0 0 0.631616843920293 0.631616843920293 0.0664859835705572 0.0664859835705572 0 0 0.065665168958575 0.065665168958575 0.00592884061931982 0.00592884061931982 0 0 0.335703454837933 0.0314822209579568 0.00593672102798762 0.00593672102798762 0 0 0.00934428215897277 0.00934428215897277 0.232460221468102 0.232460221468102 0 0 0.771417245560286 0.280279293004975 0.0310784855708993 0.0310784855708993 0 0 0.0357841643092851 0.0357841643092851 0 0 0 0 0 0 0 0 0 0 0 0 0.000170375472305445 0.000170375472305445 0 0 0.209323409665072 0.00468259610035953 0.00183891582873199 0.00183891582873199 0 0 0.00625094679336283 0.00625094679336283
8 398.705889355843 398.705889355843 0 0 484.427655567349 484.427655567349 53.8252950630387 53.8252950630387 0 0 59.8058834033764 59.8058834033764 0.310575765380048 0.310575765380048 0 0 0.377349554936758 0.377349554936758 0.0419277283263065 0.0419277283263065 0 0 0.0465863648070072 0.0465863648070072 0.656126595320228 0.656126595320228 0 0 0.764983962271084 0.764983962271084 0.0805246276074825 0.0805246276074825 0 0 0.0795304964024519 0.0795304964024519 0.00723831417679999 0.00723831417679999 0 0 0.294597932563157 0.037937221221376 0.0070582298260633 0.0070582298260633 0 0 0.010893753056457 0.010893753056457 0.319933875224994 0.319933875224994 0 0 0.910368332491506 0.385658246379822 0.0427065547864519 0.0427065547864519 0 0 0.048833851999117 0.048833851999117 0 0 0 0 0 0 0 0 0 0 0 0 0.000236094055543242 0.000236094055543242 0 0 0.225044650388994 0.00641544784245913 0.00248779641497353 0.00248779641497353 0 0 0.00827213035860886 0.00827213035860886
9 398.42514841594 398.42514841594 0 0 484.086555325367 484.086555325367 53.7873950361519 53.7873950361519 0 0 59.763772262391 59.763772262391 0.357454899246071 0.357454899246071 0 0 0.434307702583976 0.434307702583976 0.0482564113982196 0.0482564113982196 0 0 0.0536182348869106 0.0536182348869106 0.783325921979605 0.783325921979605 0 0 0.913286813580766 0.913286813580766 0.0961354540611333 0.0961354540611333 0 0 0.0949485966035884 0.0949485966035884 0.00870176519293209 0.00870176519293209 0 0 0.261633007594692 0.0450974271642021 0.00829855268326378 0.00829855268326378 0 0 0.012625533923324 0.012625533923324 0.425053342945277 0.425053342945277 0 0 1.06529837410625 0.512264666174836 0.0566600246807694 0.0566600246807694 0 0 0.0644147648079985 0.0644147648079985 0 0 0 0 0 0 0 0 0 0 0 0 0.000315654695927758 0.000315654695927758 0 0 0.238918776766983 0.00848806512889196 0.00325452102468869 0.00325452102468869 0 0 0.0106206073871504 0.0106206073871504
