"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",38,53,32,7,43
"2",0,0,0,0,0
"3",32,54,32,8,48
"4",30,43,30,5,39
"5",36,36,26,8,34
"6",0,0,0,0,0
"7",19,56,32,10,36
"8",45,64,33,6,31
"9",20,57,31,6,41
"10",27,59,36,5,42
"11",37,53,35,6,32
"12",26,57,30,7,33
"13",0,0,0,0,0
"14",25,34,32,9,34
"15",0,0,0,0,0
"16",45,59,25,5,38
"17",29,46,38,4,41
"18",0,1,0,0,0
"19",0,0,0,0,0
"20",33,50,25,10,38
"21",32,53,29,11,43
"22",39,42,30,7,40
"23",40,42,29,9,39
"24",31,41,22,7,27
"25",0,0,0,0,0
"26",0,0,0,0,0
"27",30,47,32,9,36
"28",16,58,30,8,40
"29",0,0,0,0,0
"30",23,47,26,9,31
"31",44,42,33,12,35
"32",26,47,30,7,41
"33",28,50,26,11,40
"34",29,49,35,7,33
"35",26,47,28,4,31
"36",33,52,31,9,33
"37",30,35,40,12,40
"38",24,48,40,7,34
"39",33,45,34,10,37
"40",24,53,33,7,32
"41",32,43,23,7,33
"42",23,55,30,10,31
"43",31,45,28,9,37
"44",26,46,25,6,46
"45",29,55,26,7,43
"46",0,0,0,0,0
"47",36,48,24,8,28
"48",0,0,0,0,0
"49",32,41,39,8,42
"50",28,43,34,1,35
"51",35,42,32,10,34
"52",25,54,33,7,32
"53",24,44,29,9,43
"54",27,45,34,11,39
"55",46,44,25,8,45
"56",28,42,33,9,40
"57",37,52,34,6,38
"58",0,0,0,0,0
"59",37,47,33,6,29
"60",33,49,29,9,33
"61",24,40,40,3,39
"62",28,51,29,7,36
"63",26,41,27,6,31
"64",32,59,24,5,39
"65",44,49,21,6,35
"66",27,30,34,5,33
"67",23,56,36,6,35
"68",24,44,23,9,38
"69",0,0,0,0,0
"70",34,47,25,8,34
"71",24,55,22,6,34
"72",23,49,28,7,41
"73",28,45,36,10,35
"74",36,44,31,4,39
"75",27,42,31,5,44
"76",21,56,31,9,40
"77",34,48,36,8,32
"78",30,49,24,8,42
"79",28,52,17,7,40
"80",27,37,31,10,39
"81",42,55,31,11,40
"82",0,0,0,0,0
"83",33,40,32,5,41
"84",25,54,39,12,41
"85",31,47,28,9,36
"86",39,36,33,13,44
"87",30,46,28,11,40
"88",30,56,31,2,34
"89",30,48,29,6,42
"90",31,44,24,14,37
"91",18,54,30,8,35
"92",33,41,36,9,42
"93",40,55,33,13,35
"94",32,58,38,6,39
"95",21,52,32,8,34
"96",32,52,38,10,33
"97",29,47,30,7,36
"98",24,58,29,8,33
"99",32,45,34,3,32
"100",32,50,33,8,34
"101",29,47,36,8,36
"102",26,59,26,4,36
"103",0,0,0,0,0
"104",21,45,32,8,40
"105",39,58,36,11,42
"106",28,45,34,8,44
"107",36,38,28,9,39
"108",30,35,38,11,30
"109",32,34,27,6,41
"110",0,0,0,0,0
"111",28,51,33,6,34
"112",33,60,26,9,35
"113",30,53,32,6,37
"114",33,73,30,5,35
"115",23,52,28,8,38
"116",27,41,33,7,32
"117",22,47,21,10,39
"118",23,48,30,7,34
"119",0,0,0,0,0
"120",30,39,25,10,36
"121",27,56,27,4,36
