"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",116,0,120,0,0,0,0
"2",106,0,109,0,0,0,0
"3",101,0,118,0,0,0,0
"4",128,0,118,0,0,0,0
"5",104,8,109,13,15,4,10
"6",108,11,111,14,15,7,9
"7",120,0,106,0,0,0,0
"8",132,0,132,0,0,0,0
"9",0,0,1,0,0,0,0
"10",105,8,101,11,20,9,7
"11",99,9,105,11,19,4,8
"12",126,0,120,0,0,0,1
"13",112,9,109,14,14,5,11
"14",118,10,132,13,18,10,11
"15",0,0,1,0,0,0,0
"16",110,0,126,0,0,0,0
"17",0,0,1,0,0,0,0
"18",155,11,133,12,13,8,8
"19",113,11,132,10,14,4,9
"20",135,10,124,12,17,4,8
"21",136,0,125,1,0,0,0
"22",103,0,113,0,0,0,0
"23",0,0,1,0,0,0,0
"24",115,9,116,15,18,5,8
"25",122,11,131,12,16,6,9
"26",92,9,103,13,17,6,9
"27",0,0,1,0,0,0,0
"28",120,10,96,11,13,5,11
"29",104,11,103,12,18,6,9
"30",128,11,136,10,13,8,6
"31",126,11,108,15,16,8,10
"32",116,0,104,0,0,0,0
"33",104,12,102,13,18,5,10
"34",132,9,120,10,13,6,10
"35",100,7,83,12,19,6,11
"36",108,0,104,0,0,0,0
"37",106,14,114,15,16,5,9
"38",95,9,121,14,16,6,12
"39",125,10,130,11,14,5,10
"40",0,0,1,0,0,0,0
"41",105,11,115,19,17,6,9
"42",116,0,107,0,0,0,1
"43",109,0,91,0,0,0,0
"44",107,9,113,16,16,8,10
"45",126,8,108,9,12,4,7
"46",104,12,113,15,15,6,9
"47",0,0,1,0,0,0,0
"48",0,0,1,0,0,0,0
"49",0,0,1,0,0,0,0
"50",132,0,116,0,0,0,0
"51",108,8,94,15,15,6,10
"52",109,12,115,12,18,7,12
"53",128,0,114,0,0,0,0
"54",103,13,107,11,15,5,7
"55",106,8,111,13,14,4,8
"56",108,0,106,0,0,0,0
"57",106,9,96,12,15,5,9
"58",117,0,136,0,0,0,0
"59",142,8,141,9,14,4,8
"60",0,0,1,0,0,0,0
"61",126,10,137,17,15,5,8
"62",124,0,110,0,0,0,0
"63",0,0,1,0,0,0,0
"64",0,0,1,0,0,0,0
"65",109,0,100,0,0,0,0
"66",124,10,114,14,15,6,6
"67",1,0,1,0,0,0,0
"68",129,0,132,0,0,0,0
"69",126,9,136,14,17,6,8
"70",122,11,124,15,14,6,9
"71",114,12,116,13,22,7,10
"72",112,11,98,13,13,5,8
"73",91,9,117,16,20,12,13
"74",99,0,113,1,0,0,0
"75",0,0,1,0,0,0,0
"76",107,0,125,0,0,0,0
"77",116,8,120,12,12,6,7
"78",0,0,1,0,0,0,0
"79",99,11,99,14,18,9,13
"80",132,10,141,10,12,8,8
"81",120,8,138,11,17,6,10
"82",119,1,107,0,1,0,0
"83",117,12,125,12,19,6,9
"84",124,9,111,10,14,7,13
"85",110,11,116,18,14,5,14
"86",117,10,122,8,16,7,11
"87",0,0,1,0,0,0,0
"88",113,11,116,13,21,6,8
"89",142,11,136,15,17,5,7
"90",119,0,120,0,0,0,0
"91",1,0,2,0,0,0,0
"92",103,9,114,11,13,6,8
"93",1,0,1,0,0,0,0
"94",117,0,114,0,0,0,0
"95",102,10,114,12,19,6,7
"96",137,1,123,1,0,0,0
"97",122,13,118,11,15,6,10
"98",105,14,97,13,21,7,8
"99",105,9,98,12,18,8,8
"100",114,6,117,10,15,5,8
"101",100,7,98,12,14,5,5
"102",130,0,108,0,0,0,0
"103",121,0,119,0,0,0,0
"104",97,0,80,0,0,0,0
"105",114,0,110,0,0,0,0
"106",112,0,115,0,0,0,0
"107",98,11,123,9,19,5,9
"108",94,11,99,9,12,7,9
"109",129,11,123,9,13,5,11
"110",92,0,98,0,1,0,0
"111",97,9,112,14,14,6,9
"112",118,11,111,12,21,7,10
"113",108,10,122,11,17,5,9
"114",116,0,112,0,0,0,0
"115",105,11,113,20,14,7,13
"116",115,11,128,12,17,10,7
"117",111,0,103,0,0,0,0
"118",97,14,107,15,19,6,9
"119",105,12,109,12,19,6,11
"120",88,9,78,14,17,5,8
"121",0,0,1,0,0,0,0
"122",116,1,96,0,0,0,0
"123",118,10,128,13,12,6,8
"124",0,0,1,0,0,0,0
"125",108,11,98,10,15,5,12
"126",106,0,116,0,0,0,0
"127",122,11,104,13,22,7,9
"128",135,10,133,10,16,6,6
"129",142,10,122,14,17,8,9
"130",110,9,104,15,13,6,10
"131",114,9,122,12,17,6,12
"132",121,9,109,10,15,5,8
"133",148,11,149,14,20,6,9
"134",124,10,107,15,14,6,9
"135",121,10,137,11,19,8,8
"136",103,13,110,12,15,5,7
"137",90,11,100,12,17,7,8
"138",112,0,103,0,0,0,0
"139",122,11,108,15,16,6,9
"140",117,9,108,14,13,9,9
"141",109,7,108,17,16,6,8
"142",114,11,118,11,12,6,8
"143",120,0,108,0,0,0,0
"144",124,0,140,0,0,0,0
"145",110,6,102,12,13,6,9
"146",107,10,96,13,21,8,10
"147",104,0,101,0,0,0,0
"148",120,0,111,0,0,0,0
"149",129,12,137,11,17,5,9
"150",101,11,110,13,13,5,8
"151",132,13,137,12,14,6,9
"152",113,10,94,11,17,6,9
"153",0,0,1,0,0,0,0
"154",0,0,1,0,0,0,0
"155",88,0,101,0,0,0,0
"156",126,10,114,11,16,7,9
"157",97,11,104,13,14,7,9
"158",116,11,102,13,16,8,8
"159",0,0,1,0,0,0,0
"160",1,0,1,0,0,0,0
"161",0,0,1,0,0,0,0
"162",101,0,121,0,0,0,0
"163",0,0,1,0,0,0,0
"164",110,12,106,14,14,6,10
"165",117,11,136,12,14,7,12
"166",0,0,1,0,0,0,0
"167",0,0,1,0,0,0,0
"168",113,9,125,14,17,7,9
"169",0,0,1,0,0,0,0
"170",1,0,1,0,0,0,0
"171",119,8,105,14,20,7,8
"172",109,0,113,0,0,0,0
"173",104,12,124,10,13,8,7
"174",103,9,121,11,18,7,9
"175",113,7,119,12,14,5,9
"176",0,0,1,0,0,0,0
"177",0,0,1,0,0,0,0
"178",111,9,99,10,14,8,10
"179",113,0,126,0,0,0,0
"180",137,10,122,15,20,6,14
"181",115,10,102,16,22,7,13
"182",158,0,156,0,0,0,0
"183",100,7,118,12,17,8,10
"184",125,10,133,12,17,6,8
"185",116,11,118,13,14,9,9
"186",118,9,131,15,14,7,10
"187",128,0,115,0,0,1,0
"188",0,0,1,0,0,0,0
"189",145,13,119,11,14,5,9
"190",115,0,124,0,0,0,1
"191",131,0,110,0,0,0,0
"192",94,7,102,12,15,7,11
"193",0,0,1,0,0,0,0
"194",93,12,107,9,18,7,11
"195",81,11,102,16,17,9,10
"196",123,12,118,17,19,7,11
"197",0,0,1,0,0,0,0
"198",97,12,118,14,16,6,9
"199",106,9,124,16,14,6,9
"200",112,10,109,15,16,7,11
"201",117,9,125,13,17,6,11
"202",115,13,104,11,21,5,11
"203",92,0,111,0,1,0,0
"204",0,0,1,0,0,0,0
