"","age1_orange.A","age1_green.A","age2_no_comorbid_orange.A","age2_no_comorbid_green.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",46,0,51,0,0,0,0
"2",35,7,55,4,8,4,7
"3",42,0,41,0,0,0,0
"4",0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0
"6",38,0,47,0,0,0,0
"7",48,3,37,4,6,3,3
"8",42,3,47,6,6,1,2
"9",45,0,42,0,0,0,0
"10",48,4,49,7,7,4,4
"11",41,2,50,8,7,1,4
"12",49,0,34,0,0,0,0
"13",53,0,45,0,0,0,0
"14",46,5,41,4,4,2,4
"15",38,2,44,5,6,3,3
"16",49,4,50,7,8,3,3
"17",44,5,42,6,7,6,3
"18",42,0,50,0,0,0,0
"19",38,5,38,4,7,2,5
"20",62,7,54,5,7,3,4
"21",47,0,47,0,0,0,0
"22",0,0,0,0,0,0,0
"23",45,2,55,4,9,5,4
"24",43,4,46,4,6,4,6
"25",36,0,57,0,0,0,0
"26",44,5,44,9,5,2,3
"27",38,0,47,0,0,0,0
"28",43,6,52,4,6,4,3
"29",41,4,40,5,12,4,7
"30",41,0,41,0,0,0,0
"31",39,2,43,8,9,3,10
"32",40,5,36,7,7,3,5
"33",34,5,44,5,6,2,3
"34",0,0,0,0,0,0,0
"35",0,0,1,0,0,0,0
"36",43,3,58,4,5,3,6
"37",0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0
"39",52,6,50,7,9,4,4
"40",50,4,48,6,8,3,3
"41",0,0,0,0,0,0,0
"42",53,6,49,7,9,6,4
"43",52,3,47,4,6,4,4
"44",47,3,44,7,6,1,3
"45",0,0,0,0,0,0,0
"46",48,0,45,0,0,0,0
"47",43,7,33,4,9,5,6
"48",47,0,37,0,0,0,0
"49",41,6,41,5,5,5,5
"50",48,5,53,6,6,3,4
"51",0,0,0,0,0,0,0
"52",36,7,59,3,6,3,3
"53",32,0,45,0,0,0,0
"54",37,4,38,4,5,5,5
"55",43,3,44,8,7,2,7
"56",52,4,42,7,7,3,5
"57",42,6,53,6,8,3,5
"58",45,7,42,5,6,6,7
"59",52,3,47,4,8,2,5
"60",48,5,36,10,8,3,7
"61",37,0,43,0,0,0,0
"62",47,0,36,0,0,0,0
"63",51,0,45,0,0,0,0
"64",46,3,46,4,10,4,3
"65",44,6,48,6,7,2,4
"66",49,5,50,4,7,1,7
"67",34,0,46,0,0,0,0
"68",49,5,45,5,7,3,2
"69",34,4,43,4,9,4,6
"70",43,4,44,7,6,3,3
"71",0,0,0,0,0,0,0
"72",51,5,44,2,7,5,3
"73",40,0,49,0,0,0,0
"74",39,5,44,8,8,3,6
"75",43,5,43,4,6,3,4
"76",48,0,58,0,0,0,0
"77",39,0,43,0,0,0,0
"78",0,0,0,0,0,0,0
"79",43,3,38,6,4,4,2
"80",0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0
"82",45,3,48,4,9,3,4
"83",37,4,50,3,8,2,3
"84",42,3,42,6,5,3,4
"85",41,5,36,4,9,3,6
"86",40,5,54,5,10,1,3
"87",40,4,46,7,9,4,5
"88",41,2,39,3,6,2,5
"89",36,4,40,6,6,2,6
"90",0,0,1,0,0,0,0
"91",43,5,45,5,9,2,4
"92",43,3,44,6,8,3,5
"93",41,0,43,0,0,0,0
"94",42,0,48,0,0,0,0
"95",49,5,43,6,5,3,4
"96",39,0,42,0,0,0,0
"97",61,4,56,6,6,2,4
"98",43,6,42,9,5,3,4
"99",38,8,47,6,5,2,4
