"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",18,20,5,2,2
"2",20,17,5,3,2
"3",17,18,5,2,3
"4",0,1,0,0,0
"5",15,18,6,3,4
"6",19,17,5,3,3
"7",16,23,7,2,3
"8",0,1,0,0,0
"9",20,21,7,2,3
"10",17,17,4,2,3
"11",0,1,0,0,0
"12",17,18,5,3,3
"13",16,16,5,2,2
"14",18,19,5,3,3
"15",19,19,5,3,3
"16",1,1,0,0,0
"17",20,20,8,4,4
"18",21,21,4,3,3
"19",14,14,5,2,4
"20",18,20,6,3,3
"21",15,19,5,3,3
"22",1,0,0,0,0
"23",1,1,0,0,0
"24",0,1,0,0,0
"25",0,1,0,0,0
"26",19,21,5,2,4
"27",0,1,0,0,0
"28",0,0,0,0,0
"29",0,1,0,0,0
"30",0,1,0,0,0
"31",18,16,5,2,3
"32",18,19,5,3,3
"33",1,1,0,0,0
"34",14,16,5,3,3
"35",17,19,5,3,4
"36",19,17,4,3,2
"37",18,20,6,3,4
"38",20,19,5,3,3
"39",18,20,5,4,3
"40",18,21,6,3,4
"41",19,18,4,3,3
"42",0,1,0,0,0
"43",18,22,4,2,3
"44",21,20,4,3,4
"45",21,19,5,2,3
"46",16,19,4,3,3
"47",2,1,0,0,0
"48",0,1,0,0,0
"49",1,2,1,0,0
"50",15,19,6,3,3
"51",16,18,5,2,3
"52",22,18,5,2,3
"53",20,18,5,2,3
"54",21,19,5,3,5
"55",19,23,5,2,3
"56",0,1,0,0,0
"57",0,1,0,0,0
"58",0,1,0,0,0
"59",17,20,4,3,3
"60",16,16,5,3,2
"61",16,20,4,2,3
"62",15,16,5,2,3
"63",0,1,0,0,0
"64",17,19,5,2,3
"65",17,17,5,3,3
"66",24,19,5,3,3
"67",19,19,4,2,3
"68",0,1,0,0,0
"69",16,18,4,2,4
"70",19,15,5,3,3
"71",18,17,5,3,3
"72",0,1,0,0,0
"73",1,0,0,0,0
"74",17,18,6,2,3
"75",0,1,0,0,0
"76",16,17,5,2,4
"77",0,1,0,0,0
"78",0,1,0,0,0
"79",0,1,0,0,0
"80",21,24,5,2,3
"81",1,1,0,0,0
"82",18,18,5,3,5
"83",0,1,0,0,0
"84",18,18,6,3,2
"85",18,19,5,2,4
"86",20,19,6,2,3
"87",18,18,5,3,3
"88",0,1,0,0,0
"89",19,20,3,2,4
"90",19,17,5,3,3
"91",17,17,4,3,3
"92",0,1,0,0,0
"93",0,0,0,0,0
"94",18,19,4,5,3
"95",20,18,6,2,2
"96",0,1,0,0,0
"97",1,1,0,0,0
"98",0,1,0,0,0
"99",18,17,6,3,3
"100",2,1,0,0,0
"101",0,1,0,0,0
"102",17,18,6,5,4
"103",17,18,4,2,4
"104",17,16,6,3,3
"105",0,1,0,0,0
"106",19,19,6,2,4
"107",0,1,0,0,0
