"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",191,203,21,7,6
"2",187,196,21,7,7
"3",180,192,18,6,6
"4",190,207,25,6,7
"5",185,202,16,5,7
"6",189,201,21,8,4
"7",187,201,20,7,10
"8",0,1,0,0,0
"9",178,198,21,8,6
"10",194,197,20,8,7
"11",194,200,26,6,5
"12",1,1,0,0,0
"13",191,186,17,6,7
"14",0,1,0,0,0
"15",190,192,18,7,8
"16",185,189,22,10,5
"17",188,196,20,6,8
"18",0,1,0,0,0
"19",187,197,22,8,4
"20",193,212,24,6,5
"21",187,212,19,9,7
"22",193,203,21,7,2
"23",180,206,20,7,8
"24",189,197,25,5,6
"25",0,1,0,0,0
"26",185,201,23,3,7
"27",189,200,19,7,5
"28",185,206,24,7,8
"29",0,0,0,0,0
"30",184,208,21,3,8
"31",0,1,0,0,0
"32",180,208,23,8,6
"33",0,1,0,0,0
"34",189,195,18,8,6
"35",2,2,0,0,0
"36",183,197,21,9,5
"37",0,1,0,0,0
"38",190,207,23,7,8
"39",189,200,22,8,2
"40",184,189,20,8,6
"41",190,199,22,9,8
"42",0,1,0,0,0
"43",190,206,20,7,8
"44",192,190,24,9,6
"45",187,199,23,7,5
"46",182,185,19,9,5
"47",0,1,1,0,0
"48",186,195,20,6,2
"49",191,202,21,10,8
"50",187,195,19,8,8
"51",184,200,25,6,6
"52",2,1,0,0,0
"53",184,190,21,7,10
"54",179,201,18,7,10
"55",183,201,21,7,7
"56",0,1,1,0,0
"57",0,1,0,0,0
"58",180,193,21,8,10
"59",189,199,21,8,8
"60",193,191,23,10,0
"61",194,203,21,8,7
"62",0,1,0,0,0
"63",181,201,21,6,7
"64",196,204,23,6,3
"65",0,2,0,0,0
"66",187,199,19,10,8
"67",0,1,0,0,0
"68",190,205,27,8,4
"69",190,211,20,8,6
"70",194,203,22,6,8
"71",0,1,0,0,0
"72",185,199,19,6,5
"73",0,1,0,0,0
"74",189,207,20,4,7
"75",193,212,20,9,7
"76",191,201,22,6,8
"77",189,205,18,10,7
"78",191,214,25,9,6
"79",181,204,19,10,6
"80",182,199,19,6,4
"81",184,199,20,5,6
"82",180,194,20,6,7
"83",189,202,25,9,5
"84",190,200,19,8,7
"85",184,198,19,5,6
"86",188,200,23,7,8
"87",185,185,20,7,8
"88",191,195,24,5,11
"89",186,191,23,7,7
"90",188,199,21,4,8
