"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",70,84,66,62,66
"2",92,110,85,78,84
"3",98,114,90,83,89
"4",99,110,89,81,87
"5",54,69,54,52,56
"6",100,110,89,81,86
"7",81,97,75,69,75
"8",84,97,77,71,76
"9",123,134,109,98,104
"10",66,79,62,58,62
"11",73,97,72,68,74
"12",67,82,64,61,65
"13",103,118,93,85,91
"14",115,131,99,87,95
"15",81,95,75,69,74
"16",85,98,78,71,77
"17",105,121,96,88,95
"18",90,119,83,75,83
"19",72,86,66,61,66
"20",68,93,65,61,67
"21",81,102,75,68,75
"22",89,103,83,76,82
"23",91,106,81,73,80
"24",94,111,85,77,83
"25",97,114,90,83,89
"26",146,153,125,110,118
"27",65,79,62,58,63
"28",104,120,97,90,96
"29",102,118,93,86,92
"30",91,103,82,75,81
"31",77,105,73,68,75
"32",138,150,122,111,118
"33",53,67,51,48,52
"34",64,79,62,59,63
"35",92,105,85,78,83
"36",117,135,106,97,104
"37",118,131,103,93,100
"38",79,93,74,69,74
"39",116,128,104,94,100
"40",75,91,72,68,73
"41",96,113,88,81,88
"42",97,112,85,75,82
"43",64,78,61,57,61
"44",90,115,82,74,81
"45",72,92,68,62,68
"46",65,79,62,58,62
"47",87,111,78,70,77
"48",100,116,92,84,91
"49",99,114,92,85,91
"50",122,138,111,102,109
"51",73,88,69,65,70
"52",95,110,89,83,89
"53",77,91,73,68,73
"54",111,135,99,89,97
"55",74,97,70,64,70
"56",99,113,91,83,89
"57",102,122,91,82,89
"58",60,74,56,52,57
"59",84,99,79,74,79
"60",99,117,88,79,86
"61",118,131,106,96,103
"62",83,102,77,71,77
"63",105,116,94,86,92
"64",85,96,78,71,76
"65",140,151,122,109,117
"66",85,96,78,71,76
"67",63,77,61,57,61
"68",63,84,61,58,63
"69",62,97,62,58,65
"70",107,131,96,87,95
"71",80,97,75,70,75
"72",104,122,95,87,94
"73",98,120,88,80,87
"74",62,96,62,58,65
"75",118,134,107,98,105
"76",88,104,83,78,83
"77",64,82,63,59,64
"78",89,103,81,74,80
"79",123,134,108,97,104
"80",75,93,70,65,70
"81",69,86,66,62,67
"82",66,83,62,57,62
"83",88,99,81,74,79
"84",77,107,73,68,74
"85",73,88,70,66,70
"86",104,143,97,88,98
"87",95,111,86,79,85
"88",101,114,92,84,90
"89",119,131,106,96,103
"90",146,155,126,112,120
"91",61,82,60,56,62
"92",80,94,75,71,76
"93",55,72,55,53,57
"94",131,144,117,106,113
"95",103,149,99,92,104
"96",70,91,67,63,68
"97",75,90,71,66,71
"98",94,108,87,80,86
"99",89,104,82,75,80
"100",94,106,85,77,83
"101",63,77,60,56,61
"102",99,113,92,85,91
"103",78,90,71,65,69
"104",148,156,126,111,119
"105",61,78,61,58,63
"106",86,99,78,72,77
"107",107,117,95,86,92
"108",94,107,86,80,85
"109",65,88,63,59,64
"110",207,230,177,155,168
"111",75,87,69,63,67
"112",71,86,68,63,68
"113",47,60,46,43,47
"114",86,106,80,74,80
"115",46,60,46,45,49
"116",120,157,107,96,106
"117",78,91,73,67,72
"118",65,78,61,57,61
"119",94,105,85,78,83
"120",51,68,50,47,52
"121",121,134,108,99,105
"122",75,87,69,63,68
"123",75,91,72,68,73
"124",86,113,78,70,77
"125",118,131,104,94,101
"126",140,158,124,111,120
"127",59,76,57,54,59
"128",103,117,93,85,91
"129",78,104,74,68,75
"130",91,102,82,74,80
"131",82,96,76,71,76
"132",107,121,98,90,97
"133",62,78,59,55,60
"134",148,170,131,118,128
"135",68,81,63,58,63
"136",138,148,121,108,116
"137",104,114,92,83,89
"138",81,90,73,66,71
"139",88,101,81,75,80
"140",121,134,107,97,104
"141",61,85,60,58,63
"142",111,126,99,90,96
"143",111,121,94,82,89
"144",67,83,62,57,62
"145",82,94,74,68,73
"146",63,80,61,58,63
"147",89,106,84,79,84
"148",105,118,95,86,92
"149",80,103,78,74,80
"150",115,129,103,94,100
"151",87,100,81,75,80
"152",129,149,112,99,108
"153",65,78,61,57,61
"154",76,91,73,68,73
"155",54,77,53,50,56
"156",118,135,106,96,103
"157",82,101,77,72,78
"158",89,105,81,73,79
"159",59,75,58,55,59
"160",127,142,113,101,109
"161",80,108,77,73,80
"162",130,145,114,102,110
"163",86,101,79,72,78
"164",133,145,116,104,111
