"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",46,49,49,51,52
"2",56,59,59,62,62
"3",60,64,63,66,65
"4",60,64,64,66,65
"5",39,41,42,44,44
"6",59,63,63,65,65
"7",50,53,54,56,57
"8",51,54,54,56,56
"9",71,75,76,78,79
"10",43,46,45,47,47
"11",49,52,52,54,54
"12",45,48,48,51,51
"13",61,64,65,67,67
"14",59,62,63,65,65
"15",49,52,53,55,55
"16",51,55,55,57,57
"17",64,68,68,70,70
"18",51,54,55,57,57
"19",43,46,46,47,47
"20",44,47,47,49,49
"21",47,50,49,51,51
"22",55,59,59,61,62
"23",52,55,55,57,57
"24",55,58,58,60,60
"25",59,63,63,65,65
"26",80,84,84,87,86
"27",43,46,46,48,49
"28",66,70,71,73,74
"29",62,66,66,69,68
"30",55,58,58,60,61
"31",47,51,50,53,52
"32",80,85,85,88,88
"33",35,37,37,39,39
"34",43,46,46,48,48
"35",56,60,60,62,62
"36",69,73,74,77,78
"37",65,69,69,71,71
"38",50,53,53,55,55
"39",67,71,71,74,75
"40",50,53,53,55,54
"41",59,62,62,65,65
"42",51,54,55,57,57
"43",41,44,44,46,46
"44",51,54,55,57,57
"45",44,47,47,49,49
"46",43,45,45,47,48
"47",47,50,50,52,51
"48",58,62,60,63,62
"49",62,66,66,68,68
"50",72,77,77,80,80
"51",47,50,50,53,53
"52",62,66,66,69,69
"53",50,54,53,55,55
"54",61,65,65,67,67
"55",45,48,48,50,51
"56",61,65,65,68,68
"57",57,60,60,63,63
"58",36,39,39,41,42
"59",54,58,58,60,61
"60",54,57,57,60,60
"61",69,74,74,76,77
"62",50,54,54,56,56
"63",64,67,67,69,68
"64",53,56,55,58,57
"65",79,83,83,86,86
"66",52,55,55,57,56
"67",42,44,44,46,46
"68",41,43,43,45,44
"69",40,42,42,44,44
"70",61,64,65,67,68
"71",50,53,53,55,56
"72",62,66,66,68,68
"73",55,58,58,60,59
"74",40,42,43,44,45
"75",69,74,74,77,77
"76",58,62,62,65,66
"77",43,46,46,48,48
"78",54,57,57,59,59
"79",69,73,74,76,77
"80",46,49,49,51,51
"81",45,48,47,49,49
"82",39,42,42,44,44
"83",55,58,58,60,59
"84",47,50,50,52,53
"85",49,52,52,54,55
"86",55,59,59,61,61
"87",56,59,59,61,61
"88",61,64,64,67,67
"89",68,72,73,75,76
"90",82,86,86,89,89
"91",39,42,41,43,42
"92",53,56,56,58,58
"93",39,42,42,43,43
"94",75,80,79,82,81
"95",59,63,62,65,64
"96",44,47,47,49,49
"97",48,51,51,53,53
"98",58,62,62,65,65
"99",53,56,56,58,57
"100",56,59,59,61,62
"101",41,44,44,46,46
"102",62,66,66,69,68
"103",46,49,49,51,51
"104",79,83,83,85,84
"105",43,46,46,48,48
"106",52,55,56,58,59
"107",62,66,65,68,67
"108",59,63,62,65,64
"109",41,44,44,46,46
"110",101,107,105,109,108
"111",45,47,48,49,50
"112",47,50,50,52,52
"113",30,33,32,34,33
"114",52,55,55,58,57
"115",34,36,36,38,38
"116",63,67,67,69,70
"117",49,53,53,55,55
"118",41,44,44,46,45
"119",57,60,60,62,61
"120",33,36,36,37,37
"121",70,75,74,77,75
"122",45,48,48,50,51
"123",50,53,53,55,55
"124",48,51,51,53,54
"125",65,68,68,70,69
"126",76,81,81,84,84
"127",39,41,42,44,45
"128",60,63,64,66,68
"129",47,50,50,52,52
"130",54,57,57,59,58
"131",52,55,55,57,57
"132",65,70,69,72,72
"133",39,41,41,43,44
"134",82,87,87,91,91
"135",42,45,45,46,46
"136",77,82,82,84,84
"137",59,62,62,65,64
"138",48,51,50,52,51
"139",54,57,57,60,59
"140",70,74,73,76,76
"141",42,45,44,46,46
"142",63,67,67,70,70
"143",56,59,59,61,61
"144",40,43,43,45,45
"145",49,52,52,54,53
"146",43,45,46,48,48
"147",58,62,62,64,64
"148",62,66,66,68,69
"149",54,58,58,61,61
"150",67,71,71,74,74
"151",56,59,59,61,60
"152",68,72,73,75,76
"153",41,44,44,46,47
"154",52,55,55,58,58
"155",33,35,34,36,34
"156",68,72,72,75,75
"157",51,55,55,57,57
"158",52,55,55,58,59
"159",40,43,42,44,44
"160",71,75,75,78,78
"161",51,54,54,56,56
"162",71,76,76,79,80
"163",51,54,54,57,57
"164",74,78,78,81,81
"165",55,59,59,61,62
"166",54,57,57,59,59
"167",48,51,51,53,53
"168",57,61,61,63,64
"169",47,50,50,52,52
"170",49,52,52,54,55
"171",60,64,64,67,67
"172",51,54,54,57,57
"173",43,46,46,48,49
"174",45,48,48,50,50
"175",41,44,44,46,47
"176",50,53,54,56,57
"177",52,56,56,58,58
"178",62,66,66,69,69
"179",50,53,53,56,55
"180",59,63,63,65,65
"181",112,117,117,120,121
"182",49,52,53,55,56
"183",49,52,52,54,55
"184",49,52,52,54,53
"185",42,44,45,47,47
"186",44,47,47,49,49
"187",82,87,87,90,91
"188",63,66,66,68,67
"189",42,45,45,47,46
"190",67,71,71,73,73
"191",47,50,50,52,53
"192",39,42,42,44,45
"193",52,55,55,57,56
"194",40,43,43,45,46
"195",73,78,77,80,80
"196",61,64,65,67,68
"197",55,58,58,60,59
"198",51,54,54,56,56
"199",49,52,52,54,54
"200",50,54,54,56,56
"201",42,44,44,46,45
"202",68,72,72,74,75
"203",56,59,59,62,62
"204",67,71,71,73,73
"205",54,57,57,60,60
"206",43,45,45,47,47
"207",65,69,69,72,71
"208",53,56,56,58,58
"209",36,39,39,40,40
"210",47,50,49,52,51
"211",41,44,44,46,46
"212",53,56,57,59,60
"213",53,57,57,60,61
"214",33,35,35,36,36
"215",68,72,72,75,75
"216",52,56,55,58,57
"217",61,65,64,67,66
"218",51,54,53,56,55
"219",58,62,62,64,64
"220",55,58,58,60,59
"221",50,54,54,56,56
"222",45,48,48,50,49
"223",51,54,54,56,56
"224",50,53,53,56,56
"225",59,63,63,65,65
"226",44,47,46,48,48
"227",42,45,45,47,47
"228",34,37,36,38,38
"229",70,74,75,77,79
"230",47,50,51,53,53
"231",53,57,57,59,59
"232",40,43,43,45,46
"233",52,55,56,58,59
"234",58,62,62,64,64
"235",64,67,67,69,69
"236",49,52,53,55,56
"237",76,80,80,83,82
"238",46,49,49,51,50
"239",55,58,58,61,61
"240",51,55,55,57,58
"241",52,55,55,57,57
"242",56,59,59,61,60
"243",54,58,58,60,60
"244",46,50,50,52,52
"245",40,43,43,45,45
"246",60,64,63,66,65
"247",46,49,48,50,50
"248",70,75,75,78,78
"249",47,50,50,52,51
"250",52,55,55,57,58
"251",60,63,63,65,64
"252",48,51,51,53,53
"253",44,47,47,49,48
"254",60,64,64,67,67
"255",44,47,47,49,49
"256",52,55,56,58,58
"257",41,44,44,45,45
"258",47,50,50,52,52
"259",57,60,60,62,61
"260",52,55,55,57,57
"261",47,50,51,53,53
"262",62,66,66,68,69
"263",50,53,54,56,56
"264",71,76,76,79,79
"265",40,42,42,44,44
"266",63,66,66,68,67
"267",49,53,53,55,55
"268",54,57,57,59,59
"269",35,37,37,39,39
"270",69,73,73,76,75
"271",61,65,65,67,66
"272",66,70,70,73,72
"273",46,49,48,50,50
"274",41,43,42,44,43
"275",38,40,40,42,42
"276",38,41,41,43,43
"277",78,83,83,86,85
"278",70,74,74,77,78
"279",53,57,56,58,57
"280",49,52,52,54,54
"281",54,57,58,60,61
"282",67,71,70,72,71
"283",54,58,58,60,61
"284",47,50,50,52,52
"285",43,46,46,48,48
"286",56,60,60,62,62
"287",49,52,52,54,54
"288",45,48,48,50,50
"289",61,65,65,67,68
"290",58,61,61,63,63
"291",54,58,58,60,61
"292",48,51,51,54,54
"293",47,50,50,52,52
"294",59,62,62,64,64
"295",46,49,49,51,51
"296",76,81,81,84,84
"297",50,53,52,54,53
"298",74,79,78,81,81
"299",46,49,48,51,50
"300",48,51,51,54,54
"301",45,47,48,50,50
"302",43,46,46,47,47
"303",46,49,49,51,51
"304",54,58,58,60,59
"305",62,66,66,68,67
"306",45,48,48,50,50
"307",100,105,105,108,108
"308",60,63,63,65,65
"309",47,50,49,51,50
"310",44,46,46,48,47
"311",62,65,65,67,66
"312",53,56,56,58,57
"313",57,60,60,62,63
"314",56,59,59,61,61
"315",64,68,68,71,70
"316",61,65,65,67,68
"317",54,58,58,60,61
"318",47,50,51,53,53
"319",50,54,53,56,55
"320",48,51,51,53,52
"321",40,42,42,44,44
"322",46,49,49,51,52
"323",59,63,63,65,65
"324",47,50,51,53,53
"325",60,64,64,66,66
"326",35,37,37,38,37
"327",46,49,49,51,51
"328",82,86,86,89,88
"329",71,75,75,78,79
"330",60,64,64,66,68
"331",64,68,68,70,70
"332",50,53,53,55,55
"333",58,62,62,64,65
"334",78,82,83,86,86
"335",61,64,64,67,67
"336",50,53,53,55,56
"337",51,55,55,57,57
"338",58,61,61,63,62
"339",55,58,58,61,61
"340",37,40,40,41,42
