"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",38,40,40,42,42
"2",49,52,52,54,54
"3",52,55,55,58,58
"4",52,56,56,58,58
"5",32,34,34,36,36
"6",51,54,54,56,56
"7",43,45,45,47,47
"8",44,47,47,49,49
"9",63,67,67,69,69
"10",36,38,38,40,40
"11",42,45,45,47,47
"12",38,40,40,42,42
"13",53,57,57,59,59
"14",52,56,56,58,58
"15",42,45,45,47,47
"16",44,47,47,48,48
"17",56,60,60,62,62
"18",44,47,47,49,49
"19",36,38,38,39,39
"20",36,39,39,41,41
"21",39,42,42,44,44
"22",49,52,52,54,54
"23",44,47,47,49,49
"24",48,51,51,53,53
"25",53,56,56,58,58
"26",72,76,76,79,79
"27",35,38,38,39,39
"28",59,63,63,65,65
"29",54,58,58,60,60
"30",47,50,50,52,52
"31",40,43,43,45,45
"32",73,77,77,80,80
"33",27,29,29,30,30
"34",37,39,39,41,41
"35",50,53,53,55,55
"36",62,66,66,69,69
"37",58,62,62,64,64
"38",43,46,46,48,48
"39",60,64,64,67,67
"40",43,45,45,47,47
"41",51,54,54,56,56
"42",44,47,47,49,49
"43",35,37,37,39,39
"44",44,47,47,49,49
"45",37,39,39,41,41
"46",35,37,37,39,39
"47",40,43,43,45,45
"48",53,56,56,58,58
"49",54,58,58,60,60
"50",66,70,70,73,73
"51",41,43,43,45,45
"52",54,58,58,61,61
"53",43,46,46,48,48
"54",54,57,57,60,60
"55",38,41,41,42,42
"56",53,56,56,59,59
"57",49,52,52,54,54
"58",29,31,31,32,32
"59",47,50,50,52,52
"60",48,51,51,53,53
"61",62,66,66,69,69
"62",43,45,45,47,47
"63",56,59,59,61,61
"64",45,48,48,50,50
"65",71,75,75,78,78
"66",45,48,48,50,50
"67",35,37,37,39,39
"68",34,36,36,38,38
"69",33,35,35,37,37
"70",53,56,56,59,59
"71",43,46,46,48,48
"72",55,58,58,61,61
"73",48,51,51,54,54
"74",33,36,36,37,37
"75",63,67,67,69,69
"76",50,53,53,56,56
"77",36,38,38,40,40
"78",46,49,49,51,51
"79",62,65,65,68,68
"80",38,41,41,43,43
"81",38,40,40,42,42
"82",32,34,34,35,35
"83",48,51,51,53,53
"84",40,42,42,44,44
"85",42,44,44,46,46
"86",50,53,53,55,55
"87",48,52,52,54,54
"88",54,57,57,59,59
"89",62,66,66,68,68
"90",74,78,78,81,81
"91",33,36,36,37,37
"92",45,48,48,50,50
"93",32,34,34,36,36
"94",69,73,73,76,76
"95",52,56,56,58,58
"96",38,40,40,42,42
"97",41,43,43,45,45
"98",52,55,55,57,57
"99",47,50,50,52,52
"100",48,51,51,53,53
"101",34,36,36,38,38
"102",55,59,59,61,61
"103",39,42,42,43,43
"104",73,77,77,79,79
"105",36,39,39,40,40
"106",44,47,47,49,49
"107",55,58,58,61,61
"108",52,55,55,57,57
"109",34,37,37,38,38
"110",94,100,100,103,103
"111",38,40,40,42,42
"112",39,42,42,44,44
"113",24,26,26,27,27
"114",45,48,48,50,50
"115",27,29,29,30,30
"116",56,59,59,62,62
"117",42,45,45,47,47
"118",35,37,37,38,38
"119",50,53,53,55,55
"120",27,28,28,30,30
"121",64,68,68,71,71
"122",38,41,41,42,42
"123",43,46,46,48,48
"124",40,43,43,45,45
"125",59,63,63,65,65
"126",70,75,75,78,78
"127",31,34,34,35,35
"128",53,57,57,59,59
"129",40,43,43,44,44
"130",46,49,49,51,51
"131",45,48,48,50,50
"132",59,63,63,65,65
"133",32,35,35,36,36
"134",75,80,80,83,83
"135",35,38,38,39,39
"136",72,76,76,78,78
"137",52,55,55,57,57
"138",41,43,43,45,45
"139",48,51,51,53,53
"140",62,66,66,68,68
"141",35,37,37,39,39
