"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",41,43,43,45,45
"2",50,53,53,56,56
"3",55,58,58,60,60
"4",55,58,58,60,60
"5",34,36,36,38,38
"6",54,57,57,59,59
"7",45,48,48,50,50
"8",46,49,49,51,51
"9",65,69,69,72,72
"10",38,41,41,42,42
"11",44,46,46,49,49
"12",40,43,43,45,45
"13",55,59,59,61,61
"14",53,57,57,59,59
"15",44,47,47,49,49
"16",46,49,49,51,51
"17",58,62,62,65,65
"18",46,49,49,51,51
"19",38,40,40,42,42
"20",39,41,41,43,43
"21",42,44,44,46,46
"22",50,53,53,55,55
"23",46,49,49,51,51
"24",49,52,52,55,55
"25",54,57,57,60,60
"26",74,78,78,81,81
"27",38,40,40,42,42
"28",60,64,64,67,67
"29",57,60,60,63,63
"30",49,52,52,54,54
"31",42,45,45,47,47
"32",74,78,78,81,81
"33",30,32,32,33,33
"34",38,41,41,43,43
"35",51,54,54,56,56
"36",63,67,67,70,70
"37",59,63,63,65,65
"38",45,48,48,50,50
"39",61,65,65,67,67
"40",45,48,48,50,50
"41",53,57,57,59,59
"42",46,49,49,51,51
"43",37,39,39,41,41
"44",46,49,49,51,51
"45",39,41,41,43,43
"46",38,40,40,42,42
"47",42,45,45,47,47
"48",54,58,58,60,60
"49",57,60,60,63,63
"50",66,70,70,73,73
"51",42,45,45,47,47
"52",57,61,61,63,63
"53",45,48,48,50,50
"54",56,59,59,61,61
"55",40,43,43,44,44
"56",55,59,59,61,61
"57",52,55,55,57,57
"58",32,34,34,35,35
"59",49,52,52,54,54
"60",49,52,52,54,54
"61",64,68,68,70,70
"62",45,48,48,50,50
"63",58,62,62,64,64
"64",48,50,50,52,52
"65",73,77,77,80,80
"66",47,50,50,52,52
"67",37,39,39,41,41
"68",36,38,38,40,40
"69",35,37,37,39,39
"70",55,59,59,61,61
"71",45,48,48,50,50
"72",56,60,60,62,62
"73",50,53,53,55,55
"74",35,37,37,39,39
"75",63,67,67,70,70
"76",52,56,56,58,58
"77",38,41,41,42,42
"78",48,51,51,53,53
"79",63,67,67,69,69
"80",41,44,44,45,45
"81",40,42,42,44,44
"82",34,37,37,38,38
