"age1_orange"	"age1_green"	"age2_no_comorbid_orange"	"age2_no_comorbid_green"	"age2_comorbid_green"	"age3_no_comorbid_green"	"age3_comorbid_green"
"age1_orange"	0.979591836734694	0.0204081632653061	0.979591836734694	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0204081632653061
"age1_green"	0.0571428571428571	0.942857142857143	0.0571428571428571	0.942857142857143	0.942857142857143	0.942857142857143	0.942857142857143
"age2_no_comorbid_orange"	0.965986394557823	0.0340136054421769	0.965986394557823	0.0340136054421769	0.0340136054421769	0.0340136054421769	0.0340136054421769
"age2_no_comorbid_green"	0.0952380952380952	0.904761904761905	0.0952380952380952	0.904761904761905	0.904761904761905	0.904761904761905	0.904761904761905
"age2_comorbid_green"	0.0952380952380952	0.904761904761905	0.0952380952380952	0.904761904761905	0.904761904761905	0.904761904761905	0.904761904761905
"age3_no_comorbid_green"	0.142857142857143	0.857142857142857	0.142857142857143	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857
"age3_comorbid_green"	0.142857142857143	0.857142857142857	0.142857142857143	0.857142857142857	0.857142857142857	0.857142857142857	0.857142857142857
