"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",36,36,6,2,4
"2",38,35,8,3,5
"3",0,0,0,0,0
"4",37,32,10,4,5
"5",0,0,0,0,0
"6",35,27,5,3,4
"7",30,44,7,4,3
"8",0,0,0,0,0
"9",37,39,6,4,2
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",36,37,8,3,2
"13",0,0,0,0,0
"14",37,31,6,2,3
"15",33,36,4,2,5
"16",0,0,0,0,0
"17",0,0,0,0,0
"18",32,27,8,3,3
"19",38,35,9,3,5
"20",36,30,9,3,4
"21",0,0,0,0,0
"22",0,0,0,0,0
"23",39,33,8,3,3
"24",0,0,0,0,0
"25",31,26,8,3,2
"26",36,32,5,2,2
"27",40,37,5,2,5
"28",38,36,5,2,4
"29",42,36,7,1,3
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",34,32,8,3,4
"33",40,46,7,2,3
"34",0,0,0,0,0
"35",33,36,6,3,4
"36",35,38,8,5,2
"37",34,43,6,4,6
"38",39,31,8,2,6
"39",40,38,5,2,5
"40",39,35,7,3,5
"41",35,36,8,3,4
"42",0,0,0,0,0
"43",32,34,4,5,3
"44",0,1,0,0,0
"45",32,32,5,4,3
"46",0,0,0,0,0
"47",31,40,8,5,4
"48",0,1,0,0,0
"49",37,49,7,5,7
"50",36,37,5,2,4
"51",0,1,0,0,0
"52",30,42,4,3,3
"53",34,39,6,2,3
"54",43,40,8,3,3
"55",0,0,0,0,0
"56",43,42,5,3,5
"57",37,40,10,2,4
"58",42,34,5,5,7
"59",41,40,6,2,3
"60",38,38,5,2,3
"61",0,0,0,0,0
"62",28,37,8,3,5
"63",35,29,6,4,3
"64",37,44,6,2,6
"65",0,0,0,0,0
"66",32,31,5,1,5
"67",0,0,0,0,0
"68",39,38,6,3,3
"69",45,35,5,3,4
"70",35,34,6,3,1
"71",32,35,3,3,4
"72",0,1,0,0,0
"73",40,27,8,5,5
"74",50,34,8,3,3
"75",35,33,9,1,2
"76",0,0,0,0,0
"77",34,33,6,2,3
"78",38,44,9,0,2
"79",45,48,6,1,2
"80",0,0,0,0,0
