"contacts","Npop","Isolate","Limit","Onset","Fate","Tcheck","lock","self"
"null_model_mixed",2000,"NO",0,0,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",10,1,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",25,1,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",50,1,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",100,1,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",250,1,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",500,1,"D","NO","NO","NO"
"null_model_mixed",2000,"NO",2000,1,"D","NO","NO","NO"
