"","age1_orange.H","age1_green.H","age2_no_comorbid_orange.H","age2_no_comorbid_green.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",7.93984517805201,0.542633909062329,7.97741320704856,0.719966260851069,2.86693328293796,0.764798647940209,3.17795436159026
"2",10.9786259489623,0.77610849542096,10.9270803441175,1.03165029467962,4.16626015448066,1.09539643141325,4.71042002494545
"3",3.92354529163183,0.247006458492904,3.83124072098623,0.317183144531435,1.24915813016606,0.323741901017408,1.31800138313616
"4",6.43999139035776,0.396024116769046,6.29882517681886,0.506573293656436,1.93607661802436,0.498044959442444,1.92226319292966
"5",3.67528837278614,0.244680339739654,3.66832721511034,0.323573903932441,1.3659414003264,0.354687167152255,1.68551946710742
"6",6.21687453301721,0.46341854943397,6.64659053450684,0.659869820690537,2.83261716989163,0.783424985696325,3.88100495855335
"7",16.6331647580598,1.28456338892414,17.9140141975364,1.82707125020083,6.45346860802196,1.95140330735851,6.43883119716482
"8",5.99356453465722,0.367008957272696,5.8716783331156,0.469150626686765,1.77510748088213,0.458614123586347,1.73693585003042
"9",19.7395745231436,1.47271992240164,20.9067733748954,2.06875662523736,7.54917896017902,2.15775333401551,7.63164603711522
"10",11.2630423960766,0.683321664817748,10.6569007471273,0.827404135136271,2.6164210997475,0.730794843618129,2.03784639908021
"11",18.1113155085144,1.32199604886567,18.4744280314086,1.80506348075958,6.82066955146259,1.85064753868695,7.00742772706783
"12",8.20041412635193,0.544305261676399,8.2271570129362,0.71956455264323,2.728989770404,0.727082858295561,2.75911954575822
"13",5.00296447909559,0.320492840868881,4.91052163573043,0.413977524184093,1.68056529216975,0.434824761301856,1.88547496791905
"14",9.60998698960305,0.671353747813296,9.84096825021929,0.909160513531423,3.55217900343127,0.955903134366984,3.84365313125344
"15",6.93482117981273,0.495623255133761,7.20940615673578,0.683777333941767,2.8467551595218,0.766533803910048,3.53193405960858
"16",13.4041611045985,1.02065815026691,14.484970230584,1.4658439345904,5.84870059910807,1.66186121836807,6.96165462606692
"17",5.77716313494955,0.42726710952473,6.14259873670419,0.605183301730615,2.51050343169617,0.701532005220059,3.19766550827027
"18",7.40059618234796,0.518337333247247,7.6136163120692,0.704556963971823,2.79027405906981,0.758915433853741,3.1233956050472
"19",11.9297011112332,0.918031538730341,12.808975543419,1.29712800294431,4.77537887654146,1.41894383706177,5.00936037589315
"20",7.82697082702025,0.532122939061688,7.89047722229876,0.71005445599099,2.82266874011304,0.746110928436167,3.10749183355718
"21",4.76388386131044,0.306148459628614,4.73350788871725,0.397790972034313,1.51064926017599,0.40524379749441,1.52754567837405
"22",17.5325792372288,1.2956139448996,18.1616424141394,1.78858662444056,6.9853133827415,1.91588891110693,7.69061594115953
"23",7.43421193573567,0.525592460992815,7.55040980938571,0.697907524391819,2.63417135898312,0.737873529856097,2.72178099804982
"24",10.0202755904221,0.765491773072206,10.7310237878891,1.08545565711767,4.39657879870451,1.2502331070795,5.36799341849321
"25",9.63389906004034,0.712402468359644,10.0766334306119,0.994428576720265,4.09750233417976,1.12568640712463,5.05412247620966
