"","age1_orange.D","age1_green.D","age2_no_comorbid_orange.D","age2_no_comorbid_green.D","age2_comorbid_green.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"1",56,4,74,6,46,13,40
"2",45,0,59,0,0,0,0
"3",50,3,87,7,32,7,39
"4",48,6,67,6,29,7,39
"5",57,4,70,8,40,8,38
"6",60,6,70,6,33,7,33
"7",55,4,76,3,34,9,37
"8",55,2,68,3,34,11,36
"9",53,4,59,12,35,8,37
"10",59,2,76,4,38,11,36
"11",61,5,73,13,33,11,49
"12",60,4,64,11,32,8,37
"13",48,3,60,13,28,11,24
"14",57,3,88,8,33,5,38
"15",53,4,72,13,29,7,42
"16",61,2,72,12,49,8,40
"17",40,2,66,11,36,8,46
"18",42,4,74,7,35,9,35
"19",56,5,71,11,32,4,35
"20",54,0,71,0,1,0,0
"21",60,2,58,6,39,8,35
"22",49,6,65,8,36,12,37
"23",50,4,75,10,30,13,33
"24",55,2,84,12,32,12,32
"25",52,4,62,6,37,8,38
"26",0,0,0,0,0,0,0
"27",58,5,72,7,35,14,43
"28",56,2,76,10,28,7,36
"29",59,2,76,12,32,15,43
"30",40,3,78,4,31,8,39
"31",66,6,78,6,23,10,45
"32",51,8,88,9,25,7,44
"33",71,4,63,9,37,13,44
"34",52,8,84,9,39,14,41
"35",56,0,62,8,34,7,34
"36",52,4,75,9,34,8,36
"37",0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0
"39",54,5,67,5,35,7,34
"40",46,4,74,11,27,5,38
"41",46,4,68,4,44,11,40
"42",0,0,0,0,0,0,0
"43",51,5,87,6,35,10,44
"44",43,1,84,8,40,10,39
"45",43,5,74,4,30,4,44
"46",56,7,68,5,26,9,34
"47",61,6,73,6,26,9,31
"48",56,5,66,5,35,8,34
"49",0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0
"51",59,6,79,11,32,11,42
"52",60,7,78,9,49,10,35
"53",54,6,67,1,39,10,43
"54",37,10,81,5,29,6,40
"55",46,2,80,10,29,7,40
"56",57,5,63,10,23,8,44
"57",49,3,56,16,27,9,34
"58",61,7,86,10,41,8,45
"59",0,0,0,0,0,0,0
"60",52,2,62,11,34,6,41
"61",51,0,76,0,0,0,0
"62",54,4,81,10,29,7,34
"63",55,5,76,12,42,17,39
"64",54,5,60,7,40,13,35
"65",59,5,67,9,33,13,38
"66",57,3,61,11,39,9,34
"67",58,4,60,9,36,11,42
"68",53,4,67,6,29,10,36
"69",49,0,77,13,35,10,40
"70",55,5,78,7,33,12,41
"71",51,4,73,4,31,12,41
"72",46,4,77,6,35,7,36
"73",56,3,76,11,43,7,37
"74",62,0,62,0,0,0,1
"75",51,4,72,7,36,15,37
"76",0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0
"78",57,4,62,7,25,7,42
"79",37,3,79,10,37,10,43
"80",57,4,72,6,29,16,41
"81",54,7,85,9,28,4,34
"82",47,7,74,10,34,8,34
"83",72,2,63,11,29,14,39
"84",63,7,71,6,34,8,35
"85",59,8,63,11,42,10,33
"86",57,0,84,2,35,9,39
"87",60,2,79,9,33,7,37
"88",47,4,77,11,29,9,34
"89",63,3,91,10,39,9,42
"90",42,4,67,9,32,12,36
"91",47,4,65,9,35,11,32
"92",46,4,70,7,35,11,40
"93",67,3,80,10,34,13,32
"94",48,4,76,7,26,10,45
"95",63,4,74,8,37,11,42
"96",49,2,67,11,31,9,40
"97",0,0,0,0,0,0,0
"98",44,6,67,13,34,10,36
"99",51,7,71,17,25,8,27
"100",52,0,71,9,31,9,41
"101",56,1,70,5,28,15,31
"102",53,6,64,9,35,10,41
"103",51,5,80,4,31,6,34
"104",0,0,0,0,0,0,0
"105",51,7,80,8,35,8,40
"106",65,2,75,12,30,7,36
"107",62,3,75,4,31,8,36
"108",61,7,81,8,37,10,45
"109",46,3,81,4,36,7,43
"110",45,4,78,12,29,9,31
"111",49,2,71,7,35,11,37
"112",56,5,64,4,32,7,37
"113",41,5,68,9,34,14,44
"114",0,0,0,0,0,0,0
"115",0,0,1,0,0,0,0
"116",47,6,80,7,38,8,44
"117",0,0,0,0,0,0,0
"118",44,5,87,7,27,11,32
"119",51,0,63,0,0,0,0
"120",48,3,71,7,29,9,30
"121",43,5,70,11,31,9,42
"122",55,2,70,12,28,10,45
"123",55,4,72,10,28,9,37
"124",70,6,69,12,33,5,41
"125",56,5,75,8,43,10,43
"126",56,7,82,8,34,8,38
"127",38,2,64,9,30,11,29
"128",53,5,67,4,35,8,34
"129",69,8,74,7,29,12,47
"130",51,5,58,10,39,11,32
"131",53,2,65,9,36,8,40
"132",0,0,0,0,0,0,0
"133",53,1,67,4,40,12,36
"134",0,0,0,0,0,0,0
"135",67,5,53,11,48,8,42
"136",45,2,77,3,39,5,39
"137",59,5,88,3,30,9,34
"138",67,6,77,9,32,8,44
"139",66,4,70,6,37,14,41
"140",54,6,78,13,38,13,44
"141",57,0,84,12,24,12,38
"142",53,4,64,4,31,9,37
"143",70,7,69,13,33,6,36
"144",45,7,67,11,37,9,36
"145",56,7,66,7,40,14,43
"146",55,3,74,11,30,9,41
"147",0,0,0,0,0,0,0
"148",52,5,78,7,38,3,37
"149",47,8,64,9,39,9,38
"150",62,4,67,11,42,8,41
"151",50,8,84,8,31,11,44
"152",60,2,90,5,32,16,42
"153",47,7,80,7,32,15,36
"154",55,7,78,6,32,6,45
"155",61,9,67,11,35,8,36
"156",56,1,70,14,37,10,43
"157",53,4,69,9,34,14,37
"158",66,7,70,11,33,9,32
"159",0,0,0,0,0,0,0
"160",48,4,62,3,37,10,50
"161",59,6,77,6,33,9,43
"162",57,7,69,11,28,7,32
"163",67,3,84,6,31,9,30
"164",0,0,1,0,0,0,0
"165",53,6,74,3,32,10,37
"166",56,6,72,5,34,9,36
"167",45,3,70,10,48,7,34
"168",0,0,0,0,0,0,0
"169",51,0,72,0,0,0,0
"170",0,0,0,0,0,0,0
"171",48,6,57,2,33,11,45
"172",0,0,0,0,0,0,0
"173",0,0,0,0,0,0,0
"174",43,7,68,11,36,10,42
"175",39,3,82,6,33,8,46
"176",57,2,66,9,31,8,26
"177",47,5,71,8,32,7,37
"178",49,2,75,6,31,14,38
"179",57,10,76,4,33,5,34
"180",66,6,77,6,32,9,39
"181",50,3,70,7,30,9,39
"182",0,0,0,0,0,0,0
"183",54,2,78,7,32,8,43
"184",46,4,84,6,38,6,34
"185",54,4,75,9,34,8,39
"186",56,4,71,11,33,7,32
"187",59,4,74,12,34,12,38
"188",59,7,99,5,28,10,37
"189",72,3,71,9,33,9,40
"190",43,3,78,11,22,10,42
"191",49,8,64,12,35,12,37
"192",0,0,0,0,0,0,0
"193",47,3,77,9,32,14,33
"194",0,0,1,0,0,0,0
"195",44,5,61,9,36,9,31
"196",49,6,66,4,28,10,42
"197",57,4,77,12,29,7,43
"198",52,9,80,8,31,9,34
"199",51,6,71,9,34,13,37
"200",54,5,82,9,34,12,37
"201",48,6,71,4,32,9,40
"202",48,2,71,13,33,17,46
"203",43,4,70,5,33,9,43
"204",57,4,64,3,31,10,27
"205",55,8,73,11,22,12,35
"206",59,7,69,5,27,7,37
"207",55,6,77,5,35,4,46
"208",58,2,76,9,27,8,29
"209",57,5,62,6,38,9,29
"210",53,2,80,7,30,8,39
"211",50,5,74,10,32,9,38
"212",61,8,79,12,43,13,39
"213",58,5,77,10,35,7,44
"214",59,6,67,4,36,10,40
"215",52,6,90,8,35,9,41
"216",61,5,62,6,32,9,35
"217",0,0,0,0,0,0,0
"218",57,5,81,7,39,8,41
"219",46,5,70,7,32,7,30
"220",0,0,0,0,0,0,0
"221",0,0,1,0,0,0,0
"222",0,0,0,0,0,0,0
"223",54,2,78,5,30,11,39
