"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",123,15,124,13,17,5,14
"2",103,12,94,17,18,7,10
"3",119,11,110,11,15,5,8
"4",99,10,90,13,15,6,8
"5",0,0,1,0,0,0,0
"6",115,11,133,13,18,5,8
"7",1,0,1,0,0,0,0
"8",109,12,123,14,17,6,9
"9",112,13,120,14,13,7,8
"10",106,12,105,15,16,6,12
"11",109,10,109,10,16,7,8
"12",120,7,102,14,19,5,9
"13",136,9,152,13,18,6,10
"14",0,0,1,0,0,0,0
"15",103,10,101,15,21,8,11
"16",133,11,126,9,17,6,10
"17",0,0,1,0,0,0,0
"18",0,0,1,0,0,0,0
"19",126,0,122,0,0,0,0
"20",102,11,100,13,18,6,10
"21",100,10,99,21,15,5,9
"22",126,10,114,11,23,7,6
"23",0,0,1,0,0,0,0
"24",113,14,128,13,15,6,8
"25",101,11,102,16,16,6,8
"26",135,9,117,13,13,6,11
"27",121,12,121,16,20,6,10
"28",107,11,102,12,16,7,10
"29",0,0,1,0,0,0,0
"30",109,20,111,12,20,7,9
"31",111,11,106,17,15,8,10
"32",128,11,120,14,18,5,10
"33",114,9,99,16,16,6,8
"34",132,9,120,11,15,8,8
"35",106,12,103,12,17,9,9
"36",109,10,112,13,16,6,10
"37",104,10,101,10,18,7,7
"38",98,10,99,17,16,9,10
"39",105,11,107,19,20,6,10
"40",136,13,122,13,15,7,9
"41",115,11,109,14,15,7,7
"42",100,13,105,15,20,7,12
"43",123,12,128,15,13,7,8
"44",109,7,100,10,15,5,8
"45",105,10,118,12,18,7,11
"46",130,10,113,17,15,6,9
"47",103,8,117,15,21,7,8
"48",105,11,100,10,14,4,7
"49",92,9,90,14,15,5,8
"50",0,0,1,0,0,0,0
"51",0,0,1,0,0,0,0
"52",96,9,117,14,15,5,9
"53",105,10,115,12,12,5,8
"54",141,13,114,15,18,7,11
"55",102,12,112,15,16,6,11
"56",112,12,112,13,14,5,9
