"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",522,0,420,0,0,0,0
"2",0,0,1,0,0,0,0
"3",480,0,388,0,0,0,0
"4",0,0,1,0,0,0,0
"5",0,0,1,0,0,0,0
"6",9,0,15,0,0,0,0
"7",0,0,1,0,0,0,0
"8",0,0,1,0,0,0,0
"9",515,0,435,0,0,0,0
"10",488,0,424,1,0,1,0
"11",457,1,386,0,1,0,0
"12",3,0,1,0,0,0,0
"13",499,1,392,1,0,0,0
"14",511,0,435,0,0,1,0
"15",0,0,1,0,0,0,0
"16",0,0,1,0,0,0,0
"17",1,0,1,0,0,0,0
"18",2,0,1,0,0,0,0
"19",0,0,0,0,0,0,0
"20",0,0,1,0,0,0,0
"21",509,0,411,1,0,0,0
"22",448,0,373,0,0,0,0
"23",0,0,1,0,0,0,0
"24",468,0,418,1,0,0,1
"25",436,0,366,0,0,0,0
"26",0,0,1,0,0,0,0
"27",0,0,1,0,0,0,0
"28",514,0,422,0,0,0,0
"29",487,0,381,1,1,0,0
"30",0,0,1,0,0,0,0
"31",3,0,1,0,0,0,0
"32",532,0,436,1,0,1,0
"33",4,0,1,0,0,0,0
"34",472,0,393,3,2,0,0
"35",4,0,0,0,0,0,0
"36",514,0,411,0,2,0,0
"37",407,1,347,0,0,0,0
"38",1,0,1,0,0,0,0
"39",0,0,1,0,0,0,0
"40",559,1,503,1,1,1,0
"41",456,0,356,0,0,0,0
"42",528,1,414,0,0,0,0
"43",514,0,430,0,0,0,0
"44",2,0,6,0,0,0,0
"45",4,0,2,0,0,0,0
"46",0,0,1,0,0,0,0
"47",519,0,431,0,0,0,0
"48",519,0,419,0,0,0,0
"49",0,0,1,0,0,0,0
"50",441,0,355,0,0,0,0
"51",0,0,2,0,0,0,0
"52",539,1,423,0,0,0,1
"53",478,0,388,0,0,0,0
"54",0,0,1,0,0,0,0
"55",0,0,2,0,0,0,0
"56",468,0,391,1,0,0,0
"57",490,0,416,0,0,0,0
"58",508,0,414,1,1,0,0
"59",0,0,2,0,0,0,0
"60",501,0,396,1,0,0,0
"61",0,0,0,0,0,0,0
"62",0,0,1,0,0,0,0
"63",437,0,353,0,1,0,0
"64",0,0,2,0,0,0,0
"65",0,0,1,0,0,0,0
"66",533,0,436,0,0,0,0
"67",0,0,1,0,0,0,0
"68",495,1,404,0,0,0,1
"69",0,0,1,0,0,0,0
"70",506,0,429,0,1,0,1
