"","Model","Time_to_steady_state"
"1","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",134
"2","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",342
"3","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",224
"4","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",251
"5","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",104
"6","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",361
"7","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",202
"8","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",359
"9","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",141
"10","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",124
"11","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",363
"12","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",121
"13","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",358
"14","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",1
"15","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",359
"16","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",195
"17","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",364
"18","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",360
"19","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",141
"20","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",129
"21","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",233
"22","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",358
"23","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",362
"24","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",329
"25","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",302
"26","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",12
"27","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000",109
