"","Model","Time_to_steady_state"
"1","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",147
"2","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",342
"3","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",337
"4","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",343
"5","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",109
"6","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",361
"7","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",323
"8","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",359
"9","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",141
"10","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",137
"11","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",363
"12","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",130
"13","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",358
"14","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",1
"15","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",359
"16","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",311
"17","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",364
"18","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",360
"19","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",161
"20","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",137
"21","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",341
"22","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",358
"23","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",362
"24","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",329
"25","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",302
"26","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",12
"27","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",115
"28","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",355
"29","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",362
"30","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",356
"31","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",158
"32","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",16
"33","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",89
"34","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",311
"35","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",219
"36","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",46
"37","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",1
"38","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",362
"39","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",4
"40","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",149
"41","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",322
"42","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",168
"43","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",309
"44","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",359
"45","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",146
"46","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",110
"47","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",362
"48","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",353
"49","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",357
"50","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",1
"51","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",347
"52","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",254
"53","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",158
"54","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",71
"55","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",354
"56","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",362
"57","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",362
"58","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",106
"59","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",361
"60","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",44
"61","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",64
"62","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",195
"63","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",363
"64","null_model_mixed/IsolateYES_Limit50_FateD_TcheckNO_PopSize2000",323
