"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",94.2918019669616,0,94.4334861649905,0,0,0,0
"2",91.1680673498473,0,101.10644923461,110.755100766372,103.119720892334,104.442392772612,93.6077529063792
"3",94.5890867010786,0,93.9739321342893,0,0,0,0
"4",0,0,7.77427362986253,0,0,0,0
"5",119.181838733113,0,124.616496437221,0,0,0,0
"6",83.050689290729,166.383111922359,76.9351345329811,99.1909402552862,135.056950943137,104.392201399963,211.569953588407
"7",6.63368520339232,0,1.34930263963594,0,0,0,0
"8",95.5398223473819,0,93.697474633811,0,0,0,0
"9",0,0,7.93890214034494,0,0,0,0
"10",7.46844713204672,0,2.78027000502807,0,0,0,0
"11",0,0,1.28427185359981,0,0,0,0
"12",19.539106529323,0,4.01859628258511,0,0,0,0
"13",72.7456464616794,219.355721382275,99.7453330180618,223.36821872134,233.666546189245,215.233643838204,198.73223953979
"14",75.6470830238553,0,85.119281163109,0,0,0,0
"15",76.0481096022266,0,86.6536450734906,0,52.2928507765152,0,0
"16",68.0262407368373,66.2411240679333,73.8543286170071,0,0,0,0
"17",103.496820261732,0,102.939660895915,0,0,0,0
"18",74.5465766753258,162.496589537403,92.0120490026966,157.681389852186,168.144314833248,167.991192912239,173.762265469016
"19",91.2619834005713,2.84446678555829,101.667036517897,0,0,0,0
"20",72.9546606207117,125.083362117852,87.0245921060325,107.272729736773,0,0,0
"21",0,0,5.1411515728549,0,0,0,0
"22",86.1353071649993,142.572055471929,97.3602443032642,171.428870106131,218.949561507741,134.944081634172,150.926188558483
"23",0,0,5.01538146215926,0,0,0,0
"24",126.899307698344,0,123.64240654445,0,0,0,0
"25",0,0,1.23439929199645,0,0,0,0
"26",56.6230656535067,0,93.805649450902,0,0,0,0
"27",15.4588061686307,0,0.164541850521717,0,0,0,0
"28",76.5386653976759,196.056964358257,87.212739543554,186.179926839215,180.199306757057,177.059670835246,163.105253452656
"29",202.421704367942,0,192.260045780952,162.350692694607,0,0,0
"30",95.3674975861256,0,100.042343258646,0,0,0,0
"31",81.8619283103767,0,85.303147012824,0,0,0,0
"32",70.9482298927788,0,87.6454569300646,0,0,0,0
"33",0,0,1.91524012666112,0,0,0,0
"34",73.0470184889203,140.305448756635,93.4282257489374,179.665863316555,115.187692453145,116.765130410964,89.6223261556835
"35",71.1154396129679,0,72.3508619513084,92.2706657192461,0,0,0
"36",0,0,10.0313459190267,0,0,0,0
"37",11.9051050597613,0,1.40091984609502,0,0,0,0
"38",2.44836673397508,0,0.954745583034064,0,0,0,0
"39",108.157226214923,0,111.429041860886,0,0,0,0
"40",102.212333933815,244.990119079204,104.95913062254,209.313851899314,252.448223861221,264.086164123242,226.290058255063
"41",99.2559928216189,0,77.1429553138656,0,0,0,0
"42",3.91751186405115,0,1.83837964578796,0,0,0,0
"43",0,0,0.0739465800115198,0,0,0,0
"44",31.101885488503,0,7.33710171149202,0,0,0,0
"45",6.86799479666688,0,1.5704706721663,0,0,0,0
"46",111.382143630374,0,93.3290089041527,0,0,0,0
"47",111.942926275849,0,116.689156316216,0,0,0,0
"48",134.500187296498,0,137.211785537285,0,0,0,0
"49",73.1160618049011,310.077071736734,81.7443690025889,191.195187049406,213.936647849545,281.999081294418,203.702186016021
"50",95.6174174771996,37.5516197301508,77.3025113724622,66.8816714454278,58.8767244439441,0,48.0682358350537
"51",0,0,1.12107377619404,0,0,0,0
"52",9.11741259445419,0,2.49330748501787,0,0,0,0
"53",18.2921418337893,0,4.90424025274544,0,0,0,0
"54",7.01538373625573,0,3.99328742408378,0,0,0,0
"55",74.4830107116366,90.8477503958483,66.4944516955078,84.2638009999646,87.0723750768653,0,0
"56",101.162150735282,73.2169610572249,109.295584876982,0,67.2399318748586,0,64.3124944420528
"57",80.7277321046319,0,104.62925118628,0,0,0,0
"58",7.09192302964988,0,2.2595180440188,0,0,0,0
"59",90.2130217971463,0,95.8675009906905,0,0,0,0
"60",92.7970361343807,102.322953959915,84.2769865496436,133.451833711438,143.18973310526,0,0
"61",68.6642440180085,0,86.0760092356209,0,0,0,0
"62",104.721497439628,0,88.3328651735495,0,0,0,71.4447475051927
"63",92.5965490127227,93.8947839846886,117.908377086144,104.056218401169,68.8970181952039,88.4629631651413,98.3736382348753
"64",0,0,1.91603665996785,0,0,0,0
"65",122.518228100782,0,134.617309637304,0,0,0,0
"66",122.503179093647,0,124.866969071864,0,0,0,0
"67",74.1722032770384,40.1235093517118,62.3926134766726,0,0,0,0
"68",99.7872635942537,0,106.755585253796,0,0,0,0
"69",7.5340853281265,0,1.56531242071301,0,0,0,0
"70",23.4290622543336,0,4.79611920781416,0,0,0,0
"71",14.4263224136407,0,17.2794320256257,0,0,0,0
"72",85.9561056796172,0,104.742304147613,0,0,0,0
"73",0,0,1.03733492205305,0,0,0,0
"74",115.351296257746,0,111.230922448605,0,0,0,0
"75",85.3842104685008,0,83.46356923793,0,0,0,0
"76",82.2017413168297,0,87.1618829820671,0,0,0,0
"77",115.855114954927,0,118.061154554447,0,0,0,0
"78",98.5928833475613,0,103.345525070411,0,0,0,0
"79",0,0,1.91964249774314,0,0,0,0
"80",147.057382366977,0,154.298423533892,0,121.960317403302,0,192.51238281297
"81",98.8440967293957,0,108.115632255367,0,0,0,0
"82",112.629875387172,0,124.185129054489,132.631658247754,0,0,0
"83",6.15448262635186,0,1.88646561526078,0,0,0,0
"84",59.0029818797364,109.343120893584,68.0381321776042,149.099463623122,128.231577356762,142.597384599009,130.874606638054
"85",0,0,4.38451490828458,0,0,0,0
"86",98.5461430140617,0,98.2299115106556,0,0,0,0
"87",129.540427726103,0,123.561826213996,116.494419174582,0,0,0
"88",75.3520573921652,0,83.6148788514445,94.1257714008174,97.5554835515341,0,0
"89",86.8459865095099,0,94.8678020367911,0,0,0,0
"90",13.0692051037933,0,10.7340063521187,0,0,0,0
"91",0,0,0.836756550224887,0,0,0,0
"92",104.101518176436,0,92.5031973931411,0,0,0,0
"93",62.496778042029,0,80.2772962972184,0,0,0,0
"94",118.90266485342,0,120.332676117014,0,0,0,0
"95",90.7958532877599,0,83.1219087628896,0,0,0,0
