"","age1_orange.S","age1_green.S","age2_no_comorbid_orange.S","age2_no_comorbid_green.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1",751,62,844,94,125,44,75
"2",111,13,261,48,46,26,40
"3",108,15,275,41,56,28,41
"4",749,62,843,94,125,44,75
"5",752,62,847,94,125,44,75
"6",108,62,279,94,125,44,75
"7",102,62,259,94,125,44,75
"8",752,62,847,94,125,44,75
"9",117,13,279,36,48,31,38
"10",112,62,259,94,125,44,75
"11",103,62,246,94,125,44,75
"12",752,62,847,94,125,44,75
"13",749,62,846,94,125,44,75
"14",83,25,214,56,67,27,53
"15",111,62,241,94,124,44,75
"16",752,62,847,94,125,44,75
"17",83,62,220,94,124,44,75
"18",90,61,219,94,125,43,75
"19",100,14,241,53,68,28,52
"20",82,62,237,94,125,44,75
"21",750,62,846,94,125,44,75
"22",92,62,237,94,125,43,74
"23",115,62,266,94,125,44,74
"24",752,62,847,94,125,44,75
"25",752,62,847,94,125,44,75
"26",136,62,269,94,125,44,75
"27",752,62,847,94,125,44,75
"28",752,62,847,94,125,44,75
"29",110,62,310,94,124,44,75
"30",104,12,275,36,43,26,42
"31",91,7,244,32,47,25,37
"32",114,62,295,94,125,44,75
"33",115,8,274,41,46,23,44
"34",125,62,277,94,125,44,75
"35",750,62,847,94,125,44,75
"36",751,62,847,94,125,44,75
"37",752,62,847,94,125,44,75
"38",107,62,222,92,123,43,74
"39",749,62,847,94,125,44,75
"40",89,62,231,94,125,44,75
"41",752,62,847,94,125,44,75
"42",752,62,847,94,125,44,75
"43",118,62,272,94,125,44,75
"44",113,62,268,94,125,44,75
"45",116,62,267,94,125,44,75
"46",752,62,847,94,125,44,75
"47",103,8,270,33,46,24,37
"48",112,62,262,94,124,43,75
"49",752,62,842,94,125,44,75
"50",95,62,248,94,125,44,75
"51",146,62,321,94,125,44,75
"52",135,9,272,30,39,20,40
"53",751,62,847,94,125,44,75
"54",127,17,336,51,74,30,53
"55",751,62,847,94,125,44,75
"56",88,18,238,42,65,26,46
"57",752,62,847,94,125,44,75
"58",130,10,304,34,51,19,41
"59",82,62,229,94,125,44,75
"60",752,62,847,94,125,44,75
"61",109,62,240,94,125,44,75
"62",103,62,221,94,125,44,75
"63",88,62,246,94,125,44,74
"64",107,9,245,41,47,21,42
"65",752,62,847,94,125,44,75
"66",752,62,847,94,125,44,75
"67",106,62,275,94,125,44,75
"68",752,62,847,94,125,44,75
"69",752,62,847,94,125,44,75
"70",101,62,236,94,124,44,75
"71",752,62,847,94,125,44,75
"72",752,62,847,94,125,44,75
"73",751,62,847,94,125,44,75
"74",119,62,243,94,125,44,75
"75",151,23,318,51,73,26,48
"76",105,62,234,94,125,44,74
"77",752,62,847,94,125,44,75
"78",751,62,847,94,125,44,75
"79",123,62,303,94,125,44,75
"80",114,62,272,94,125,44,75
"81",752,62,847,94,125,44,75
"82",752,62,847,94,125,44,75
"83",87,62,242,94,124,44,75
"84",91,16,231,42,56,23,46
"85",112,62,289,94,125,44,75
"86",128,17,268,30,41,19,37
"87",109,62,249,94,125,44,75
"88",92,14,281,41,55,21,41
"89",95,29,223,59,66,34,50
"90",751,62,847,94,125,44,75
"91",102,62,208,93,125,44,75
"92",99,62,262,94,125,44,75
"93",129,8,284,28,42,24,37
"94",119,62,266,94,125,44,75
"95",92,62,243,91,125,44,75
"96",106,61,269,94,125,44,75
"97",139,18,277,34,56,25,47
"98",93,14,259,32,53,26,37
"99",129,62,295,93,124,44,75
"100",752,62,847,94,125,44,75
"101",116,13,262,45,41,27,44
"102",104,62,248,94,125,44,75
"103",111,62,282,94,125,44,75
"104",112,62,272,94,125,44,75
"105",127,12,302,33,31,19,38
"106",751,62,847,94,125,44,75
"107",752,62,847,94,125,44,75
"108",84,62,229,94,125,44,75
"109",99,62,264,94,125,44,75
"110",127,12,303,32,44,19,34
"111",752,62,847,94,125,44,75
"112",743,62,844,94,125,44,75
"113",752,62,847,94,125,44,75
"114",91,62,254,93,125,44,75
"115",125,62,263,94,125,44,75
"116",751,62,847,94,125,44,75
"117",123,9,286,33,43,21,31
"118",751,62,846,94,125,44,75
"119",752,62,847,94,125,44,75
"120",752,62,847,94,125,44,75
"121",96,62,239,94,124,44,75
"122",76,61,220,92,124,44,74
"123",752,62,847,94,125,44,75
"124",752,62,847,94,125,44,75
"125",100,20,240,46,60,32,50
