"","age1_orange.A","age1_green.A","age2_no_comorbid_orange.A","age2_no_comorbid_green.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",51.2824102915055,136.142989610566,57.3403004251265,131.842504193939,117.519178098354,129.978141412371,140.583839448671
"2",67.8999636779064,129.051169681646,66.0847697273373,120.32120463397,95.6911144343521,140.837430509902,110.697565154778
"3",75.7706251457771,0,82.4963513249024,0,0,0,0
"4",67.9882538182837,88.4303979536621,66.4197819978028,102.84940146023,99.5977836081575,120.221871683749,100.099680170503
"5",73.6072571133263,126.968956385453,89.3848006247257,130.519864914684,122.495185528438,136.18671486942,142.062975845877
"6",89.1460468071536,0,97.3954931666552,0,0,0,0
"7",56.818343865459,0,60.94786139897,0,0,0,0
"8",69.1410524448413,0,69.0347819672396,0,0,0,0
"9",46.8326750991407,77.9471627063702,39.5166314673681,81.8996365665633,86.1072676003664,81.0489728058221,73.8663661127108
"10",59.216700652805,122.033428388469,63.638949423138,111.681297594958,121.737777805325,118.372820853777,146.778137427099
"11",0,0,0,0,0,0,0
"12",48.8093721638677,0,48.016817062265,0,0,0,0
"13",66.4333007500585,138.58480443445,72.4440118093144,132.010889034955,136.640319308688,116.68963890308,143.694290757366
"14",68.3221931034027,0,76.0999559738003,0,0,0,0
"15",59.9096843758786,0,62.5104293406716,0,0,0,0
"16",53.3234231101418,0,52.7547933931223,0,0,0,0
"17",0,0,0,0,0,0,0
"18",0,0,1.68440216693913,0,0,0,0
"19",78.1776070061706,108.387764578392,75.3532326898245,134.120277858838,131.920600987793,144.2426510601,146.717289037746
"20",56.5593511325828,107.329592832769,58.9275739123643,86.7674652580721,103.999455640491,104.944624542027,103.998224574572
"21",68.334506800576,0,74.8490028503317,0,0,0,0
"22",73.4047133977218,0,81.0627611213633,0,0,0,0
"23",0,0,0,0,0,0,0
"24",55.7040472271929,0,54.4388155067444,0,0,0,0
"25",0,0,0,0,0,0,0
"26",53.9055993511335,105.460453346593,61.3622660218662,104.193433263622,98.3988605747924,106.006777716014,97.5866250837832
"27",70.041328717784,0,68.8912772007718,0,0,0,0
"28",87.8052288827355,172.543432962529,84.9423459189098,111.026918150355,118.021881184863,142.842296695626,161.186437251347
"29",49.24083684024,99.1996616146337,49.106120101453,110.990015313689,105.343730588383,75.0214256840659,100.796869453883
"30",0,0,0,0,0,0,0
"31",55.2642995932619,97.8368722450878,65.4190871701027,110.220518749541,109.632743122654,94.9614122715915,100.754938834196
"32",58.3845385087621,0,53.5400372029597,0,0,0,0
"33",68.2079277006963,0,74.282433355763,0,0,0,0
"34",64.3080319799074,0,62.8078082986613,0,0,0,0
"35",84.287168459064,0,91.7193944109675,0,0,0,0
"36",0,0,0,0,0,0,0
"37",62.0173552890852,100.987924251202,71.3711369222186,83.4456680454696,86.1997859818619,90.0529039461611,97.6597936787065
"38",57.2040226950091,75.1709490388785,68.2592350558882,107.108901353928,97.8353297911663,64.199094338961,94.7782079107202
"39",57.5162545109492,100.817703577641,66.5638325947956,116.134562541299,107.321829580822,96.4616033801138,95.4492225546675
"40",52.8002042508412,0,64.0796925824946,0,0,0,0
"41",48.391119520805,128.405971626947,55.4729397113554,124.786494843546,116.721554185803,130.44199538532,113.207739442485
"42",59.7808603609948,98.6638191572456,67.937654418643,110.223980350675,111.16072054902,122.869269226068,104.112987553454
"43",15.2173688855578,0,0,0,0,0,0
"44",61.4196508740294,0,69.2838786437572,0,0,0,0
"45",68.2810455609225,0,63.2511793408433,0,0,0,0
"46",51.0999231977446,0,59.7255970449295,0,0,0,0
"47",61.0744286069323,0,64.4441417750332,0,0,0,0
"48",59.7850290031165,72.8486889224192,61.7930318011306,106.376457788632,87.5401483570343,55.5636420659019,97.8340658088637
"49",0,0,0,0,0,0,0
"50",59.3554929274142,0,56.5761759263085,0,0,0,0
"51",54.2170962325186,100.310626801288,63.5882012554732,115.815300765355,95.0550743931499,142.704832882332,87.3421572921617
"52",43.2506160248518,0,53.6293800687666,0,0,0,0
"53",56.720465767718,98.1426681182288,62.0508507355329,122.497172029482,120.964464777898,94.5835802450332,110.249825347932
"54",82.8384904856049,0,90.0468830669231,0,0,0,0
"55",59.1498126663278,0,52.6313087763476,0,0,0,0
"56",64.8000366991702,0,67.668835411322,0,0,0,0
"57",51.4353903898989,116.89937078813,57.3824266937811,103.132229188083,130.259819972198,130.725960669361,119.013858277004
"58",75.6087041575621,0,78.1516218600282,0,0,0,0
"59",62.3270651864009,108.481268755101,61.3283192740507,104.347473209371,113.995384280157,138.821671991213,113.952401568397
"60",83.5320386639983,187.376830704334,88.2384765766637,158.094783436709,189.044335885067,200.733139553445,196.550790558175
"61",46.844560429852,0,46.1466291725005,0,0,0,0
"62",49.5361483196381,93.21813620072,61.8651582370743,97.1534928393576,85.3952034852176,90.6587629309386,113.555784302471
"63",0,0,0,0,0,0,0
"64",80.1171455356456,121.329743718082,78.7098123279064,131.818679093918,122.425923626087,123.396248579011,132.027204926642
"65",56.4703952096348,0,61.3781135205201,0,0,0,0
"66",55.7379184320435,95.7950963241025,58.2240642009286,102.033351681017,113.421619663474,112.032451890933,116.224035999673
"67",0,0,2.15910875577248,0,0,0,0
"68",54.561484699546,0,56.4782484278033,0,0,0,0
"69",46.2917546721398,76.8685641855177,52.4340008508108,104.458765618467,111.852919801501,108.311373036071,106.324196781004
"70",64.576472080323,0,78.4677889031158,0,0,0,0
"71",47.6183938787942,0,57.3354933423869,0,0,0,0
"72",57.901454685718,0,55.9303109527916,0,0,0,0
"73",58.1074883268226,0,60.7495896816131,0,0,0,0
"74",57.7425886985827,74.4431487276943,58.0300086855348,47.4466287856974,75.169529765592,75.6527573884784,90.0378281905257
"75",52.7047725017274,0,61.7127272092875,0,0,0,0
"76",0,0,0,0,0,0,0
"77",71.1644504996702,74.580966314436,73.4847151180933,0,0,0,89.9598980940356
"78",0,0,0,0,0,0,0
"79",55.7136547837891,0,60.6275341463129,0,0,0,0
"80",60.8995167464506,0,60.2545297238813,0,0,0,0
"81",78.864475796121,95.5148250697359,77.3845992049937,106.016654666643,99.7425252816988,128.514567105758,118.363985304701
"82",50.3053262314028,79.0890355508343,57.0137596038152,80.9617250479877,123.568997426441,101.171504168108,84.3284199838324
"83",58.2822219514832,0,66.6242927961806,0,0,0,0
"84",53.9814914567955,0,53.1863506854965,0,0,0,0
"85",65.1078634829713,0,67.8830641681921,0,0,0,0
"86",0,0,3.09715352841258,0,0,0,0
"87",0,0,0,0,0,0,0
"88",63.3896824687866,0,66.0898013376357,0,0,0,0
"89",76.8347761483717,122.96662497677,87.296386323481,100.706049260009,101.417780406534,126.467809252867,133.474171415208
"90",51.0000886350916,94.7456984058435,50.5892862927622,95.3742955038434,97.3764727868879,73.3199746924994,98.7810093776794
"91",62.7404583845461,151.692393114791,72.2707494793504,153.548754449932,157.919103842551,180.629496513009,142.029245695735
"92",53.879233806383,0,72.4823782368202,0,0,0,0
"93",53.4450378905956,0,57.6859250560306,0,0,0,0
"94",0,0,0,0,0,0,0
"95",54.4117998032776,119.76917221505,55.1016068335378,117.839931671149,126.333202759436,112.465800115711,123.378302537201
"96",67.0049800824549,0,62.2595780154017,0,0,0,0
"97",63.6039033029119,100.586523060503,56.860826893195,124.964872874729,115.211719006911,97.5963902834397,109.220728431189
"98",57.1711696157681,0,58.1921984223355,0,36.6989434297744,0,0
"99",50.6009222664654,101.860111243008,54.4256103299427,109.770861419092,96.922238810162,100.612945265947,98.7264696067773
"100",53.4956566491207,91.228898978165,55.2786636011532,107.418444503099,98.7782851429803,104.471482185544,111.031953201506
"101",0,0,0,0,0,0,0
"102",76.0053926935443,118.811630140917,74.8615674670873,133.239678779755,129.680521563743,142.047442188267,140.700499615372
"103",68.2204160313004,87.2491090973851,69.6941739733424,99.9024749693452,104.360147743502,126.814469134696,138.257048978875
"104",0,0,0,0,0,0,0
"105",61.548458993621,0,65.8941176958554,0,0,0,0
"106",56.6039830395717,0,56.5224528225322,0,0,0,0
"107",56.1437098864876,119.777650370776,75.9192880745282,131.958646287494,130.635542355989,90.6330766423845,104.320698156219
"108",72.6896911919702,0,83.5907485022131,0,0,0,0
"109",60.7981193789338,102.927599091863,54.7830098097594,145.267209735003,144.130704569218,133.243220024232,174.715723046289
"110",67.4946775002521,0,71.3649050577622,0,0,0,0
"111",0,0,0,0,0,0,0
"112",60.9179157294754,0,72.5363002466551,0,0,0,0
"113",67.2945971563368,0,62.2797027780151,0,0,0,0
"114",58.0238419743932,0,56.4646186408681,0,0,0,0
"115",80.3923351222094,101.740667901908,86.9638549726207,86.2295214065048,107.104238354183,103.216789374292,104.873392848373
"116",100.855955999834,191.351523967874,100.691141367566,180.220908091648,184.613806176449,176.371166031644,226.89490653944
"117",60.0372524990416,110.961307199297,62.0506988219533,110.603254126609,102.645823558634,117.50806257728,109.450012107933
"118",65.7778098706198,0,62.9034919799552,0,0,0,0
"119",57.4852235186555,0,66.4972594029494,0,0,0,0
"120",69.1202426349601,0,67.1313136338893,0,0,0,0
"121",44.7239507959494,0,45.0187679974303,0,0,0,0
"122",68.3135805035079,0,67.3061155479418,0,0,0,0
"123",0,0,0,0,0,0,0
"124",62.4311586332978,127.849236655258,68.9911313766999,101.793032612556,104.779774353176,146.476202389537,122.749080126275
"125",81.1629129968508,0,91.7202314520672,0,0,0,0
"126",79.1522825085427,0,74.5282864936096,0,99.6950956298416,0,0
"127",49.3120701754923,0,51.6431770065531,0,0,0,0
"128",55.243609247393,128.008023414436,59.98425669493,130.808903741691,150.047130859245,150.897268412204,137.246597879093
"129",0,0,4.43544746638332,0,0,0,0
"130",67.2768412800811,0,81.1862063821387,0,0,0,0
"131",67.971266803737,0,68.7054894151196,0,0,0,0
"132",54.3879559014036,0,64.865933683507,0,0,0,0
"133",70.7514743885269,0,65.0276752982308,0,0,0,0
"134",52.5521052187913,102.351158759316,60.4125875459295,94.2309135961195,116.661812910701,96.260831952059,124.268279917086
"135",52.464649707752,109.467924574839,58.3205921019971,134.591859711153,114.529890805534,151.451967591599,138.416406766279
"136",49.5671213056093,0,53.0874693406714,0,0,0,0
"137",0,0,0,0,0,0,0
"138",53.6939873725882,77.0886599702513,58.6003882972238,110.912816475809,71.9248974491573,107.537752976151,108.284724551523
"139",84.0976981059762,148.801837691846,81.2686988028868,136.754677722632,146.530184205387,151.130869484919,111.722131983519
"140",53.8915570118842,97.1216404240589,56.618195868317,105.915407899615,88.8054016478518,59.1589046178824,101.362452365879
"141",56.4585164138452,0,51.5550405872423,0,0,0,0
"142",0,0,0,0,0,0,0
"143",0,0,0,0,0,0,0
"144",51.7742231947849,0,52.0425659110602,0,0,0,0
"145",0,0,0,0,0,0,0
"146",63.6228596671959,0,67.8291810444693,0,0,0,0
"147",63.5211983589106,109.166080414208,72.1579993820971,115.042645948244,107.662128932458,112.398314972733,128.018664587458
