"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",16,0,19,0,0,0,0
"2",17,0,21,0,0,0,0
"3",23,2,23,3,7,1,3
"4",21,0,18,0,0,0,0
"5",20,0,20,0,0,0,0
"6",0,0,1,0,0,0,0
"7",19,0,20,0,0,0,0
"8",0,0,1,0,0,0,0
"9",23,0,20,0,0,0,0
"10",0,0,1,0,0,0,0
"11",17,0,16,0,0,0,0
"12",18,0,16,0,0,0,0
"13",23,0,22,0,0,0,0
"14",22,0,19,0,0,0,0
"15",21,1,20,0,1,0,1
"16",0,0,1,0,0,0,0
"17",19,0,21,0,0,0,0
"18",20,3,17,4,5,2,3
"19",0,0,1,0,0,0,0
"20",1,0,1,0,0,0,0
"21",19,0,19,0,0,0,0
"22",20,6,15,3,4,2,3
"23",0,0,1,0,0,0,0
"24",20,0,16,0,0,0,0
"25",0,0,1,0,0,0,0
"26",20,0,21,0,0,0,0
"27",23,0,19,0,0,0,0
"28",22,0,23,0,0,0,0
"29",23,0,20,0,0,0,0
"30",16,0,16,1,0,0,1
"31",26,0,19,0,0,0,0
"32",19,0,23,0,0,0,0
"33",23,0,21,0,0,0,0
"34",25,0,25,0,0,0,0
"35",0,0,1,0,0,0,0
"36",0,0,1,0,0,0,0
"37",17,4,26,3,4,2,4
"38",21,4,19,3,4,1,2
"39",23,5,24,4,6,1,5
"40",0,0,1,0,0,0,0
"41",21,0,21,0,0,0,0
"42",20,0,26,0,0,0,0
"43",19,0,21,0,0,0,0
"44",24,3,21,3,3,2,2
"45",1,0,1,0,0,0,0
"46",18,0,20,0,0,0,0
"47",19,0,18,0,0,0,0
"48",18,0,19,0,0,0,0
"49",19,0,18,0,0,0,0
"50",0,0,1,0,0,0,0
"51",0,0,1,0,0,0,0
"52",18,0,17,0,0,0,0
"53",21,0,18,0,0,0,0
"54",21,0,19,0,0,0,0
"55",0,0,1,0,0,0,0
"56",24,0,25,0,0,0,0
"57",0,0,1,0,0,0,0
"58",19,0,14,0,0,0,0
"59",0,0,1,0,0,0,0
"60",0,0,1,0,0,0,0
"61",22,0,25,1,0,0,0
"62",21,0,24,0,0,0,0
"63",19,0,20,0,0,0,0
"64",22,0,20,0,0,0,1
"65",22,0,18,0,0,0,0
"66",0,0,1,0,0,0,0
"67",25,0,17,0,0,0,0
"68",22,0,21,0,0,0,0
"69",18,0,23,0,0,0,0
"70",20,3,23,2,4,3,2
"71",20,1,21,0,0,0,0
"72",18,2,20,4,5,2,3
"73",19,0,18,0,0,0,0
"74",0,0,1,0,0,0,0
"75",19,0,21,0,0,0,0
"76",0,0,1,0,0,0,0
"77",22,0,17,0,0,0,0
"78",22,0,17,0,0,0,1
"79",18,0,24,0,0,0,0
"80",23,0,15,0,0,0,0
"81",17,0,18,0,0,0,0
"82",18,0,18,0,0,0,0
"83",0,0,1,0,0,0,0
"84",25,3,16,3,3,1,3
"85",20,4,22,4,4,2,3
"86",22,0,18,0,0,0,0
"87",21,0,21,0,0,0,0
"88",18,0,17,0,0,0,0
"89",17,0,16,0,0,0,0
"90",18,0,23,0,0,0,0
"91",21,3,19,5,5,2,3
"92",15,0,21,0,0,0,0
"93",21,0,20,0,0,0,0
"94",21,0,19,0,0,0,0
"95",24,0,20,0,0,0,0
"96",22,0,20,0,0,0,0
"97",23,0,24,0,1,0,0
"98",23,3,22,2,3,2,2
"99",21,0,21,0,0,0,0
"100",18,0,15,0,0,0,0
"101",0,0,1,0,0,0,0
"102",20,3,21,3,5,2,4
"103",21,0,21,0,0,0,0
"104",22,0,17,0,0,0,0
"105",18,0,18,0,0,0,0
"106",25,0,22,0,0,0,0
"107",19,0,22,0,0,0,0
"108",0,0,1,0,0,0,0
"109",25,0,20,0,0,0,0
"110",20,0,18,0,0,0,0
"111",22,0,20,0,0,0,0
"112",21,0,21,0,0,0,0
"113",24,0,20,0,0,0,0
"114",22,0,20,0,0,0,0
"115",1,0,1,0,0,0,0
"116",0,0,1,0,0,0,0
"117",22,2,19,4,4,3,2
"118",20,0,19,0,0,0,0
"119",21,0,21,0,0,0,0
"120",24,0,21,0,0,0,0
"121",20,0,20,0,0,0,0
"122",18,0,19,0,0,0,0
"123",0,0,1,0,0,0,0
"124",27,0,26,0,0,0,0
"125",23,3,20,5,4,3,2
"126",0,0,1,0,0,0,0
"127",30,0,30,0,0,0,0
"128",25,4,19,3,4,3,4
"129",22,0,19,0,0,0,0
"130",20,0,22,0,0,0,0
"131",20,2,23,3,5,2,3
"132",0,0,1,0,0,0,0
"133",18,0,19,0,0,0,0
"134",23,0,21,0,0,0,0
"135",26,0,22,0,0,0,0
"136",0,0,1,0,0,0,0
"137",22,0,25,0,0,0,0
"138",25,5,21,3,5,4,2
"139",21,0,21,0,0,0,0
"140",19,0,21,0,0,0,0
"141",1,0,1,0,0,0,0
"142",23,4,16,3,6,2,3
"143",25,0,18,0,0,0,0
"144",26,0,21,0,0,0,0
"145",25,0,24,0,0,0,0
"146",0,0,1,0,0,0,0
"147",21,0,20,0,0,0,0
"148",19,0,25,0,0,0,0
"149",24,3,21,4,3,1,2
"150",23,0,16,0,0,0,0
"151",22,0,26,0,0,0,0
"152",20,0,19,0,0,0,0
"153",19,0,20,0,0,0,0
"154",23,0,18,0,0,0,0
"155",0,0,1,0,0,0,0
"156",20,0,26,0,1,0,0
"157",17,0,19,0,0,0,0
"158",22,3,25,3,4,3,3
"159",22,0,17,0,0,0,0
"160",23,1,21,0,0,0,0
"161",0,0,1,0,0,0,0
"162",22,0,20,0,0,0,0
"163",21,3,19,3,3,2,3
"164",0,0,1,0,0,0,0
"165",17,0,19,0,0,0,0
"166",18,3,17,3,7,4,5
"167",19,0,18,0,0,0,0
"168",18,4,17,3,4,1,2
"169",0,0,1,0,0,0,0
"170",29,0,20,0,0,0,0
"171",19,0,21,0,0,0,0
"172",21,0,14,0,0,0,0
"173",20,0,19,0,0,0,0
"174",1,0,1,0,0,0,0
"175",0,0,1,0,0,0,0
"176",0,0,1,0,0,0,0
"177",26,0,17,0,0,0,0
"178",25,0,22,0,0,0,0
"179",0,0,1,0,0,0,0
"180",27,0,20,0,0,0,0
"181",19,1,20,0,0,0,1
"182",22,0,21,0,0,0,0
"183",17,0,22,0,0,0,0
"184",0,0,1,0,0,0,0
"185",23,0,21,0,0,0,0
"186",19,0,20,0,0,0,0
"187",18,0,20,0,0,1,0
"188",1,0,1,0,0,0,0
"189",19,0,21,0,0,0,0
"190",23,0,24,0,0,0,0
"191",28,0,20,0,0,0,0
"192",0,0,1,0,0,0,0
"193",1,0,1,0,0,0,0
"194",0,0,1,0,0,0,0
"195",21,0,19,0,0,0,0
"196",21,2,17,5,4,2,3
"197",22,0,19,0,0,0,0
"198",0,0,1,0,0,0,0
"199",1,0,1,0,0,0,0
"200",20,0,21,0,1,0,1
"201",0,0,1,0,0,0,0
"202",28,2,23,3,7,2,4
"203",21,3,20,4,6,2,3
"204",17,0,24,1,0,0,0
"205",21,0,22,0,0,0,0
"206",20,0,16,0,0,0,0
"207",18,2,25,3,4,2,3
"208",23,3,25,3,3,2,2
"209",18,0,23,0,0,0,0
"210",26,0,22,0,0,0,0
"211",0,0,1,0,0,0,0
"212",18,4,20,4,5,2,4
"213",24,0,21,0,0,0,0
"214",25,0,23,0,0,0,0
"215",26,3,20,4,6,2,4
"216",0,0,1,0,0,0,0
"217",23,0,18,0,0,0,0
"218",26,5,20,4,4,2,4
"219",21,0,19,0,0,0,0
"220",20,0,15,0,0,0,0
"221",21,0,22,0,0,0,0
"222",25,0,24,0,0,0,0
"223",19,3,18,4,4,2,3
"224",19,0,22,0,0,0,0
"225",18,0,19,0,0,0,0
"226",25,2,18,4,4,2,2
"227",18,0,18,0,0,0,0
"228",19,0,17,0,0,0,0
"229",18,0,23,0,0,0,0
"230",1,0,1,0,0,0,0
"231",0,0,1,0,0,0,0
"232",19,4,23,3,5,1,4
"233",26,0,24,0,0,0,0
"234",21,0,23,0,0,0,0
"235",20,0,22,0,0,0,0
"236",18,3,20,4,4,4,3
"237",21,0,19,0,0,0,0
"238",0,0,1,0,0,0,0
"239",17,0,17,0,0,0,1
"240",22,2,17,4,5,2,3
"241",14,0,19,0,0,0,0
"242",26,0,23,0,0,0,0
"243",0,0,1,0,0,0,0
"244",0,0,1,0,0,0,0
"245",19,0,19,0,0,0,0
"246",20,3,20,5,5,2,4
