"","age1_orange.S","age1_green.S","age2_no_comorbid_orange.S","age2_no_comorbid_green.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1",0,16,15,23,31,11,19
"2",4,16,25,23,31,11,19
"3",0,1,24,2,3,3,4
"4",8,16,20,23,31,11,19
"5",2,16,16,23,31,11,19
"6",188,16,211,23,31,11,19
"7",4,16,17,23,31,11,19
"8",188,16,211,23,31,11,19
"9",3,16,12,23,31,11,19
"10",188,16,211,23,31,11,19
"11",3,16,19,23,31,11,19
"12",1,16,19,23,31,11,19
"13",1,16,15,23,31,11,19
"14",5,16,28,23,31,11,19
"15",3,14,15,23,29,11,17
"16",188,16,211,23,31,11,19
"17",2,16,14,23,31,11,19
"18",1,1,23,0,2,2,3
"19",188,16,210,23,31,11,19
"20",187,16,211,23,31,11,19
"21",0,16,14,23,31,11,19
"22",5,0,19,1,5,4,2
"23",188,16,211,23,31,11,19
"24",3,16,23,23,31,11,19
"25",188,16,211,23,31,11,19
"26",4,16,19,23,31,11,19
"27",1,16,27,23,31,11,19
"28",4,16,12,23,31,11,19
"29",0,16,17,23,31,11,19
"30",1,16,19,22,31,11,18
"31",3,16,10,23,31,11,19
"32",3,16,13,23,31,11,19
"33",3,16,10,23,31,11,19
"34",5,16,19,23,31,11,19
"35",188,16,211,23,31,11,19
"36",188,16,211,23,31,11,19
"37",2,0,9,0,1,1,1
"38",6,2,15,4,2,2,3
"39",4,0,15,3,2,2,1
"40",188,16,211,23,31,11,19
"41",3,16,13,23,31,11,19
"42",2,16,17,23,31,11,19
"43",3,16,11,23,31,11,19
"44",2,0,15,2,1,3,4
"45",187,16,211,23,31,11,19
"46",6,16,23,23,31,11,19
"47",2,16,10,23,31,11,19
"48",2,16,11,23,31,11,19
"49",3,16,17,23,31,11,19
"50",188,16,211,23,31,11,19
"51",188,16,211,23,31,11,19
"52",6,16,24,23,31,11,19
"53",3,16,18,23,31,11,19
"54",2,16,11,23,31,11,19
"55",188,16,211,23,31,11,19
"56",1,16,8,23,31,11,19
"57",188,16,211,23,31,11,19
"58",4,16,26,23,31,11,19
"59",188,16,211,23,31,11,19
"60",188,16,211,23,31,11,19
"61",1,16,11,22,31,11,19
"62",1,16,22,23,31,11,19
"63",1,16,11,23,31,11,19
"64",0,16,14,23,31,11,18
"65",1,16,11,23,31,11,19
"66",188,16,211,23,31,11,19
"67",2,16,17,23,31,11,19
"68",6,16,17,23,31,11,19
"69",4,16,16,23,31,11,19
"70",0,0,11,3,3,1,2
"71",0,15,17,23,31,11,19
"72",0,0,17,3,3,3,4
"73",7,16,23,23,31,11,19
"74",188,16,211,23,31,11,19
"75",3,16,10,23,31,11,19
"76",188,16,210,23,31,11,19
"77",3,16,18,23,31,11,19
"78",2,16,9,23,31,11,18
"79",2,16,14,23,31,11,19
"80",3,16,17,23,31,11,19
"81",2,16,13,23,31,11,19
"82",7,16,21,23,31,11,19
"83",188,16,211,23,31,11,19
"84",2,0,16,4,1,5,2
"85",6,0,28,2,2,0,3
"86",1,16,13,23,31,11,19
"87",4,16,14,23,31,11,19
"88",2,16,15,23,31,11,19
"89",4,16,27,23,31,11,19
"90",4,16,10,23,31,11,19
"91",5,0,17,0,3,3,3
"92",2,16,16,23,31,11,19
"93",2,16,22,23,31,11,19
"94",0,16,12,23,31,11,19
"95",4,16,21,23,31,11,19
"96",0,16,10,23,31,11,19
"97",2,16,18,23,30,11,19
"98",0,0,19,3,9,1,3
"99",1,16,16,23,31,11,19
"100",5,16,20,23,31,11,19
"101",188,16,211,23,31,11,19
"102",2,1,12,1,0,0,1
"103",1,16,8,23,31,11,19
"104",3,16,17,23,31,11,19
"105",2,16,19,23,31,11,19
"106",0,16,15,23,31,11,19
"107",2,16,20,23,31,11,19
"108",188,16,211,23,31,11,19
"109",1,16,10,23,31,11,19
"110",1,16,20,23,31,11,19
"111",0,16,19,23,31,11,19
"112",2,16,17,23,31,11,19
"113",1,16,19,23,31,11,19
"114",2,16,19,23,31,11,19
"115",187,16,211,23,31,11,19
"116",188,16,211,23,31,11,19
"117",1,0,14,1,1,2,6
"118",0,16,12,23,31,11,19
"119",4,16,14,23,31,11,19
"120",0,16,15,23,31,11,19
"121",1,16,22,23,31,11,19
"122",1,16,15,23,31,11,19
"123",188,16,211,23,31,11,19
"124",1,16,17,23,31,11,19
"125",0,0,16,1,2,2,5
"126",188,16,211,23,31,11,19
"127",2,16,12,23,31,11,19
"128",8,0,16,1,1,0,0
"129",3,16,17,23,31,11,19
"130",2,16,19,23,31,11,19
"131",1,0,16,0,3,2,1
"132",188,16,211,23,31,11,19
"133",5,16,18,23,31,11,19
"134",5,16,13,23,31,11,19
"135",2,16,17,23,31,11,19
"136",188,16,211,23,31,11,19
"137",0,16,10,23,31,11,19
"138",2,0,20,2,4,1,5
"139",2,16,13,23,31,11,19
"140",1,16,14,23,31,11,19
"141",186,16,211,23,31,11,19
"142",4,0,27,1,3,3,5
"143",3,16,18,23,31,11,19
"144",7,16,16,23,31,11,19
"145",0,16,13,23,31,11,19
"146",188,16,211,23,31,11,19
"147",3,16,17,23,31,11,19
"148",3,16,11,23,31,11,19
"149",3,0,9,1,5,3,3
"150",2,16,16,23,31,11,19
"151",3,16,11,23,31,11,19
"152",3,16,13,23,31,11,19
"153",4,16,12,23,31,11,19
"154",3,16,16,23,31,11,19
"155",188,16,211,23,31,11,19
"156",0,16,22,23,30,11,19
"157",5,16,17,23,31,11,19
"158",2,0,13,2,2,2,2
"159",1,16,16,23,31,11,19
"160",5,15,18,23,31,11,19
"161",188,16,211,23,31,11,19
"162",4,16,28,23,31,11,19
"163",3,1,18,8,6,2,8
"164",188,16,211,23,31,11,19
"165",2,16,9,23,31,11,19
"166",3,0,24,4,7,1,5
"167",7,16,23,23,31,11,19
"168",0,0,22,3,2,3,5
"169",188,16,211,23,31,11,19
"170",4,16,21,23,31,11,19
"171",3,16,15,23,31,11,19
"172",3,16,21,23,31,11,19
"173",2,16,22,23,31,11,19
"174",187,16,211,23,31,11,19
"175",188,16,211,23,31,11,19
"176",188,16,211,23,31,11,19
"177",3,16,20,23,31,11,19
"178",1,16,11,23,31,11,19
"179",188,16,211,23,31,11,19
"180",3,16,21,23,31,11,19
"181",3,15,14,23,31,11,18
"182",2,16,18,23,31,11,19
"183",2,16,19,23,31,11,19
"184",188,16,211,23,31,11,19
"185",4,16,19,23,31,11,19
"186",2,16,17,23,31,11,19
"187",3,16,15,23,31,10,19
"188",187,16,211,23,31,11,19
"189",3,16,7,23,31,11,19
"190",5,16,19,23,31,11,19
"191",3,16,15,23,31,11,19
"192",188,16,211,23,31,11,19
"193",187,16,211,23,31,11,19
"194",188,16,210,23,31,11,19
"195",3,16,15,23,31,11,19
"196",2,0,22,0,3,1,3
"197",2,16,25,23,31,11,19
"198",188,16,211,23,31,11,19
"199",186,16,210,23,31,11,19
"200",3,16,16,23,30,11,18
"201",188,16,210,23,31,11,19
"202",2,0,19,1,0,1,3
"203",1,0,15,1,1,2,1
"204",1,16,8,22,31,11,19
"205",3,16,21,23,31,11,19
"206",3,16,18,23,31,11,19
"207",0,0,12,1,0,2,2
"208",2,0,21,4,5,1,6
"209",5,16,23,23,31,11,19
"210",4,16,11,23,31,11,19
"211",188,16,211,23,31,11,19
"212",2,0,18,2,2,0,4
"213",0,16,17,23,31,11,19
"214",2,16,9,23,31,11,19
"215",2,0,18,0,1,1,2
"216",188,16,211,23,31,11,19
"217",3,16,22,23,31,11,19
"218",0,0,15,3,1,1,1
"219",3,16,14,23,31,11,19
"220",6,16,21,23,31,11,19
"221",4,16,13,23,31,11,19
"222",1,16,12,23,31,11,19
"223",1,0,12,1,5,4,4
"224",2,16,15,23,31,11,19
"225",3,16,16,23,31,11,19
"226",4,0,19,2,3,2,2
"227",4,16,14,23,31,11,19
"228",2,16,17,23,31,11,19
"229",4,16,25,23,31,11,19
"230",187,16,211,23,31,11,19
"231",188,16,211,23,31,11,19
"232",6,0,16,0,3,2,1
"233",2,16,14,23,31,11,19
"234",2,16,18,23,31,11,19
"235",2,16,14,23,31,11,19
"236",3,0,31,0,4,1,2
"237",4,16,14,23,31,11,19
"238",188,16,211,23,31,11,19
"239",0,16,21,23,31,11,18
"240",5,0,19,0,2,1,2
"241",6,16,15,23,31,11,19
"242",1,16,11,23,31,11,19
"243",188,16,211,23,31,11,19
"244",188,16,211,23,31,11,19
"245",3,16,19,23,31,11,19
"246",2,1,20,1,2,1,4
"247",1,16,25,23,31,11,19
"248",2,16,18,23,31,11,19
"249",2,16,16,23,31,11,19
"250",4,0,14,2,4,1,2
"251",2,16,15,23,31,11,19
"252",1,16,21,23,31,11,19
"253",2,16,14,23,31,11,19
"254",4,16,19,23,31,11,19
"255",3,16,17,23,31,11,19
"256",4,16,28,23,31,11,19
"257",0,0,15,2,3,1,0
"258",188,16,211,23,31,11,19
"259",2,0,17,2,4,3,3
"260",2,16,15,23,31,11,19
"261",1,16,7,23,31,11,19
"262",188,16,211,23,31,11,19
"263",3,16,18,23,31,11,19
"264",4,16,12,23,31,11,19
"265",6,16,8,23,31,11,19
"266",3,16,19,23,31,11,19
"267",0,0,13,6,2,1,4
"268",188,16,211,23,31,11,19
"269",2,16,12,23,31,11,19
"270",187,16,211,23,31,11,19
"271",188,16,211,23,31,11,19
"272",1,16,19,23,31,11,19
"273",1,16,14,23,31,11,19
"274",3,0,16,0,2,2,1
"275",3,16,7,23,31,11,19
"276",5,16,18,23,31,11,19
"277",1,16,16,23,31,11,19
"278",2,16,16,23,31,11,19
"279",1,16,14,23,31,11,19
"280",6,16,13,23,31,11,19
"281",0,16,10,23,31,11,19
"282",4,0,19,2,3,1,7
"283",2,0,11,2,2,1,3
"284",3,16,12,23,31,11,19
"285",3,0,24,4,4,3,8
"286",1,0,11,1,0,3,3
"287",1,0,12,0,0,2,3
"288",7,0,24,1,2,0,2
"289",3,16,12,23,31,11,19
"290",188,16,211,23,31,11,19
"291",2,16,12,23,31,11,19
"292",3,0,18,2,4,5,7
"293",3,16,23,23,31,11,19
"294",3,16,15,23,31,11,19
"295",6,16,13,23,31,11,19
"296",188,16,211,23,31,11,19
"297",187,16,211,23,31,11,19
"298",1,0,15,3,3,2,3
"299",4,16,11,23,31,11,19
"300",3,0,17,2,1,3,4
"301",185,16,209,23,31,11,19
"302",1,16,8,23,31,11,19
"303",4,16,23,23,31,11,19
"304",3,16,14,23,31,11,19
"305",1,16,13,23,31,11,19
"306",4,15,12,23,31,11,19
"307",1,16,14,23,31,11,19
"308",3,0,12,0,2,2,2
"309",2,16,20,23,31,11,19
"310",4,0,18,0,1,2,3
"311",2,16,15,23,31,11,19
"312",5,16,26,23,31,11,19
"313",3,16,13,23,31,11,19
"314",2,16,20,23,31,11,19
"315",2,16,16,23,31,11,19
"316",1,16,9,23,31,11,19
"317",188,16,211,23,31,11,19
"318",2,16,16,23,31,11,19
"319",3,16,21,23,31,11,19
"320",3,16,17,23,31,11,19
"321",4,16,21,23,31,11,19
