"","age1_orange.I","age1_green.I","age2_no_comorbid_orange.I","age2_no_comorbid_green.I","age2_comorbid_green.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",8.37765957446809,0,6.48584905660377,0,0,0,0
"2",6.78191489361702,8.01282051282051,6.36792452830189,7.46268656716418,7.98722044728434,11.3636363636364,8.04289544235925
"3",7.71276595744681,0,6.48584905660377,0,0,0,0
"4",7.4468085106383,8.01282051282051,5.54245283018868,5.33049040511727,7.98722044728434,11.3636363636364,6.70241286863271
"5",6.91489361702128,9.61538461538462,6.60377358490566,7.46268656716418,14.3769968051118,9.09090909090909,14.745308310992
"6",8.77659574468085,4.80769230769231,8.9622641509434,3.19829424307036,6.38977635782748,9.09090909090909,8.04289544235925
"7",0,0,0.117924528301887,0,0,0,0
"8",0,0,0.117924528301887,0,0,0,0
"9",6.91489361702128,0,6.60377358490566,0,0,0,0
"10",6.51595744680851,11.2179487179487,5.89622641509434,6.39658848614073,14.3769968051118,9.09090909090909,9.38337801608579
"11",9.04255319148936,0,6.13207547169811,0,0,0,0
"12",6.25,11.2179487179487,7.19339622641509,4.26439232409382,11.9808306709265,11.3636363636364,12.0643431635389
"13",7.97872340425532,0,7.31132075471698,0,0,0,0
"14",0,0,0,0,0,0,0
"15",6.91489361702128,6.41025641025641,6.72169811320755,4.26439232409382,10.3833865814696,13.6363636363636,9.38337801608579
"16",9.30851063829787,11.2179487179487,6.83962264150943,6.39658848614073,10.3833865814696,11.3636363636364,6.70241286863271
"17",7.18085106382979,11.2179487179487,7.31132075471698,7.46268656716418,9.58466453674121,11.3636363636364,10.7238605898123
"18",7.57978723404255,0,5.54245283018868,0,0,0,0
"19",7.04787234042553,9.61538461538462,6.13207547169811,7.46268656716418,9.58466453674121,11.3636363636364,14.745308310992
"20",7.04787234042553,8.01282051282051,5.89622641509434,8.52878464818763,10.3833865814696,9.09090909090909,10.7238605898123
"21",7.18085106382979,0,5.18867924528302,0,0,0,0
"22",7.84574468085106,8.01282051282051,7.31132075471698,4.26439232409382,12.779552715655,11.3636363636364,9.38337801608579
"23",8.11170212765957,0,6.72169811320755,0,0,0,0
"24",8.37765957446809,0,6.25,0,0,0,0
"25",8.77659574468085,0,6.01415094339623,0,0,0,0
"26",6.38297872340426,0,6.25,0,0,0,0
"27",7.04787234042553,9.61538461538462,8.84433962264151,5.33049040511727,11.1821086261981,13.6363636363636,10.7238605898123
"28",6.91489361702128,9.61538461538462,6.72169811320755,5.33049040511727,7.98722044728434,9.09090909090909,9.38337801608579
"29",6.11702127659574,8.01282051282051,6.01415094339623,4.26439232409382,11.9808306709265,4.54545454545455,12.0643431635389
"30",7.57978723404255,0,7.07547169811321,0,0,0,0
"31",7.31382978723404,0,6.36792452830189,0,0,0,0
"32",0,0,0,0,0,0,0
"33",7.04787234042553,8.01282051282051,6.83962264150943,5.33049040511727,8.78594249201278,9.09090909090909,9.38337801608579
"34",9.84042553191489,0,6.72169811320755,0,0,0,0
"35",0,0,0,0,0,0,0
"36",7.97872340425532,0,6.13207547169811,0,0,0,0
"37",8.11170212765957,0,7.54716981132075,0,0,0,0
"38",6.91489361702128,8.01282051282051,6.72169811320755,5.33049040511727,7.18849840255591,13.6363636363636,12.0643431635389
"39",7.71276595744681,0,6.95754716981132,0,0,0,0
"40",7.57978723404255,4.80769230769231,7.54716981132075,4.26439232409382,15.1757188498403,9.09090909090909,9.38337801608579
"41",7.57978723404255,0,6.95754716981132,0,0,0,1.34048257372654
"42",0,0,0,0,0,0,0
"43",7.4468085106383,1.6025641025641,6.72169811320755,0,0.798722044728434,0,0
"44",6.25,0,6.01415094339623,0,0,0,0
"45",8.51063829787234,0,6.01415094339623,0,0,2.27272727272727,0
"46",7.04787234042553,0,4.4811320754717,0,0,0,0
"47",0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0
"49",8.37765957446809,9.61538461538462,6.83962264150943,8.52878464818763,7.98722044728434,6.81818181818182,10.7238605898123
"50",7.04787234042553,12.8205128205128,6.83962264150943,7.46268656716418,11.9808306709265,11.3636363636364,13.4048257372654
"51",6.91489361702128,0,6.60377358490566,0,0,0,0
"52",8.24468085106383,6.41025641025641,7.07547169811321,7.46268656716418,8.78594249201278,11.3636363636364,12.0643431635389
"53",0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0
"55",6.51595744680851,0,6.83962264150943,0,0,0,0
"56",7.18085106382979,0,6.83962264150943,0,0,0,0
"57",9.57446808510638,12.8205128205128,6.36792452830189,6.39658848614073,11.9808306709265,6.81818181818182,8.04289544235925
"58",6.11702127659574,0,6.25,0,0.798722044728434,0,0
"59",0,0,0,0,0,0,0
"60",6.64893617021277,6.41025641025641,6.48584905660377,3.19829424307036,6.38977635782748,9.09090909090909,8.04289544235925
"61",6.51595744680851,0,5.89622641509434,0,0,0,0
"62",6.64893617021277,12.8205128205128,5.89622641509434,10.6609808102345,11.1821086261981,9.09090909090909,10.7238605898123
"63",7.04787234042553,0,6.01415094339623,0,0,0,0
"64",7.4468085106383,0,6.48584905660377,0,0,0,0
"65",8.77659574468085,11.2179487179487,5.77830188679245,7.46268656716418,8.78594249201278,9.09090909090909,9.38337801608579
"66",7.71276595744681,4.80769230769231,5.77830188679245,4.26439232409382,7.18849840255591,6.81818181818182,6.70241286863271
"67",7.31382978723404,0,7.90094339622642,0,0,0,0
"68",7.04787234042553,0,5.89622641509434,0,0,0,0
"69",6.91489361702128,0,6.36792452830189,0,0,0,1.34048257372654
"70",6.25,8.01282051282051,4.95283018867925,3.19829424307036,11.1821086261981,13.6363636363636,10.7238605898123
"71",0,0,0,0,0,0,0
"72",7.57978723404255,0,6.83962264150943,0,0,0,0
"73",7.57978723404255,0,6.01415094339623,0,0,0,0
"74",0,0,0,0,0,0,0
"75",7.4468085106383,0,6.13207547169811,0,0,0,0
"76",6.11702127659574,0,6.36792452830189,0,0,0,0
"77",7.97872340425532,0,6.72169811320755,0,0,0,0
"78",0,0,0,0,0,0,0
"79",6.11702127659574,0,6.25,0,0,0,0
"80",8.37765957446809,0,7.42924528301887,1.06609808102345,0,0,0
