"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",2687,2731,2305,2631,2686
"2",1,1,1,1,1
"3",7507,7523,7472,7511,7505
"4",5279,5273,5276,5065,5128
"5",1923,2280,1840,2097,2084
"6",6,1,1,1,1
"7",2204,2316,2156,1950,2099
"8",6474,6503,6493,6252,6219
"9",1,1,1,1,1
"10",4822,4843,4679,4850,4853
"11",1,1,1,1,1
"12",2272,2461,2167,2425,2068
"13",3280,3339,3324,2988,3264
"14",3540,3539,3523,3235,3395
"15",6312,6321,6249,6258,6208
"16",7938,8141,8111,8127,8083
"17",1,1,1,1,1
"18",1,1,1,1,1
"19",7739,7758,7790,7397,7303
"20",3777,3785,3403,3609,3337
"21",3756,3921,3862,3647,3633
"22",3114,3133,2935,2776,3151
"23",3425,3517,3465,3512,3330
"24",4836,4862,4846,4857,4777
"25",2590,2619,2623,2552,2621
"26",7043,7079,7048,6997,7023
"27",3285,3306,3268,3182,3324
"28",1,1,4,3,1
"29",1,1,1,1,1
"30",5634,5734,5666,5627,5702
"31",4098,4128,3780,4129,4013
"32",3614,3684,3422,3695,3636
"33",2167,2309,2272,2127,1909
"34",7573,7579,7435,7541,7537
"35",3189,3181,2951,2864,2731
"36",3016,3123,2682,2995,3036
"37",3650,3646,3526,3682,3696
"38",3334,3550,3553,3326,3542
"39",2365,2422,2459,2315,2442
"40",5395,5522,5456,5291,5285
"41",6031,6012,5893,5776,5910
"42",3833,3864,3682,3669,3740
"43",1,1,1,1,1
"44",2555,2602,2561,2514,2564
"45",5773,5920,5881,5915,5624
"46",3677,3717,3644,3134,3606
"47",2578,2642,2646,2606,2471
"48",3126,3165,2686,3022,3150
"49",1662,2231,2064,2245,2095
"50",7538,7535,7475,5887,7436
"51",3683,3877,3843,3798,3709
"52",7618,7709,7637,7543,7696
"53",2844,2863,2705,2793,2804
"54",6046,6021,6034,5664,6049
"55",3056,3087,3011,2847,2864
"56",6193,6368,6246,6286,6389
"57",1,1,1,1,1
"58",7445,7517,7423,7425,7450
"59",2914,2917,2912,2829,2636
"60",5216,5451,5148,5220,5191
"61",3716,3718,3486,3312,3482
"62",2169,2600,2219,2553,2491
"63",7057,7150,7035,6511,6876
"64",2709,2865,2857,2814,2839
"65",2148,2178,1963,2160,1771
"66",4359,4349,4340,3813,4135
"67",1,1,1,1,1
"68",2707,2744,2690,2734,2724
"69",4198,4320,4342,4276,4312
"70",2404,2412,2372,2168,2404
"71",3023,3036,3024,2988,2970
"72",3629,3650,3127,3509,3467
"73",2038,2098,1908,1846,1986
"74",3899,3927,3923,3893,3882
"75",2266,2291,1877,2192,2281
"76",3259,3405,3247,1959,3409
"77",2803,2840,2755,2198,2817
"78",6924,7035,6879,6874,6973
"79",3923,3952,3959,3353,3444
"80",2712,2720,2707,2547,2682
"81",3240,3298,3042,2944,3153
"82",2777,2771,2198,2573,2823
"83",2727,2880,2831,2576,2816
"84",3509,3529,3339,2391,3231
"85",2924,2941,2896,2792,2716
"86",3761,3783,3717,3668,3748
"87",1,1,1,1,1
"88",6637,6671,6371,5841,6674
"89",3089,3194,3217,2371,2984
"90",3103,3094,3087,2663,2990
"91",3,1,1,1,1
"92",1,1,1,1,1
"93",4,20,17,1,1
"94",2728,2769,2738,2726,2758
"95",6686,6692,6653,6635,6579
"96",3864,3847,3855,3680,3827
"97",11,7,4,1,1
"98",2750,2803,2801,2293,2665
"99",3740,3703,3590,3580,3445
"100",5422,5628,5367,5435,5569
