"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",89,94,13,6,12
"2",0,1,0,0,0
"3",26,27,7,2,3
"4",49,46,9,5,5
"5",165,185,29,9,11
"6",1,1,0,0,0
"7",109,132,17,8,13
"8",20,16,5,2,3
"9",0,1,0,0,0
"10",59,50,8,4,6
"11",0,1,0,0,0
"12",98,105,14,5,11
"13",78,78,15,5,7
"14",69,79,13,5,8
"15",47,49,10,4,6
"16",30,37,8,3,5
"17",0,1,0,0,0
"18",0,1,0,0,0
"19",27,32,6,5,4
"20",69,63,13,4,6
"21",123,123,16,7,12
"22",135,118,17,8,12
"23",79,74,11,6,10
"24",58,60,11,6,9
"25",102,112,19,7,11
"26",45,38,7,4,4
"27",71,62,13,5,6
"28",0,1,1,1,0
"29",0,1,0,0,0
"30",55,58,12,5,8
"31",61,69,14,5,10
"32",62,68,17,5,5
"33",112,114,15,5,9
"34",20,22,6,3,4
"35",108,92,18,8,8
"36",91,84,15,5,10
"37",62,68,13,5,8
"38",83,66,14,4,9
"39",138,148,18,9,12
"40",54,57,13,6,8
"41",54,46,9,4,7
"42",95,102,16,6,9
"43",0,1,0,0,0
"44",112,106,15,7,9
"45",50,44,9,5,5
"46",66,80,12,6,6
"47",129,136,17,10,14
"48",71,80,14,6,8
"49",132,125,18,7,12
"50",37,36,8,4,4
"51",79,75,12,6,8
"52",34,32,8,4,4
"53",91,108,24,6,8
"54",51,48,10,5,6
"55",82,98,16,8,10
"56",48,64,11,4,6
"57",0,1,0,0,0
"58",8,8,3,2,2
"59",99,100,20,4,10
"60",217,218,35,9,18
"61",57,67,14,4,8
"62",98,96,18,6,9
"63",29,28,6,4,5
"64",92,85,14,4,8
"65",121,132,20,6,12
"66",57,54,11,4,4
"67",0,1,0,0,0
"68",92,95,15,6,10
"69",119,110,17,5,8
"70",107,91,15,6,10
"71",83,90,21,9,10
"72",83,75,12,9,8
"73",118,115,16,8,11
"74",65,63,10,5,6
"75",105,105,19,6,9
"76",86,87,12,5,9
"77",100,94,20,6,7
"78",44,44,9,4,4
"79",66,75,13,6,8
"80",84,89,13,7,10
"81",69,63,11,5,6
"82",172,163,22,9,14
"83",80,89,14,6,11
"84",69,61,16,5,6
"85",97,104,13,5,9
"86",86,98,21,6,11
"87",0,1,0,0,0
"88",41,42,9,6,5
"89",82,84,16,6,10
"90",80,86,16,6,6
"91",1,1,0,0,0
"92",0,1,0,0,0
"93",1,1,1,0,0
"94",88,115,17,6,8
"95",43,44,8,5,5
"96",75,70,15,7,10
"97",1,1,1,0,0
"98",90,86,13,5,7
"99",82,73,14,6,8
"100",55,57,11,6,6
