"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",120,137,22,7,13
"2",0,1,0,0,0
"3",142,144,20,7,12
"4",122,118,20,9,12
"5",127,138,24,7,11
"6",2,1,0,0,0
"7",112,115,18,7,13
"8",65,48,13,4,6
"9",0,1,0,0,0
"10",53,48,11,4,9
"11",0,1,0,0,0
"12",138,124,17,7,13
"13",98,91,18,6,11
"14",84,96,14,8,9
"15",111,113,25,6,11
"16",143,148,23,8,16
"17",0,1,0,0,0
"18",0,1,0,0,0
"19",130,124,18,9,9
"20",97,98,21,5,8
"21",72,74,14,5,7
"22",79,85,13,6,8
"23",101,98,16,8,10
"24",90,83,14,7,10
"25",95,91,15,8,11
"26",84,68,10,9,6
"27",117,111,20,8,7
"28",0,1,1,1,0
"29",0,1,0,0,0
"30",118,113,20,5,16
"31",129,135,21,7,12
"32",127,115,23,6,11
"33",119,121,15,6,10
"34",123,122,19,7,11
"35",95,87,19,6,7
"36",153,121,22,10,15
"37",89,89,16,7,8
"38",122,112,18,6,13
"39",106,105,16,6,9
"40",145,131,23,7,12
"41",177,160,21,6,13
"42",71,70,9,5,6
"43",0,1,0,0,0
"44",128,109,19,9,7
"45",91,92,18,5,8
"46",136,127,21,8,12
"47",82,101,17,5,12
"48",100,102,17,7,10
"49",180,188,30,9,21
"50",124,128,19,9,11
"51",126,137,22,8,12
"52",183,166,26,11,14
"53",137,129,27,6,12
"54",113,107,15,8,9
"55",86,87,16,5,13
"56",143,151,26,12,12
"57",0,1,0,0,0
"58",122,96,17,9,14
"59",132,135,24,8,11
"60",67,68,12,4,9
"61",127,128,19,9,14
"62",111,121,24,12,12
"63",114,134,20,5,7
"64",101,98,16,5,10
"65",121,142,17,7,11
"66",69,70,13,4,6
"67",0,1,0,0,0
"68",74,78,12,6,8
"69",66,63,11,6,6
"70",107,89,18,5,10
"71",119,104,15,10,9
"72",181,174,30,10,17
"73",114,116,20,6,17
"74",94,91,19,5,10
"75",138,153,18,8,11
"76",145,129,24,7,13
"77",121,107,25,8,12
"78",155,135,28,10,12
"79",117,119,21,7,12
"80",126,136,20,9,12
"81",118,101,17,9,13
"82",93,91,15,7,9
"83",142,137,16,7,15
"84",68,64,17,5,5
"85",72,90,12,5,9
"86",67,70,12,5,11
"87",0,1,0,0,0
"88",76,87,12,7,11
"89",86,99,17,9,7
"90",119,116,24,6,9
"91",1,1,0,0,0
"92",0,1,0,0,0
"93",1,2,1,0,0
"94",130,151,18,9,11
"95",87,84,14,6,6
"96",98,102,21,9,13
"97",1,1,1,0,0
"98",132,140,17,7,12
"99",112,115,16,7,8
"100",131,124,20,11,14
