"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",33,38,6,3,4
"2",0,0,0,0,0
"3",21,23,4,3,3
"4",20,16,4,1,2
"5",52,47,7,5,6
"6",0,0,0,0,0
"7",47,55,9,2,7
"8",12,13,3,1,2
"9",0,1,0,0,0
"10",20,23,4,2,3
"11",0,0,0,0,0
"12",31,33,5,2,3
"13",34,35,5,3,4
"14",43,42,8,2,6
"15",34,38,4,2,2
"16",33,38,4,2,3
"17",0,0,0,0,0
"18",0,1,0,0,0
"19",33,42,7,4,3
"20",28,32,7,4,4
"21",43,41,6,3,5
"22",45,50,8,3,6
"23",36,34,5,2,2
"24",19,29,5,3,4
"25",37,30,6,2,4
"26",22,23,3,1,2
"27",28,32,5,3,4
"28",0,0,1,0,0
"29",0,0,0,0,0
"30",38,39,8,3,5
"31",47,56,7,5,3
"32",22,23,3,1,6
"33",51,56,6,1,5
"34",26,31,7,3,8
"35",32,21,6,3,3
"36",32,32,6,3,5
"37",31,32,6,1,2
"38",28,25,7,2,2
"39",33,47,6,0,5
"40",45,47,9,3,4
"41",36,40,7,2,4
"42",47,53,7,3,8
"43",0,0,0,0,0
"44",56,42,9,4,4
"45",18,24,3,3,4
"46",40,37,5,3,6
"47",39,40,6,4,5
"48",32,27,8,2,4
"49",35,34,8,2,5
"50",24,24,5,2,3
"51",39,37,6,4,4
"52",25,30,7,2,2
"53",33,42,7,4,3
"54",38,34,8,3,3
"55",56,37,8,4,5
"56",35,26,7,3,3
"57",0,0,0,0,0
"58",30,31,8,4,5
"59",28,38,3,2,2
"60",51,58,4,4,4
"61",35,25,4,1,4
"62",47,47,7,3,3
"63",27,22,7,2,3
"64",37,38,9,2,4
"65",31,35,4,3,7
"66",25,30,5,2,2
"67",0,0,0,0,0
"68",42,43,8,2,4
"69",42,33,5,3,5
"70",25,28,4,4,6
"71",33,32,8,1,4
"72",33,37,6,4,6
"73",39,42,8,4,2
"74",42,41,7,3,7
"75",32,33,4,2,3
"76",34,33,7,3,3
"77",30,34,8,5,2
"78",29,34,5,2,5
"79",28,29,5,1,3
"80",42,46,5,4,4
"81",40,43,9,3,3
"82",63,51,7,2,3
"83",34,35,5,1,5
"84",24,24,4,1,3
"85",39,41,5,3,5
"86",40,38,7,3,5
"87",0,0,0,0,0
"88",20,16,4,2,4
"89",30,39,7,3,3
"90",36,43,7,5,4
"91",0,1,0,0,0
"92",0,0,0,0,0
"93",0,1,0,0,0
"94",37,28,5,1,4
"95",29,21,7,2,2
"96",48,53,9,3,3
"97",0,1,0,0,0
"98",31,32,6,2,4
"99",38,32,4,3,4
"100",23,28,10,2,4
