"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",771,855,101,34,34
"2",0,1,0,0,0
"3",739,788,74,26,26
"4",702,746,79,25,17
"5",563,653,66,22,18
"6",2,0,0,0,0
"7",758,832,88,28,26
"8",669,592,60,19,12
"9",0,1,0,0,0
"10",722,672,82,25,30
"11",0,1,0,0,0
"12",755,840,89,32,28
"13",743,756,76,20,24
"14",673,732,64,19,26
"15",746,815,92,25,28
"16",706,802,71,33,20
"17",0,1,0,0,0
"18",0,1,0,0,0
"19",716,775,86,21,20
"20",748,752,88,26,18
"21",724,757,68,24,24
"22",572,645,40,22,20
"23",746,823,87,31,30
"24",771,811,90,32,32
"25",745,800,86,27,20
"26",715,714,63,26,19
"27",766,804,86,33,35
"28",0,1,1,1,0
"29",0,1,0,0,0
"30",712,745,76,27,29
"31",771,829,88,35,29
"32",765,815,92,31,28
"33",747,842,87,25,34
"34",772,807,96,30,36
"35",755,770,75,33,25
"36",740,798,78,20,24
"37",714,760,77,22,24
"38",774,835,93,36,32
"39",788,869,97,32,44
"40",743,820,92,25,31
"41",759,834,84,33,28
"42",711,792,91,29,28
"43",0,1,0,0,0
"44",748,818,79,26,37
"45",762,816,89,31,32
"46",784,851,102,26,36
"47",786,875,104,38,44
"48",744,790,89,31,36
"49",767,868,100,35,36
"50",731,766,82,22,23
"51",760,801,98,38,22
"52",757,799,86,26,22
"53",672,789,74,27,25
"54",774,844,99,36,34
"55",722,769,80,28,27
"56",789,849,98,32,38
"57",0,1,0,0,0
"58",768,807,87,31,31
"59",770,851,88,28,34
"60",773,863,83,38,25
"61",744,806,90,27,27
"62",780,874,86,34,29
"63",727,746,84,21,25
"64",754,805,90,29,36
"65",767,842,90,27,37
"66",734,766,78,26,17
"67",0,1,0,0,0
"68",751,800,80,27,26
"69",755,800,91,29,30
"70",687,753,74,27,21
"71",772,838,95,30,27
"72",795,893,104,40,37
"73",721,795,75,32,28
"74",750,824,90,29,28
"75",768,839,90,28,33
"76",758,799,78,32,29
"77",751,835,89,35,22
"78",738,820,81,30,29
"79",730,821,89,28,20
"80",791,854,105,33,36
"81",752,786,82,29,23
"82",776,861,98,35,27
"83",789,858,89,36,38
"84",721,754,85,28,21
"85",766,812,89,28,34
"86",742,788,89,27,23
"87",0,1,0,0,0
"88",728,704,78,23,18
"89",779,830,93,30,27
"90",749,778,84,25,21
"91",1,1,0,0,0
"92",0,1,0,0,0
"93",1,5,1,0,0
"94",789,861,104,28,42
"95",713,692,70,26,27
"96",753,837,78,28,32
"97",1,2,1,0,0
"98",770,848,96,33,32
"99",780,852,89,31,32
"100",744,827,91,29,27
