"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",0,0,1,0,0,0,0
"2",0,0,1,0,0,0,0
"3",0,0,1,0,0,0,0
"4",0,0,1,0,0,0,0
"5",0,0,1,0,0,0,0
"6",1,0,1,0,0,0,0
"7",1,0,1,0,0,0,0
"8",1,0,1,0,0,0,0
"9",2,0,2,0,0,0,0
"10",0,0,1,0,0,0,0
"11",0,0,1,0,0,0,0
"12",0,0,1,0,0,0,0
"13",0,0,1,0,0,0,0
"14",0,0,1,0,0,0,0
"15",3,0,1,0,0,0,0
"16",0,0,1,0,0,0,0
"17",0,0,1,0,0,0,0
"18",1,0,1,0,0,0,0
"19",1,0,1,0,0,0,0
"20",0,0,1,0,0,0,0
"21",0,0,1,0,0,0,0
"22",0,0,1,0,0,0,0
"23",0,0,1,0,0,0,0
"24",0,0,1,0,0,0,0
"25",1,0,1,0,0,0,0
"26",1,0,1,0,0,0,0
"27",1,0,2,0,0,0,0
"28",0,0,0,0,0,0,0
"29",3,0,5,0,0,0,0
"30",3,0,2,0,0,0,0
"31",0,0,2,0,0,0,0
"32",0,0,0,0,0,0,0
"33",0,0,1,0,0,0,0
"34",0,0,1,0,0,0,0
"35",0,0,0,0,0,0,0
"36",0,0,1,0,0,0,0
"37",1,0,2,0,0,0,0
"38",0,0,0,0,0,0,0
"39",0,0,1,0,0,0,0
"40",2,0,2,0,0,0,0
"41",0,0,1,0,0,0,0
"42",0,0,2,0,0,0,0
"43",1,0,1,0,0,0,0
"44",0,0,1,0,0,0,0
"45",0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0
"47",3,0,3,0,0,0,0
"48",4,0,4,0,0,0,0
"49",0,0,1,0,0,0,0
"50",0,0,1,0,0,0,0
"51",0,0,0,0,0,0,0
"52",1,0,1,0,0,0,0
"53",0,0,1,0,0,0,0
"54",0,0,2,0,0,0,0
"55",0,0,1,0,0,0,0
"56",2,0,2,0,0,0,0
"57",2,0,1,0,0,0,0
"58",0,0,1,0,0,0,0
"59",1,0,1,0,0,0,0
"60",0,0,1,0,0,0,0
"61",0,0,1,0,0,0,0
"62",3,0,2,0,0,0,0
"63",0,0,1,0,0,0,0
"64",1,0,1,0,0,0,0
"65",0,0,1,0,0,0,0
"66",0,0,1,0,0,0,0
"67",1,0,2,0,0,0,0
"68",0,0,0,0,0,0,0
"69",1,0,1,0,0,0,0
"70",1,0,1,0,0,0,0
"71",1,0,4,0,0,0,0
"72",0,0,1,0,0,0,0
"73",0,0,0,0,0,0,0
"74",1,0,1,0,0,0,0
"75",0,0,1,0,0,0,0
"76",1,0,1,0,0,0,0
"77",0,0,1,0,0,0,0
"78",0,0,1,0,0,0,0
"79",0,0,0,0,0,0,0
"80",0,0,0,0,0,0,0
"81",0,0,2,0,0,0,0
"82",2,0,1,0,0,0,0
"83",4,0,3,0,0,0,0
"84",1,0,1,0,0,0,0
"85",0,0,1,0,0,0,0
"86",1,0,1,0,0,0,0
"87",0,0,1,0,0,0,0
"88",2,0,1,0,0,0,0
"89",0,0,2,0,0,0,0
"90",0,0,1,0,0,0,0
"91",0,0,1,0,0,0,0
"92",2,0,1,0,0,0,0
"93",0,0,1,0,0,0,0
"94",2,0,1,0,0,0,0
"95",4,0,1,0,0,0,0
"96",0,0,1,0,0,0,0
"97",0,0,0,0,0,0,0
"98",0,0,1,0,0,0,0
"99",0,0,1,0,0,0,0
"100",1,0,1,0,0,0,0
"101",0,0,1,0,0,0,0
"102",1,0,2,0,0,0,0
"103",0,0,1,0,0,0,0
"104",0,0,1,0,0,0,0
"105",2,0,1,0,0,0,0
"106",0,0,1,0,0,0,0
"107",0,0,1,0,0,0,0
"108",2,0,2,0,0,0,0
"109",0,0,2,0,0,0,0
"110",1,0,2,0,0,0,0
"111",4,0,3,0,0,0,0
"112",0,0,1,0,0,0,0
"113",0,0,0,0,0,0,0
"114",0,0,1,0,0,0,0
"115",0,0,1,0,0,0,0
"116",3,0,1,0,0,0,0
"117",0,0,1,0,0,0,0
"118",0,0,1,0,0,0,0
"119",1,0,1,0,0,0,0
"120",1,0,1,0,0,0,0
"121",0,0,2,0,0,0,0
"122",0,0,1,0,0,0,0
"123",1,0,1,0,0,0,0
"124",0,0,1,0,0,0,0
"125",1,0,2,0,0,0,0
"126",2,0,2,0,0,0,0
"127",0,0,1,0,0,0,0
"128",0,0,0,0,0,0,0
"129",1,0,1,0,0,0,0
"130",0,0,1,0,0,0,0
"131",0,0,1,0,0,0,0
"132",2,0,3,0,0,0,0
"133",0,0,1,0,0,0,0
"134",0,0,1,0,0,0,0
"135",0,0,1,0,0,0,0
"136",2,0,1,0,0,0,0
"137",0,0,1,0,0,0,0
"138",2,0,2,0,0,0,0
"139",0,0,1,0,0,0,0
"140",2,0,1,0,0,0,0
"141",0,0,1,0,0,0,0
"142",1,0,1,0,0,0,0
"143",1,0,1,0,0,0,0
"144",0,0,1,0,0,0,0
"145",0,0,1,0,0,0,0
"146",0,0,1,0,0,0,0
"147",0,0,1,0,0,0,0
"148",2,0,2,0,0,0,0
"149",1,0,1,0,0,0,0
"150",2,0,1,0,0,0,0
"151",0,0,1,0,0,0,0
"152",1,0,1,0,0,0,0
"153",0,0,1,0,0,0,0
"154",0,0,1,0,0,0,0
"155",1,0,1,0,0,0,0
"156",1,0,1,0,0,0,0
"157",0,0,1,0,0,0,0
"158",0,0,2,0,0,0,0
"159",0,0,1,0,0,0,0
"160",0,0,1,0,0,0,0
"161",0,0,1,0,0,0,0
"162",0,0,1,0,0,0,0
"163",5,0,2,0,0,0,0
"164",1,0,0,0,0,0,0
"165",3,0,2,0,0,0,0
"166",0,0,1,0,0,0,0
"167",2,0,1,0,0,0,0
"168",0,0,1,0,0,0,0
"169",1,0,3,0,0,0,0
"170",1,0,1,0,0,0,0
"171",1,0,0,0,0,0,0
"172",1,0,2,0,0,0,0
"173",0,0,0,0,0,0,0
"174",0,0,0,0,0,0,0
"175",0,0,1,0,0,0,0
"176",0,0,1,0,0,0,0
"177",2,0,1,0,0,0,0
"178",0,0,1,0,0,0,0
"179",0,0,1,0,0,0,0
"180",0,0,1,0,0,0,0
"181",0,0,1,0,0,0,0
"182",0,0,1,0,0,0,0
"183",1,0,1,0,0,0,0
"184",0,0,1,0,0,0,0
"185",0,0,1,0,0,0,0
"186",0,0,1,0,0,0,0
"187",0,0,1,0,0,0,0
"188",0,0,1,0,0,0,0
"189",2,0,1,0,0,0,0
"190",1,0,1,0,0,0,0
"191",4,0,6,0,0,0,0
"192",0,0,1,0,0,0,0
"193",0,0,1,0,0,0,0
"194",1,0,1,0,0,0,0
"195",0,0,2,0,0,0,0
"196",0,0,1,0,0,0,0
"197",1,0,1,0,0,0,0
"198",1,0,2,0,0,0,0
"199",0,0,1,0,0,0,0
"200",0,0,1,0,0,0,0
"201",1,0,1,0,0,0,0
"202",0,0,2,0,0,0,0
"203",0,0,1,0,0,0,0
"204",1,0,2,0,0,0,0
"205",1,0,1,0,0,0,0
"206",1,0,2,0,0,0,0
"207",0,0,1,0,0,0,0
"208",1,0,1,0,0,0,0
"209",2,0,2,0,0,0,0
"210",0,0,0,0,0,0,0
"211",0,0,1,0,0,0,0
"212",0,0,1,0,0,0,0
"213",0,0,1,0,0,0,0
"214",0,0,3,0,0,0,0
"215",0,0,2,0,0,0,0
"216",1,0,1,0,0,0,0
"217",0,0,1,0,0,0,0
"218",0,0,0,0,0,0,0
"219",0,0,1,0,0,0,0
"220",0,0,1,0,0,0,0
"221",0,0,1,0,0,0,0
"222",0,0,1,0,0,0,0
"223",0,0,1,0,0,0,0
"224",0,0,1,0,0,0,0
"225",0,0,1,0,0,0,0
"226",0,0,1,0,0,0,0
"227",0,0,2,0,0,0,0
"228",0,0,1,0,0,0,0
"229",0,0,1,0,0,0,0
"230",0,0,1,0,0,0,0
"231",0,0,0,0,0,0,0
"232",0,0,1,0,0,0,0
"233",0,0,1,0,0,0,0
"234",0,0,1,0,0,0,0
"235",0,0,0,0,0,0,0
"236",0,0,1,0,0,0,0
"237",1,0,1,0,0,0,0
"238",2,0,2,0,0,0,0
"239",1,0,1,0,0,0,0
"240",0,0,1,0,0,0,0
"241",0,0,1,0,0,0,0
"242",1,0,1,0,0,0,0
"243",0,0,1,0,0,0,0
"244",0,0,1,0,0,0,0
"245",0,0,2,0,0,0,0
"246",1,0,2,0,0,0,0
"247",2,0,3,0,0,0,0
"248",1,0,1,0,0,0,0
"249",0,0,1,0,0,0,0
"250",0,0,1,0,0,0,0
"251",0,0,1,0,0,0,0
"252",2,0,2,0,0,0,0
"253",0,0,1,0,0,0,0
"254",3,0,2,0,0,0,0
"255",0,0,1,0,0,0,0
"256",1,0,1,0,0,0,0
"257",0,0,1,0,0,0,0
"258",0,0,1,0,0,0,0
"259",1,0,3,0,0,0,0
"260",0,0,1,0,0,0,0
"261",0,0,1,0,0,0,0
"262",0,0,1,0,0,0,0
"263",0,0,1,0,0,0,0
"264",1,0,1,0,0,0,0
"265",0,0,0,0,0,0,0
"266",0,0,2,0,0,0,0
"267",3,0,1,0,0,0,0
"268",1,0,1,0,0,0,0
"269",0,0,1,0,0,0,0
"270",0,0,2,0,0,0,0
"271",0,0,0,0,0,0,0
"272",0,0,0,0,0,0,0
"273",0,0,1,0,0,0,0
"274",0,0,1,0,0,0,0
"275",0,0,1,0,0,0,0
"276",0,0,1,0,0,0,0
"277",1,0,1,0,0,0,0
"278",0,0,1,0,0,0,0
"279",0,0,0,0,0,0,0
"280",1,0,1,0,0,0,0
"281",1,0,1,0,0,0,0
"282",1,0,0,0,0,0,0
"283",1,0,2,0,0,0,0
"284",1,0,1,0,0,0,0
"285",2,0,2,0,0,0,0
"286",2,0,0,0,0,0,0
"287",0,0,0,0,0,0,0
"288",1,0,1,0,0,0,0
"289",0,0,1,0,0,0,0
"290",0,0,2,0,0,0,0
"291",2,0,0,0,0,0,0
"292",0,0,1,0,0,0,0
"293",0,0,1,0,0,0,0
