"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",79.9202127659574,0,61.7924528301887,0,0,0,0
"2",82.4468085106383,0,67.9245283018868,0,0,0,0
"3",76.9946808510638,0,62.5,0,0,0,0
"4",78.5904255319149,0,62.7358490566038,0,0,0,0
"5",73.2712765957447,0,60.8490566037736,0,0,0,0
"6",80.718085106383,36.8589743589744,63.4433962264151,24.5202558635394,24.7603833865815,25,13.4048257372654
"7",78.4574468085106,0,64.3867924528302,0,0,0,0
"8",73.4042553191489,0,57.311320754717,0,0,0,0
"9",77.1276595744681,0,61.5566037735849,0,0,0,0
"10",78.1914893617021,0,63.9150943396226,0,0,0,0
"11",0,0,0.117924528301887,0,0,0,0
"12",0,0,0.117924528301887,0,0,0,0
"13",79.1223404255319,0,59.5518867924528,0,0,0,0
"14",76.3297872340426,0,57.311320754717,0,0,0,0
"15",79.1223404255319,0,62.0283018867924,0,0,0,0
"16",74.6010638297872,0,59.6698113207547,0,0,0,0
"17",72.7393617021277,43.2692307692308,58.2547169811321,22.3880597014925,13.5782747603834,13.6363636363636,5.36193029490617
"18",0,0,0.117924528301887,0,0,0,0
"19",0,0,0.117924528301887,0,0,0,0
"20",76.9946808510638,0,61.0849056603774,0,0,0,0
"21",0,0,0.117924528301887,0,0,0,0
"22",0,0,0.117924528301887,0,0,0,0
"23",0,0,0.235849056603774,0,0,0,0
"24",72.7393617021277,0,58.6084905660377,0,0,0,0
"25",76.5957446808511,0,62.2641509433962,0,0,0,0
"26",75,0,58.7264150943396,0,0,2.27272727272727,0
"27",73.2712765957447,0,57.5471698113208,0,0,0,0
"28",72.4734042553192,0,56.4858490566038,0,0,0,0
"29",79.5212765957447,0,62.1462264150943,0,0,0,0
"30",77.2606382978723,1.6025641025641,61.6745283018868,0,0,0,1.34048257372654
"31",74.8670212765958,0,61.438679245283,0,0,0,0
"32",77.5265957446808,0,58.0188679245283,0,0,0,0
"33",0,0,0.117924528301887,0,0,0,0
"34",77.6595744680851,0,65.5660377358491,0,0,0,0
"35",75.6648936170213,0,67.4528301886792,0,0,0,0
"36",76.9946808510638,0,63.6792452830189,0,0,0,0
"37",0.132978723404255,0,0.35377358490566,0,0,0,0
"38",78.1914893617021,0,62.8537735849057,0,0,0,0
"39",76.1968085106383,0,64.0330188679245,0,0,0,0
"40",78.1914893617021,0,60.4952830188679,0,0,0,0
"41",75.531914893617,0,56.4858490566038,0,0,0,0
"42",79.5212765957447,0,65.4481132075472,0,0,0,0
"43",75.531914893617,0,62.0283018867924,0,0,0,0
"44",76.3297872340426,0,63.3254716981132,0,0,0,0
"45",76.3297872340426,0,60.9669811320755,0,0,0,0
"46",0,0,0.117924528301887,0,0,0,0
"47",70.3457446808511,0,59.4339622641509,0,0,0,0
"48",0.132978723404255,0,0,0,0,0,0
"49",0.132978723404255,0,0.117924528301887,0,0,0,0
"50",0,0,0.117924528301887,0,0,0,0
"51",74.8670212765958,0,61.438679245283,0,0,0,0
"52",72.8723404255319,0,59.6698113207547,1.06609808102345,0.798722044728434,0,0
"53",75.6648936170213,0,59.1981132075472,0,0,0,0
"54",0.132978723404255,0,0.117924528301887,0,0,0,0
"55",73.8031914893617,0,61.7924528301887,0,0,0,0
"56",71.9414893617021,0,61.5566037735849,0,0,0,0
"57",0,0,0.117924528301887,0,0,0,0
"58",74.0691489361702,0,59.7877358490566,0,0,0,0
"59",78.4574468085106,0,65.6839622641509,0,0,0,0
"60",76.063829787234,0,60.2594339622642,0,0,0,0
"61",0,0,0.117924528301887,0,0,0,0
"62",81.781914893617,0,66.7452830188679,0,0,0,0
"63",0.132978723404255,0,0.117924528301887,0,0,0,0
"64",0,0,0.117924528301887,0,0,0,0
"65",77.6595744680851,0,64.0330188679245,0,0,0,0
"66",73.2712765957447,0,55.6603773584906,0,0,0,0
"67",75,0,57.7830188679245,0,0,0,0
"68",0,0,0.235849056603774,0,0,0,0
"69",75.531914893617,0,58.2547169811321,0,0,0,0
"70",77.6595744680851,0,62.8537735849057,0,0,0,0
"71",75.6648936170213,0,58.8443396226415,0,0,0,0
"72",0,0,0.235849056603774,0,0,0,0
"73",0,0,0.235849056603774,0,0,0,0
"74",76.063829787234,0,60.6132075471698,0,0,0,0
"75",77.3936170212766,0,62.6179245283019,0,0,0,0
"76",74.0691489361702,0,61.9103773584906,0,0,0,0
"77",79.7872340425532,0,62.5,0,0,0,0
"78",79.2553191489362,0,59.7877358490566,0,0,0,0
"79",0,0,0.117924528301887,0,0,0,0
"80",0,0,0.117924528301887,0,0,0,0
"81",76.8617021276596,0,63.6792452830189,0,0,0,0
"82",0,0,0.117924528301887,0,0,0,0
"83",77.9255319148936,0,62.8537735849057,0,0,0,0
"84",0,0,0.117924528301887,0,0,0,0
"85",0.398936170212766,0,0.235849056603774,0,0,0,0
"86",74.0691489361702,1.6025641025641,60.1415094339623,8.52878464818763,0.798722044728434,0,0
"87",0,0,0,0,0,0,0
"88",73.2712765957447,0,57.5471698113208,0,0,0,0
"89",0,0,0.117924528301887,0,0,0,0
"90",0,0,0.117924528301887,0,0,0,0
"91",79.1223404255319,0,64.2688679245283,1.06609808102345,0,0,0
"92",77.9255319148936,0,61.2028301886792,0,0,0,0
"93",74.0691489361702,0,58.372641509434,0,0,0,0
"94",76.9946808510638,0,62.6179245283019,0,0,0,0
"95",78.5904255319149,0,60.0235849056604,0,0,0,0
"96",0.398936170212766,0,0.235849056603774,0,0,0,0
"97",0.132978723404255,0,0.235849056603774,0,0,0,0
"98",0,0,0.117924528301887,0,0,0,0
"99",0.132978723404255,0,0.117924528301887,0,0,0,0
"100",0,0,0.117924528301887,0,0,0,0
"101",72.2074468085106,0,59.5518867924528,0,0,0,0
"102",78.7234042553192,0,65.2122641509434,0,0,0,0
"103",78.4574468085106,0,60.0235849056604,0,0,0,0
"104",0,0,0.117924528301887,0,0,0,0
"105",75.6648936170213,0,62.8537735849057,0,0,0,0
"106",72.7393617021277,0,60.1415094339623,0,0,0,0
"107",70.6117021276596,0,62.6179245283019,0,0,0,0
"108",0,0,0.117924528301887,0,0,0,0
"109",78.0585106382979,0,60.377358490566,0,0,0,0
"110",74.2021276595745,0,58.6084905660377,0,0,0,0
"111",76.9946808510638,0,63.561320754717,0,0,0,0
"112",78.4574468085106,0,61.9103773584906,0,0.798722044728434,0,0
"113",0,0,0.117924528301887,0,0,0,0
"114",0,0,0.117924528301887,0,0,0,0
"115",78.0585106382979,0,61.9103773584906,0,0,0,0
"116",0,0,0.117924528301887,0,0,0,0
"117",75.531914893617,0,61.3207547169811,0,0,0,0
"118",0,0,0.117924528301887,0,0,0,0
"119",0,0,0.117924528301887,0,0,0,0
"120",76.7287234042553,0,61.3207547169811,0,0,0,0
"121",75.3989361702128,0,62.0283018867924,0,0,0,0
"122",0,0,0.235849056603774,0,0,0,0
"123",71.8085106382979,0,63.2075471698113,0,0,0,0
"124",75.7978723404255,0,60.1415094339623,0,0,0,0
"125",0,0,0.117924528301887,0,0,0,0
"126",76.063829787234,0,61.2028301886792,0,0,0,0
"127",76.9946808510638,0,58.2547169811321,0,0,0,0
"128",78.3244680851064,0,62.7358490566038,0,0,0,0
"129",78.4574468085106,0,60.6132075471698,0,0,0,0
"130",0.132978723404255,0,0.235849056603774,0,0,0,0
"131",77.1276595744681,0,59.7877358490566,0,0,0,0
"132",76.4627659574468,0,61.9103773584906,0,0,0,0
"133",0,0,0.235849056603774,0,0,0,0
"134",0,0,0.117924528301887,0,0,0,0
"135",74.468085106383,0,61.438679245283,0,0,0,0
"136",78.5904255319149,0,61.2028301886792,0,0,0,0
"137",78.3244680851064,70.5128205128205,60.1415094339623,43.7100213219616,23.961661341853,15.9090909090909,10.7238605898123
"138",73.6702127659574,0,54.8349056603774,0,0,0,0
"139",78.8563829787234,0,63.0896226415094,0,0,0,0
"140",79.6542553191489,0,65.5660377358491,0,0,0,0
"141",76.3297872340426,0,62.9716981132076,0,0,0,0
"142",0,0,0.117924528301887,0,0,0,0
"143",72.0744680851064,0,53.1839622641509,0,0,0,0
"144",0,0,0.117924528301887,0,0,0,0
"145",75.2659574468085,0,60.8490566037736,0,0,0,0
"146",78.8563829787234,0,60.4952830188679,0,0,0,0
"147",0,0,0.235849056603774,0,0,0,0
"148",78.9893617021277,0,62.1462264150943,0,0,0,0
"149",0,0,0.117924528301887,0,0,0,0
"150",78.4574468085106,0,64.0330188679245,0,0,0,0
"151",77.9255319148936,0,62.8537735849057,0,0,0,0
"152",76.1968085106383,0,58.6084905660377,0,0,0,0
"153",77.2606382978723,0,61.9103773584906,0,0,0,0
"154",0,0,0.117924528301887,0,0,0,0
"155",75.1329787234042,0,58.372641509434,0,0,0,0
"156",78.1914893617021,0,64.9764150943396,0,0,0,0
"157",76.063829787234,0,59.6698113207547,0,0,0,0
"158",0,0,0.117924528301887,0,0,0,0
"159",0.132978723404255,0,0.117924528301887,0,0,0,0
"160",0,0,0.117924528301887,0,0,0,0
"161",69.5478723404255,0,53.0660377358491,0,0,0,0
"162",77.6595744680851,0,59.1981132075472,0,0,0,0
"163",0,0,0.117924528301887,0,0,0,0
"164",76.063829787234,0,59.7877358490566,0,0,0,0
"165",77.7925531914894,0,66.9811320754717,0,0,0,0
"166",75.2659574468085,0,59.4339622641509,0,0,0,0
"167",0,0,0.117924528301887,0,0,0,0
"168",79.7872340425532,0,59.7877358490566,0,0,0,0
"169",72.8723404255319,1.6025641025641,58.4905660377358,0,0,0,0
"170",0,0,0.117924528301887,0,0,0,0
"171",77.7925531914894,0,61.5566037735849,0,0,0,0
"172",0,0,0.35377358490566,0,0,0,0
"173",0,0,0.117924528301887,0,0,0,0
"174",78.3244680851064,0,62.1462264150943,0,0,0,0
"175",0,0,0.117924528301887,0,0,0,0
"176",0,0,0.117924528301887,0,0,0,0
"177",76.9946808510638,0,64.0330188679245,0,0.798722044728434,0,0
"178",76.9946808510638,0,61.6745283018868,0,0,0,0
"179",78.0585106382979,0,60.4952830188679,0,0,0,0
"180",76.5957446808511,0,60.2594339622642,0,0,0,0
"181",0,0,0.117924528301887,0,0,0,0
"182",72.8723404255319,0,55.8962264150943,0,0,0,0
"183",82.8457446808511,54.4871794871795,63.2075471698113,37.3134328358209,24.7603833865815,22.7272727272727,13.4048257372654
"184",80.186170212766,0,63.7971698113208,0,0,0,0
"185",0,0,0.117924528301887,0,0,0,0
"186",74.0691489361702,3.20512820512821,60.4952830188679,1.06609808102345,2.3961661341853,0,0
