"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",109,114,18,7,11
"2",126,105,15,6,12
"3",120,109,19,10,11
"4",134,122,22,7,11
"5",0,1,0,0,0
"6",123,141,23,8,14
"7",116,127,21,11,11
"8",106,108,17,7,9
"9",0,1,0,0,0
"10",104,110,19,6,13
"11",0,1,0,0,0
"12",123,111,17,5,9
"13",124,125,21,8,10
"14",0,1,0,0,0
"15",135,104,18,7,11
"16",113,141,18,9,12
"17",114,107,15,8,9
"18",110,100,26,7,14
"19",119,106,15,8,9
"20",112,118,24,7,10
"21",110,121,17,8,11
"22",130,126,19,9,11
"23",121,132,22,8,13
"24",0,1,0,0,0
"25",0,1,0,0,0
"26",136,145,20,10,9
"27",126,113,17,7,11
"28",128,117,20,4,14
"29",105,85,17,7,10
"30",108,103,18,5,11
"31",128,117,27,7,16
"32",120,129,19,7,14
"33",110,112,20,5,16
"34",121,125,26,7,15
"35",112,111,17,8,13
"36",117,109,24,8,12
"37",129,122,22,8,13
"38",0,1,0,0,0
"39",125,144,19,7,11
"40",126,124,19,10,11
"41",114,123,20,8,11
"42",123,145,18,7,9
"43",98,119,25,6,12
"44",108,111,21,10,14
"45",105,118,20,5,14
"46",129,112,20,9,11
"47",106,110,20,11,10
"48",113,118,19,7,14
"49",110,120,17,7,15
"50",119,125,23,7,8
