"","age1.V","age2_no_comorbid.V","age2_comorbid.V","age3_no_comorbid.V","age3_comorbid.V"
"1",0.122850122850123,0.212314225053079,0.798722044728434,0,2.68096514745308
"2",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"3",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,2.68096514745308
"4",0.122850122850123,0.212314225053079,2.3961661341853,2.27272727272727,1.34048257372654
"5",0,0,0,0,0
"6",0.122850122850123,0.106157112526539,2.3961661341853,2.27272727272727,1.34048257372654
"7",0.122850122850123,0.212314225053079,1.59744408945687,0,2.68096514745308
"8",0.122850122850123,0.106157112526539,0.798722044728434,2.27272727272727,1.34048257372654
"9",0,0,0,0,0
"10",0.245700245700246,0.212314225053079,0.798722044728434,2.27272727272727,2.68096514745308
"11",0,0,0,0,0
"12",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"13",0.122850122850123,0.424628450106157,0.798722044728434,2.27272727272727,1.34048257372654
"14",0,0,0,0,0
"15",0.245700245700246,0.212314225053079,1.59744408945687,0,1.34048257372654
"16",0.245700245700246,0.106157112526539,2.3961661341853,2.27272727272727,1.34048257372654
"17",0.122850122850123,0.318471337579618,1.59744408945687,2.27272727272727,1.34048257372654
"18",0.122850122850123,0.212314225053079,0.798722044728434,0,2.68096514745308
"19",0.122850122850123,0.212314225053079,0.798722044728434,0,1.34048257372654
"20",0.122850122850123,0.318471337579618,0.798722044728434,2.27272727272727,1.34048257372654
"21",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,2.68096514745308
"22",0.245700245700246,0.106157112526539,1.59744408945687,2.27272727272727,2.68096514745308
"23",0.122850122850123,0.106157112526539,0.798722044728434,4.54545454545455,2.68096514745308
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",0.122850122850123,0.106157112526539,1.59744408945687,2.27272727272727,2.68096514745308
"27",0.122850122850123,0.212314225053079,1.59744408945687,2.27272727272727,2.68096514745308
"28",0.245700245700246,0.212314225053079,0.798722044728434,2.27272727272727,2.68096514745308
"29",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"30",0.122850122850123,0.106157112526539,0.798722044728434,2.27272727272727,1.34048257372654
"31",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"32",0.122850122850123,0.106157112526539,0.798722044728434,2.27272727272727,2.68096514745308
"33",0.122850122850123,0.424628450106157,1.59744408945687,2.27272727272727,2.68096514745308
"34",0.122850122850123,0.106157112526539,1.59744408945687,2.27272727272727,2.68096514745308
"35",0.245700245700246,0.106157112526539,0.798722044728434,0,1.34048257372654
"36",0.368550368550369,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"37",0.245700245700246,0.106157112526539,1.59744408945687,2.27272727272727,4.02144772117963
"38",0,0,0,0,0
"39",0.122850122850123,0.212314225053079,0.798722044728434,0,1.34048257372654
"40",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,2.68096514745308
"41",0.122850122850123,0.106157112526539,1.59744408945687,4.54545454545455,1.34048257372654
"42",0.122850122850123,0.318471337579618,0.798722044728434,2.27272727272727,1.34048257372654
"43",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"44",0.122850122850123,0.212314225053079,0.798722044728434,2.27272727272727,1.34048257372654
"45",0.122850122850123,0.106157112526539,0.798722044728434,2.27272727272727,2.68096514745308
"46",0.122850122850123,0.212314225053079,1.59744408945687,2.27272727272727,1.34048257372654
"47",0.122850122850123,0.212314225053079,1.59744408945687,2.27272727272727,1.34048257372654
"48",0.122850122850123,0.212314225053079,1.59744408945687,2.27272727272727,2.68096514745308
"49",0.122850122850123,0.212314225053079,1.59744408945687,2.27272727272727,4.02144772117963
"50",0.245700245700246,0.212314225053079,1.59744408945687,2.27272727272727,1.34048257372654
