"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",51,40,9,4,3
"2",41,29,7,3,4
"3",33,43,7,2,5
"4",37,41,9,3,4
"5",0,0,0,0,0
"6",55,48,6,2,3
"7",40,42,6,2,4
"8",43,44,8,3,3
"9",0,0,0,0,0
"10",40,48,8,3,2
"11",0,0,0,0,0
"12",43,43,7,5,3
"13",49,54,8,3,4
"14",0,0,0,0,0
"15",37,43,8,4,5
"16",49,37,5,5,5
"17",32,50,10,3,4
"18",35,37,7,3,6
"19",43,32,4,2,5
"20",44,43,12,2,7
"21",38,49,6,3,5
"22",37,51,11,3,3
"23",37,41,9,3,4
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",52,48,4,2,6
"27",34,42,9,2,4
"28",44,45,8,2,5
"29",33,47,9,3,4
"30",40,29,3,2,5
"31",44,31,7,4,3
"32",41,47,7,4,2
"33",44,42,3,3,5
"34",40,47,5,4,3
"35",36,39,7,4,8
"36",39,39,7,2,6
"37",37,49,4,3,4
"38",0,0,0,0,0
"39",44,44,5,2,2
"40",39,46,8,4,5
"41",34,43,6,4,4
"42",47,53,8,2,5
"43",48,36,10,1,3
"44",35,40,6,5,5
"45",43,33,5,3,6
"46",40,44,7,3,8
"47",39,46,6,2,3
"48",53,41,6,5,8
"49",43,54,9,3,8
"50",37,31,6,3,6
