"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",50,82,29,6,38
"2",52,69,26,9,32
"3",52,63,36,7,36
"4",57,72,28,4,27
"5",0,0,0,0,0
"6",33,68,34,6,38
"7",43,75,31,6,30
"8",38,54,29,6,33
"9",0,0,0,0,0
"10",56,51,23,8,36
"11",0,0,0,0,0
"12",62,74,29,7,36
"13",47,72,29,11,38
"14",0,0,0,0,0
"15",45,62,26,7,36
"16",46,62,33,7,33
"17",47,59,31,8,30
"18",47,58,26,3,36
"19",46,72,29,7,38
"20",60,67,22,4,34
"21",32,73,27,7,42
"22",62,50,32,10,40
"23",38,64,15,11,38
"24",0,0,0,0,0
"25",0,0,0,0,0
"26",54,60,29,8,30
"27",47,65,28,8,31
"28",42,59,34,10,38
"29",39,67,27,2,34
"30",53,61,25,9,34
"31",47,68,36,8,38
"32",44,54,24,4,36
"33",43,66,34,7,35
"34",46,53,31,7,32
"35",45,64,33,2,36
"36",55,61,25,12,33
"37",59,69,37,4,30
"38",0,0,0,0,0
"39",45,64,29,7,41
"40",47,62,22,14,33
"41",47,67,28,6,36
"42",49,66,30,9,38
"43",52,86,25,13,34
"44",51,61,29,10,37
"45",45,67,38,16,36
"46",49,77,25,9,37
"47",49,61,38,7,39
"48",40,61,31,7,35
"49",61,61,27,9,31
"50",53,66,26,7,27
