"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",17.9521276595745,16.025641025641,14.8584905660377,13.8592750533049,11.1821086261981,13.6363636363636,10.7238605898123
"2",20.3457446808511,17.6282051282051,17.688679245283,13.8592750533049,11.1821086261981,11.3636363636364,12.0643431635389
"3",19.0159574468085,17.6282051282051,14.2688679245283,12.7931769722815,11.9808306709265,13.6363636363636,13.4048257372654
"4",20.0797872340426,19.2307692307692,13.3254716981132,11.727078891258,11.9808306709265,11.3636363636364,10.7238605898123
"5",18.0851063829787,14.4230769230769,16.3915094339623,10.6609808102345,11.9808306709265,13.6363636363636,9.38337801608579
"6",18.4840425531915,14.4230769230769,14.7405660377358,13.8592750533049,15.1757188498403,11.3636363636364,14.745308310992
"7",19.281914893617,22.4358974358974,15.5660377358491,12.7931769722815,15.1757188498403,13.6363636363636,14.745308310992
"8",0,0,0.117924528301887,0,0,0,0
"9",19.5478723404255,0,16.9811320754717,0,0.798722044728434,0,0
"10",16.3563829787234,0,14.0330188679245,0,0,0,0
"11",0,0,0.117924528301887,0,0,0,0
"12",16.6223404255319,17.6282051282051,15.0943396226415,15.9914712153518,12.779552715655,11.3636363636364,9.38337801608579
"13",19.5478723404255,12.8205128205128,15.2122641509434,13.8592750533049,15.1757188498403,11.3636363636364,10.7238605898123
"14",17.686170212766,20.8333333333333,16.627358490566,15.9914712153518,15.1757188498403,13.6363636363636,13.4048257372654
"15",18.0851063829787,20.8333333333333,16.0377358490566,13.8592750533049,19.1693290734824,18.1818181818182,22.7882037533512
"16",20.6117021276596,20.8333333333333,16.9811320754717,14.9253731343284,11.9808306709265,13.6363636363636,12.0643431635389
"17",22.0744680851064,19.2307692307692,15.5660377358491,19.1897654584222,12.779552715655,20.4545454545455,12.0643431635389
"18",0,0,0.117924528301887,0,0,0,0
"19",20.8776595744681,24.0384615384615,17.3349056603774,14.9253731343284,11.9808306709265,18.1818181818182,14.745308310992
"20",18.3510638297872,19.2307692307692,17.2169811320755,12.7931769722815,13.5782747603834,11.3636363636364,9.38337801608579
"21",19.6808510638298,19.2307692307692,15.3301886792453,19.1897654584222,9.58466453674121,11.3636363636364,12.0643431635389
"22",20.3457446808511,25.6410256410256,16.8632075471698,15.9914712153518,13.5782747603834,20.4545454545455,17.426273458445
"23",19.4148936170213,14.4230769230769,17.688679245283,14.9253731343284,9.58466453674121,13.6363636363636,12.0643431635389
"24",19.5478723404255,12.8205128205128,13.2075471698113,19.1897654584222,11.1821086261981,13.6363636363636,13.4048257372654
"25",18.3510638297872,20.8333333333333,15.0943396226415,19.1897654584222,16.7731629392971,15.9090909090909,13.4048257372654
"26",19.1489361702128,17.6282051282051,18.75,14.9253731343284,16.7731629392971,15.9090909090909,9.38337801608579
"27",19.813829787234,14.4230769230769,17.3349056603774,20.2558635394456,20.7667731629393,13.6363636363636,14.745308310992
"28",18.6170212765957,16.025641025641,18.3962264150943,13.8592750533049,13.5782747603834,13.6363636363636,13.4048257372654
"29",21.5425531914894,16.025641025641,18.6320754716981,10.6609808102345,13.5782747603834,13.6363636363636,12.0643431635389
"30",18.75,17.6282051282051,14.8584905660377,19.1897654584222,14.3769968051118,18.1818181818182,12.0643431635389
"31",16.2234042553191,12.8205128205128,14.5047169811321,12.7931769722815,8.78594249201278,9.09090909090909,12.0643431635389
"32",16.4893617021277,20.8333333333333,14.8584905660377,18.1236673773987,13.5782747603834,18.1818181818182,16.0857908847185
"33",19.6808510638298,16.025641025641,14.3867924528302,15.9914712153518,18.370607028754,15.9090909090909,16.0857908847185
"34",20.3457446808511,0,17.688679245283,0,0,0,0
"35",16.2234042553191,25.6410256410256,14.7405660377358,18.1236673773987,15.1757188498403,15.9090909090909,13.4048257372654
"36",18.6170212765957,17.6282051282051,17.3349056603774,15.9914712153518,18.370607028754,13.6363636363636,10.7238605898123
"37",18.8829787234043,22.4358974358974,15.5660377358491,21.3219616204691,16.7731629392971,15.9090909090909,18.7667560321716
"38",19.1489361702128,27.2435897435897,15.5660377358491,14.9253731343284,15.1757188498403,13.6363636363636,14.745308310992
"39",17.0212765957447,14.4230769230769,16.2735849056604,15.9914712153518,13.5782747603834,13.6363636363636,6.70241286863271
"40",18.0851063829787,24.0384615384615,16.7452830188679,13.8592750533049,14.3769968051118,18.1818181818182,17.426273458445
"41",20.8776595744681,0,14.622641509434,0,0,0,1.34048257372654
"42",17.1542553191489,14.4230769230769,14.5047169811321,13.8592750533049,11.1821086261981,13.6363636363636,13.4048257372654
"43",0,0,0.117924528301887,0,0,0,0
"44",18.218085106383,17.6282051282051,15.2122641509434,10.6609808102345,11.9808306709265,13.6363636363636,14.745308310992
"45",20.4787234042553,20.8333333333333,15.8018867924528,13.8592750533049,9.58466453674121,18.1818181818182,17.426273458445
