"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",1,1,1,0,0
"2",0,2,0,0,0
"3",25,28,4,2,4
"4",2,2,1,0,0
"5",1,1,0,0,0
"6",0,1,0,0,0
"7",23,23,5,4,4
"8",22,24,3,3,4
"9",0,1,0,0,0
"10",25,20,5,3,3
"11",20,21,7,1,3
"12",1,1,0,0,0
"13",0,1,0,0,0
"14",0,1,0,0,0
"15",26,22,5,2,3
"16",26,18,6,3,4
"17",21,20,4,3,3
"18",0,1,0,0,0
"19",0,1,0,0,0
"20",0,1,0,0,0
"21",0,1,0,0,0
"22",2,1,0,0,0
"23",21,15,6,2,4
"24",0,1,0,0,0
"25",0,1,0,0,0
"26",29,28,6,3,4
"27",29,23,5,3,3
"28",0,1,0,0,0
"29",23,15,4,2,3
"30",22,25,6,3,4
"31",0,1,0,0,0
"32",22,23,4,3,2
"33",0,1,0,0,0
"34",0,1,0,0,0
"35",1,1,1,0,0
"36",0,1,0,0,0
"37",22,15,6,3,2
"38",27,22,6,3,3
"39",0,1,0,0,0
"40",2,1,0,0,0
"41",25,22,5,2,4
"42",3,1,0,0,0
"43",34,21,6,2,3
"44",19,17,6,2,3
"45",24,19,5,2,2
"46",1,1,0,0,0
"47",1,1,0,0,0
"48",19,19,4,2,3
"49",0,1,0,0,0
"50",26,17,5,2,2
"51",0,1,0,0,0
"52",0,1,0,0,0
"53",19,21,5,2,3
"54",19,23,6,2,3
"55",0,1,0,0,0
"56",0,1,0,0,0
"57",29,18,5,2,3
"58",1,1,0,0,0
"59",0,1,0,0,0
"60",1,1,0,0,0
"61",0,1,0,0,0
"62",2,1,1,0,1
"63",1,1,0,0,0
"64",22,21,6,2,3
"65",1,2,1,0,0
"66",1,2,1,0,1
"67",0,1,0,0,0
"68",23,22,5,4,3
"69",25,25,4,2,3
"70",0,1,0,0,0
"71",26,23,6,2,5
"72",24,23,5,2,5
"73",24,19,8,2,3
"74",28,26,5,4,3
"75",0,1,0,0,0
"76",24,20,3,2,2
"77",0,1,0,0,0
"78",24,21,5,3,3
"79",1,2,0,0,0
"80",27,26,6,2,4
"81",0,1,0,0,0
"82",26,25,6,3,4
"83",1,1,1,0,0
"84",0,1,0,0,0
"85",21,17,4,3,3
"86",0,1,0,0,0
"87",0,1,0,0,0
"88",0,1,0,0,0
"89",0,1,0,0,0
"90",30,23,8,2,4
"91",0,1,1,0,1
"92",0,2,0,0,1
"93",31,25,4,3,3
"94",0,1,0,0,0
"95",18,19,7,1,3
"96",30,40,6,2,3
"97",0,1,0,0,0
"98",17,15,5,2,3
"99",1,1,0,0,0
"100",21,21,5,2,3
"101",34,26,5,2,4
"102",27,25,4,3,3
"103",17,14,3,2,2
"104",0,1,0,0,0
"105",1,1,1,0,0
"106",1,1,1,0,0
"107",1,1,0,0,0
"108",0,1,0,0,0
"109",20,14,4,2,3
"110",0,1,0,0,0
"111",0,1,0,0,0
"112",1,2,0,0,0
"113",0,1,0,0,0
"114",29,24,6,3,7
"115",13,11,4,1,2
"116",24,18,5,3,3
"117",0,1,0,0,0
"118",0,1,0,0,0
"119",0,1,0,0,0
"120",0,1,0,0,0
"121",32,30,7,2,3
"122",27,23,5,3,3
"123",20,17,6,1,2
"124",18,17,4,2,3
"125",0,1,0,0,0
"126",1,1,0,0,0
"127",1,2,1,0,0
"128",0,1,0,0,0
"129",22,19,5,1,3
"130",0,1,0,0,0
"131",0,1,0,0,0
"132",0,1,0,0,0
"133",19,16,4,3,3
"134",1,1,0,0,0
"135",27,21,8,2,4
"136",0,1,0,0,0
"137",20,21,5,3,4
"138",0,1,0,0,0
"139",2,1,0,0,0
"140",3,2,1,0,0
"141",26,25,6,2,3
"142",24,18,5,3,3
"143",0,1,0,0,0
"144",18,22,5,2,2
"145",0,1,0,0,0
"146",21,21,6,3,4
"147",0,1,0,0,0
"148",2,1,1,0,0
"149",24,16,5,2,3
"150",1,1,0,0,0
"151",27,17,4,3,3
"152",0,1,0,0,0
"153",24,19,4,2,3
"154",0,1,0,0,0
"155",21,17,4,2,4
"156",34,27,6,5,5
"157",1,2,0,0,0
"158",21,20,4,3,2
"159",0,1,0,0,0
"160",0,1,0,0,0
"161",25,20,4,2,4
"162",19,17,5,2,5
"163",21,18,6,1,2
"164",0,1,0,0,0
"165",17,20,4,1,3
"166",2,2,0,0,0
"167",35,33,5,4,6
"168",22,15,5,2,3
"169",22,20,4,3,3
"170",23,26,8,3,3
"171",30,31,7,2,4
"172",29,30,6,2,5
"173",0,2,0,0,0
"174",30,27,6,2,3
"175",38,29,10,3,4
"176",27,22,7,2,2
"177",1,1,1,1,0
"178",0,1,0,0,0
"179",0,1,0,0,0
"180",0,1,0,0,0
"181",1,1,0,0,0
"182",0,1,0,0,0
"183",29,25,7,2,4
"184",0,1,0,0,0
"185",25,23,6,3,3
"186",18,17,4,2,4
"187",1,1,1,0,0
"188",23,25,6,3,3
"189",0,1,0,0,0
"190",1,1,0,0,0
"191",0,1,0,0,0
"192",0,1,0,0,0
"193",1,2,0,0,0
"194",0,1,0,0,0
"195",0,1,0,0,0
"196",0,1,0,0,0
"197",0,1,0,0,0
"198",24,19,5,2,4
"199",0,1,0,0,1
"200",0,1,0,0,0
"201",30,22,6,2,3
"202",31,24,4,2,3
"203",0,1,0,0,0
"204",0,1,0,0,0
"205",2,1,0,0,0
"206",29,20,4,3,2
"207",1,1,0,0,0
"208",26,26,5,2,3
"209",20,18,4,2,3
"210",0,1,0,0,0
"211",0,1,0,0,0
"212",18,23,4,3,2
"213",23,25,9,3,4
"214",1,1,0,0,0
"215",1,1,0,0,0
"216",0,1,0,0,0
"217",0,1,0,0,0
"218",0,1,0,0,0
"219",1,1,1,0,0
"220",0,1,0,0,0
"221",0,1,0,0,0
"222",0,1,0,0,0
"223",0,1,0,0,0
"224",0,1,0,0,0
"225",0,1,0,0,0
"226",1,1,0,0,0
"227",22,23,6,3,2
"228",0,1,0,0,0
"229",0,1,0,0,0
"230",22,20,5,2,3
"231",28,23,9,2,3
"232",0,1,0,0,0
"233",35,27,8,3,4
"234",0,1,0,0,0
"235",30,26,5,3,4
"236",0,1,0,0,0
"237",14,15,3,2,3
"238",31,18,5,2,3
"239",23,21,7,2,2
"240",28,20,5,3,5
"241",21,19,4,2,3
"242",0,1,0,0,0
"243",0,1,0,0,0
"244",30,20,5,2,5
"245",25,19,4,3,3
"246",0,1,0,0,0
"247",0,1,0,0,0
"248",1,1,0,0,0
"249",0,1,1,0,0
"250",0,1,0,0,0
"251",20,22,3,3,3
"252",32,28,6,2,3
"253",0,2,0,0,0
"254",0,1,0,0,0
"255",26,20,4,2,2
"256",29,22,7,3,4
"257",30,27,6,3,4
"258",1,1,0,0,0
"259",0,1,0,0,0
"260",32,22,5,2,3
"261",0,1,0,0,0
"262",21,16,6,3,2
"263",0,1,0,0,0
"264",1,1,0,0,0
"265",32,33,6,2,3
"266",0,1,0,0,0
