"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",1,2,0,0,0
"2",82,98,14,3,10
"3",0,1,0,0,0
"4",86,92,15,4,7
"5",0,0,0,0,0
"6",0,1,0,0,0
"7",95,86,14,4,8
"8",0,1,0,0,0
"9",80,86,13,3,9
"10",88,87,14,6,7
"11",0,1,0,0,0
"12",91,90,17,5,8
"13",94,106,20,5,8
"14",76,85,17,6,8
"15",74,81,15,5,10
"16",0,0,0,0,0
"17",83,86,14,6,11
"18",101,92,19,6,10
"19",76,70,12,5,11
"20",90,95,13,9,9
"21",1,1,0,0,0
"22",80,93,16,8,7
"23",78,79,17,5,8
"24",81,92,18,8,7
"25",94,91,13,6,9
"26",93,81,15,7,15
"27",95,79,17,4,9
"28",101,89,13,4,11
"29",88,84,14,4,9
"30",77,89,14,7,8
"31",84,79,14,5,9
"32",0,0,0,0,0
"33",0,0,0,0,0
"34",106,88,13,5,9
"35",81,90,15,5,8
"36",92,90,13,6,10
"37",97,76,15,7,8
"38",84,94,15,9,9
"39",0,2,0,0,0
"40",0,0,0,0,0
"41",86,97,14,8,10
"42",0,1,0,0,0
"43",0,1,0,0,0
"44",80,96,16,7,11
"45",83,102,14,6,8
"46",96,95,11,10,8
"47",86,91,12,6,11
"48",79,91,12,5,8
"49",95,111,20,4,12
"50",85,104,13,5,9
"51",0,1,0,0,0
"52",83,87,16,5,10
"53",84,77,13,5,9
"54",79,91,13,5,8
"55",81,87,13,6,10
"56",0,1,0,0,0
"57",72,80,14,4,10
"58",82,96,14,9,7
"59",96,86,18,8,10
"60",77,97,18,6,11
"61",78,90,11,7,7
"62",91,88,15,8,7
"63",87,88,13,5,7
"64",83,94,11,7,11
"65",93,101,16,5,10
"66",0,0,0,0,0
"67",86,84,18,6,8
"68",102,96,16,6,6
"69",85,101,17,6,9
"70",0,1,0,0,0
"71",0,0,0,0,0
"72",87,105,18,7,9
"73",82,88,14,5,14
"74",87,87,11,5,10
"75",93,97,12,6,10
"76",86,78,12,7,8
"77",87,85,14,4,8
"78",70,83,14,7,8
"79",94,104,16,7,11
"80",91,90,14,7,6
"81",80,91,14,9,8
"82",82,93,14,5,8
"83",85,88,15,5,11
"84",76,86,15,7,8
"85",94,99,17,7,12
"86",0,1,0,0,0
"87",91,81,17,6,6
"88",0,1,0,0,0
"89",0,1,0,0,0
"90",81,77,16,8,9
"91",80,88,15,6,9
"92",85,92,15,5,11
"93",98,83,18,5,7
"94",80,91,13,7,7
"95",84,92,15,4,9
"96",88,76,12,8,9
"97",74,91,13,7,14
"98",82,97,15,7,11
"99",77,82,12,5,9
"100",87,94,17,5,9
"101",96,85,15,7,10
"102",0,0,0,0,0
"103",100,117,12,6,7
"104",83,81,14,8,9
"105",73,77,12,5,9
"106",0,0,0,0,0
"107",91,86,17,7,10
"108",0,1,0,0,0
"109",0,1,0,0,0
"110",72,84,12,6,8
"111",76,92,14,8,13
"112",86,86,14,5,9
"113",88,86,11,5,7
"114",79,92,13,4,7
"115",0,1,0,0,0
"116",83,96,12,6,9
"117",65,88,13,6,13
"118",76,72,15,8,7
"119",102,96,23,7,9
"120",87,99,13,5,11
"121",75,86,17,5,11
"122",89,95,16,7,13
"123",95,95,16,9,10
"124",85,84,14,6,7
"125",0,1,0,0,0
"126",90,88,12,7,7
"127",0,2,0,0,0
"128",96,93,13,8,6
"129",83,97,16,5,9
"130",97,76,23,5,9
"131",81,95,15,5,11
"132",81,78,14,6,10
"133",1,1,0,0,0
"134",0,1,0,0,0
"135",87,83,15,3,9
"136",85,84,10,7,8
"137",92,88,15,4,8
"138",80,81,15,8,7
"139",80,87,15,6,7
"140",87,78,14,5,10
"141",83,109,12,5,7
"142",84,102,18,5,11
"143",90,86,14,7,7
"144",92,97,12,5,8
"145",82,77,19,5,10
"146",76,85,17,7,13
"147",72,82,11,4,7
"148",0,1,0,0,0
"149",86,80,14,6,10
"150",87,87,17,11,14
"151",84,97,18,5,11
"152",1,0,0,0,0
"153",96,82,17,7,9
"154",81,78,11,8,9
"155",85,87,16,5,8
"156",0,1,0,0,0
"157",89,82,10,4,8
"158",0,1,0,0,0
"159",92,101,14,6,10
"160",0,1,1,0,0
"161",91,90,15,5,7
"162",91,100,13,7,9
"163",0,1,0,0,0
"164",110,99,16,6,10
"165",100,89,17,9,6
"166",89,102,19,7,10
"167",80,81,17,5,7
"168",77,83,16,6,9
"169",87,94,13,6,8
"170",84,82,15,6,10
"171",0,1,0,0,0
"172",0,1,0,0,0
"173",96,92,17,7,8
"174",86,87,14,6,10
"175",81,75,16,5,9
"176",0,0,0,0,0
"177",80,79,14,4,8
"178",88,80,14,6,11
"179",0,1,0,0,0
"180",87,96,12,7,12
"181",84,80,18,9,9
"182",0,1,0,0,0
"183",0,1,0,0,0
"184",91,95,15,7,7
"185",86,87,10,9,6
"186",0,0,0,0,0
"187",0,2,0,0,0
"188",72,68,16,6,8
"189",88,86,10,6,9
"190",2,1,0,0,0
"191",96,90,15,9,12
"192",92,97,18,10,8
"193",71,97,16,4,7
"194",0,1,0,0,0
"195",75,79,14,6,10
"196",78,83,13,7,12
"197",74,83,16,8,8
"198",103,94,18,5,9
"199",0,1,1,0,0
"200",81,87,16,9,11
"201",89,80,12,4,8
