"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",5.77395577395577,4.35244161358811,11.9808306709265,6.81818181818182,8.04289544235925
"2",4.66830466830467,4.98938428874735,4.79233226837061,6.81818181818182,8.04289544235925
"3",0,0,0,0,0
"4",5.40540540540541,4.88322717622081,6.38977635782748,4.54545454545455,8.04289544235925
"5",5.65110565110565,5.62632696390658,9.58466453674121,6.81818181818182,5.36193029490617
"6",5.8968058968059,5.62632696390658,7.18849840255591,9.09090909090909,1.34048257372654
"7",5.03685503685504,3.60934182590234,6.38977635782748,9.09090909090909,9.38337801608579
"8",6.26535626535627,4.67091295116773,5.59105431309904,4.54545454545455,2.68096514745308
"9",6.51105651105651,5.09554140127389,3.99361022364217,6.81818181818182,4.02144772117963
"10",4.79115479115479,5.62632696390658,5.59105431309904,6.81818181818182,6.70241286863271
"11",5.77395577395577,5.4140127388535,5.59105431309904,4.54545454545455,5.36193029490617
"12",5.40540540540541,5.9447983014862,5.59105431309904,13.6363636363636,4.02144772117963
"13",5.65110565110565,4.56475583864119,4.79233226837061,13.6363636363636,9.38337801608579
"14",5.65110565110565,5.4140127388535,3.19488817891374,9.09090909090909,4.02144772117963
"15",5.52825552825553,4.88322717622081,11.1821086261981,4.54545454545455,4.02144772117963
"16",6.38820638820639,4.35244161358811,4.79233226837061,6.81818181818182,5.36193029490617
"17",5.40540540540541,5.62632696390658,7.98722044728434,6.81818181818182,4.02144772117963
"18",7.002457002457,4.88322717622081,6.38977635782748,4.54545454545455,5.36193029490617
"19",0,0,0,0,0
"20",5.8968058968059,4.56475583864119,8.78594249201278,6.81818181818182,6.70241286863271
"21",6.87960687960688,4.88322717622081,9.58466453674121,15.9090909090909,5.36193029490617
"22",3.68550368550369,4.45859872611465,7.98722044728434,4.54545454545455,6.70241286863271
"23",5.40540540540541,4.67091295116773,7.98722044728434,9.09090909090909,10.7238605898123
"24",4.66830466830467,4.77707006369427,5.59105431309904,9.09090909090909,6.70241286863271
"25",6.01965601965602,7.00636942675159,7.18849840255591,6.81818181818182,9.38337801608579
"26",5.8968058968059,5.62632696390658,6.38977635782748,6.81818181818182,2.68096514745308
"27",5.15970515970516,5.83864118895966,7.18849840255591,9.09090909090909,4.02144772117963
"28",6.51105651105651,4.45859872611465,5.59105431309904,4.54545454545455,4.02144772117963
"29",6.51105651105651,5.52016985138004,3.99361022364217,6.81818181818182,4.02144772117963
"30",4.79115479115479,3.92781316348195,5.59105431309904,11.3636363636364,5.36193029490617
"31",5.15970515970516,5.83864118895966,7.98722044728434,9.09090909090909,5.36193029490617
"32",4.54545454545455,5.73248407643312,9.58466453674121,2.27272727272727,9.38337801608579
"33",5.15970515970516,4.24628450106157,6.38977635782748,11.3636363636364,9.38337801608579
"34",0,0,0,0,0
"35",4.91400491400491,5.9447983014862,5.59105431309904,9.09090909090909,5.36193029490617
"36",0,0,0,0,0
"37",5.52825552825553,4.35244161358811,3.99361022364217,4.54545454545455,5.36193029490617
"38",0,0,0,0,0
"39",4.42260442260442,4.45859872611465,4.79233226837061,2.27272727272727,6.70241286863271
"40",5.8968058968059,4.67091295116773,7.18849840255591,6.81818181818182,5.36193029490617
"41",5.8968058968059,4.56475583864119,6.38977635782748,13.6363636363636,5.36193029490617
"42",4.91400491400491,5.09554140127389,8.78594249201278,11.3636363636364,8.04289544235925
"43",4.66830466830467,5.20169851380042,10.3833865814696,4.54545454545455,8.04289544235925
"44",0,0,0,0,0
"45",6.63390663390663,5.09554140127389,6.38977635782748,6.81818181818182,6.70241286863271
"46",5.15970515970516,5.20169851380042,5.59105431309904,13.6363636363636,6.70241286863271
"47",6.38820638820639,5.09554140127389,7.98722044728434,4.54545454545455,5.36193029490617
"48",5.28255528255528,4.35244161358811,7.98722044728434,9.09090909090909,4.02144772117963
"49",6.14250614250614,5.62632696390658,5.59105431309904,13.6363636363636,10.7238605898123
"50",5.8968058968059,4.24628450106157,6.38977635782748,9.09090909090909,5.36193029490617
"51",7.49385749385749,4.45859872611465,3.99361022364217,6.81818181818182,4.02144772117963
"52",6.75675675675676,4.88322717622081,5.59105431309904,6.81818181818182,5.36193029490617
"53",5.28255528255528,5.52016985138004,6.38977635782748,4.54545454545455,9.38337801608579
"54",0,0,0,0,0
"55",6.14250614250614,5.73248407643312,5.59105431309904,9.09090909090909,5.36193029490617
"56",6.38820638820639,4.35244161358811,7.18849840255591,4.54545454545455,6.70241286863271
"57",6.26535626535627,4.35244161358811,4.79233226837061,4.54545454545455,9.38337801608579
"58",4.54545454545455,5.30785562632696,5.59105431309904,4.54545454545455,5.36193029490617
"59",5.28255528255528,5.20169851380042,7.98722044728434,9.09090909090909,4.02144772117963
"60",6.51105651105651,4.35244161358811,5.59105431309904,9.09090909090909,10.7238605898123
"61",0,0.106157112526539,0,0,0
"62",5.52825552825553,5.4140127388535,4.79233226837061,2.27272727272727,6.70241286863271
"63",5.03685503685504,5.20169851380042,7.18849840255591,4.54545454545455,5.36193029490617
"64",6.01965601965602,4.88322717622081,7.18849840255591,4.54545454545455,8.04289544235925
"65",0,0,0,0,0
"66",6.51105651105651,4.77707006369427,7.98722044728434,6.81818181818182,4.02144772117963
"67",5.52825552825553,4.67091295116773,5.59105431309904,9.09090909090909,5.36193029490617
"68",5.65110565110565,4.56475583864119,6.38977635782748,2.27272727272727,5.36193029490617
"69",6.01965601965602,5.20169851380042,5.59105431309904,9.09090909090909,8.04289544235925
"70",6.14250614250614,4.88322717622081,7.98722044728434,6.81818181818182,6.70241286863271
"71",6.87960687960688,5.30785562632696,4.79233226837061,4.54545454545455,9.38337801608579
"72",7.002457002457,4.67091295116773,4.79233226837061,4.54545454545455,5.36193029490617
"73",4.91400491400491,4.98938428874735,6.38977635782748,4.54545454545455,5.36193029490617
"74",5.15970515970516,4.03397027600849,5.59105431309904,2.27272727272727,2.68096514745308
"75",6.01965601965602,4.35244161358811,4.79233226837061,6.81818181818182,6.70241286863271
"76",0,0,0,0,0
"77",4.79115479115479,4.98938428874735,3.99361022364217,13.6363636363636,6.70241286863271
"78",5.40540540540541,5.52016985138004,7.98722044728434,11.3636363636364,10.7238605898123
"79",0,0,0,0,0
"80",0,0.106157112526539,0,0,0
"81",6.26535626535627,4.56475583864119,5.59105431309904,11.3636363636364,2.68096514745308
"82",5.40540540540541,3.92781316348195,4.79233226837061,11.3636363636364,8.04289544235925
"83",0,0,0,0,0
"84",4.79115479115479,4.77707006369427,7.18849840255591,4.54545454545455,6.70241286863271
"85",5.8968058968059,5.09554140127389,4.79233226837061,6.81818181818182,6.70241286863271
"86",0,0.106157112526539,0,0,0
"87",6.14250614250614,5.4140127388535,9.58466453674121,6.81818181818182,6.70241286863271
"88",5.15970515970516,4.98938428874735,3.19488817891374,6.81818181818182,4.02144772117963
"89",6.26535626535627,4.88322717622081,6.38977635782748,6.81818181818182,6.70241286863271
"90",5.77395577395577,4.24628450106157,5.59105431309904,6.81818181818182,10.7238605898123
"91",5.03685503685504,6.90021231422505,7.18849840255591,6.81818181818182,5.36193029490617
"92",0,0,0,0,0
"93",5.40540540540541,4.24628450106157,7.18849840255591,15.9090909090909,4.02144772117963
"94",4.66830466830467,4.88322717622081,5.59105431309904,9.09090909090909,4.02144772117963
"95",0,0.106157112526539,0,0,0
"96",6.01965601965602,3.92781316348195,6.38977635782748,4.54545454545455,4.02144772117963
"97",6.14250614250614,5.52016985138004,4.79233226837061,2.27272727272727,5.36193029490617
"98",0,0,0,0,0
"99",5.52825552825553,4.14012738853503,6.38977635782748,11.3636363636364,2.68096514745308
"100",5.52825552825553,5.52016985138004,7.98722044728434,9.09090909090909,5.36193029490617
"101",4.54545454545455,4.03397027600849,7.18849840255591,6.81818181818182,6.70241286863271
"102",5.8968058968059,3.92781316348195,7.18849840255591,9.09090909090909,6.70241286863271
"103",0,0,0,0,0
"104",6.26535626535627,5.62632696390658,7.18849840255591,4.54545454545455,6.70241286863271
