"","age1_orange.S","age1_green.S","age2_no_comorbid_orange.S","age2_no_comorbid_green.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1",58.2285889401153,0,71.9058852587909,0,0,0,0
"2",66.5032635011037,80.3214408712402,63.9256873826275,89.7384028182539,88.9088881373863,89.0559078080879,86.9701073340419
"3",53.7782034340981,57.2401585797804,77.1710330407977,83.4140552862612,70.9802136152806,77.9481679337367,61.4767105471647
"4",70.5862404042379,0,86.7402099528954,0,0,0,0
"5",80.1765764973639,66.8634523855343,68.8120680954543,96.3645057011955,87.8680677342182,99.5861294610753,99.5861294610753
"6",44.4431811371523,75.986154962957,67.1360459276929,79.4271352711673,91.2078024135409,84.8268699640286,78.3105017637961
"7",0,0,5.92266009830328,0,0,0,0
"8",44.1070121320995,65.5623978122761,61.008109870985,67.2270042707929,72.8840515442866,63.7621249825071,83.2000534224165
"9",71.6062695981463,78.4334891268045,79.3235701996705,88.3395708509943,95.7384501900935,87.6404854817866,90.0152773219528
"10",62.8505129070144,58.3449934416082,78.6707393011651,77.191063957366,83.9209893245979,68.7744061052051,69.1535859434784
"11",66.7372333744209,65.2200919001024,75.7922061766049,105.625350703114,102.400685244244,79.9269849111886,76.8767284499253
"12",70.7282915943924,67.4795032788113,77.6778903006629,70.9977444833636,81.1137602462276,71.7985349275361,82.446001177588
"13",53.5629242706764,69.6245979138945,57.3851652136783,81.0812664845618,81.081667742146,83.5061545263097,79.2633351819912
"14",50.7777214594648,64.9760136816404,60.8830787633833,71.875923299594,78.6151092973545,81.4482447826617,91.6497131852465
"15",50.4464615153486,69.9039802819748,78.2076694881954,66.6251886895743,66.4550930338227,61.6399586910459,83.9752534436293
"16",55.8123999098089,59.6131069995811,62.0226217042424,73.7189120468938,85.541210507983,71.5494919353515,62.1970683788567
"17",0,0,0,0,0,0,0
"18",15.1168179883357,0,15.7074321698433,0,0,0,0
"19",56.022631716849,85.974978966673,64.9928283933465,99.2232160187386,75.8572449865807,102.032505768315,78.1138179720956
"20",55.196366356783,92.3495748869722,48.8916269044985,144.749623855959,99.8684971482584,104.150573607937,137.539975848504
"21",74.1968883295291,63.0991558473332,99.3633752051298,75.6090018056048,79.6842875200504,72.6440333048142,84.1323505226076
"22",49.0585998872268,84.5512455330642,70.7390117981718,89.9829772280861,92.1434330180545,71.8461054486163,73.1977873121116
"23",12.5819123551616,0,13.4518747909958,0,0,0,0
"24",71.2012035180745,56.4788900533387,62.6532552073807,62.9786114262658,77.273031801431,71.1596470667114,70.5473638213981
"25",64.0256389670108,82.9549438698597,68.4977862971216,98.4661636777335,75.1925028334608,71.4171004063872,82.0245049804046
"26",65.7936468601785,78.8246241216552,95.5171767291349,76.1792117854684,74.8387814654428,79.1413668670913,92.6828370533611
"27",81.8479301522618,136.033149749927,108.405871787332,123.554190858278,136.35120153988,117.812725551073,132.660129643009
"28",63.6387653134739,76.8803305428655,58.5247500202313,90.77259728258,91.8984881006669,102.592371904733,85.7593463325677
"29",74.7829241751546,126.172566563357,64.0254150206499,133.643108662496,141.050427636297,127.110048658421,153.622161791337
"30",0,0,0,0,0,0,0
"31",88.9814027932298,85.7509456583246,113.677164405037,107.772837373512,96.8078493850502,95.5800779336079,94.3281222824532
"32",0,0,0,0,0,0,0
"33",85.0928199186395,89.6210401377932,88.3145479225168,113.798391295372,114.373702073718,113.548065633791,119.58091348187
"34",63.1409255427786,88.8813849092727,80.7120830280866,99.4290323508209,98.1952971196932,102.352165964042,105.14636196349
"35",48.2612387616835,50.7456219754419,92.7767837559768,76.915619674316,98.7102756923804,91.6618111146017,78.5909438646318
"36",76.3855077279484,71.8699799285747,102.400838946934,83.0025533536187,78.1682509821461,87.9268754820373,86.6041152233683
"37",63.0820548680032,116.738462115402,64.2880129299934,76.5783062987309,82.6152335368853,105.67109999784,84.8828206910149
"38",55.7733209519964,72.619778652201,77.3940756702306,85.9485321545671,93.0993943025589,106.989338154738,96.6844485153453
"39",62.1761178809886,60.5565435601779,70.9586148374689,114.802766640511,76.3268709597841,70.8955562436263,99.7222929789705
"40",72.3465677524978,0,64.739544642229,0,0,0,0
"41",55.7274701821417,66.8959830976109,75.0715693958451,68.5065636034347,80.6442710033109,70.8255217839067,66.4443718582468
"42",65.4237532716035,117.47533988955,81.5683557233228,97.8288630785446,92.2985189333425,108.345551662618,126.903196968141
"43",0,0,0,0,0,0,0
"44",48.2053486877419,89.3473968130081,77.7950845207992,111.030497082728,92.2432943860761,91.4672426588148,115.254468830722
"45",0,0,0,0,0,0,0
"46",68.5267292802624,83.4280487069885,63.6226319860099,110.356039577695,101.164068269901,95.7512518533757,114.476338832417
"47",48.4122989903928,71.7929120748975,60.1753214970558,100.723453978564,87.1159646254169,73.8714919218094,91.4216842797797
"48",0,0,0,0,0,0,0
"49",55.6113187405376,79.9343628692859,63.6512736594435,86.9764254303599,92.2484793757958,88.5398131818538,124.512283129533
"50",5.67375873409338,0,0,0,0,0,0
"51",51.5836851835219,80.499833649885,70.3869441722476,113.275063229822,97.7621329017841,85.5128993671831,83.8901583179935
"52",65.7647644754754,84.3932700939919,63.8829233378213,110.851235250449,117.995394705626,89.7115992834857,122.785344256731
