"time" "S" "E" "IR" "ID" "R" "D"
0 0 1000 0 0 0 0
0.000325244294013828 0 999 1 0 0 0
0.000643199907830453 0 998 1 1 0 0
0.00465870329733393 0 997 2 1 0 0
0.0051273640825176 0 996 3 1 0 0
0.00556442882561479 0 995 3 2 0 0
0.00609687126982144 0 994 3 3 0 0
0.0061283326683334 0 993 4 3 0 0
0.00620020462285914 0 992 5 3 0 0
0.00622036175334845 0 991 6 3 0 0
0.00696723256515635 0 990 6 4 0 0
0.00719161173369753 0 989 7 4 0 0
0.00862223086062882 0 988 7 5 0 0
0.00961414358239385 0 987 7 6 0 0
0.0101618843597273 0 986 8 6 0 0
0.0102023119146909 0 985 8 7 0 0
0.010315603929069 0 984 8 8 0 0
0.0103923637061531 0 983 8 9 0 0
0.0111037256799512 0 982 9 9 0 0
0.0111433071909085 0 981 10 9 0 0
0.0152928819282668 0 980 10 10 0 0
0.016191592856763 0 979 10 11 0 0
0.0168372967097327 0 978 11 11 0 0
0.0192656251156849 0 977 11 12 0 0
0.020403446904021 0 976 11 13 0 0
0.0224017888315994 0 975 12 13 0 0
0.0244529432996452 0 974 13 13 0 0
0.0257434896425021 0 973 14 13 0 0
0.0257754572534799 0 972 15 13 0 0
0.027291171469699 0 971 16 13 0 0
0.0273476162914274 0 970 16 14 0 0
0.0274104987645586 0 969 17 14 0 0
0.0307091185153575 0 968 18 14 0 0
0.0311455346905496 0 967 19 14 0 0
0.0311468934291537 0 966 19 15 0 0
0.0335157841622033 0 965 19 16 0 0
0.0351961272294297 0 964 20 16 0 0
0.0353730471812266 0 963 20 17 0 0
0.0356398614554766 0 962 20 18 0 0
0.0357934999492186 0 961 21 18 0 0
0.0380944660340264 0 960 21 19 0 0
0.0411598300096902 0 959 22 19 0 0
0.0412622988475307 0 958 22 20 0 0
0.0419334964073869 0 957 23 20 0 0
0.0429058109834758 0 956 24 20 0 0
0.0432165682243841 0 955 24 21 0 0
0.0437950368679336 0 954 24 22 0 0
0.0439708561341401 0 953 24 23 0 0
0.0441853462929959 0 952 24 24 0 0
0.0450251686520251 0 951 24 25 0 0
0.0456729952646404 0 950 25 25 0 0
0.0456978002371546 0 949 25 26 0 0
0.0459710800516144 0 948 25 27 0 0
0.0468016773488621 0 947 25 28 0 0
0.0477872499405758 0 946 25 29 0 0
0.0491342649013043 0 945 25 30 0 0
0.0503920358420471 0 944 25 31 0 0
0.0510163020325 0 943 25 32 0 0
0.0513725257261782 0 942 26 32 0 0
0.0517718535134141 0 941 26 33 0 0
0.0550075528745442 0 940 26 34 0 0
0.0572315795754934 0 939 26 35 0 0
0.0583285108306212 0 938 27 35 0 0
0.0604709700233976 0 937 28 35 0 0
0.0615331267619121 0 936 28 36 0 0
0.0627356986865546 0 935 28 37 0 0
0.0631699753388093 0 934 29 37 0 0
0.0638258843164875 0 933 30 37 0 0
0.0640276239440985 0 932 31 37 0 0
0.0641497877066951 0 931 31 38 0 0
0.0649518618599171 0 930 31 39 0 0
0.0655710844875647 0 929 32 39 0 0
0.0659836032007755 0 928 32 40 0 0
0.0662350984951245 0 927 32 41 0 0
0.067765335945204 0 926 32 42 0 0
0.0723696198482088 0 925 33 42 0 0
0.0724035477827007 0 924 34 42 0 0
0.073693433405255 0 923 35 42 0 0
0.0744830340190076 0 922 36 42 0 0
0.0756480734043554 0 921 36 43 0 0
0.0766095429185051 0 920 36 44 0 0
0.0771059203111521 0 919 36 45 0 0
0.0772677989574714 0 918 37 45 0 0
0.0784649572753745 0 917 38 45 0 0
0.0785802992186732 0 916 39 45 0 0
0.0790300520364928 0 915 40 45 0 0
0.082127212825259 0 914 40 46 0 0
0.0824368760218468 0 913 40 47 0 0
0.0825705004679794 0 912 41 47 0 0
0.0832717562815208 0 911 41 48 0 0
0.0836630076981318 0 910 41 49 0 0
0.0843305786059311 0 909 42 49 0 0
0.0847028413644625 0 908 43 49 0 0
0.0847628375645892 0 907 43 50 0 0
0.0851956289836182 0 906 44 50 0 0
0.0851969669321692 0 905 44 51 0 0
0.0859569724004293 0 904 45 51 0 0
0.0860594226815374 0 903 46 51 0 0
0.0873046284235304 0 902 46 52 0 0
0.0873655077430098 0 901 47 52 0 0
0.087397400886031 0 900 48 52 0 0
0.0884338229803939 0 899 48 53 0 0
0.0889836062936223 0 898 48 54 0 0
0.0902546050080461 0 897 48 55 0 0
0.0913299626951301 0 896 49 55 0 0
0.0917159675478544 0 895 50 55 0 0
0.0926475263552007 0 894 51 55 0 0
0.0927111724856148 0 893 52 55 0 0
0.0944829290866155 0 892 53 55 0 0
0.0946475992251273 0 891 54 55 0 0
0.0949128789841985 0 890 55 55 0 0
0.0972541969527161 0 889 56 55 0 0
0.0975059552262372 0 888 56 56 0 0
0.0993080522405928 0 887 56 57 0 0
0.101760479605259 0 886 56 58 0 0
0.102195654996267 0 885 56 59 0 0
0.10373674613809 0 884 56 60 0 0
0.104293299017828 0 883 57 60 0 0
0.104713907713199 0 882 57 61 0 0
0.105027375202283 0 881 57 62 0 0
0.106393243812805 0 880 57 63 0 0
0.10883178932361 0 879 57 64 0 0
0.110481145882236 0 878 58 64 0 0
0.110659422924284 0 877 58 65 0 0
