"time" "S" "E" "I" "R" "D"
0 0 1000 0 0 0
0.00037735438067466 0 999 1 0 0
0.000398438949252446 0 998 2 0 0
0.000427815643755041 0 997 3 0 0
0.00048532435838141 0 996 4 0 0
0.00219330108032047 0 995 5 0 0
0.00247455840131186 0 994 6 0 0
0.00262360680966747 0 993 7 0 0
0.00365949846495059 0 992 8 0 0
0.0058895813466435 0 991 9 0 0
0.00674637309400767 0 990 10 0 0
0.00756800278492508 0 989 11 0 0
0.00922927141610342 0 988 12 0 0
0.00923339322495572 0 987 13 0 0
0.00958165583142478 0 986 14 0 0
0.00970762998833046 0 985 15 0 0
0.0113682038656176 0 984 16 0 0
0.0135610520531756 0 983 17 0 0
0.0146349914396147 0 982 18 0 0
0.0149171382910727 0 981 19 0 0
0.0160210898379932 0 980 20 0 0
0.0167633985989182 0 979 21 0 0
0.0181019826351122 0 978 22 0 0
0.0188751065057135 0 977 23 0 0
0.0198293440270221 0 976 24 0 0
0.0203870105937636 0 975 25 0 0
0.0204640965345152 0 974 26 0 0
0.0209353949172175 0 973 27 0 0
0.0212375448716572 0 972 28 0 0
0.0219657982510382 0 971 29 0 0
0.0237004436894387 0 970 30 0 0
0.0243073529177711 0 969 31 0 0
0.0246983022290991 0 968 32 0 0
0.025125302885867 0 967 33 0 0
0.0276049432828761 0 966 34 0 0
0.0283983129839604 0 965 35 0 0
0.0290406561220849 0 964 36 0 0
0.0295838274278943 0 963 37 0 0
0.0297088992062639 0 962 38 0 0
0.0300426979591329 0 961 39 0 0
0.0306828482642575 0 960 40 0 0
0.0310681268370261 0 959 41 0 0
0.0311439464226257 0 958 42 0 0
0.0329522425187794 0 957 43 0 0
0.0337722822664091 0 956 44 0 0
0.0346157828588739 0 955 45 0 0
0.0359112311130874 0 954 46 0 0
0.0366621941601658 0 953 47 0 0
0.0368455293405135 0 952 48 0 0
0.036871184176569 0 951 49 0 0
0.040330650271444 0 950 50 0 0
0.0413153412934552 0 949 51 0 0
0.04269726175583 0 948 52 0 0
0.0455691645965886 0 947 53 0 0
0.0456095361375738 0 946 54 0 0
0.0456687348105874 0 945 55 0 0
0.0463344727196077 0 944 56 0 0
0.0474617776084073 0 943 57 0 0
0.0476408941144516 0 942 58 0 0
0.0477394119575345 0 941 59 0 0
0.0477431386311734 0 940 60 0 0
0.0528028803029991 0 939 61 0 0
0.0539608841704743 0 938 62 0 0
0.0541383493971379 0 937 63 0 0
0.05427571245491 0 936 64 0 0
0.0560394726311537 0 935 65 0 0
0.0564752233133869 0 934 66 0 0
0.0571826972989667 0 933 67 0 0
0.0574635793299475 0 932 68 0 0
0.0600305150803847 0 931 69 0 0
0.0613665880069608 0 930 70 0 0
0.0636365905564153 0 929 71 0 0
0.064116697664955 0 928 72 0 0
0.0643309334107264 0 927 73 0 0
0.0645358321369335 0 926 74 0 0
0.0660040775218308 0 925 75 0 0
0.0698492605967355 0 924 76 0 0
0.0704753582280117 0 923 77 0 0
0.0708420304333748 0 922 78 0 0
0.0709452726513175 0 921 79 0 0
0.0728933815451405 0 920 80 0 0
0.0740192225481673 0 919 81 0 0
0.0743485461392044 0 918 82 0 0
0.0753160436317773 0 917 83 0 0
0.0781474614095565 0 916 84 0 0
0.083087759222366 0 915 85 0 0
0.0840241422573078 0 914 86 0 0
0.0844155851784716 0 913 87 0 0
0.0853640329654817 0 912 88 0 0
0.085848540451407 0 911 89 0 0
0.0863617065771424 0 910 90 0 0
0.0883677508807799 0 909 91 0 0
0.0888728743729391 0 908 92 0 0
0.0891608908694257 0 907 93 0 0
0.0892956974472334 0 906 94 0 0
0.0893695972742552 0 905 95 0 0
0.0913323271084141 0 904 96 0 0
0.0919339086258328 0 903 97 0 0
0.0921263894767945 0 902 98 0 0
0.0944761873418175 0 901 99 0 0
0.0975374046360203 0 900 100 0 0
0.0991839262213584 0 899 101 0 0
0.10230369549696 0 898 102 0 0
0.103184063440231 0 897 103 0 0
0.103473603801013 0 896 104 0 0
0.105055690788451 0 895 105 0 0
0.105124727577752 0 894 106 0 0
0.105659681068119 0 893 107 0 0
0.105941521673003 0 892 108 0 0
0.105999540742716 0 891 109 0 0
0.106035554728118 0 890 110 0 0
0.106941701819704 0 889 111 0 0
0.107559222551577 0 888 112 0 0
0.108625368558598 0 887 113 0 0
0.108921758012186 0 886 114 0 0
0.109333126328217 0 885 115 0 0
0.112292612013434 0 884 116 0 0
0.112843763439576 0 883 117 0 0
0.113987652535948 0 882 118 0 0
0.11606996574591 0 881 119 0 0
0.116276821434905 0 880 120 0 0
0.119050277064278 0 879 121 0 0
0.119168252396563 0 878 122 0 0
0.121696706322698 0 877 123 0 0
0.124577894054183 0 876 124 0 0
0.126228893121721 0 875 125 0 0
0.126767721492925 0 874 126 0 0
0.128005682557227 0 873 127 0 0
0.129200346582174 0 872 128 0 0
0.130022886526547 0 871 129 0 0
0.131351218980038 0 870 130 0 0
0.13201902910022 0 869 131 0 0
0.132499093725422 0 868 132 0 0
0.133984222114908 0 867 133 0 0
0.134628849035888 0 866 134 0 0
0.13553133513209 0 865 135 0 0
0.135648723875528 0 864 136 0 0
0.139780504805896 0 863 137 0 0
0.140169438411468 0 862 138 0 0
0.141228425888972 0 861 139 0 0
0.142419625192086 0 860 140 0 0
0.144015793107644 0 859 141 0 0
0.146360066566478 0 858 142 0 0
0.146439365485217 0 857 143 0 0
0.146761772091593 0 856 144 0 0
0.147680763527838 0 855 145 0 0
0.151257044522705 0 854 146 0 0
