"time" "S" "E" "I" "R" "D"
0 0 1000 0 0 0
0.00101979146148534 0 999 1 0 0
0.0043619766486699 0 998 2 0 0
0.00453432445791878 0 997 3 0 0
0.00634196357061365 0 996 4 0 0
0.0064589512056663 0 995 5 0 0
0.00751229479917224 0 994 6 0 0
0.00757062276042045 0 993 7 0 0
0.0116030081826081 0 992 8 0 0
0.013725961654439 0 991 9 0 0
0.0144422232575736 0 990 10 0 0
0.0169600640869705 0 989 11 0 0
0.0169999449656693 0 988 12 0 0
0.0174291544089578 0 987 13 0 0
0.0176023503119181 0 986 14 0 0
0.0181832356615988 0 985 15 0 0
0.0185089007476552 0 984 16 0 0
0.0212283537773216 0 983 17 0 0
0.0234734858157766 0 982 18 0 0
0.0235191174864498 0 981 19 0 0
0.0241490490441409 0 980 20 0 0
0.0261492600226496 0 979 21 0 0
0.0270837030302949 0 978 22 0 0
0.027504986177143 0 977 23 0 0
0.0281994538212225 0 976 24 0 0
0.031018998559349 0 975 25 0 0
0.0315674044630504 0 974 26 0 0
0.0344411469108057 0 973 27 0 0
0.0353328240278871 0 972 28 0 0
0.0354476583720024 0 971 29 0 0
0.0359012881167138 0 970 30 0 0
0.0363429815610287 0 969 31 0 0
0.038158091912044 0 968 32 0 0
0.0384860989203348 0 967 33 0 0
0.0409656608252517 0 966 34 0 0
0.0412710517132963 0 965 35 0 0
0.0415449721271388 0 964 36 0 0
0.0421166991952936 0 963 37 0 0
0.0426839044336551 0 962 38 0 0
0.0430932987738818 0 961 39 0 0
0.0431073199885391 0 960 40 0 0
0.0432657368425105 0 959 41 0 0
0.0435963564390433 0 958 42 0 0
0.0450228959834267 0 957 43 0 0
0.0461664482909557 0 956 44 0 0
0.0463543842663622 0 955 45 0 0
0.0474866170563331 0 954 46 0 0
0.0512381940727425 0 953 47 0 0
0.0512800592548414 0 952 48 0 0
0.0524455624953728 0 951 49 0 0
0.0554595901200598 0 950 50 0 0
0.0569218567562818 0 949 51 0 0
0.0585039992407828 0 948 52 0 0
0.059142959506646 0 948 51 0 1
0.0607267284119549 0 947 52 0 1
0.0641181007006003 0 946 53 0 1
0.0647683779235256 0 945 54 0 1
0.0651367666849982 0 944 55 0 1
0.066737327186538 0 943 56 0 1
0.0667979441892372 0 942 57 0 1
0.0676070138913235 0 941 58 0 1
0.0683329347876151 0 940 59 0 1
0.0686030452442813 0 939 60 0 1
0.0688062735000846 0 938 61 0 1
0.0704608383320261 0 937 62 0 1
0.0718078638562126 0 936 63 0 1
0.0723511396743549 0 935 64 0 1
0.0771523336244237 0 934 65 0 1
0.0777143156155383 0 933 66 0 1
0.078139968717495 0 932 67 0 1
0.0797294388613334 0 931 68 0 1
0.0815508562361448 0 930 69 0 1
0.0816652242670083 0 929 70 0 1
0.0835695568061565 0 928 71 0 1
0.0835868010764167 0 927 72 0 1
0.0857912015559933 0 926 73 0 1
0.0878232308085996 0 925 74 0 1
0.0895419971584634 0 924 75 0 1
