"time" "S" "E" "IR" "ID" "R" "D"
0 0 1000 0 0 0 0
0.00114422222380428 0 999 1 0 0 0
0.00220387757457606 0 998 1 1 0 0
0.00237887527959638 0 997 1 2 0 0
0.00263241593092011 0 996 2 2 0 0
0.00287938551715681 0 995 2 3 0 0
0.00451723069653196 0 994 2 4 0 0
0.00549539468580264 0 993 3 4 0 0
0.00585521897538319 0 992 4 4 0 0
0.00915597741873502 0 991 4 5 0 0
0.0096324990491951 0 990 4 6 0 0
0.0108612869267086 0 989 4 7 0 0
0.0113653866990677 0 988 4 8 0 0
0.0119546896305837 0 987 5 8 0 0
0.0127376286462378 0 986 5 9 0 0
0.0132871791539315 0 985 6 9 0 0
0.0135982380747539 0 984 6 10 0 0
0.014218790068209 0 983 7 10 0 0
0.0155508156710395 0 982 7 11 0 0
0.0159259028358059 0 981 7 12 0 0
0.0182637411987554 0 980 7 13 0 0
0.019261488181087 0 979 8 13 0 0
0.0201989761391743 0 978 8 14 0 0
0.0205115907784801 0 977 9 14 0 0
0.0205130659146092 0 976 9 15 0 0
0.0214331247676446 0 975 9 16 0 0
0.0228243187979828 0 974 10 16 0 0
0.0230024105194533 0 973 11 16 0 0
0.0230665277906652 0 972 11 17 0 0
0.0231435824105836 0 971 11 18 0 0
0.0234170669547584 0 970 11 19 0 0
0.02462508407983 0 969 11 20 0 0
0.0246557325367728 0 968 11 21 0 0
0.0258546720458465 0 967 12 21 0 0
0.0261459397964393 0 966 12 22 0 0
0.0266704854133366 0 965 12 23 0 0
0.0292018513390099 0 964 13 23 0 0
0.0292311622782309 0 963 13 24 0 0
0.0293986806883895 0 962 13 25 0 0
0.0295696563271846 0 961 13 26 0 0
0.029575615214847 0 960 14 26 0 0
0.0314083094521551 0 959 14 27 0 0
0.0325736571812896 0 958 14 28 0 0
0.0327686499956612 0 957 14 29 0 0
0.0332887356062233 0 956 15 29 0 0
0.0345200264787043 0 955 16 29 0 0
0.0365614214472853 0 954 17 29 0 0
0.0372888039621469 0 953 17 30 0 0
0.0373536220138703 0 952 17 31 0 0
0.0377584017754525 0 951 18 31 0 0
0.0385673804003843 0 950 18 32 0 0
0.0392742585895869 0 949 18 33 0 0
0.0411623063209735 0 948 19 33 0 0
0.0412462566013367 0 947 20 33 0 0
0.0416005010474862 0 946 21 33 0 0
0.0460219115450639 0 945 21 34 0 0
0.0476992491868089 0 944 21 35 0 0
0.0479938119716457 0 943 21 36 0 0
0.0488104661254049 0 942 21 37 0 0
0.0494396166243115 0 941 22 37 0 0
0.0505356604582165 0 940 23 37 0 0
0.051648995205337 0 939 24 37 0 0
0.0524395934278388 0 938 24 38 0 0
0.0535770572427702 0 937 25 38 0 0
0.0540507535408568 0 936 26 38 0 0
0.0542028652671205 0 935 26 39 0 0
0.0550550824170232 0 934 27 39 0 0
0.055221659227134 0 933 28 39 0 0
0.0561119069619828 0 932 28 40 0 0
0.0570703896908329 0 931 28 41 0 0
0.0571497757475663 0 930 29 41 0 0
0.0577918952356711 0 929 30 41 0 0
0.0581429195820586 0 928 31 41 0 0
0.0582050011643898 0 927 32 41 0 0
0.0587152489559328 0 926 33 41 0 0
0.060683441506248 0 925 34 41 0 0
0.0607082645385779 0 924 34 42 0 0
0.0611968182093328 0 923 34 43 0 0
0.061448325668976 0 922 35 43 0 0
0.0619810559063035 0 921 35 44 0 0
0.0622736180764188 0 920 35 45 0 0
0.0622758141295575 0 919 36 45 0 0
0.0623504422315768 0 918 36 46 0 0
0.06446015630732 0 917 37 46 0 0
0.0650852349212947 0 916 38 46 0 0
0.0652491734322762 0 915 38 47 0 0
0.0653273326470194 0 914 38 48 0 0
0.0656072532462272 0 913 39 48 0 0
0.0656991827425536 0 912 39 49 0 0
0.0657866029168748 0 911 40 49 0 0
0.066785492995298 0 910 41 49 0 0
0.0668573774265654 0 909 41 50 0 0
0.0672314609124331 0 908 41 51 0 0
0.0678898020198743 0 907 42 51 0 0
0.0690384043529848 0 906 42 52 0 0
0.0697167489606111 0 905 43 52 0 0
0.0698988259881458 0 904 44 52 0 0
0.0707736782109227 0 903 45 52 0 0
0.0716764227800256 0 902 46 52 0 0
0.071726558723792 0 901 46 53 0 0
0.0733633073231955 0 900 46 54 0 0
0.0742854262216839 0 899 47 54 0 0
0.0757459032793648 0 898 47 55 0 0
0.0767255140132351 0 897 47 56 0 0
0.0777909721036574 0 896 48 56 0 0
0.0791248986517401 0 895 48 57 0 0
0.0797888564131472 0 894 48 58 0 0
0.0798622099530109 0 893 49 58 0 0
0.0805844851460832 0 892 49 59 0 0
0.0807281631030892 0 891 49 60 0 0
0.0808122565412167 0 890 49 61 0 0
0.083794848591721 0 889 50 61 0 0
0.0840318466180116 0 888 50 62 0 0
0.0879583008044612 0 887 51 62 0 0
0.0884064386521952 0 886 52 62 0 0
0.0899358697643452 0 885 53 62 0 0
0.0910663871497255 0 884 53 63 0 0
0.0919975843710442 0 883 53 64 0 0
0.0927184790181155 0 882 53 65 0 0
0.0929503753541361 0 881 53 66 0 0
0.0939537043668687 0 880 53 67 0 0
0.0969372206918941 0 879 54 67 0 0
0.0986068621480782 0 878 54 68 0 0
0.0992874112134813 0 877 55 68 0 0
0.102291111603307 0 876 55 69 0 0
0.106020912544584 0 875 55 70 0 0
0.106268253309962 0 874 56 70 0 0
0.106677496708138 0 873 57 70 0 0
0.110506332079158 0 872 58 70 0 0
0.112614953061431 0 871 58 71 0 0
0.113121000050125 0 870 59 71 0 0
0.114524380565189 0 869 59 72 0 0
0.115600990050888 0 868 59 73 0 0
0.117305316451353 0 867 60 73 0 0
0.119144737554696 0 866 61 73 0 0
0.122312567420838 0 865 62 73 0 0
0.12308543286855 0 864 62 74 0 0
0.123373610766227 0 863 62 75 0 0
0.123423996122634 0 862 62 76 0 0
0.126139062439913 0 861 63 76 0 0
0.126423732820482 0 860 63 77 0 0
0.126438724926512 0 859 63 78 0 0
0.127860775109295 0 858 63 79 0 0
0.128308879116359 0 857 63 80 0 0
0.129003562660035 0 856 63 81 0 0
0.13272368268115 0 855 64 81 0 0
0.133658437422096 0 854 65 81 0 0
0.134151195885967 0 854 64 81 1 0
0.134846588581429 0 853 64 82 1 0
0.135671809212567 0 852 65 82 1 0
0.136393515337464 0 851 65 83 1 0
0.136584564261329 0 850 66 83 1 0
0.137729413218251 0 849 67 83 1 0
0.138246351225494 0 848 67 84 1 0
0.14057512720733 0 847 67 85 1 0
0.141209439125857 0 846 68 85 1 0
0.141400215602833 0 845 69 85 1 0
0.144437460339249 0 844 69 86 1 0
0.14549485826641 0 843 69 87 1 0
0.146456652068778 0 842 70 87 1 0
0.147392694227491 0 841 71 87 1 0
0.147585808539711 0 840 72 87 1 0
0.148800397666146 0 839 73 87 1 0
0.149860323064662 0 838 74 87 1 0
0.151127981854753 0 837 75 87 1 0
0.153469291159047 0 836 76 87 1 0
0.153567620716377 0 835 76 88 1 0
0.154020980753881 0 834 76 89 1 0
0.154388500085351 0 833 76 90 1 0
0.156460840539711 0 832 77 90 1 0
0.156829164138936 0 831 78 90 1 0
0.156995559108023 0 830 79 90 1 0
0.157069547309839 0 829 80 90 1 0
0.158639756597193 0 828 81 90 1 0
0.159450375171409 0 828 80 90 2 0
0.159800379462601 0 827 80 91 2 0
0.160601074681151 0 826 81 91 2 0
0.161263096496399 0 825 81 92 2 0
0.162695085839805 0 824 82 92 2 0
0.163313502378195 0 823 83 92 2 0
0.1645369781744 0 822 83 93 2 0
0.164566443210784 0 821 84 93 2 0
0.167861682041958 0 820 84 94 2 0
0.171623854736434 0 819 84 95 2 0
0.174035081530555 0 818 84 96 2 0
0.174609863559715 0 817 84 97 2 0
0.175950198714409 0 816 85 97 2 0
0.177027149167978 0 815 86 97 2 0
0.179055960999233 0 814 86 98 2 0
0.17993726523605 0 813 87 98 2 0
0.182184749018367 0 812 87 99 2 0
0.182697783040062 0 811 87 100 2 0
0.183157161679937 0 810 87 101 2 0
0.183430866488782 0 809 87 102 2 0
0.184663446536209 0 808 87 103 2 0
0.185780949580133 0 807 88 103 2 0
0.185873383352968 0 806 88 104 2 0
0.186371261183344 0 805 89 104 2 0
0.186615222341816 0 804 89 105 2 0
0.187318319641162 0 803 89 106 2 0
0.187412917629072 0 802 90 106 2 0
0.188057718625654 0 801 91 106 2 0
0.191853446291674 0 800 91 107 2 0
0.192499601688936 0 799 91 108 2 0
0.192699354739525 0 798 92 108 2 0
0.196973798717181 0 797 93 108 2 0
0.197036077873546 0 796 93 109 2 0
0.20039384804767 0 795 94 109 2 0
0.200855175076375 0 795 93 109 3 0
0.200936291564472 0 794 94 109 3 0
0.20125744530589 0 793 95 109 3 0
0.20450302211961 0 792 96 109 3 0
0.206016477689803 0 791 96 110 3 0
