"time" "S" "E" "I" "R" "D"
0 0 1000 0 0 0
0.000968612262937141 0 999 1 0 0
0.00250214042771644 0 998 2 0 0
0.00306132419367008 0 997 3 0 0
0.00324996297161251 0 996 4 0 0
0.00661145167862798 0 995 5 0 0
0.0070217820793604 0 994 6 0 0
0.00721254546978022 0 993 7 0 0
0.0107261119395198 0 992 8 0 0
0.0155731885868019 0 991 9 0 0
0.0159815370964937 0 990 10 0 0
0.0163399546570782 0 989 11 0 0
0.018589684209616 0 988 12 0 0
0.020608270694719 0 987 13 0 0
0.0215774383139998 0 986 14 0 0
0.0222182610299075 0 985 15 0 0
0.0233098830696041 0 984 16 0 0
0.0240291454754764 0 983 17 0 0
0.0245232028923072 0 982 18 0 0
0.0249080772207746 0 981 19 0 0
0.0252354479115615 0 980 20 0 0
0.0261028512635868 0 979 21 0 0
0.0270612293003363 0 978 22 0 0
0.0284285175205815 0 977 23 0 0
0.0293359109301047 0 976 24 0 0
0.0295504874045014 0 975 25 0 0
0.0351930225040378 0 974 26 0 0
0.0353747958486759 0 973 27 0 0
0.0358699168555067 0 972 28 0 0
0.0360683736551047 0 971 29 0 0
0.0386460098598034 0 970 30 0 0
0.0391973713139896 0 969 31 0 0
0.0395877738293244 0 968 32 0 0
0.0408186263807018 0 967 33 0 0
0.0410437325993084 0 966 34 0 0
0.0417688525168749 0 965 35 0 0
0.0420319019658677 0 964 36 0 0
0.0435594019978585 0 963 37 0 0
0.0436183008002119 0 962 38 0 0
0.0474887336810843 0 961 39 0 0
0.0497782609434273 0 960 40 0 0
0.0502540839197875 0 959 41 0 0
0.0511567052834607 0 958 42 0 0
0.0533336230303763 0 957 43 0 0
0.0555411436485207 0 956 44 0 0
0.0556333027131317 0 955 45 0 0
0.0557071777917937 0 954 46 0 0
0.0577291896114345 0 953 47 0 0
0.0584790169461628 0 952 48 0 0
0.0588999498268869 0 951 49 0 0
0.0593279927473797 0 950 50 0 0
0.0595341880738714 0 949 51 0 0
0.0612771812189219 0 948 52 0 0
0.064580447753475 0 947 53 0 0
0.0646497267188078 0 946 54 0 0
0.0650359319398149 0 945 55 0 0
0.0733539975573346 0 944 56 0 0
0.0735079975929827 0 943 57 0 0
0.074151679869521 0 942 58 0 0
0.0744610253663966 0 941 59 0 0
0.075603604248684 0 940 60 0 0
0.0769675721097874 0 939 61 0 0
0.078843415698256 0 938 62 0 0
0.0791107946160931 0 937 63 0 0
0.080817398412516 0 936 64 0 0
0.0811497499050524 0 935 65 0 0
0.0812760801755018 0 934 66 0 0
0.0832237829448852 0 933 67 0 0
0.0848210306674027 0 932 68 0 0
0.0860117503808852 0 931 69 0 0
0.0878717642228725 0 930 70 0 0
0.0898751754316851 0 929 71 0 0
0.0900530967083027 0 928 72 0 0
0.0904591227314993 0 927 73 0 0
0.0910699815185176 0 926 74 0 0
0.0913825872916946 0 925 75 0 0
0.0921912902495927 0 924 76 0 0
0.0953957476930704 0 923 77 0 0
0.0969786128360483 0 922 78 0 0
0.0977233932899634 0 921 79 0 0
0.0979499880147146 0 920 80 0 0
0.0992731887206167 0 919 81 0 0
0.100864853604527 0 918 82 0 0
0.102276543119298 0 917 83 0 0
0.103040505821102 0 916 84 0 0
0.103818219303586 0 915 85 0 0
0.107129938097257 0 914 86 0 0
0.108936750823133 0 913 87 0 0
0.109279464161566 0 912 88 0 0
0.109867326581433 0 911 89 0 0
0.110196131822485 0 910 90 0 0
0.111040390170511 0 909 91 0 0
0.112707450040814 0 908 92 0 0
0.113047808381623 0 907 93 0 0
0.113890162879245 0 906 94 0 0
0.11666862635929 0 905 95 0 0
0.116868095751501 0 904 96 0 0
0.116892619642633 0 903 97 0 0
0.118587051120395 0 902 98 0 0
0.118814344148576 0 901 99 0 0
0.120152529280648 0 900 100 0 0
0.123118298616289 0 899 101 0 0
0.12372972831501 0 898 102 0 0
0.127662558407989 0 897 103 0 0
0.12791476550212 0 896 104 0 0
0.128530095748113 0 895 105 0 0
0.131412454763977 0 894 106 0 0
0.13330581594075 0 893 107 0 0
0.136562088207083 0 892 108 0 0
0.137404786453182 0 891 109 0 0
0.139532760776061 0 890 110 0 0
0.141270092448428 0 889 111 0 0
0.141670980561602 0 888 112 0 0
0.142121802259073 0 887 113 0 0
0.142189475924131 0 886 114 0 0
0.142253702065487 0 885 115 0 0
0.143460308080456 0 884 116 0 0
0.144166385530575 0 883 117 0 0
0.14559079672501 0 882 118 0 0
0.14721098069963 0 881 119 0 0
0.147381789854644 0 880 120 0 0
0.149125190255752 0 879 121 0 0
0.149372600032015 0 878 122 0 0
0.149897477265605 0 877 123 0 0
0.149998686386217 0 876 124 0 0
0.152783263258697 0 875 125 0 0
0.153302571373424 0 874 126 0 0
0.153707638898141 0 873 127 0 0
0.154748483458778 0 872 128 0 0
0.154852406253395 0 871 129 0 0
0.155515763055441 0 870 130 0 0
0.156221991544178 0 869 131 0 0
0.156772488641159 0 868 132 0 0
0.156857263731253 0 867 133 0 0
0.156955260380729 0 866 134 0 0
0.157531924558621 0 866 133 0 1
0.158587739252323 0 865 134 0 1
0.161592365764689 0 864 135 0 1
0.161691746657106 0 863 136 0 1
0.16170083894257 0 863 135 0 2
0.163063563315893 0 862 136 0 2
0.164176365461973 0 861 137 0 2
0.164240685936329 0 860 138 0 2
0.164674014167277 0 859 139 0 2
0.168618437838608 0 858 140 0 2
0.169510210123953 0 857 141 0 2
0.169993001953521 0 856 142 0 2
0.170440695258976 0 855 143 0 2
0.170650469595422 0 854 144 0 2
0.170701740440306 0 853 145 0 2
0.171185003890845 0 852 146 0 2
0.171636349963908 0 851 147 0 2
0.174087517860401 0 850 148 0 2
0.174112839643325 0 849 149 0 2
0.175853873615076 0 848 150 0 2
0.175930500868278 0 847 151 0 2
0.176686022484035 0 846 152 0 2
0.177125595516115 0 845 153 0 2
0.177522499469942 0 844 154 0 2
0.182616143457917 0 843 155 0 2
0.183518579557769 0 842 156 0 2
0.185246589457437 0 841 157 0 2
0.186856298330454 0 840 158 0 2
0.187149686736382 0 839 159 0 2
0.187872606519231 0 838 160 0 2
0.188729401194738 0 837 161 0 2
0.190572445300427 0 836 162 0 2
0.192450168866457 0 835 163 0 2
0.196743002830872 0 835 162 1 2
0.198879885703579 0 834 163 1 2
0.199751848306586 0 833 164 1 2
0.200276680483071 0 832 165 1 2
0.200294973963837 0 832 164 2 2
0.20071269871941 0 831 165 2 2
0.20074288428309 0 830 166 2 2
0.201007211349768 0 829 167 2 2
0.202889748141553 0 828 168 2 2
0.205218152427954 0 827 169 2 2
0.206274485645267 0 826 170 2 2
0.211503827171287 0 825 171 2 2
0.21271136121809 0 824 172 2 2
0.213748172954497 0 823 173 2 2
0.216169288336233 0 822 174 2 2
0.216697950770852 0 821 175 2 2
0.219689624298418 0 820 176 2 2
0.220655659126266 0 819 177 2 2
0.222520879178613 0 818 178 2 2
0.222919723499497 0 817 179 2 2
0.224302536623754 0 816 180 2 2
0.226894177535736 0 815 181 2 2
0.228975355993389 0 814 182 2 2
0.229967735467093 0 813 183 2 2
0.232713758350939 0 812 184 2 2
0.233264122524156 0 811 185 2 2
0.234547749652251 0 810 186 2 2
0.234988112193397 0 809 187 2 2
0.235204320661218 0 808 188 2 2
