"time" "S" "E" "IR" "ID" "R" "D"
0 0 1000 0 0 0 0
0.000681972568389028 0 999 1 0 0 0
0.00093968532785139 0 998 2 0 0 0
0.0021981635842805 0 997 2 1 0 0
0.00401816332430447 0 996 2 2 0 0
0.00469317187883941 0 995 2 3 0 0
0.00512250074237009 0 994 2 4 0 0
0.00549417457154866 0 993 2 5 0 0
0.00613560142833178 0 992 2 6 0 0
0.00667742480294473 0 991 3 6 0 0
0.00677289003623018 0 990 3 7 0 0
0.00689818825507689 0 989 3 8 0 0
0.00902446298920735 0 988 3 9 0 0
0.0106020463440717 0 987 3 10 0 0
0.0135331710901581 0 986 4 10 0 0
0.0140033876708594 0 985 5 10 0 0
0.0155313815694846 0 984 6 10 0 0
0.0166348526507973 0 983 6 11 0 0
0.0182435557355211 0 982 7 11 0 0
0.0207853992029544 0 981 8 11 0 0
0.0217637546491453 0 980 8 12 0 0
0.0224120293024933 0 979 9 12 0 0
0.0237197174547208 0 978 9 13 0 0
0.0250049270698348 0 977 10 13 0 0
0.0266245378217083 0 976 11 13 0 0
0.0274886426191386 0 975 11 14 0 0
0.0297022310627608 0 974 12 14 0 0
0.0305298619927171 0 973 13 14 0 0
0.0309232410907737 0 972 14 14 0 0
0.032559062428583 0 971 15 14 0 0
0.0337299989170005 0 970 15 15 0 0
0.0344906420225893 0 969 15 16 0 0
0.0350552624692431 0 968 15 17 0 0
0.0358953744727339 0 967 16 17 0 0
0.0361364233364683 0 966 17 17 0 0
0.0374587207051584 0 965 18 17 0 0
0.03876253567517 0 964 18 18 0 0
0.0388852323332718 0 963 18 19 0 0
0.0408623976644499 0 962 19 19 0 0
0.0409214628743977 0 961 19 20 0 0
0.0417611605294817 0 960 19 21 0 0
0.0435693429567887 0 959 19 22 0 0
0.0437049740944969 0 958 20 22 0 0
0.0439395148747158 0 957 21 22 0 0
0.0442091394478451 0 956 22 22 0 0
0.0444923094415133 0 955 22 23 0 0
0.0452322676352857 0 954 22 24 0 0
0.0455772172893979 0 953 22 25 0 0
0.046692608415831 0 952 22 26 0 0
0.0470554574259693 0 951 23 26 0 0
0.0473468627684755 0 950 23 27 0 0
0.0480550197402364 0 949 24 27 0 0
0.0497602488544627 0 948 25 27 0 0
0.0501662007739408 0 947 25 28 0 0
0.053283860583979 0 946 26 28 0 0
0.0568682812957867 0 945 26 29 0 0
0.0572283363515644 0 944 27 29 0 0
0.0575032250655025 0 943 28 29 0 0
0.059356464526311 0 942 28 30 0 0
0.0633493928667546 0 941 28 31 0 0
0.0667746552752054 0 940 29 31 0 0
0.0674822755383368 0 939 29 32 0 0
0.0707189042931751 0 938 30 32 0 0
0.0711410169315642 0 937 30 33 0 0
0.0713775245725968 0 936 31 33 0 0
0.0717031838487738 0 935 31 34 0 0
0.0752363633611209 0 934 32 34 0 0
0.0755522188723434 0 933 32 35 0 0
0.0759566659263835 0 932 32 36 0 0
0.0764948898105836 0 931 32 37 0 0
0.0773583274739252 0 930 32 38 0 0
0.0800372516346978 0 929 32 39 0 0
0.0820499337311816 0 928 33 39 0 0
0.0830485024790025 0 927 34 39 0 0
0.0837525576297518 0 926 34 40 0 0
0.0860561383385594 0 925 34 41 0 0
0.0863122953784308 0 924 35 41 0 0
0.087374515978157 0 923 35 42 0 0
0.0883738602397664 0 922 35 43 0 0
0.090802293549756 0 921 35 44 0 0
0.0914640510996118 0 920 36 44 0 0
0.0923346613503965 0 919 37 44 0 0
0.0931511258017574 0 918 37 45 0 0
0.0958096856987124 0 917 37 46 0 0
0.0962917851682973 0 916 38 46 0 0
0.0972305747430333 0 915 39 46 0 0
0.0976510014878082 0 914 40 46 0 0
0.0988180937645334 0 913 40 47 0 0
0.101074665067306 0 912 41 47 0 0
0.104551277318616 0 911 42 47 0 0
0.105152296059874 0 910 43 47 0 0
