"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",2,8,7,2,9
"2",3,11,12,2,6
"3",0,0,0,0,0
"4",4,6,9,5,13
"5",0,0,0,0,0
"6",2,10,6,0,7
"7",4,8,12,2,6
"8",0,0,0,0,0
"9",2,16,10,4,7
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",4,9,6,1,9
"13",0,0,0,0,0
"14",3,10,9,2,12
"15",3,12,7,1,15
"16",0,0,0,0,0
"17",0,0,0,0,0
"18",2,13,8,5,8
"19",3,16,0,3,11
"20",3,13,10,2,12
"21",0,0,1,0,0
"22",0,0,0,0,0
"23",2,9,9,4,10
"24",0,0,0,0,0
"25",6,14,4,2,11
"26",5,16,8,1,11
"27",4,10,10,1,13
"28",2,9,8,2,5
"29",3,14,6,3,8
"30",0,0,0,0,0
"31",0,0,0,0,0
"32",3,9,7,1,11
"33",7,11,13,4,11
"34",0,0,0,0,0
"35",2,18,11,1,8
"36",2,19,10,0,10
"37",4,15,8,2,7
"38",5,15,0,2,9
"39",5,12,9,0,11
"40",5,14,10,0,5
"41",4,14,7,2,10
"42",0,0,0,0,0
"43",3,8,4,1,6
"44",0,0,0,0,0
"45",3,11,7,0,12
"46",0,1,0,0,0
"47",1,21,9,3,13
"48",0,0,0,0,0
"49",2,13,11,1,8
"50",7,9,7,4,6
"51",0,0,0,0,0
"52",3,16,8,3,6
"53",2,13,11,3,14
"54",4,18,6,2,2
"55",0,0,0,0,0
"56",3,14,7,3,17
"57",2,13,12,3,7
"58",2,13,5,0,9
"59",2,9,6,1,10
"60",4,15,9,1,9
"61",0,0,0,0,0
"62",3,16,13,1,9
"63",3,11,6,2,5
"64",3,13,11,0,11
"65",0,0,0,0,0
"66",6,16,12,5,12
"67",0,0,0,0,0
"68",4,13,8,1,7
"69",3,16,7,5,11
"70",6,16,9,2,11
"71",1,8,3,4,10
"72",0,0,0,0,0
"73",2,9,8,3,8
"74",2,10,5,2,9
"75",3,22,12,0,10
"76",0,0,0,0,0
"77",2,14,8,0,14
"78",1,18,5,1,12
"79",4,7,8,0,8
"80",0,0,0,0,0
"81",4,5,8,3,9
"82",2,11,7,0,8
"83",5,12,11,0,8
"84",2,15,6,2,12
"85",0,0,0,0,0
"86",1,10,7,2,13
"87",0,0,0,0,0
"88",6,11,8,0,9
"89",0,0,0,0,0
"90",1,13,8,1,17
"91",0,0,0,0,0
"92",3,12,7,1,8
"93",0,0,0,0,0
"94",6,9,11,2,7
"95",4,8,5,2,8
"96",6,10,10,1,13
"97",0,14,11,3,14
"98",5,17,6,3,13
"99",0,0,0,0,0
"100",2,13,9,3,9
"101",4,12,8,2,7
"102",7,9,6,1,10
"103",1,16,6,3,5
"104",0,0,0,0,0
"105",6,7,7,3,11
"106",0,0,0,0,0
"107",4,15,7,0,6
"108",6,15,2,2,9
"109",5,12,5,4,5
"110",0,0,0,0,0
"111",3,9,8,1,11
"112",0,17,8,4,10
"113",3,11,4,3,10
"114",3,12,12,2,5
"115",3,17,6,1,11
"116",2,16,8,1,13
"117",3,18,4,0,9
"118",7,15,6,1,11
"119",0,0,0,0,0
"120",7,18,8,4,5
"121",0,0,0,0,0
"122",5,15,12,0,9
"123",2,13,8,3,12
"124",3,14,4,2,12
"125",3,16,10,1,9
"126",0,0,0,0,0
"127",2,8,7,3,6
"128",0,0,0,0,0
"129",6,16,10,0,9
"130",0,0,0,0,0
"131",0,0,0,0,0
"132",3,19,9,1,6
"133",0,0,0,0,0
"134",0,0,0,0,0
"135",6,13,10,5,11
"136",4,10,10,1,9
"137",3,10,7,0,5
"138",3,15,7,1,6
"139",2,12,11,2,8
"140",0,15,3,1,13
"141",5,13,8,2,13
"142",4,15,10,1,5
"143",5,14,7,2,9
"144",3,10,6,2,9
"145",0,0,0,0,0
"146",8,18,3,1,15
"147",6,12,6,1,8
"148",4,10,10,2,8
"149",3,9,12,2,6
"150",2,7,8,0,7
"151",1,12,8,3,17
"152",4,10,4,2,15
"153",4,19,5,1,7
"154",6,20,6,4,9
"155",0,0,0,0,0
"156",3,13,12,4,10
"157",0,0,0,0,0
"158",2,14,10,1,19
"159",3,14,11,0,11
"160",1,18,9,0,8
"161",4,15,8,3,14
"162",3,18,5,3,12
"163",0,0,0,0,0
"164",1,16,10,0,9
"165",0,5,6,2,11
"166",5,11,3,1,10
"167",3,11,11,0,9
"168",0,0,0,0,0
"169",4,10,7,0,7
"170",6,7,8,1,13
"171",3,14,5,0,11
"172",5,16,9,0,4
"173",0,0,0,0,0
"174",6,16,10,1,9
"175",2,12,9,2,11
"176",2,16,11,0,5
"177",5,12,13,1,5
"178",0,16,8,2,11
"179",3,12,11,3,7
"180",3,11,12,3,12
"181",0,0,0,0,0
"182",2,18,6,0,12
"183",3,19,5,2,4
"184",4,12,3,2,6
"185",6,12,5,3,6
"186",2,11,5,0,11
"187",0,12,8,2,7
"188",3,16,6,2,13
"189",2,9,5,2,15
"190",0,0,0,0,0
"191",3,18,10,0,5
"192",0,0,0,0,0
"193",2,15,8,2,8
"194",0,0,0,0,0
"195",1,7,7,1,19
"196",5,15,7,1,11
"197",0,0,0,0,0
"198",5,11,8,1,5
"199",5,12,6,1,7
"200",3,13,9,2,15
"201",5,8,6,1,7
"202",1,16,13,1,8
"203",3,10,14,2,10
"204",6,11,9,2,5
"205",0,0,0,0,0
"206",5,10,6,2,9
"207",3,11,7,4,9
"208",4,12,8,0,7
"209",5,10,7,4,7
"210",2,15,6,2,8
"211",7,10,4,2,11
"212",0,0,0,0,0
"213",3,11,10,2,6
"214",4,17,13,1,9
"215",8,18,3,1,9
"216",3,15,10,2,10
"217",1,11,5,1,12
"218",5,13,9,0,10
"219",4,14,4,0,4
"220",4,14,9,1,6
"221",3,15,8,1,6
"222",0,0,0,0,0
"223",0,0,0,0,0
"224",5,9,11,2,9
"225",8,9,12,4,8
"226",5,16,9,0,5
"227",5,11,10,0,8
"228",3,10,7,5,11
"229",2,13,8,2,10
"230",2,16,10,1,11
"231",7,13,11,0,9
"232",4,19,9,5,7
"233",9,13,12,0,8
"234",5,13,9,2,10
"235",3,10,5,1,14
"236",0,0,0,0,0
"237",6,14,9,0,10
"238",4,8,6,1,19
"239",0,0,0,0,0
"240",1,11,4,3,12
"241",3,17,6,1,10
"242",0,12,8,1,12
"243",6,7,7,0,10
"244",7,13,8,1,9
"245",2,18,6,1,9
"246",1,10,8,4,12
"247",1,14,5,0,11
"248",0,0,0,0,0
"249",8,15,5,0,8
"250",2,14,7,2,10
"251",2,19,9,4,12
"252",2,13,8,2,9
"253",4,14,8,0,8
"254",3,16,11,6,13
"255",3,8,2,1,8
"256",2,9,8,3,8
"257",5,20,9,1,11
"258",1,11,8,3,12
"259",0,0,0,0,0
"260",2,12,12,0,9
"261",0,0,0,0,0
"262",4,16,8,2,6
"263",0,0,0,0,0
"264",5,7,7,3,7
"265",2,12,5,1,12
"266",6,13,3,1,7
"267",0,0,0,0,0
"268",7,16,10,0,6
"269",5,8,8,1,7
"270",1,10,4,3,10
"271",4,13,11,1,11
"272",0,0,0,0,0
"273",0,0,0,0,0
"274",0,0,0,0,0
"275",7,12,7,2,9
"276",4,11,8,0,11
"277",5,9,7,1,9
"278",6,11,7,1,14
"279",3,26,14,1,9
"280",7,14,4,2,12
"281",2,18,12,2,10
"282",6,13,9,2,8
"283",4,13,4,5,10
"284",2,20,6,1,3
"285",2,20,9,1,8
"286",6,14,15,2,9
"287",4,13,7,2,12
"288",4,11,18,1,5
"289",4,14,8,0,8
"290",3,14,6,1,8
"291",9,8,7,2,12
"292",5,13,14,1,12
"293",0,0,0,0,0
"294",4,14,7,3,10
"295",3,13,8,1,9
"296",3,13,10,2,17
"297",1,18,6,0,6
"298",5,14,10,1,9
"299",2,18,7,1,6
"300",4,11,4,1,10
"301",3,16,6,2,8
"302",7,12,6,0,4
"303",2,12,5,2,9
"304",0,0,0,0,0
"305",3,20,10,3,14
"306",0,0,0,0,0
"307",0,0,0,0,0
"308",4,10,9,0,12
"309",5,15,8,2,5
"310",5,10,12,1,10
"311",3,6,5,2,4
"312",1,12,9,2,9
"313",1,12,11,2,6
"314",4,11,6,3,8
"315",0,0,0,0,0
"316",0,0,0,0,0
"317",0,0,0,0,0
"318",1,10,5,1,6
"319",2,15,7,1,7
"320",3,6,10,3,9
