"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",799,866,111,32,46
"2",801,842,104,35,55
"3",2,1,0,0,0
"4",795,867,106,29,50
"5",0,1,0,0,0
"6",796,847,108,29,54
"7",794,863,104,27,59
"8",0,1,0,0,0
"9",801,860,108,34,55
"10",0,1,0,0,0
"11",0,1,0,0,0
"12",801,890,114,33,55
"13",0,1,0,0,0
"14",805,875,110,34,48
"15",804,863,104,32,56
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",801,859,104,35,55
"19",807,862,118,30,42
"20",806,864,106,33,50
"21",0,1,0,0,0
"22",1,1,0,0,0
"23",804,864,100,34,56
"24",0,1,0,0,0
"25",793,860,115,36,48
"26",801,865,108,36,51
"27",797,880,108,36,51
"28",794,870,108,36,54
"29",802,856,108,30,50
"30",0,1,0,0,0
"31",0,1,0,0,0
"32",798,853,109,36,59
"33",798,858,104,37,55
"34",0,3,0,0,0
"35",793,851,110,39,57
"36",798,847,112,41,56
"37",801,872,101,35,58
"38",799,859,119,32,54
"39",796,864,106,30,52
"40",798,845,105,33,53
"41",801,869,112,34,54
"42",0,1,0,0,0
"43",806,867,116,37,58
"44",0,1,0,0,0
"45",803,846,108,40,53
"46",0,0,0,0,0
"47",801,846,103,36,48
"48",0,1,0,0,0
"49",798,854,108,39,57
"50",792,869,109,28,51
"51",1,1,0,0,0
"52",799,857,108,34,60
"53",800,863,106,37,49
"54",803,865,115,37,59
"55",0,1,0,0,0
"56",800,850,107,33,45
"57",802,877,108,38,57
"58",805,859,108,38,58
"59",796,878,111,38,48
"60",796,855,108,31,52
"61",0,1,0,1,0
"62",800,863,104,34,56
"63",806,868,107,41,59
"64",796,854,102,35,49
"65",0,1,0,0,0
"66",801,863,109,34,48
"67",1,1,0,0,0
"68",804,875,106,35,62
"69",795,864,112,33,56
"70",794,859,104,31,52
"71",808,853,112,31,52
"72",0,1,0,0,0
"73",793,857,106,31,52
"74",804,851,111,32,53
"75",803,853,104,40,50
"76",0,1,0,0,0
"77",801,866,110,34,48
"78",805,865,114,34,48
"79",801,879,110,37,52
"80",0,1,0,0,0
"81",798,886,111,35,52
"82",799,867,108,39,57
"83",803,871,101,39,63
"84",791,860,104,36,47
"85",0,1,1,0,0
"86",800,860,106,31,53
"87",0,1,0,0,0
"88",797,872,111,35,53
"89",0,1,0,0,0
"90",803,859,112,39,46
"91",2,1,0,0,0
"92",806,869,107,33,53
"93",0,1,0,0,0
"94",798,864,106,40,57
"95",798,854,107,33,50
"96",791,876,106,32,45
"97",803,870,103,32,43
"98",801,856,110,34,47
"99",0,1,0,0,0
"100",799,860,108,34,55
"101",802,884,104,37,55
"102",800,882,112,36,58
"103",805,868,112,32,62
"104",0,1,0,0,0
"105",803,876,111,36,50
"106",0,1,0,0,0
"107",802,858,108,35,53
"108",803,868,109,31,51
"109",801,875,111,32,50
"110",0,1,0,0,0
"111",802,868,103,34,53
"112",808,860,112,33,52
"113",803,854,113,38,47
"114",804,857,103,35,55
"115",802,861,111,32,56
"116",801,863,109,39,48
"117",802,861,118,38,50
"118",793,857,104,37,55
"119",0,1,0,0,0
"120",796,850,106,32,50
"121",1,1,0,0,0
"122",801,862,104,37,50
"123",805,854,100,34,49
"124",797,856,111,34,54
"125",803,858,113,38,54
"126",1,4,1,0,0
"127",802,870,114,35,53
"128",0,1,0,0,0
"129",798,863,103,37,55
"130",0,1,0,0,0
"131",0,1,0,0,0
"132",803,867,109,34,56
"133",0,1,0,0,0
"134",0,1,0,0,0
"135",793,851,103,35,46
"136",797,867,102,32,49
"137",798,864,106,40,59
"138",802,859,110,39,59
"139",804,875,101,35,53
"140",803,858,113,37,44
"141",795,866,109,37,46
"142",799,849,112,30,55
"143",797,858,108,35,56
"144",801,867,111,30,55
"145",0,1,0,0,0
"146",799,854,113,37,46
"147",796,844,103,37,52
"148",796,853,105,36,55
"149",802,872,108,35,59
"150",805,853,109,35,53
"151",807,879,110,35,51
"152",801,869,106,38,46
"153",799,854,115,35,57
"154",802,877,109,29,52
"155",2,1,1,0,0
"156",796,881,106,37,56
"157",0,1,0,0,0
"158",800,866,107,31,40
"159",803,875,101,41,53
"160",803,862,101,35,57
"161",798,870,111,34,51
"162",805,875,112,32,52
"163",0,1,0,0,0
"164",800,858,108,35,46
"165",803,873,111,35,47
"166",802,871,111,35,56
"167",796,847,109,40,54
"168",0,2,0,0,0
"169",800,850,107,36,53
"170",795,853,104,31,47
"171",794,854,108,37,50
"172",796,868,108,38,57
"173",1,1,0,0,0
"174",801,859,110,33,55
"175",808,861,110,35,53
"176",799,846,105,37,55
"177",801,880,104,36,62
"178",810,845,107,33,47
"179",802,862,106,35,56
"180",800,861,107,34,51
"181",0,1,0,0,0
"182",805,854,114,39,54
"183",803,859,105,36,58
"184",799,874,114,38,62
"185",800,883,113,30,58
"186",802,861,106,41,56
"187",808,870,108,33,58
"188",802,838,110,35,52
"189",799,862,104,36,38
"190",0,1,0,0,0
"191",793,860,107,37,54
"192",0,1,0,0,0
"193",801,856,102,29,49
"194",0,1,0,0,0
"195",804,863,103,34,46
"196",799,868,107,34,50
"197",0,3,0,0,0
"198",799,859,106,33,62
"199",799,857,104,31,53
"200",800,841,109,37,48
"201",801,864,107,37,51
"202",803,835,100,32,50
"203",804,868,96,38,53
"204",795,856,109,33,55
"205",0,1,0,0,0
"206",794,868,116,34,57
"207",802,860,107,28,56
"208",797,861,109,36,60
"209",804,874,111,35,57
"210",808,875,110,35,51
"211",793,848,113,36,52
"212",0,1,0,0,0
"213",800,863,104,36,53
"214",800,844,104,37,56
"215",792,849,113,35,52
"216",801,838,110,33,51
"217",804,874,115,35,43
"218",798,857,106,37,50
"219",795,871,114,36,55
"220",796,873,110,35,48
