"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",95,98,14,5,8
"2",108,107,20,6,12
"3",1,1,0,0,0
"4",99,113,22,8,14
"5",0,1,0,0,0
"6",119,101,16,6,12
"7",102,99,16,7,16
"8",0,1,0,0,0
"9",114,98,18,9,16
"10",0,1,0,0,0
"11",0,1,0,0,0
"12",114,116,25,6,12
"13",0,1,0,0,0
"14",103,114,14,6,13
"15",103,99,14,8,10
"16",0,1,0,0,0
"17",0,1,0,0,0
"18",102,108,13,10,12
"19",130,102,17,7,8
"20",106,113,18,11,10
"21",0,1,1,0,0
"22",1,1,0,0,0
"23",113,107,16,9,8
"24",0,1,0,0,0
"25",97,98,16,9,9
"26",126,113,16,7,10
"27",108,107,18,11,11
"28",120,101,15,6,10
"29",124,109,16,7,11
"30",0,1,0,0,0
"31",0,1,0,0,0
"32",115,101,19,5,10
"33",112,110,18,8,9
"34",0,1,0,0,0
"35",99,118,22,7,10
"36",98,111,22,7,9
"37",126,110,17,8,12
"38",108,104,22,7,8
"39",120,105,15,6,11
"40",101,110,13,4,11
"41",122,129,20,5,10
"42",0,1,0,0,0
"43",118,106,17,10,11
"44",0,1,0,0,0
"45",110,105,19,7,9
"46",0,1,0,0,0
"47",128,118,18,7,11
"48",0,1,0,0,0
"49",105,115,16,7,12
"50",118,100,18,7,9
"51",1,1,0,0,0
"52",115,103,22,7,10
"53",109,103,15,10,11
"54",105,106,18,7,12
"55",0,1,0,0,0
"56",103,115,17,10,11
"57",117,124,16,11,13
"58",112,108,15,6,12
"59",93,97,25,8,12
"60",119,110,16,7,10
"61",0,1,0,1,0
"62",108,103,17,8,8
"63",122,115,13,6,12
"64",116,104,15,6,9
"65",0,1,0,0,0
"66",92,103,21,8,9
"67",1,1,0,0,0
"68",109,119,18,10,13
"69",117,119,15,9,14
"70",116,106,20,7,12
"71",107,103,18,7,8
"72",0,1,0,0,0
"73",111,109,15,7,10
"74",103,103,15,5,10
"75",119,114,21,10,10
"76",0,1,0,0,0
"77",105,102,21,5,14
"78",102,101,16,5,9
"79",121,107,20,6,8
"80",0,1,0,0,0
"81",102,96,18,5,7
"82",112,109,18,6,10
"83",106,124,18,9,13
"84",110,103,17,6,10
"85",0,1,1,0,0
"86",111,118,18,6,11
"87",0,1,0,0,0
"88",99,97,16,9,9
"89",0,1,0,0,0
"90",118,118,20,6,11
"91",1,1,0,0,0
"92",130,101,13,7,8
"93",0,1,0,0,0
"94",117,100,24,11,11
"95",91,92,20,6,9
"96",104,105,17,7,7
"97",97,90,15,6,10
"98",129,104,18,7,10
"99",0,1,0,0,0
"100",119,111,17,8,11
"101",115,101,16,6,11
"102",100,110,17,6,14
"103",117,125,17,7,15
"104",0,1,0,0,0
"105",100,102,18,8,14
"106",0,1,0,0,0
"107",120,118,15,6,9
"108",93,114,19,8,9
"109",123,113,14,7,10
"110",0,1,0,0,0
"111",106,111,19,7,9
"112",117,109,18,9,11
"113",112,111,18,8,13
"114",109,106,19,6,10
"115",122,112,23,6,11
"116",115,111,18,7,11
"117",118,112,19,6,11
"118",108,110,21,7,13
"119",0,1,0,0,0
"120",107,97,19,6,12
"121",1,1,0,0,0
"122",115,111,22,6,9
"123",101,110,17,8,8
"124",112,105,24,5,12
"125",104,111,20,11,7
"126",1,1,1,0,0
"127",120,104,17,7,9
"128",0,1,0,0,0
"129",121,103,21,7,9
"130",0,1,0,0,0
"131",0,1,0,0,0
"132",94,107,17,7,8
"133",0,1,0,0,0
"134",0,1,0,0,0
"135",122,114,16,6,9
"136",115,112,16,6,7
"137",119,102,18,6,12
"138",123,102,18,8,13
"139",107,112,14,6,9
"140",98,103,15,7,11
"141",107,117,25,11,9
"142",112,113,17,6,10
"143",128,110,17,6,12
"144",99,103,18,8,9
"145",0,1,0,0,0
"146",114,102,17,6,10
"147",107,99,21,8,10
