"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",0,0,0,0,0
"2",0,5.61676077266864,0,0,0
"3",0,0,0,0,0
"4",0,15.2710300864271,0,0,0
"5",0,0,0,0,0
"6",0,0,0,0,0
"7",0,0,0,0,0
"8",0,0,0,0,0
"9",0,0,0,0,0
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",0,12.0194234298991,0,0,0
"13",0,6.45460135698302,0,0,0
"14",0,0,0,0,0
"15",0,2.54262987078521,7.01996130148876,0,0
"16",33.4667326933239,27.4962941254931,0,0,0
"17",34.9160747430248,5.41164765491832,0,0,0
"18",0,0,0,0,0
"19",0,0,0,0,0
"20",93.803182658148,97.7430774268784,98.897402851696,93.0624728598773,72.2789660876981
"21",0,0,0,0,0
"22",0,0,0,0,0
"23",0,0.77199889201115,0,0,0
"24",18.338894954464,54.9878407915443,0,0,0
"25",56.3385449485824,7.15577595677755,46.1681016026717,34.6027295426536,0
"26",0,0,0,0,0
"27",0,0,0,0,0
"28",0,0,0,0,0
"29",0,0,0,0,0
"30",0,0,0,0,0
"31",4.63945075125798,0,0,0,0
"32",0,0,0,0,0
"33",0,0,0,0,0
"34",0,0,0,0,0
"35",24.5757265482273,4.23777130317621,0,0,0
"36",0,0,0,0,0
"37",0,5.00197027905163,0,0,0
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",0,0,0,0,0
"41",0,0,0,0,0
"42",0,0,0,0,0
"43",0,0,0,0,0
"44",0,0,0,0,0
"45",0,3.25606848115106,0,0,0
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",0,6.9866785122173,0,0,0
"49",127.682173497091,135.506117796114,131.995004586104,132.414551974134,131.656330942068
"50",0,0,0,0,0
"51",0,0,0,0,0
"52",0,0,0,0,0
"53",0,0,0,0,0
"54",0,0,0,0,0
"55",19.4847137725671,5.25700492306705,0,0,0
"56",0,0,0,0,0
"57",0,0,0,0,0
"58",0,0,0,0,0
"59",0,0,0,0,0
"60",0,0,0,0,0
"61",0,0,0,0,0
"62",0,0,0,0,0
"63",0,0,0,0,0
"64",0,0,0,0,0
"65",0,23.0843722785171,0,0,0
"66",0,0,0,0,0
"67",0,0,0,0,0
"68",12.4207687051878,27.4558512399977,0,0,0
"69",0,0,0,0,0
"70",87.7680432284338,87.1173185823165,84.4233341107151,93.267601745541,81.7463017445058
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",67.2413604544533,62.5774312601591,134.303627023616,0,128.769505019114
"74",0,0,0,0,0
"75",25.8990046427102,2.85034756474203,0,0,0
"76",0,0,0,0,0
"77",0,2.96544528511536,0,0,0
"78",0,0,0,0,0
"79",44.5037158219516,84.745785373553,79.7569992263287,0,92.4439587322398
"80",0,0,0,0,0
"81",0,0,0,0,0
"82",0,0,0,0,0
"83",0,0,0,0,0
"84",76.7371434831578,88.2272415018096,86.4630947318947,83.8337483659617,89.8556866537506
"85",11.2630743042678,0,0,0,0
